La Rosetta	id=g:6472838
Agriturismo	id=g:6488943
Clarion Hotel Sea Lion Pescara	id=g:6488948
Eva's Rooms	id=g:6488961
Cruiser Congress Hotel	id=g:6488969
Castello di Petrata  country house	id=g:6488975
Garden Hotel Ripa	id=g:6488978
Fellini Inn Roma	id=g:6488980
Executive	id=g:6488983
Best Western Hotel La Conchiglia	id=g:6488991
Best Western Hotel Regina Palace Terme	id=g:6489004
Casa Pisani Canal	id=g:6489011
B&B Al Saor	id=g:6489012
B&B Macchia di pele	id=g:6489024
ENGELS HAUS snc di Wulten Giorgio e Matteo (CA ANGELI)	id=g:6489026
Albergo Shine	id=g:6489027
B&B Suite Beccaria a Piazza del Popolo	id=g:6489032
Art Mary B & B	id=g:6489036
Antares Hotel Rubens	id=g:6489041
Dasamo Hotel    S	id=g:6489049
Dolce Casa	id=g:6489057
Farmhouse Saint Thorn House	id=g:6489076
B&B in Venice  Flat CàCorte	id=g:6489080
Gattopardo Relais	id=g:6489088
Albergo Internazionale	id=g:6489092
Hotel Mediolanum	id=g:6489095
Albergo del Senato	id=g:6489096
Ca' Ghetto apartments	id=g:6489097
Girasolereale on the beach	id=g:6489102
El Patio Hotel	id=g:6489104
Domus Sessoriana	id=g:6489119
Hotel Patria	id=g:6489120
Alberi del Paradiso	id=g:6489123
B&B "a Casa di Griffi"	id=g:6489131
Hotel Lord Byron - Leading Hotels of the World	id=g:6489132
Artua'&Solferino	id=g:6489133
Bedebreakfastilys	id=g:6489140
Appartamento Andreina	id=g:6489141
Casali Santa Brigida	id=g:6489144
Antica Villa Graziella	id=g:6489147
Agriturismo Il Mandoleto	id=g:6489152
Arsenale Apartment	id=g:6489153
Albergo San Gallo	id=g:6489156
Best Western Hotel Pasitea	id=g:6489160
Dimora Napoletana B&B	id=g:6489164
Bed and Breakfast in Conegliano  Casa Rossi	id=g:6489168
B&B Rifugio Uscio	id=g:6489173
Bed and breakfast Serena	id=g:6489175
Antiche Armonie B&B	id=g:6489178
Agriturismo Santalberto	id=g:6489186
Albergo I Villini	id=g:6489187
B&B Janis	id=g:6489189
Bovio Suite	id=g:6489198
Cimarosa Harmony	id=g:6489199
Annette B&B	id=g:6489202
Freedom holiday Residence	id=g:6489208
B&B di Benedetta Bianchi	id=g:6489209
B&B Casa del Miele/Honey House	id=g:6489215
Florence Old Bridge B&B	id=g:6489216
B&B Villevieille	id=g:6489223
Bed and Breakfast Chiara Stella	id=g:6489230
Agriturismo Santa Margherita	id=g:6489235
Bed & Breakfast Le Baronesse Firenze	id=g:6489237
Country Hotel Borromeo	id=g:6489238
B&B Montefalco	id=g:6489239
A Casa di Lorena B&B	id=g:6489240
Firenze Loft	id=g:6489247
ClassHotel Piacenza Fiera	id=g:6489251
B&B Aurora	id=g:6489257
Best Western Hotel Master Brescia	id=g:6489262
At Vatican Studio	id=g:6489277
B&B Bellini	id=g:6489305
Albergo San Domenico	id=g:6489321
B&B Maria	id=g:6489326
Agriturismo Specchiarussa	id=g:6489330
Altafiumara Hotel	id=g:6489332
Astra Bed&Breakfast	id=g:6489334
Fattoria Querceto	id=g:6489343
Castello Scandeluzza	id=g:6489345
Casa Santa Maria Formosa	id=g:6489358
Albergo del Golfo	id=g:6489361
B & B Ma & Mi  bed and breakfast Cefalu Palermo Sicily Italy	id=g:6489363
Best  Western City Hotel	id=g:6489367
Clarion Hotel River Venice /TSF Airport	id=g:6489371
B&B Ernestina	id=g:6489377
B&B Vicere Speciale	id=g:6489378
B&B Casa Vacanze Il Colle	id=g:6489389
Belvita Hotel Adria	id=g:6489390
B&B Villa Felicia	id=g:6489393
Casa Giuditta PALERMO CENTRAL	id=g:6489401
B&B Emanuela	id=g:6489408
B&B la Terrazza	id=g:6489409
Casa Giulia Country House	id=g:6489411
B&B A Casa di Dante	id=g:6489412
Giampy Guest House	id=g:6489414
Ducale House	id=g:6489417
First of Florence Apart'Hotel	id=g:6489424
Antares Hotel Accademia	id=g:6489425
Franchi Residence	id=g:6489426
Eurhotel	id=g:6489431
Dolci Colline	id=g:6489442
A Casa di Mei B&B	id=g:6489449
B&B Euro	id=g:6489452
Albergo Ristorante CORONA	id=g:6489454
Charme Inn	id=g:6489461
Domus Florentiae Hotel	id=g:6489465
Dream Guest House	id=g:6489472
Bed and Breakfast La Giara	id=g:6489473
Sheraton Roma Hotel	id=g:6489478
B&B Globetrotter Catania	id=g:6489485
Bed and breakfast Villa Angelina	id=g:6489486
ALDINI HOTEL-Piazza Duomo-	id=g:6489487
BigBeret b&b	id=g:6489491
Agriturismo il Mulino delle Pile	id=g:6489493
City Guest House	id=g:6489494
Azienda Agrituristica Bosco	id=g:6489498
Agriturismo ALLA CEDRARA	id=g:6489502
Bed and Breakfast Mattia	id=g:6489505
Ai Mori d'Oriente Hotel	id=g:6489509
Cancelli Rossi Hotel Rome Airport	id=g:6489512
Budget B&B	id=g:6489519
Chalet Rocco B & B	id=g:6489527
B&B Morelli 49	id=g:6489531
Art  Resort Galleria Umberto	id=g:6489540
B&B Il Girasole	id=g:6489541
Antico Casale Il Piccione	id=g:6489546
Ca Corte Apartment	id=g:6489550
Arco dei Nobili	id=g:6489556
B&B Costasecca	id=g:6489557
Country House Torre del Guado: holiday apt: GINESTRA (2+2)	id=g:6489560
Centro Turistico Città di Bologna	id=g:6489561
Best Western Hotel Solaf	id=g:6489562
"Malvasia "Apartment San Marco Venice District	id=g:6489571
B&B Sillano net	id=g:6489573
Apostoli Palace	id=g:6489574
Buonarroti Home	id=g:6489575
B&B Sole Luna e Girasoli	id=g:6489578
Foro Appio Mansio Hotel	id=g:6489592
Casa di Barbano	id=g:6489595
Dei Fiori	id=g:6489603
Express by holiday inn ferrara	id=g:6489607
B&B stella elsa	id=g:6489608
Caibaldi Turismo Rurale	id=g:6489612
Al Colonnato di San Pietro   B&B	id=g:6489615
B&B Holiday in Sicily	id=g:6489618
At Home A Palazzo B&B	id=g:6489620
Agriturismo POGGIO AI SANTI	id=g:6489621
B&B Maggiore	id=g:6489628
Albergo VILLA PALMA	id=g:6489632
B&B   Al Pergolo	id=g:6489633
B & B La Casa degli Artisti	id=g:6489636
Ca' ORFEO	id=g:6489637
B&B Residenza Vespucci	id=g:6489639
Cassiopea	id=g:6489642
Ambienthotels Peru'	id=g:6489647
Casprini da Omero	id=g:6489648
Casale Antonietta	id=g:6489656
Bed & Breakfast Cavallino	id=g:6489664
Domo Spa & Resort	id=g:6489666
3 Coins B&B	id=g:6489670
Bed and breakfast Quartopiano	id=g:6489672
Bacio del Sole	id=g:6489678
B&B Vienna	id=g:6489682
Best Western Hotel Universo	id=g:6489684
Castello di Carimate	id=g:6489687
B&B  La Voliera	id=g:6489695
Agriturismo LE CASTELLACCE	id=g:6489698
Casa Rezzonico	id=g:6489699
Beauty & Vital Hotel Maria	id=g:6489707
Foresteria Fondazione Levi	id=g:6489710
Agriturismo Masseria sul Mare	id=g:6489716
Club & Vacanze Hotel Marinella	id=g:6489719
Agriturismo La Campana	id=g:6489724
GRAND HOTEL LA CHIUSA DI CHIETRI - 4 Stelle Sup	id=g:6489726
Best Western Hotel Biri	id=g:6489728
Domus Aventina	id=g:6489730
B&B  Residenza del Doge	id=g:6489735
Agriturismo Podere Saliciaia	id=g:6489736
Borgo Corsignano	id=g:6489740
Cà Doge	id=g:6489742
Appartamento Lo Studiolo	id=g:6489747
Agriturismo Montemiliano	id=g:6489749
Agriturismo La volpe e l'uva	id=g:6489754
B&B Casa Susy	id=g:6489755
Blu Hotel	id=g:6489756
Casa Antonella	id=g:6489760
Dependance Evelyn	id=g:6489761
Agriturismo Costa Etrusca	id=g:6489765
Dolce Vita Treviso	id=g:6489767
Casa Cavanella	id=g:6489770
Alla Dolce Vita B&B & Suites	id=g:6489771
Best Western hotel Piemontese	id=g:6489775
At Bed and breakfast The Center of Rome	id=g:6489784
Express by Holiday Inn	id=g:6489787
B&B Sosta a levante	id=g:6489790
Camin Hotel Colmegna	id=g:6489792
Ca San Trovaso	id=g:6489799
Bridge Hotel	id=g:6489802
Corte Impero	id=g:6489804
Hotel Bijou	id=g:6489813
B&B La Martellina	id=g:6489815
Agriturism Quiet Home	id=g:6489817
Classic Hotel	id=g:6489818
B&B La Cardoncina	id=g:6489820
Baviera Mokinba Hotels	id=g:6489821
A Casa Simpatia	id=g:6489829
B&B La Suite	id=g:6489831
B&B Tuschianty	id=g:6489834
Franciacorta Golf Hotel	id=g:6489838
Eurostars International Palace	id=g:6489841
Finis Africae Country House	id=g:6489842
Bed & Breakfast Lerux	id=g:6489843
Casale delle mimose	id=g:6489847
B&B Ortigiaseaview	id=g:6489853
All Comfort Astoria Palace	id=g:6489856
Discover Roma Hotel	id=g:6489857
Antica Casa dei Rassicurati	id=g:6489861
B&B Free Holiday	id=g:6489862
Bonapace B & B  Porta Nolana	id=g:6489863
Dolcesonno montecalvario	id=g:6489869
Aia Country Holidays	id=g:6489874
Azienda Agrituristica Il sarale	id=g:6489875
Domus Diana	id=g:6489888
Cristall casa per ferie	id=g:6489892
B&B Villa del Sole - Venice	id=g:6489894
Best Comfort	id=g:6489895
B&B Soggiorno ELIA	id=g:6489896
Ariston Hotel	id=g:6489903
B&B Villa MonteRosa	id=g:6489908
Certosa Hotel	id=g:6489914
Al Gambero	id=g:6489924
Corte al Paradiso	id=g:6489926
Casa Fabbri	id=g:6489934
Anfiteatro Flavio B&B	id=g:6489941
Bed & Breakfast  -  Tourist House Ghiberti	id=g:6489949
Casa Bea B&B	id=g:6489952
BEST WESTERN Hotel GENOVA	id=g:6489958
B & B VILLA Ginestra	id=g:6489961
Furore Inn Resort e Spa	id=g:6489965
Agriturismo Cà Traza	id=g:6489969
Antico Borgo de' Romolini	id=g:6489970
Casa Franca Bed and Breakfast	id=g:6489971
Apartment in Piazza Santo Spirito	id=g:6489974
Casale Le Ghiandaie	id=g:6489977
Antico Albergo Terme	id=g:6489986
A  Viola	id=g:6489988
Casale Villarena	id=g:6489990
Antica Fontana di Traiano	id=g:6489994
Bed and breakfast La Cisura	id=g:6489996
Franciscus	id=g:6489998
Aloha D/Oro Hotel	id=g:6489999
B&B Sotto la Palma	id=g:6490007
B&B Napolicentralcity	id=g:6490009
Admiral Hotel	id=g:6490010
Accademia Palace Hotel	id=g:6490012
Casal Monte Guarnieri	id=g:6490013
Cerdena Rooms	id=g:6490019
Bailey's Hotel	id=g:6490020
Dreaming Naples B&B	id=g:6490021
Golden Palace	id=g:6490035
Art Hotels Commercianti	id=g:6490041
Albergo Vittoria	id=g:6490046
Alla Giudecca Residence Hotel	id=g:6490051
Azienda Agricola Bulichella s r l	id=g:6490052
B&B Le Gelosie	id=g:6490058
Amendola House B&B	id=g:6490061
Agriturismo Podere Campiglia	id=g:6490064
Gallery Bed and Breakfast	id=g:6490066
Colleverde Park Hotel	id=g:6490071
Aabacus Roman Pyramid House	id=g:6490073
Borgo San Luigi	id=g:6490074
Poggio al Sole	id=g:6490081
B&B Relais Il Campanile at the Dome	id=g:6490082
Albergo Ristorante Villa Solaro	id=g:6490095
Arcobaleno Boutique Hotel	id=g:6490097
Agriturismo Quercia al Poggio	id=g:6490111
Antico Borgo La Muratella	id=g:6490112
Domus Volumnia Residence	id=g:6490129
Casa Marisa	id=g:6490131
Albergo RoccaRanne	id=g:6490134
B&B Villa del Sole	id=g:6490145
Albergo Casalta	id=g:6490146
Gli Angeli B&B	id=g:6490148
Dream House	id=g:6490153
Albergo Villa Azalee	id=g:6490158
Artemare Siracusa	id=g:6490168
Andromaco Palace Hotel	id=g:6490170
Apartment    I GATTI DI ROMA	id=g:6490173
Dolcesonno dei  mille	id=g:6490177
Black Hotel	id=g:6490181
Eurohotel	id=g:6490191
Agriturismo La Torriola	id=g:6490198
Albergo Hotel Traiano Rome	id=g:6490200
Grand Hotel Assisi	id=g:6490205
Ca' Formosa	id=g:6490210
Antica Dimora alla Rocca	id=g:6490211
A Roman Holiday B&B	id=g:6490217
Antico Pastificio Vacation Rentals	id=g:6490234
ASTRO HOTEL (town centre)	id=g:6490235
Ascot Malpensa	id=g:6490236
Borgo San Benedetto	id=g:6490239
Giardino degli Aranci B&B	id=g:6490244
Domizia Palace Hotel	id=g:6490248
Albergo Palazzina	id=g:6490249
Albergo Conca D'oro	id=g:6490250
Aurelia Garden Bed & Breakfast	id=g:6490251
Bed and Breakfast in Florence	id=g:6490255
Art Hotel Boston	id=g:6490256
Agriturismo Antica Fattoria del Colle	id=g:6490261
B&B Casolare di Remignoli	id=g:6490264
Best Western Hotel Nettunia	id=g:6490273
Girasolereale City	id=g:6490282
APPARTAMENTO stefanoesabina	id=g:6490284
Apartment Chiardiluna	id=g:6490296
Felix Hotel	id=g:6490297
Agriturismo Il Palazzo	id=g:6490302
B&B - Home Holidays  Pergolato di Sotto	id=g:6490303
B&B La Vela	id=g:6490308
Apartment in Villa LA FAVOLA Ischia	id=g:6490314
Casale Doria Pamphilj	id=g:6490323
Bed & Breakfast Vittoria	id=g:6490326
Casa Belmonte Relais	id=g:6490333
Azalea	id=g:6490346
Agriturismo Rocca di Pierle	id=g:6490348
Family House	id=g:6490357
Grand Hotel Bagni Nuovi	id=g:6490358
Albergo Tre Ville	id=g:6490359
Gallia Club Hotel	id=g:6490361
Hotel Club Alicudi	id=g:6490365
Hotel Club Cala Blu	id=g:6490374
Hotel Diamond	id=g:6490376
AHR Hotel Antille	id=g:6490384
Hotel Speraesole	id=g:6490386
San Domenico Hotel Club	id=g:6490402
Hotel Internazionale	id=g:6490417
B&H City Res	id=g:6490421
Hotel Club Il Gattopardo Sea Palace	id=g:6490423
Malpensa inn	id=g:6490437
Hotel Villa Basilewsky	id=g:6490439
Hotel Palladio	id=g:6490443
Hotel Bristol	id=g:6490464
Hotel Etna	id=g:6490481
Hotel Sud Est	id=g:6490488
Hotel Masseria degli Ulivi	id=g:6490512
Hotel Santa Lucia	id=g:6490513
Sporting Club	id=g:6490516
Hotel Villa Eos	id=g:6490517
Bentley Hotel	id=g:6490522
Hotel Corte Contarina	id=g:6490527
Hotel Belvedere	id=g:6490547
La Salina Hotel Borgo di Mare	id=g:6490552
Hotel Baltic	id=g:6490561
Hotel Stefania	id=g:6490565
Hotel Al Codega	id=g:6490592
Hotel Du Parc	id=g:6490603
Residence Solemaremma	id=g:6490610
Hotel Airport	id=g:6490613
Hotel Corallo	id=g:6490614
Agrustos Village	id=g:6490622
Giotto Hotel	id=g:6490629
La Tonnara	id=g:6490636
Albergo Orologio	id=g:6490651
King 1 Hotel	id=g:6490653
Albergo Capo Est	id=g:6490673
Santafortunata Campogaio Resort	id=g:6490679
Hotel Villa Mediterranea	id=g:6490683
Villa La Borghetta Resort	id=g:6490688
Hotel Villa Thomas	id=g:6490697
Hotel Falco	id=g:6490704
Hotel Garden	id=g:6490735
Il Tabacchificio Hotel	id=g:6490736
Marmorata Village	id=g:6490737
Marco Polo	id=g:6490750
Relais Palazzo Taverna	id=g:6490758
Hotel Cala Caterina	id=g:6490761
Hotel Il Faro	id=g:6490770
Hotel Cipriani	id=g:6490793
Central Park Hotel Modena	id=g:6490794
Hotel San Michele	id=g:6490798
Casarossa Hotel & Beauty	id=g:6490810
Hotel Britannia Excelsior	id=g:6490811
Sorrento Town Suites	id=g:6490827
Hotel Rosina	id=g:6490848
Hotel Biodola	id=g:6490854
La Limonaia	id=g:6490883
Hotel Mini Palace	id=g:6490923
Hotel Piccolo	id=g:6490924
Hotel Marconi	id=g:6490932
Alius Hotel	id=g:6490937
Gli Dei	id=g:6490957
Campanile Torino Moncalieri	id=g:6490960
Villa Cannizzo	id=g:6490962
Hotel Miramare	id=g:6490966
Hotel Europa	id=g:6490969
Brucoli Village	id=g:6490983
Hotel K	id=g:6490997
Jonic Hotel Mazzaro'	id=g:6491011
Yes Hotel	id=g:6491022
Watt Tredici Hotel	id=g:6491026
Le Dune Sicily Hotel	id=g:6491033
Hotel La Ville	id=g:6491035
Hotel Villa Romeo	id=g:6491040
Hotel Marzia	id=g:6491048
Villa Le Magnolie	id=g:6491064
Sport Hotel Olimpo	id=g:6491074
Hotel Club Cala Regina	id=g:6491084
Club Plaia D'Himera	id=g:6491093
Residence Il Sogno	id=g:6491096
Golf Hotel Ca' degli Ulivi	id=g:6491107
Hotel Rio Sul Mare	id=g:6491110
Hotel Le Sirene	id=g:6491113
Hotel Alinari	id=g:6491134
Albergo Stella Del Mare	id=g:6491157
Hotel Villa	id=g:6491159
Hotel Club Lipari	id=g:6491171
Hotel Club Solunto Mare	id=g:6491182
Hotel Villa Sofia	id=g:6491185
Hotel Porta Pia	id=g:6491192
Hotel Club Torre Del Barone	id=g:6491212
Green Hotel Assisi	id=g:6491215
Le Fontanelle	id=g:6491218
Hotel La Locanda Santa Giulia	id=g:6491239
Hotel Le Madonie Golf Resort	id=g:6491242
Hotel Villa Gustui Maris	id=g:6491243
Hotel Club Perla del Golfo	id=g:6491263
Colonna Resort Country & Sporting Club	id=g:6491274
Hotel Relais II Chiostro di Pienza	id=g:6491291
Hotel Galatea	id=g:6491299
Hotel Scala	id=g:6491300
Hotel Palace	id=g:6491309
Hotel Valdiola	id=g:6491312
Cambiocavallo Unesco Area & Resort	id=g:6491313
Domina Roma Capannelle	id=g:6491327
Hotel Mediterraneo	id=g:6491340
Spiaggia d'Oro Hotel & Beauty SPA	id=g:6491351
Hotel Parco Maria Terme	id=g:6491371
Hotel Incanto	id=g:6491376
Hotel Baia Blu	id=g:6491390
Hotel Osimar	id=g:6491420
Badia di Pomaio	id=g:6491421
Nike Hotel	id=g:6491451
Pantalon Hotel	id=g:6491452
Hotel Boite	id=g:6491481
Ahr Villa Alighieri Hotel	id=g:6491493
155 Via Veneto Boutique Hotel, Preferred Hotels & Resorts	id=g:6491536
Green Village Resort	id=g:6491538
Hotel Accord Le Rose	id=g:6491539
Hotel Prestige	id=g:6491584
Mercure Siracusa Prometeo	id=g:6491617
Cundari Inn Hotel	id=g:6491619
Colonna Hotel Du Golf	id=g:6491630
Torre Artale Hotel Residence	id=g:6491631
Hotel Locanda Conterie	id=g:6491635
Hotel Villa Adele	id=g:6491647
Exelsior Vanna e del Molo	id=g:6491654
Villa Laetitia	id=g:6491657
Hotel Traiano	id=g:6491673
Albergo Athenaeum	id=g:6491677
Sabbie d'Oro	id=g:6491685
Hotel Villa Cesi	id=g:6491707
Hotel Continental	id=g:6491711
Hotel Monti Di Mola	id=g:6491712
La Magnolia	id=g:6491713
Hotel Nuovo Centrale	id=g:6491727
Colonna Pevero Hotel	id=g:6491740
Relais Francesca	id=g:6491776
Hotel Sonnenparadies	id=g:6491788
Marriott Rome Park Hotel	id=g:6491802
Golf Hotel - ATAHotels	id=g:6491847
Grand Hotel Parco del Sole	id=g:6491859
Mariletta Country House	id=g:6491860
Park Hotel Capomulini	id=g:6491900
Tre Torri	id=g:6491904
Vatican Holiday	id=g:6491921
Hotel Boffenigo Boutique	id=g:6491927
Hotel Villa Foscarini	id=g:6491929
Hotel Galileo Padova	id=g:6491942
Hotel Olimpico	id=g:6491945
IL CIOCCO HOTEL and RESORT	id=g:6491961
Hotel Conca Park	id=g:6491968
Hotel Ermione	id=g:6491969
Grand Hotel Menaggio	id=g:6491973
Il Gabbiano Bianco BandB	id=g:6491977
AC Milano	id=g:6491979
Sixty Hotel	id=g:6491980
Hotel Belsito	id=g:6491997
Hotel Mavino	id=g:6492013
Il Nido dell'Etna	id=g:6492052
Hotel Teatro di Pompeo	id=g:6492054
Il Colombaio	id=g:6492066
Locanda Poste Vecie	id=g:6492071
Hotel Alpino	id=g:6492086
Villa Bruno di Belmonte	id=g:6492087
Green Park Hotel	id=g:6492096
Hotel Ferrari	id=g:6492108
Leucosya Hotel	id=g:6492112
Hotel Royal	id=g:6492114
Hotel Hermitage	id=g:6492126
Hotel I Cavalieri	id=g:6492154
Hotel Royal Plaza	id=g:6492162
Pacific Hotel Airport	id=g:6492165
Residenza di Campagna Montellieri	id=g:6492176
Favignana Hotel	id=g:6492201
Art Hotel Il Giardino	id=g:6492224
Apeiron Hotel	id=g:6492226
Villa Mangiacane	id=g:6492253
Le Casette	id=g:6492266
Therasia Resort	id=g:6492267
Hotel Majestic	id=g:6492282
Hotel Como	id=g:6492286
Bel Sito Hotel Le Due Torri	id=g:6492315
Hotel Joyfull	id=g:6492333
Hotel Giardinetto	id=g:6492337
Hotel Mont Blanc	id=g:6492341
Hotel Galeazzi	id=g:6492354
Palazzo Cendon - Le Mansarde	id=g:6492357
Hotel Porta Nuova	id=g:6492365
Hotel Miramare	id=g:6492372
Terra Umbra Hotel	id=g:6492377
Hotel Kursaal	id=g:6492384
Hotel Falkensteinerhof	id=g:6492411
La Selva	id=g:6492414
My Hotels La Spezia	id=g:6492426
Hotel Frate Sole	id=g:6492429
Hotel Panorama	id=g:6492443
Hotel Berna	id=g:6492446
Villa Meligunis	id=g:6492448
Agriturismo Montepaolo	id=g:6492451
Hotel Croce Bianca	id=g:6492456
Poderi Arcangelo	id=g:6492498
Hotel Rossini	id=g:6492501
Capitol Palace Hotel	id=g:6492504
Le Cheminee Business Hotel	id=g:6492515
Hotel Helvetia Parco	id=g:6492525
Monsignor della Casa Country Resort	id=g:6492542
Hotel Savoy Palace	id=g:6492551
My Hotels Galilei	id=g:6492568
Hotel Monte Callini	id=g:6492575
Rome Boutique Hotel	id=g:6492591
Hotel La Villa	id=g:6492593
Micalo'	id=g:6492598
Hotel Iris	id=g:6492605
Hotel Parco della Rocca	id=g:6492613
Albergo Elena	id=g:6492622
Hotel Aurora	id=g:6492625
Hotel Rosetta	id=g:6492629
Villa Amico BandB	id=g:6492640
Hotel Vello d'Oro	id=g:6492641
Hotel San Pietro	id=g:6492655
Casa della Palma	id=g:6492673
Hotel Bramante	id=g:6492674
Azzolini Palm Beach Hotel	id=g:6492681
Hotel Cavalieri	id=g:6492688
Best Western Hotel La Solara	id=g:6492692
Rivazzurra Residence	id=g:6492762
Gardesana	id=g:6492778
Hotel Colibri	id=g:6492779
Centro Vacanze Pra' delle Torri	id=g:6492795
Park Hotel Residence	id=g:6492799
Genoardo Park Hotel	id=g:6492801
Hotel Antico Masetto	id=g:6492806
Hotel Villa Sciarra	id=g:6492811
Hotel Palazzo Bocci	id=g:6492814
Dolce Vita	id=g:6492816
Hotel Excelsior Splendide	id=g:6492817
Albergo Moderno	id=g:6492819
Hotel Le Querce	id=g:6492822
Best Western Hotel Viterbo	id=g:6492827
Hotel Delfino	id=g:6492831
Hotel Il Telamonio	id=g:6492846
Villa Raffaello Park	id=g:6492869
Mec Paestum	id=g:6492889
Hotel Villa San Lorenzo Maria	id=g:6492892
Hotel Lido degli Spagnoli	id=g:6492906
Residence Le Quattro Stagioni	id=g:6492916
Bauer Palladio Hotel & Spa	id=g:6492930
Hotel Costa Tiziana	id=g:6492958
Hotel Al ponte dei sospiri	id=g:6492961
Hotel Bes & Spa	id=g:6492973
Hotel Marconi	id=g:6492976
Hotel San Marco	id=g:6492981
Hotel Europa	id=g:6492992
Grand Hotel Cala Blu	id=g:6492993
Hotel Savoia Regency	id=g:6492994
Hotel Onda Verde	id=g:6493001
Palazzo Mosco Inn	id=g:6493009
Villa Crispi	id=g:6493011
Hotel Villa Kristina	id=g:6493026
Relais Villa Oteri	id=g:6493028
Hotel Le Tegnue	id=g:6493029
Miglio D'Oro Park Hotel	id=g:6493044
Hotel Le Conchiglie	id=g:6493063
Hotel Savoy	id=g:6493064
Steigenberger Hotel Therme Meran	id=g:6493074
Corte Le Palme	id=g:6493075
Grand Hotel e del Parco	id=g:6493085
Hotel dei Vicari	id=g:6493089
Relais Santa Chiara Hotel	id=g:6493106
Golf Hotel Colle Della Trinita	id=g:6493107
Hotel Marabel	id=g:6493108
Hotel Fedora	id=g:6493118
Venice Apartments	id=g:6493121
Hotel Philia	id=g:6493124
Pagoda Residence	id=g:6493129
Hotel Montemezzi	id=g:6493138
Hotel Cormoran	id=g:6493148
Hotel Eurolido	id=g:6493152
Art Hotel Olympic	id=g:6493170
Hotel Salo' du Parc	id=g:6493180
Hotel Montebello	id=g:6493181
Hotel delle Palme	id=g:6493186
Hotel Thermae & Wellness Adriatico	id=g:6493192
Hotel Villa Cappugi	id=g:6493197
Hilton Portorosa	id=g:6493200
Hotel Piccada	id=g:6493208
Ghironi Hotel	id=g:6493212
My Hotels Arte	id=g:6493215
Hotel Interporto	id=g:6493217
Hotel Bellettini	id=g:6493220
Villa Campestri	id=g:6493231
Santa Caterina Hotel	id=g:6493241
Hotel Le Axidie	id=g:6493243
The Garda Village	id=g:6493244
Hotel Villa San Pio	id=g:6493246
Tarthes Hotel	id=g:6493247
Torre dei Serviti	id=g:6493258
Hotel e Villaggio Torre Normanna	id=g:6493285
Villa Zina Park Hotel	id=g:6493290
Hotel San Francesco	id=g:6493298
Grand Hotel Oriente	id=g:6493300
Domo	id=g:6493301
Porta D'Oriente Hotel & Residence	id=g:6493305
Hotel Villa Sonia	id=g:6493321
Hotel Holiday Hill	id=g:6493329
Scudo Di Francia Hotel And Res	id=g:6493333
