City of Macon	id=g:7164125
City of Riverside	id=g:7166769
Village of Riverton	id=g:7166770
Village of Riverton	id=g:7166771
Village of Riverview	id=g:7166772
Village of Roanoke	id=g:7166773
Village of Roberts	id=g:7166774
Village of Roca	id=g:7166775
Village of Rochester	id=g:7166776
Village of Rochester	id=g:7166777
Village of Rock City	id=g:7166778
Village of Rock Creek	id=g:7166779
Village of Rockbridge	id=g:7166780
Village of Rockdale	id=g:7166781
Village of Rockford	id=g:7166782
Village of Rockton	id=g:7166783
Village of Rockville	id=g:7166784
Village of Rockwood	id=g:7166785
Village of Rocky Ridge	id=g:7166786
Village of Rogers	id=g:7166787
Village of Rogers	id=g:7166788
Village of Rome	id=g:7166789
Village of Romeoville	id=g:7166790
Village of Rosalie	id=g:7166791
Village of Roscoe	id=g:7166792
Village of Roscoe	id=g:7166793
Village of Roscommon	id=g:7166794
Village of Rose Hill	id=g:7166795
Village of Rosebush	id=g:7166796
Village of Roseland	id=g:7166797
Village of Roseville	id=g:7166798
Village of Roseville	id=g:7166799
Village of Rossburg	id=g:7166800
Village of Rossville	id=g:7166801
Village of Roswell	id=g:7166802
Village of Rothbury	id=g:7166803
Village of Rothville	id=g:7166804
Village of Round Lake	id=g:7166805
Village of Round Lake Beach	id=g:7166806
Village of Round Lake Heights	id=g:7166807
Village of Round Lake Park	id=g:7166808
Village of Roxana	id=g:7166809
Village of Royal	id=g:7166810
Village of Royal	id=g:7166811
Village of Royal Lakes	id=g:7166812
Village of Royalton	id=g:7166813
Village of Rulo	id=g:7166814
Village of Ruma	id=g:7166815
Village of Rush Hill	id=g:7166816
Village of Rushsylvania	id=g:7166817
Village of Rushville	id=g:7166818
Village of Ruskin	id=g:7166819
Village of Russells Point	id=g:7166820
Village of Russellville	id=g:7166821
Village of Russellville	id=g:7166822
Village of Russia	id=g:7166823
Village of Rutland	id=g:7166825
Village of Rutland	id=g:7166826
Village of Sabina	id=g:7166827
Village of Saddlebrooke	id=g:7166828
Village of Sadorus	id=g:7166829
Village of Saginaw	id=g:7166830
Village of Sailor Springs	id=g:7166831
Village of Saint Anne	id=g:7166832
Village of Saint Augustine	id=g:7166833
Village of Saint Charles	id=g:7166834
Village of Saint Cloud	id=g:7166835
Village of Saint David	id=g:7166836
Village of Saint Elizabeth	id=g:7166837
Village of Saint Helena	id=g:7166838
Village of Saint Jacob	id=g:7166839
Village of Saint Johns	id=g:7166840
Village of Saint Joseph	id=g:7166841
Village of Saint Libory	id=g:7166842
Village of Saint Louisville	id=g:7166843
Village of Saint Martin	id=g:7166844
Village of Saint Paris	id=g:7166845
Village of Saint Peter	id=g:7166846
Village of Sainte Marie	id=g:7166847
Village of SaintHenry	id=g:7166848
Village of Salem	id=g:7166849
Village of Salesville	id=g:7166850
Village of Salineville	id=g:7166851
Village of Sammons Point	id=g:7166852
Village of San Jose	id=g:7166853
Village of Sand Lake	id=g:7166854
Village of Sandoval	id=g:7166855
Village of Sanford	id=g:7166856
Village of Sarahsville	id=g:7166857
Village of Saranac	id=g:7166858
Village of Sardinia	id=g:7166859
Village of Saronville	id=g:7166860
Village of Sauget	id=g:7166861
Village of Lostant	id=g:7166862
Village of Loudonville	id=g:7166863
Village of Louisburg	id=g:7166864
Village of Louisville	id=g:7166865
Village of Lovington	id=g:7166866
Village of Lowell	id=g:7166867
Village of Lowellville	id=g:7166868
Village of Lower Salem	id=g:7166869
Village of Lucas	id=g:7166870
Village of Lucerne	id=g:7166871
Village of Luckey	id=g:7166872
Village of Ludlow	id=g:7166873
Village of Ludlow Falls	id=g:7166874
Village of Luray	id=g:7166875
Village of Lushton	id=g:7166876
Village of Luther	id=g:7166877
Village of Lyman	id=g:7166878
Village of Lynchburg	id=g:7166879
Village of Lyndon	id=g:7166880
Village of Lynnville	id=g:7166881
Village of Lynwood	id=g:7166882
Village of Lyons	id=g:7166883
Village of Lyons	id=g:7166884
Village of Macedonia	id=g:7166885
Village of Mackenzie	id=g:7166887
Village of Mackinaw	id=g:7166888
Village of Mackinaw City	id=g:7166889
Village of Macksburg	id=g:7166890
Village of Madrid	id=g:7166891
Village of Maeystown	id=g:7166892
Village of Magnet	id=g:7166893
Village of Magnolia	id=g:7166894
Village of Magnolia	id=g:7166895
Village of Mahomet	id=g:7166896
Village of Maineville	id=g:7166897
Village of Makanda	id=g:7166898
Village of Malcolm	id=g:7166899
Village of Malden	id=g:7166900
Village of Malinta	id=g:7166901
Village of Malmo	id=g:7166902
Village of Malta	id=g:7166903
Village of Malta	id=g:7166904
Village of Malvern	id=g:7166905
Village of Mancelona	id=g:7166906
Village of Manchester	id=g:7166907
Village of Manchester	id=g:7166908
Village of Manchester	id=g:7166909
Village of Manito	id=g:7166910
Village of Manley	id=g:7166911
Village of Manlius	id=g:7166912
Village of Mansfield	id=g:7166913
Village of Manteno	id=g:7166914
Village of Maple Park	id=g:7166915
Village of Maple Rapids	id=g:7166916
Village of Mapleton	id=g:7166917
Village of Maquon	id=g:7166918
Village of Marble Cliff	id=g:7166919
Village of Marblehead	id=g:7166920
Village of Marcellus	id=g:7166921
Village of Marengo	id=g:7166922
Village of Marietta	id=g:7166923
Village of Marine	id=g:7166924
Village of Marion	id=g:7166925
Village of Marissa	id=g:7166926
Village of Mark	id=g:7166927
Village of Marlborough	id=g:7166928
Village of Marquette	id=g:7166929
Village of Marseilles	id=g:7166930
Village of Marshallville	id=g:7166931
Village of Martin	id=g:7166932
Village of Martinsburg	id=g:7166933
Village of Martinsburg	id=g:7166934
Village of Martinsville	id=g:7166935
Village of Martinton	id=g:7166936
Village of Maryville	id=g:7166937
Village of Maskell	id=g:7166938
Village of Mason City	id=g:7166939
Village of Matamoras	id=g:7166940
Village of Matherville	id=g:7166941
Village of Mattawan	id=g:7166942
Village of Maunie	id=g:7166943
Village of Maxwell	id=g:7166944
Village of Maybee	id=g:7166945
Village of Mayville	id=g:7166946
Village of Maywood	id=g:7166947
Village of Maywood	id=g:7166948
Village of Mazon	id=g:7166949
Village of McArthur	id=g:7166950
Village of McBride	id=g:7166951
Village of McClure	id=g:7166952
Village of McClure	id=g:7166953
Village of McComb	id=g:7166954
Village of McConnelsville	id=g:7166955
Village of McCook	id=g:7166956
Village of McCool Junction	id=g:7166957
Village of McCord Bend	id=g:7166958
Village of McDonald	id=g:7166959
Village of McGrew	id=g:7166960
Village of McGuffey	id=g:7166961
Village of McLean	id=g:7166962
Village of McLean	id=g:7166963
Village of McNabb	id=g:7166964
Village of Mead	id=g:7166965
Village of Meadow Grove	id=g:7166966
Village of Mechanicsburg	id=g:7166967
Village of Mechanicsburg	id=g:7166968
Village of Mecosta	id=g:7166969
Village of Media	id=g:7166970
Village of Medora	id=g:7166971
Village of Melbeta	id=g:7166972
Village of Melrose	id=g:7166973
Village of Melrose Park	id=g:7166974
Village of Melvin	id=g:7166975
Village of Melvin	id=g:7166976
Village of Memphis	id=g:7166977
Village of Mendon	id=g:7166978
Village of Mendon	id=g:7166979
Village of Mendon	id=g:7166980
Village of Menominee	id=g:7166981
Village of Meredosia	id=g:7166982
Village of Merna	id=g:7166983
Village of Merriam Woods	id=g:7166984
Village of Merrill	id=g:7166985
Village of Merriman	id=g:7166986
Village of Merwin	id=g:7166987
Village of Mesick	id=g:7166988
Village of Metamora	id=g:7166989
Village of Metamora	id=g:7166990
Village of Metamora	id=g:7166991
Village of Metcalf	id=g:7166992
Village of Mettawa	id=g:7166993
Village of Meyers Lake	id=g:7166994
Village of Michiana	id=g:7166995
Village of Middle Point	id=g:7166996
Village of Middlefield	id=g:7166997
Village of Middleport	id=g:7166998
Village of Middletown	id=g:7166999
Village of Middleville	id=g:7167000
Village of Midland	id=g:7167001
Village of Midvale	id=g:7167002
Village of Midway	id=g:7167003
Village of Mifflin	id=g:7167004
Village of Milan	id=g:7167005
Village of Milan	id=g:7167006
Village of Milford	id=g:7167007
Village of Milford	id=g:7167008
Village of Milford	id=g:7167009
Village of Mill Creek	id=g:7167010
Village of Mill Shoals	id=g:7167011
Village of Mill Spring	id=g:7167012
Village of Millard	id=g:7167013
Village of Millbrook	id=g:7167014
Village of Millbury	id=g:7167015
Village of Milledgeville	id=g:7167016
Village of Milledgeville	id=g:7167017
Village of Miller	id=g:7167018
Village of Miller City	id=g:7167019
Village of Millersburg	id=g:7167020
Village of Millersburg	id=g:7167021
Village of Millersport	id=g:7167022
Village of Milligan	id=g:7167023
Village of Millington	id=g:7167024
Village of Millington	id=g:7167025
Village of Millstadt	id=g:7167026
Village of Millville	id=g:7167027
Village of Milo	id=g:7167028
Village of Milton	id=g:7167029
Village of Milton Center	id=g:7167030
Village of Miltonsburg	id=g:7167031
Village of Minden City	id=g:7167032
Village of Mineral	id=g:7167033
Village of Mineral City	id=g:7167034
Village of Minerva	id=g:7167035
Village of Mingo Junction	id=g:7167036
Village of Minier	id=g:7167037
Village of Minooka	id=g:7167038
Village of Miramiguoa Park	id=g:7167039
Village of Modesto	id=g:7167040
Village of Mokena	id=g:7167041
Village of Monowi	id=g:7167042
Village of Monroe	id=g:7167043
Village of Monroe Center	id=g:7167044
Village of Monroeville	id=g:7167045
Village of Montezuma	id=g:7167046
Village of Montgomery	id=g:7167047
Village of Montgomery	id=g:7167048
Village of Monticello	id=g:7167049
Village of Montpelier	id=g:7167050
Village of Montrose	id=g:7167051
Village of Moorefield	id=g:7167052
Village of Mooresville	id=g:7167053
Village of Morley	id=g:7167054
Village of Morral	id=g:7167055
Village of Morrice	id=g:7167056
Village of Morrill	id=g:7167057
Village of Morrisonville	id=g:7167058
Village of Morristown	id=g:7167059
Village of Morrow	id=g:7167060
Village of Morse Bluff	id=g:7167061
Village of Morton	id=g:7167062
Village of Moscow	id=g:7167063
Village of Mound Station	id=g:7167064
Village of Mount Auburn	id=g:7167065
Village of Mount Blanchard	id=g:7167066
Village of Mount Clare	id=g:7167067
Village of Mount Cory	id=g:7167068
Village of Mount Eaton	id=g:7167069
Village of Mount Erie	id=g:7167070
Village of Mount Gilead	id=g:7167071
Village of Mount Morris	id=g:7167072
Village of Mount Orab	id=g:7167073
Village of Mount Sterling	id=g:7167074
Village of Mount Victory	id=g:7167075
Village of Mount Zion	id=g:7167076
Village of Moweaqua	id=g:7167077
Village of Mowrystown	id=g:7167078
Village of Muddy	id=g:7167079
Village of Muir	id=g:7167080
Village of Mulberry Grove	id=g:7167081
Village of Mullen	id=g:7167082
Village of Mulliken	id=g:7167083
Village of Muncie	id=g:7167084
Village of Mundelein	id=g:7167085
Village of Murdock	id=g:7167086
Village of Murray	id=g:7167087
Village of Murray City	id=g:7167088
Village of Murrayville	id=g:7167089
Village of Mutual	id=g:7167090
Village of Naper	id=g:7167091
Village of Naplate	id=g:7167092
Village of Naponee	id=g:7167093
Village of Nashville	id=g:7167094
Village of Nashville	id=g:7167095
Village of Navarre	id=g:7167096
Village of Nebo	id=g:7167097
Village of Nehawka	id=g:7167098
Village of Nellie	id=g:7167099
Village of Nelson	id=g:7167100
Village of Nemaha	id=g:7167101
Village of Nenzel	id=g:7167102
Village of Neponset	id=g:7167103
Village of Nevada	id=g:7167104
Village of Neville	id=g:7167105
Village of New Alexandria	id=g:7167106
Village of New Athens	id=g:7167107
Village of New Athens	id=g:7167108
Village of New Baden	id=g:7167109
Village of New Bavaria	id=g:7167110
Village of New Bedford	id=g:7167111
Village of New Berlin	id=g:7167112
Village of New Bloomington	id=g:7167113
Village of New Bremen	id=g:7167114
Village of New Burnside	id=g:7167115
Village of New Douglas	id=g:7167116
Village of New Era	id=g:7167117
Village of New Grand Chain	id=g:7167118
Village of New Haven	id=g:7167119
Village of New Haven	id=g:7167120
Village of New Holland	id=g:7167121
Village of New Holland	id=g:7167122
Village of New Knoxville	id=g:7167123
Village of New Lebanon	id=g:7167124
Village of New Lexington	id=g:7167125
Village of New London	id=g:7167126
Village of New Lothrop	id=g:7167127
Village of New Madison	id=g:7167128
Village of New Miami	id=g:7167129
Village of New Middletown	id=g:7167130
Village of New Milford	id=g:7167131
Village of New Minden	id=g:7167132
Village of New Paris	id=g:7167133
Village of New Richmond	id=g:7167134
Village of New Riegel	id=g:7167135
Village of New Salem	id=g:7167136
Village of New Straitsville	id=g:7167137
Village of New Vienna	id=g:7167138
Village of New Washington	id=g:7167139
Village of New Waterford	id=g:7167140
Village of New Weston	id=g:7167141
Village of Newark	id=g:7167142
Village of Newark	id=g:7167143
Village of Newberry	id=g:7167144
Village of Newcastle	id=g:7167145
Village of Newcomerstown	id=g:7167146
Village of Newport	id=g:7167147
Village of Newtonsville	id=g:7167148
Village of Ney	id=g:7167149
Village of Niantic	id=g:7167150
Village of Nickerson	id=g:7167151
Village of Nora	id=g:7167152
Village of Nora	id=g:7167153
Village of Norman	id=g:7167154
Village of Norridge	id=g:7167155
Village of Norris	id=g:7167156
Village of Norris City	id=g:7167157
Village of North Adams	id=g:7167158
Village of North Aurora	id=g:7167159
Village of North Baltimore	id=g:7167160
Village of North Branch	id=g:7167161
Village of North City	id=g:7167162
Village of North Fairfield	id=g:7167163
Village of North Hampton	id=g:7167164
Village of North Henderson	id=g:7167165
Village of North Lewisburg	id=g:7167166
Village of North Lilbourn	id=g:7167167
Village of North Loup	id=g:7167168
Village of North Pekin	id=g:7167169
Village of North Robinson	id=g:7167170
Village of North Star	id=g:7167171
Village of North Utica	id=g:7167172
Village of North Wardell (historical)	id=g:7167173
Village of Northport	id=g:7167174
Village of Norwich	id=g:7167175
Village of Norwood	id=g:7167176
Village of Novelty	id=g:7167177
Village of Oak	id=g:7167178
Village of Oak Brook	id=g:7167179
Village of Oak Grove	id=g:7167180
Village of Oak Harbor	id=g:7167181
Village of Oak Hill	id=g:7167182
Village of Oakdale	id=g:7167183
Village of Oakdale	id=g:7167184
Village of Oakford	id=g:7167185
Village of Oakley	id=g:7167186
Village of Oaks	id=g:7167187
Village of Oakview	id=g:7167188
Village of Oakwood	id=g:7167189
Village of Oakwood	id=g:7167190
Village of Oakwood	id=g:7167191
Village of Oakwood Hills	id=g:7167192
Village of Oakwood Park	id=g:7167193
Village of Obert	id=g:7167194
Village of Obetz	id=g:7167195
Village of Oblong	id=g:7167196
Village of Oconee	id=g:7167197
Village of Oconto	id=g:7167198
Village of Octa	id=g:7167199
Village of Octavia	id=g:7167200
Village of Odell	id=g:7167201
Village of Odell	id=g:7167202
Village of Odin	id=g:7167203
Village of Ogden	id=g:7167204
Village of Ohio	id=g:7167205
Village of Ohio City	id=g:7167206
Village of Ohiowa	id=g:7167207
Village of Ohlman	id=g:7167208
Village of Okawville	id=g:7167209
Village of Old Mill Creek	id=g:7167210
Village of Old Ripley	id=g:7167211
Village of Old Shawneetown	id=g:7167212
Village of Old Washington	id=g:7167213
Village of Olmsted	id=g:7167214
Village of Omaha	id=g:7167215
Village of Onarga	id=g:7167216
Village of Onekama	id=g:7167217
Village of Ong	id=g:7167218
Village of Onsted	id=g:7167219
Village of Oquawka	id=g:7167220
Village of Orangeville	id=g:7167221
Village of Orchard	id=g:7167222
Village of Oreana	id=g:7167223
Village of Orient	id=g:7167224
Village of Orion	id=g:7167225
Village of Orland Hills	id=g:7167226
Village of Orleans	id=g:7167227
Village of Ortonville	id=g:7167228
Village of Orwell	id=g:7167229
Village of Osgood	id=g:7167230
Village of Osgood	id=g:7167231
Village of Ostrander	id=g:7167232
Village of Otisville	id=g:7167233
Village of Otoe	id=g:7167234
Village of Ottawa	id=g:7167236
Village of Otter Lake	id=g:7167237
Village of Ottoville	id=g:7167238
Village of Otway	id=g:7167239
Village of Overton	id=g:7167240
Village of Ovid	id=g:7167241
Village of Owaneco	id=g:7167242
Village of Owendale	id=g:7167243
Village of Owensville	id=g:7167244
Village of Oxford	id=g:7167245
Village of Oxford	id=g:7167246
Village of Page	id=g:7167247
Village of Palatine	id=g:7167248
Village of Palestine	id=g:7167249
Village of Palestine	id=g:7167250
Village of Palisade	id=g:7167251
Village of Palmer	id=g:7167252
Village of Palmer	id=g:7167253
Village of Palmyra	id=g:7167254
Village of Palmyra	id=g:7167255
Village of Panama	id=g:7167256
Village of Panama	id=g:7167257
Village of Pandora	id=g:7167258
Village of Panola	id=g:7167259
Village of Papineau	id=g:7167260
Village of Parkdale	id=g:7167261
Village of Parkersburg	id=g:7167262
Village of Parkway	id=g:7167263
Village of Parma	id=g:7167264
Village of Parral	id=g:7167265
Village of Pasadena Park	id=g:7167266
Village of Pascola	id=g:7167267
Village of Patoka	id=g:7167268
Village of Patterson	id=g:7167269
Village of Paulding	id=g:7167270
Village of Paw Paw	id=g:7167271
Village of Paw Paw	id=g:7167272
Village of Pawnee	id=g:7167273
Village of Paxton	id=g:7167274
Village of Payne	id=g:7167275
Village of Paynesville	id=g:7167276
Village of Payson	id=g:7167277
Village of Pearl	id=g:7167278
Village of Pearl City	id=g:7167279
