Urochishche Volynkskoye	id=g:1536088
Ozera Golubyye	id=g:1539882
Mys Bezymyannyy	id=g:1539883
Mys Pologiy	id=g:1539884
Mys Vstrechi	id=g:1539885
Bukhta Plavnikovaya	id=g:1539886
Bukhta Magnitologov	id=g:1539887
Gora Toros	id=g:1539888
Mys Kamen'	id=g:1539889
Mys Opasnyy	id=g:1539890
Mys Nizmennyy	id=g:1539891
Proliv Gorlo	id=g:1539892
Bukhta Gidrologicheskaya	id=g:1539893
Mys Pyatiletki	id=g:1539894
Ostrova Lafetnyye	id=g:1539895
Pilota Alekseyeva	id=g:1539896
Mys Skladskoy	id=g:1539897
Ostrov Rifovyy	id=g:1539898
Dulismar	id=g:1539982
Tarsap	id=g:1539983
Karpyng”yega	id=g:1539984
Pyv”yakh	id=g:1539985
Sivys”yakh	id=g:1539986
Ozero Syrkovyy Sor	id=g:1539987
Ozero Lyva	id=g:1539988
Lempino	id=g:1539989
Poykovskiy	id=g:1539990
Ozero Cheplyng”yegator	id=g:1539991
Ozero Kastkurnyukhtokh	id=g:1539992
Ozero Komsaurtypaytokh	id=g:1539993
Ozero Tyvtyytokh	id=g:1539994
Ozero Yakhtykhtokh	id=g:1539995
Ozero Rymovskoye	id=g:1539996
Ozero Var”yegantor	id=g:1539997
Ozero Panitpetokh	id=g:1539998
Ozero Yakhvartyvtokh	id=g:1539999
Ozero Tyv”yegatokh	id=g:1540000
Ozero Yakhvar”yegatokh	id=g:1540001
Ozero Yavymtokh	id=g:1540002
Ostrov Zayachiy	id=g:1540003
Ostrov Nerongo	id=g:1540004
Ostrov Khaybadango	id=g:1540005
Mys Khal’mersalya	id=g:1540006
Ozëra Lyaty	id=g:1540007
Ozero Parmto	id=g:1540008
Ozero Nyaavto	id=g:1540009
Ozero Palkurto	id=g:1540010
Ozero Nenyangto	id=g:1540011
Ozero Iriyto	id=g:1540012
Ozero Syadeyto	id=g:1540013
Bol’shaya Vanuyta	id=g:1540014
Ozëra Uvasty	id=g:1540015
Ozero Khendësalyato	id=g:1540016
Komsomol’skiy	id=g:1540017
Ozero Madermato	id=g:1540018
Ozero Mërzloye	id=g:1540019
Ozëra Bol’shiye Mërzlyye	id=g:1540020
Mërzlaya	id=g:1540021
Ozero Yakhokhynato	id=g:1540022
Ozëra Khakhayadato	id=g:1540023
Ozero Tabnadoto	id=g:1540024
Ozëra Malyye Mërzlyye	id=g:1540025
Ozëra Labtakhyto	id=g:1540026
Ozero Pongypirtsyato	id=g:1540027
Ozero Myuykotsyato	id=g:1540028
Ozero Varkhyto	id=g:1540029
Lak”yakha	id=g:1540030
Vylkin Nos	id=g:1540031
Okhotnich’ya Izba Vylkin Nos	id=g:1540032
Sopka Piroyado	id=g:1540033
Tab”yu	id=g:1540034
Nyumzyadayakha	id=g:1540035
Penadoyakha	id=g:1540036
Sopka Varkhyseda	id=g:1540037
Sopka Avariynaya	id=g:1540038
Bol’shaya Khondeyyakha	id=g:1540039
Malaya Khondeyyakha	id=g:1540040
Labiyakha	id=g:1540041
Izba Kamenka	id=g:1540042
Poluostrov Nosok	id=g:1540043
Mys Nosok	id=g:1540044
Izba Torasavey	id=g:1540045
Ostrov Longotango	id=g:1540046
Ngoyakha	id=g:1540047
Nerolavayakha	id=g:1540048
Tal’beyyakha	id=g:1540049
Sadm”yakha	id=g:1540050
Pekotsyayakha	id=g:1540051
Syvy	id=g:1540052
Ozero Manor-Torato	id=g:1540053
Uval Khondeymyl’k	id=g:1540054
Uval Khaletakomyl’k	id=g:1540055
Mys Yambsalya	id=g:1540056
Mys Lamdosalya	id=g:1540057
Protoka Taraveyyun	id=g:1540058
Protoka Yeryamboyyun	id=g:1540059
Izba Khabarova	id=g:1540060
Sopka Khalesoty	id=g:1540061
Kosa Marresal’skiye Koshki	id=g:1540062
Ostrov Ngonyartso	id=g:1540063
Mys Ponton	id=g:1540064
Mys Yedeysalya	id=g:1540065
Ostrov Labtango	id=g:1540066
Mys Nevkhysalya	id=g:1540067
Mys Pyyasalya	id=g:1540068
Mys Neradsalya	id=g:1540069
Ostrov Polumesyats	id=g:1540070
Mys Yabtasalya	id=g:1540071
Mys Yarasalya	id=g:1540072
Mys Nyaavsalya	id=g:1540073
Mys Pirtsyadsalya	id=g:1540074
Sopka Gol’seda	id=g:1540075
Sopka Ngotoriseda	id=g:1540076
Zaliv Pakhalmypakha	id=g:1540077
Laguna Yedey Nyalpey	id=g:1540078
Sedatayakha	id=g:1540079
Ozero Sevrito	id=g:1540080
Sopka Nyabyseda	id=g:1540081
Protoka Yatorambeyyun	id=g:1540082
Ozero Yatorambeyto	id=g:1540083
Ozero Tyngevato	id=g:1540084
Ozero Khanaveyto	id=g:1540085
Ozero Nyabyto	id=g:1540086
Ozero Nadotato	id=g:1540087
Ozero Igokasadyato	id=g:1540088
Ozero Sidyayangoreyto	id=g:1540089
Ozero Pudanato	id=g:1540090
Ozero Nyudya-Pudanato	id=g:1540091
Ozëra Khayedato	id=g:1540092
Ozero Yakhanemyuto	id=g:1540093
Ozëra Ngyneto	id=g:1540094
Ozero Nyakharmtarkato	id=g:1540095
Ozero Vangto	id=g:1540096
Ngoyakha	id=g:1540097
Khebidyayakha	id=g:1540098
Ozero Nyabysedato	id=g:1540099
Khakhayakha	id=g:1540100
Labakheyyakha	id=g:1540101
Yarey	id=g:1540102
Ozero Syrkovoye	id=g:1540103
Ozero Syrkovoye	id=g:1540104
Ozero Ostrovnoye	id=g:1540105
Litke	id=g:1540106
Ozero Runikhovskoye	id=g:1540107
Ozero Pyr’-Yazhnoye	id=g:1540108
Ozero Tor-Voto-Miy	id=g:1540109
Syn’yugan	id=g:1540110
Ozëra Tor-Yarma-Yaga	id=g:1540111
Ilamo	id=g:1540112
Ozero Tor-Ilamo	id=g:1540113
Yev”yakha	id=g:1540114
Shapshinskaya	id=g:1540115
Ozero Kukushkino	id=g:1540116
Ostrov Mikul’skiy	id=g:1540117
Ostrov Durnoy	id=g:1540118
Ostrov Sredniy	id=g:1540119
Ostrov Chelpan	id=g:1540120
Ros-Yega	id=g:1540121
Kukushkiny Ozëra	id=g:1540122
Romanovy Ozëra	id=g:1540123
Bol’shaya Salymskaya Protoka	id=g:1540124
Ostrov Monastyrskiy	id=g:1540125
Tu-Yaun	id=g:1540126
Sakhalinskaya	id=g:1540127
Ozëra Murum-Chum	id=g:1540128
Ozëra Shchuch’i	id=g:1540129
Ozëra Karas’i	id=g:1540130
Ostrov Sakhalinskiy	id=g:1540131
Ostrov Sukhoy	id=g:1540132
Protoka Bol’shaya Yuganskaya	id=g:1540133
Bol’shoy Volys”yakh	id=g:1540134
Ozero Marzhaty	id=g:1540135
Ostrov Suntyaul’skiy	id=g:1540136
Protoka Yuganskaya Ob’	id=g:1540137
Ozero Kolbochevskoye	id=g:1540138
Ozero Marni-Tokh	id=g:1540139
Ozero Yershovo	id=g:1540140
Amku-Yaga	id=g:1540141
Ozero Dzëlya-Varchaty	id=g:1540142
Tontykh-Yaun	id=g:1540143
Sanken-Yaun	id=g:1540144
Ozero Onaslor	id=g:1540145
Ozero Verkhnyaya Khoyla	id=g:1540146
Ozero Khoylaty	id=g:1540147
Kedrovaya	id=g:1540148
Pogurey	id=g:1540149
Kokpela	id=g:1540150
Yagymen-Yaun	id=g:1540151
Ozero Yagymen-Yaun-Tor	id=g:1540152
Pereval’nyy	id=g:1540153
Ozero Vut-Tor	id=g:1540154
Ozero Tu-Yaun-Tor	id=g:1540155
Ozero Sanken-Tor	id=g:1540156
Ozero Mautekhny-Tor	id=g:1540157
Ozero Yegom-Khamy-Tor	id=g:1540158
Ozero Pupi-Tor	id=g:1540159
Ozero Antyp-Tor	id=g:1540160
Ozero Ut-Tor	id=g:1540161
Gora Geografov	id=g:1540162
Ozero Ydzhidkhoylaty	id=g:1540163
Ozero Kauten-Outen-Tor	id=g:1540164
Ozero Entl’-Tor	id=g:1540165
Gora Kokpela	id=g:1540166
Ozero Monket-Tor	id=g:1540167
Khrebet Onastere	id=g:1540168
Karovyy Massiv	id=g:1540169
Gora Piriyape	id=g:1540170
Ozero Pur-Prek-Tor	id=g:1540171
Ozero Lima-Syn-Tor	id=g:1540172
Ozero Entl’-Tor	id=g:1540173
Ozero Mornym-Tor	id=g:1540174
Varchatyvis	id=g:1540175
Kantl’-Yaun	id=g:1540176
Ozero Krivoye	id=g:1540177
Ozëra Kurutuk	id=g:1540178
Ozero Karas’ye	id=g:1540179
Bol’shoy Niyedz’yu	id=g:1540180
Ostrov Lyaminskiy	id=g:1540181
Malyy Niyedz’yu	id=g:1540182
Bol’shaya Lagorta	id=g:1540183
Malaya Lagorta	id=g:1540184
Gora Medvezhiy Bugor	id=g:1540185
Kechpel’mad”yakha	id=g:1540186
Bol’shoy Khoylayu	id=g:1540187
Malyy Khoylayu	id=g:1540188
Levyy Kechpel’	id=g:1540189
Pravyy Kechpel’	id=g:1540190
Yunkovozh	id=g:1540191
Ozero Ivlan’ty	id=g:1540192
Vorgashor	id=g:1540193
Pokoynitsa-Yunko	id=g:1540194
Filimon-Pishor	id=g:1540195
Van’shor	id=g:1540196
Vanya-Yel’	id=g:1540197
Gora Khoylape	id=g:1540198
Gora Khoylamyl’k	id=g:1540199
Ozero Lutsato	id=g:1540200
Ozero Palynto	id=g:1540201
Ozero Malyto	id=g:1540202
Ozero Lymbanato	id=g:1540203
Ozero Payutato	id=g:1540204
Ozëra Pendertato	id=g:1540205
Ozero Yukhar”yakhamal	id=g:1540206
Ozero Tabtorato	id=g:1540207
Ozero Syurtyavlangto	id=g:1540208
Ozero Yamb-Yarato	id=g:1540209
Yabtako-Nulmayakha	id=g:1540210
Ozero Syurtyavng’teto	id=g:1540211
Ozero Voyvareto	id=g:1540212
Ozero Sulyato	id=g:1540213
Ozero Khoykhyto	id=g:1540214
Ozero Khato	id=g:1540215
Ozero Lambato	id=g:1540216
Yaviyakha	id=g:1540217
Ozero Nyudya-Khekheto	id=g:1540218
Ozero Khekheto	id=g:1540219
Ozero Tabnadoto	id=g:1540220
Ozero Khabeyto	id=g:1540221
Ozero Nëyatato	id=g:1540222
Ozero Khayëdato	id=g:1540223
Ozero Yayneto	id=g:1540224
Ozero Ngarka-Nyarkhalavyto	id=g:1540225
Ozero Nyudya-Nyarkhalavyto	id=g:1540226
Ozero Tevakhareyto	id=g:1540227
Ozero Piriyanadoto	id=g:1540228
Ozero Malto	id=g:1540229
Vovarsë	id=g:1540230
Ozero Nedato	id=g:1540231
Ozero Tyundkhynato	id=g:1540232
Ozero Nyudya-Vovarto	id=g:1540233
Ozero Torikto	id=g:1540234
Ozero Nyumzyadatoya	id=g:1540235
Ozero Syurtyav-Neroto	id=g:1540236
Ozero Nadotoya	id=g:1540237
Ozero Yëserotato	id=g:1540238
Ozero Yartato	id=g:1540239
Ozero Paykhato	id=g:1540240
Ozero Payëto	id=g:1540241
Ozero Tarngyneto	id=g:1540242
Malaya Yarayakha	id=g:1540243
Ozero Ngysyndermato	id=g:1540244
Malaya Ngysyndermayakha	id=g:1540245
Ngysyndermayakha	id=g:1540246
Ozero Labakheysedato	id=g:1540247
Tarngynesë	id=g:1540248
Latayakha	id=g:1540249
Mys Pesalya	id=g:1540250
Bukhta Kamennaya	id=g:1540251
Ozëra Tyuuy-Nyamdato	id=g:1540252
Ozero Yavto	id=g:1540253
Ozero Tibyasaverakhato	id=g:1540254
Ozero Nyabyto	id=g:1540255
Adlyudr”yëpokotarka	id=g:1540256
Layyakhatarka	id=g:1540257
Nëlyako-Khempayëta	id=g:1540258
Yarengsedeyakha	id=g:1540259
Yarengsedeyakha-Tarka	id=g:1540260
Yarsalta	id=g:1540261
Ngarkayakha	id=g:1540262
Sidyangarkayakha	id=g:1540263
Mareta	id=g:1540264
Ozëra Ladyyunta	id=g:1540265
Paydyk’’yakha	id=g:1540266
Ozëra Payuyakhato	id=g:1540267
Ozëra Kharvutato	id=g:1540268
Ozëra Layyakhamal-To	id=g:1540269
Mitik’’yakha	id=g:1540270
Ozëra Ayvayakhakalyte	id=g:1540271
Nenyang’’yun	id=g:1540272
Ayvayakha	id=g:1540273
Nëlyako Ayvayakha	id=g:1540274
Ozero Sor	id=g:1540275
Ozëra Labtento	id=g:1540276
Ozëra Yunmalto	id=g:1540277
Ozero Yuyakhato	id=g:1540278
Ozëra Nyamzakheyyakha-To	id=g:1540279
Ozëra Khalto	id=g:1540280
Tar’’yakha	id=g:1540281
Ngarka-Tar’’yakha	id=g:1540282
Nyudya-Tar’’yakha	id=g:1540283
Yumbsedayakha	id=g:1540284
Ozero Yëlngoto	id=g:1540285
Ozëra Sobet’’yakhatarka-To	id=g:1540286
Mys Ngerm-Ngosalya	id=g:1540287
Ozero Ngosaveytomboy	id=g:1540288
Nyavotalavayakha	id=g:1540289
Polovinka	id=g:1540290
Ozero Ngarka-Tyalmato	id=g:1540291
Ozero Nyudya-Tyalnato	id=g:1540292
Khal’mer”yakha	id=g:1540293
Yun”yakha	id=g:1540294
Ozero Terinunato	id=g:1540295
Sil”yakha	id=g:1540296
Ozero Ngobto	id=g:1540297
Ozero Yavarto	id=g:1540298
Ozero Tanemto	id=g:1540299
Ozero Yer-Syurtyavto	id=g:1540300
Yabtayakha	id=g:1540301
Ozero Labadyavto	id=g:1540302
Ozero Latato	id=g:1540303
Ozero Pelyakoto	id=g:1540304
Ozero Kharato	id=g:1540305
Ozero Nyasto	id=g:1540306
Mayskoye	id=g:1540307
Isakovka	id=g:1540308
Gora Kovriga	id=g:1540309
Sandakches	id=g:1540310
Gora Bol'shaya Tundrovaya	id=g:1540311
Tanachi	id=g:1540312
Gora Sulimo	id=g:1540313
Suringdakan	id=g:1540314
Maygungna	id=g:1540315
Gora Kharikit	id=g:1540316
Gora Yang	id=g:1540317
Gora Chapskaya Shapka	id=g:1540318
Suvorovskiy	id=g:1540319
Novyye Kalami	id=g:1540320
Verkhneye Yenashimo	id=g:1540321
Osharovo	id=g:1540322
Ozero Korobeynikovo	id=g:1540323
Ozero Yepanchino	id=g:1540324
Shev’ya	id=g:1540325
Posolka	id=g:1540326
Porog Babushka	id=g:1540327
Gora Ongot	id=g:1540328
Porog Paimbinskiy	id=g:1540329
Zaliv Novyy	id=g:1540330
Poluostrov Matusevicha	id=g:1540331
Surinda	id=g:1540332
Lednik Nansena	id=g:1540333
Khrebet Vekikan	id=g:1540334
Yunari	id=g:1540335
Babkino	id=g:1540336
Porog Chërtovy Vorota	id=g:1540337
Gora Vostochnaya Lednikovaya	id=g:1540338
Urochishche Podol’skiy	id=g:1540339
Komarovo	id=g:1540340
Kumakskoye Vodokhranilishche	id=g:1540341
Vostochnyy	id=g:1540342
Severnyy	id=g:1540343
Sosnina	id=g:1540344
Posal	id=g:1540345
Ozero Lungemtor	id=g:1540346
Vakhovsk	id=g:1540347
Ozero Shchuch’ye	id=g:1540353
Sorominskaya	id=g:1540354
Ozero Ellepugolemtor	id=g:1540355
Raduzhnyy	id=g:1540356
Khantayskoye Ozero	id=g:1540357
Amnundakta	id=g:1540358
Mokhtik”yaun	id=g:1540359
Ozero Vesemtor	id=g:1540360
Ratta	id=g:1540361
Tsentral’nosibirskiy Zapovednik	id=g:1540362
Verkhnetazovskiy Zapovednik	id=g:1540363
Yangoda	id=g:1540365
Ozero Matuda	id=g:1540366
Troitsk	id=g:1540367
Yekaryauyakha	id=g:1540368
Lyneruyakha	id=g:1540369
Ozero Yeniseyskoye	id=g:1540370
Ozero Ngetato	id=g:1540371
Ozero Khucheto	id=g:1540372
Poyëlavayakha	id=g:1540373
Kuba	id=g:1540374
Ozëra Melkiye	id=g:1540375
Lakur'ya	id=g:1540376
Tolevaya	id=g:1540379
Ngarka-Lybonkat”yakha	id=g:1540380
Messoyakha	id=g:1540382
Tukhart	id=g:1540383
Yuyakha	id=g:1540384
Verkhnekazymskiy	id=g:1540385
Vosh”yugan	id=g:1540387
Protoka Sorumkazym	id=g:1540388
Ozero Vis”yuganlor	id=g:1540389
Boloto Nyurum”yegankal’	id=g:1540390
Ozero Kutoplor	id=g:1540391
Ozero Pukhrynglor	id=g:1540392
Ozero Un-Kiripviglor	id=g:1540393
Ozero Ay-Kiripviglor	id=g:1540394
Ozero Vas”khomalyng	id=g:1540395
Ozero Sorkhynglor	id=g:1540396
Ozero Khuvlor	id=g:1540397
Ozero Afon’kino	id=g:1540398
Ozero Sortynglor	id=g:1540399
Ozero Kislor	id=g:1540400
Ozero Un-Novyinklor	id=g:1540401
Vygrim	id=g:1540402
Protoka Ayyugan	id=g:1540403
Boloto Bol’shoye	id=g:1540404
Atym”yegan	id=g:1540405
Ozëra Lorislor	id=g:1540406
Tul”yugan	id=g:1540409
Omys’	id=g:1540410
Un-Shar”yu	id=g:1540411
Un-Pomynsoim	id=g:1540412
Proliv Belobrova	id=g:1540414
Zaliv Zhuravlëva	id=g:1540416
Bukhta Krenkelya	id=g:1540417
Mys Gvardeytsev	id=g:1540418
Bukhta Uzlovaya	id=g:1540419
Ozero Uglovoye	id=g:1540420
Ozero Rastushcheye	id=g:1540421
Bukhta Klin	id=g:1540422
Ostrov Surovyy	id=g:1540423
Ostrov Shar	id=g:1540424
Lednik Polyarnyy	id=g:1540425
Blizkaya	id=g:1540426
Posadochnaya	id=g:1540427
Shirokaya	id=g:1540428
Ostrov Machtovyy	id=g:1540429
Ozero Shchuch’ye	id=g:1540430
Ostrov Lymzhinskiy	id=g:1540431
Oktyabr’skiy	id=g:1540432
Mirnyy	id=g:1540433
Tilichet’ Vtoroy	id=g:1540434
Pervomayskiy	id=g:1540436
Goldobino	id=g:1540437
Boloto Maloye Omutli	id=g:1540438
Osinovka	id=g:1540439
Zaozërnyy	id=g:1540440
Nizhnepinigino	id=g:1540441
Khrebtovyy	id=g:1540442
Katayga	id=g:1540443
Boloto Lotar	id=g:1540444
Maloskarednoye	id=g:1540445
Ozero Shchuch’ye	id=g:1540446
Gladilovo	id=g:1540447
Oktyabr’skiy	id=g:1540448
Bel’khovka	id=g:1540449
Novonazimovo	id=g:1540450
Lamenskiy	id=g:1540451
Varganovskoye	id=g:1540452
Polyana	id=g:1540453
Ulu-Yul	id=g:1540454
Oskolkovo	id=g:1540455
Yurtobor	id=g:1540456
Tarakanovo	id=g:1540457
Kinder	id=g:1540458
Ozero Kaishkul’	id=g:1540459
Ozero Bol’shoy Itkul’	id=g:1540460
Ozero Cheburginskoye	id=g:1540461
Ozero Kondan	id=g:1540462
Kalininskiy	id=g:1540463
Komsomol’skiy	id=g:1540464
Pervomayskiy	id=g:1540466
Ozero Bol’shoy Taygul’	id=g:1540467
Kur’ya	id=g:1540468
Sannikovo	id=g:1540470
Makedonova	id=g:1540471
Panova	id=g:1540472
Malaya Zorkal’tseva	id=g:1540473
Yar	id=g:1540474
Turtas	id=g:1540475
Tyuma	id=g:1540476
Ozero Sitanovo	id=g:1540477
Basandayka	id=g:1540478
Zonal’naya Stantsiya	id=g:1540479
Narga	id=g:1540482
Yermilovka	id=g:1540483
Kedrovyy	id=g:1540484
Ozero Sortantur	id=g:1540485
Vay	id=g:1540486
Bobrovskiy	id=g:1540487
Murza	id=g:1540488
Ozero Bolotnyy Sor	id=g:1540489
Nelym	id=g:1540490
Mugen	id=g:1540491
Kal’cha	id=g:1540492
Tevriz	id=g:1540493
Zaliv Natalii	id=g:1540494
Poluostrov Kholmistyy	id=g:1540495
My Aeros”yëmki	id=g:1540496
Proliv Severo-Vostochnyy	id=g:1540497
Lool”yakh	id=g:1540498
Kolkochen”yagun	id=g:1540499
Kerpet’yagun	id=g:1540500
Nesterovo	id=g:1540501
Ozero Varchaty	id=g:1540502
Novochunka	id=g:1540503
Gora Mantanël	id=g:1540504
Gora Stepruz’	id=g:1540505
Gora Paytanël	id=g:1540506
Gora Payyermyl’k	id=g:1540507
Yayyu	id=g:1540508
Srednyaya Kechpel’	id=g:1540509
Ozero Kechpel’ty	id=g:1540510
Bol’shaya Ob’	id=g:1540511
Ozero Shuryshkarskiy Sor	id=g:1540512
Ozero Ur”yalor	id=g:1540513
Gora Yarkeu	id=g:1540514
Gora Gerd”iz	id=g:1540515
Ozero Gerd”izty	id=g:1540516
Lednik Romantikov	id=g:1540517
Lednik Topografov	id=g:1540518
Gora Yengayuiz	id=g:1540519
Gora Makar-Ruz’	id=g:1540520
Gora Shlem	id=g:1540521
Massiv Rayiz	id=g:1540522
Stantsiya Kharp-Severnoye Siyaniye	id=g:1540523
Ozero Podskal’noye	id=g:1540524
Ozero Yengaty	id=g:1540525
Yengayu	id=g:1540526
Ozero Yereyty	id=g:1540527
Ozero Peschanoye	id=g:1540528
Ozero Torfyanoye	id=g:1540529
Ozero Vorgaty	id=g:1540530
Ozero Maloye Parkaty	id=g:1540531
Ozero Mërtvoye	id=g:1540532
Makar-Ruz’	id=g:1540533
Stepruz’	id=g:1540534
Gerd”izshor	id=g:1540535
Yengashor	id=g:1540536
Sen’ka Shor	id=g:1540537
Vostochnyy Nyrdvomenshor	id=g:1540538
Mrachnyy	id=g:1540539
Pokoynik-Shor	id=g:1540540
Orekhsoym	id=g:1540541
Ozero Orekh”yëgarttay	id=g:1540542
Orekh”yëgan	id=g:1540543
Gornoknyazevskiy	id=g:1540544
Igorskaya Ob’	id=g:1540545
Protoka Khoskhorskaya Ob’	id=g:1540546
Protoka Kharposl	id=g:1540547
Protoka Naryngas	id=g:1540548
Protoka Lyuymasskaya Ob’	id=g:1540549
Ozero Sapkarinskiy Sor	id=g:1540550
Protoka Korynglorposl	id=g:1540551
Protoka Unkhorngo	id=g:1540552
Protoka Kunzhol’skaya	id=g:1540553
Protoka Bol’shoy Kharposl	id=g:1540554
Protoka Bol’shoye Mokhtylëvo	id=g:1540555
Ozero Arpaylor	id=g:1540556
Ozero Ayvaylor	id=g:1540557
Ozero Lapytturlor	id=g:1540558
Ozero Yemynglor	id=g:1540559
Ozero Sunttunglor	id=g:1540560
Ozero Shekunlor	id=g:1540561
Ozero Leralor	id=g:1540562
Poluostrov Ulpukhar	id=g:1540563
Ostrov Pukharpan	id=g:1540564
Ostrov Naryngas	id=g:1540565
Ostrov Vinapukhar	id=g:1540566
Ostrov Osetrovyy	id=g:1540567
Ostrov Lyuymasskiy	id=g:1540568
Ostrov Tatarskiy	id=g:1540569
Ostrov Savva-Pugol	id=g:1540570
Ostrov Karantinskiy	id=g:1540571
Ostrov Kruglyy	id=g:1540572
Ostrov Knyazevskiy	id=g:1540573
Ostrov Monashkin	id=g:1540574
Ostrov Pasherskiy	id=g:1540575
Poluostrov Khamport	id=g:1540576
Mys Vekserskiy	id=g:1540577
Protoka Vekser	id=g:1540578
Mys Karchagi	id=g:1540579
Oktyabr’skiy	id=g:1540580
Kharbey	id=g:1540581
Laptayegan	id=g:1540582
Yev”yëgan	id=g:1540583
Ozero Toupugollor	id=g:1540584
Pung”yu	id=g:1540585
Ozero Khanmeyto	id=g:1540586
Protoka Toupugolposl	id=g:1540587
Toupugol	id=g:1540588
Ozero Landovskiy Sor	id=g:1540589
Ozero Bol’shoy Orekh-Pugollor	id=g:1540590
Sandibey	id=g:1540591
Protoka Krivaya Ob’	id=g:1540592
Protoka Landovaya	id=g:1540593
Malyy Kharbey	id=g:1540594
Ozero Chalor	id=g:1540595
Izby Krivaya Ob’	id=g:1540596
Ozero Vasynglor	id=g:1540597
Ozero Mallor	id=g:1540598
Ozero Yevralor	id=g:1540599
Ozero Tornynglor	id=g:1540600
Ozero Ydzhidnyrd	id=g:1540601
Ozero Paramynlor	id=g:1540602
Ozero Unkharlor	id=g:1540603
Ozero Khanas”yëkh	id=g:1540604
Ozero Karasëvoye	id=g:1540605
Ozero Baykal	id=g:1540606
Ozero Taypugorskiy Sor	id=g:1540607
Nyalayakha	id=g:1540608
Ozero Vaylor	id=g:1540609
Ozero Kurkynglor	id=g:1540610
Ozero Un”yengtalor	id=g:1540611
Ozero Langkarlor	id=g:1540612
Ozero Langytlor	id=g:1540613
Mys Sasavatnel	id=g:1540614
Mys Yumbarnel	id=g:1540615
Ostrov Pugollor	id=g:1540616
Ostrov Kruptinskiy	id=g:1540617
Ostrov Aksarskiy	id=g:1540618
Ostrov Yerkholpay	id=g:1540619
Ozero Sirnylor	id=g:1540620
Protoka Vylposl	id=g:1540621
Bol’shoy Yepsëdey	id=g:1540622
Malaya Aksarka	id=g:1540623
Ozero Salabato	id=g:1540624
Ozero Lekekheyvar	id=g:1540625
Ozero Soyartsaveyto	id=g:1540626
Ozero Nedakhynato	id=g:1540627
Ozero Pedaroto	id=g:1540628
Ozero Sumtynglor	id=g:1540629
Ozero Kharkhonynglor	id=g:1540630
Ozëra Khynadinskiye	id=g:1540631
Ozëra Kutlop’yushlor	id=g:1540632
Ostrov Golets	id=g:1540633
Ozëra Khabidyato	id=g:1540634
Protoka Nankas	id=g:1540635
Malaya Ob’	id=g:1540636
Protoka Lyulyuyakh	id=g:1540637
Protoka Yamburinskaya	id=g:1540638
Khadytayakha	id=g:1540639
Ostrov Tobol’ko	id=g:1540640
Ostrov Talovo-Yamburinskiy	id=g:1540641
Mys Salemal	id=g:1540642
Mys Samutnël	id=g:1540643
Protoka Yer”yakha	id=g:1540644
Protoka Khasuyyakha	id=g:1540645
Ozëra Nyakhortorato	id=g:1540646
Ozero Yambto	id=g:1540647
Ozero Pakhodo	id=g:1540648
Ozero Khosedakhyyto	id=g:1540649
Ozero Yanykto	id=g:1540650
Protoka Yamburinskaya Rechka	id=g:1540694
Sor Bol’shoy Valemgamskiy	id=g:1540695
Sor Malyy Valemgamskiy	id=g:1540696
Sor Neuminskiy	id=g:1540697
Gora Nyaravecha	id=g:1540698
Ozero Bol’shiye Parkaty	id=g:1540699
Khrebet Longdokoyskiy Kamen'	id=g:1540700
Dynkengda	id=g:1540701
Nikita Yuryakh	id=g:1540702
Yuzhnyy Iken	id=g:1540703
Gora Yelovaya	id=g:1540704
Valek	id=g:1540705
Ayakli	id=g:1540706
Ozero Pelyazh’ye	id=g:1540707
Glubokaya	id=g:1540708
Imangda	id=g:1540709
Ostrov Kolkhoznik	id=g:1540710
Muravlenko	id=g:1540711
Bereg Petra Chichagova	id=g:1540712
Severnaya	id=g:1540719
Nezhdannaya	id=g:1540720
Rybnaya	id=g:1540721
Pravaya Porozhnaya	id=g:1540722
Glotikha	id=g:1540723
Nizhnyaya Glotikha	id=g:1540724
Verkhnyaya Glotikha	id=g:1540725
Ostrov Korablik	id=g:1540726
Ostrov Barochka	id=g:1540727
Ostrov Monastyrskiy	id=g:1540728
Ostrov Verkhniy	id=g:1540729
Ostrov Sredniy	id=g:1540730
Ostrov Talovyy	id=g:1540731
Ostrov Kosa Yarnaya	id=g:1540732
Ostrov Zemlyanaya Kosa	id=g:1540733
Ostrov Kosa Berëzovaya	id=g:1540734
Ostrov Poperechnyy	id=g:1540735
Ostrov Kosa Chërnaya	id=g:1540736
Pravaya Lebyazh'ya	id=g:1540737
Malaya Lebyazh'ya	id=g:1540738
Barochka	id=g:1540739
Malaya Chërnaya	id=g:1540740
Is'de	id=g:1540741
Malen’kaya Lebyazh’ya	id=g:1540742
Sukhaya Lebyazh'ya	id=g:1540743
Chërnaya	id=g:1540744
Pleshivaya	id=g:1540745
Tesovaya	id=g:1540746
Lyzhnaya	id=g:1540747
Ostrov Chërnyy	id=g:1540748
Protoka Chërnaya	id=g:1540749
Ozero Is'de	id=g:1540750
Opechnaya	id=g:1540751
Gur'yevskaya	id=g:1540752
Ostrov Guripovskaya Kosa	id=g:1540753
Aleksis	id=g:1540754
Yernikovaya	id=g:1540755
Bol'shaya Taymen'ka	id=g:1540756
Malaya Taymen'ka	id=g:1540757
Malaya Kolonka	id=g:1540758
Boloto Zhelob	id=g:1540759
Bol'shaya Kolonka	id=g:1540760
Syroy Khrebet	id=g:1540761
Pravaya Zhaduga	id=g:1540762
