Eagle Nest Elementary	id=g:5465920
Frankies Canyon	id=g:5468340
Frank Crockett Ranch Headquarters	id=g:5468341
Franklin Canyon	id=g:5468342
Franklin	id=g:5468343
Franklin Mountains Historical Marker	id=g:5468344
Franklin Number One Mine	id=g:5468345
Franklin Number Two Mine	id=g:5468346
Franklin Plaza	id=g:5468347
Franklin Ranch	id=g:5468348
Franklin Tank	id=g:5468349
Franks	id=g:5468350
Franks 5 Water Well	id=g:5468351
Franks Canyon	id=g:5468352
Franklin Mine	id=g:5468353
Franks Canyon	id=g:5468354
Franks Dam	id=g:5468355
Franks Draw	id=g:5468356
Franks Mine	id=g:5468357
Franks Pit	id=g:5468358
Franks Place	id=g:5468359
Franks Place Well	id=g:5468360
Franks Plunge Ski Trail	id=g:5468361
Franks RNC Water Well	id=g:5468362
Franks Ranch	id=g:5468363
Franks Ranch	id=g:5468364
Franks Spring	id=g:5468365
Fraser Mountain	id=g:5468366
Frazer Mine	id=g:5468367
Frazier (historical)	id=g:5468368
Frazier (historical)	id=g:5468369
Frazier Canyon	id=g:5468370
Franks Mountain	id=g:5468371
Frazier Post Office (historical)	id=g:5468372
Frazier Well	id=g:5468373
Frazor Windmill	id=g:5468374
Fred Bunker House Historic Site	id=g:5468375
Fred Canyon	id=g:5468376
Frazier Cemetery	id=g:5468377
Fred Lynch Water Well	id=g:5468378
Fred Roth Building	id=g:5468379
Fred Tank	id=g:5468380
Freda Havens Water Well	id=g:5468381
Frederick-Little Florida Mountain Are	id=g:5468382
Freds Run Ski Trail	id=g:5468383
Freds Water Well	id=g:5468384
Free Flight Ski Trail	id=g:5468385
Free Gold	id=g:5468386
Free Gold Tunnel	id=g:5468387
Free Milling Lode	id=g:5468388
Free Trinity School	id=g:5468389
Freeburg Windmill	id=g:5468390
Freed Pen Well	id=g:5468391
Freedom Baptist Church	id=g:5468392
Freedom Chapel	id=g:5468393
Freeland	id=g:5468394
Freeland Arroyo	id=g:5468395
Fred L Group	id=g:5468396
Freelove Canyon	id=g:5468397
Freeland Arroyo Tank	id=g:5468398
Freeman Tank	id=g:5468399
Freeman Tank Number 2	id=g:5468400
Freeman Waterhole	id=g:5468401
Freeman Windmill	id=g:5468402
Freestone Tank	id=g:5468403
Freezeout Canyon	id=g:5468404
Freeman Mountain	id=g:5468405
Freidberg	id=g:5468406
Fren Oil Field	id=g:5468407
French	id=g:5468408
French Canyon	id=g:5468409
Freezeout Tank	id=g:5468410
French Henry Extension Mine	id=g:5468411
French Henry Ridge	id=g:5468412
French Lake	id=g:5468413
French Lake Dam	id=g:5468414
French Mesa	id=g:5468415
French Post Office (historical)	id=g:5468416
French Spring	id=g:5468417
French-Henry Mine	id=g:5468418
Frenches Draw	id=g:5468419
French Corners	id=g:5468420
Frenchman Lake	id=g:5468421
Frenchman Tank	id=g:5468422
Frenchmans Well	id=g:5468423
Frenchy Tank	id=g:5468424
Frenger Park	id=g:5468425
Fresnal Canyon	id=g:5468426
Frenchies Cabin	id=g:5468427
Fresnal Creek	id=g:5468428
Fresnal Ranger Station	id=g:5468429
Fresno Canyon	id=g:5468430
Fresno Tank	id=g:5468431
Laguna Fria	id=g:5468432
Friar Camp	id=g:5468433
Friday Adit	id=g:5468434
Friday Spring	id=g:5468435
Frieborn Canyon	id=g:5468436
Fretoso Ranch	id=g:5468437
Friends Religious Society of Quakers	id=g:5468438
Friendship Baptist Church	id=g:5468439
Friendship Baptist Church	id=g:5468440
Friendship Center	id=g:5468441
Friendship Missionary Baptist Church	id=g:5468442
Frier Ranch	id=g:5468443
Frijol Morro	id=g:5468444
Frijole Tank	id=g:5468445
Frijole Water Storage Tank	id=g:5468446
Frijoles	id=g:5468447
Frijoles Canyon	id=g:5468448
Friends Meeting House	id=g:5468449
Frijoles Creek	id=g:5468450
Frijoles Canyon	id=g:5468451
Frijoles Mesa	id=g:5468452
Frijoles Peak	id=g:5468453
Frijoles Pueblo Ruins	id=g:5468454
Frijoles Spring	id=g:5468455
Frijoles Stone Lions Trail	id=g:5468456
Arroyo de los Frijoles	id=g:5468457
Frijoles Mesa	id=g:5468458
Arroyo de los Frijoles	id=g:5468459
Cañada los Frijoles	id=g:5468460
Cañon de los Frijoles	id=g:5468461
Rio Frijoles	id=g:5468462
Rito Frijoles	id=g:5468463
Rito de los Frijoles	id=g:5468464
Frijolito Ruins	id=g:5468465
Frio Draw	id=g:5468466
Frio Tank	id=g:5468467
Ojo Frio	id=g:5468468
Ojo Frio	id=g:5468469
Frisco Hot Spring	id=g:5468470
Frisco Hot Springs	id=g:5468471
Frisco Plaza Number 5 Tank	id=g:5468472
Frisco Plaza Tank Number 1	id=g:5468473
Frisco Plaza Tank Number 2	id=g:5468474
Frisco Spring	id=g:5468475
Fritz Cemetery	id=g:5468476
Fritz Oil Well Windmill	id=g:5468477
Fritz Windmill	id=g:5468478
Frog Lake Tank	id=g:5468479
Frog Mesa	id=g:5468480
Frog Rock	id=g:5468481
Frog Tank	id=g:5468482
Frog Tank	id=g:5468483
Frog Tank	id=g:5468484
Frog Tank	id=g:5468485
Frolic Creek	id=g:5468486
Cerro Frio	id=g:5468487
Frontier Church	id=g:5468488
Frontier Hills	id=g:5468489
Frontier Post	id=g:5468490
Frost (historical)	id=g:5468491
Frost Arroyo	id=g:5468492
Fronabarger Ranch	id=g:5468493
Frost Creek	id=g:5468494
Frost Ranch	id=g:5468495
Frsttn 45 Water Well	id=g:5468496
Fruit Avenue Baptist Church	id=g:5468497
Fruitland	id=g:5468498
Fruitland Irrigation Canal	id=g:5468499
Fruitland Post Office	id=g:5468500
Fruitland Trading Company	id=g:5468501
Fruitland Weather Station	id=g:5468502
Fruitvale (historical)	id=g:5468503
Frutosa Lake	id=g:5468504
Fry Lake	id=g:5468505
Fry Windmill	id=g:5468506
Frying Pan Canyon	id=g:5468507
Frost Ranch	id=g:5468508
Frying Pan Well	id=g:5468509
Fryingpan Canyon	id=g:5468510
Frying Pan Tank	id=g:5468511
Fudge Hill	id=g:5468512
Fuente Canyon	id=g:5468513
Fryingpan Spring	id=g:5468514
Fuentes Ranch	id=g:5468515
Fuentes Well	id=g:5468516
Canon de la Fuera	id=g:5468517
Fuente Trick Tank	id=g:5468518
Fuertes Spring	id=g:5468519
Fuertes Tank	id=g:5468520
Cañada Fuertes	id=g:5468521
Fuertes Spring	id=g:5468522
Cañada de la Fuertes	id=g:5468523
Fulingim Ranch	id=g:5468524
Full Gospel Grace Tabernacle	id=g:5468525
Full Gospel Lighthouse	id=g:5468526
Full Gospel Mission	id=g:5468527
Full Gospel Tabernacle	id=g:5468528
Fuller Canyon	id=g:5468529
Full Gospel Assemmbly of God Church	id=g:5468530
Fuller Ranch	id=g:5468531
Fuller Ranch	id=g:5468532
Fuller Ranch	id=g:5468533
Fuller Tank	id=g:5468534
Fullerton	id=g:5468535
Fullerton (historical)	id=g:5468536
Fullerton Canyon	id=g:5468537
Fuller Lodge Art Center	id=g:5468538
Fullerton Post Office (historical)	id=g:5468539
Fullerton Spring Canyon	id=g:5468540
Fullerton E Water Well	id=g:5468541
Fullerton W Water Well	id=g:5468542
Fullerton Well	id=g:5468543
Fullingim Draw	id=g:5468544
Fullerton Spring Tank	id=g:5468545
Funderburg Draw	id=g:5468546
Funderburg Spring	id=g:5468547
Funderburg Tank	id=g:5468548
Funderburg Tank Number Two	id=g:5468549
Funk	id=g:5468550
Fuzzy Jim Claim	id=g:5468551
G 125 Water Well	id=g:5468552
G 197 Water Well	id=g:5468553
G 216 Water Well	id=g:5468554
G 218 Water Well	id=g:5468555
G 220 Water Well	id=g:5468556
G 239 Water Well	id=g:5468557
G 266 Water Well	id=g:5468558
G 269 Water Well	id=g:5468559
G 322 Water Well	id=g:5468560
G 451 Water Well	id=g:5468561
G 459 Water Well	id=g:5468562
G 556 Water Well	id=g:5468563
G 77 Water Well	id=g:5468564
G 773 Water Well	id=g:5468565
G 778 Water Well	id=g:5468566
G 790 Water Well	id=g:5468567
G 800 Water Well	id=g:5468568
G 854 Water Well	id=g:5468569
G 893 Water Well	id=g:5468570
G 940 Water Well	id=g:5468571
G 943 Water Well	id=g:5468572
G 962 Water Well	id=g:5468573
G 982 Water Well	id=g:5468574
G Bar F Ranch Airport	id=g:5468575
G Coupland Ranch	id=g:5468576
G Lucero Well	id=g:5468577
G O S Ranch	id=g:5468578
G Owsley Windmill	id=g:5468579
G W Leeson Spring	id=g:5468580
G-3 Water Well	id=g:5468581
G1 Water Well	id=g:5468582
G2 Water Well	id=g:5468583
GB-1 Water Well	id=g:5468584
GB-2 Water Well	id=g:5468585
GB-3 Water Well	id=g:5468586
GC Number Seven Tank	id=g:5468587
GC Number Six Tank	id=g:5468588
GC Tank Number Five	id=g:5468589
GC Tank Number Four	id=g:5468590
GC Tank Number Three	id=g:5468591
GC Tank Number Two	id=g:5468592
GM-10 Water Well	id=g:5468593
GM-3 Water Well	id=g:5468594
GM-5 Water Well	id=g:5468595
GM-6 Water Well	id=g:5468596
GM-7 Water Well	id=g:5468597
GM-9 Water Well	id=g:5468598
GSF-2277 Water Well	id=g:5468599
GSF-2278 Water Well	id=g:5468600
GSF-2279 1 Water Well	id=g:5468601
GSF-2336 Water Well	id=g:5468602
GSF-2343 Water Well	id=g:5468603
GT-1 Water Well	id=g:5468604
GT-2 Water Well	id=g:5468605
Gabaladon Reservoir	id=g:5468606
Gabaldon	id=g:5468607
Gabaldon Canyon	id=g:5468608
Fulton 1 Santa Fe	id=g:5468609
Gabaldon Lake	id=g:5468610
Gabaldon Lateral	id=g:5468611
Gabaldon Mine	id=g:5468612
Gabaldon Post Office (historical)	id=g:5468613
Gabaldon Reservoir	id=g:5468614
Gabaldon Windmill	id=g:5468615
Gabe Canyon	id=g:5468616
Gabaldon Drain	id=g:5468617
Gable Well	id=g:5468618
Gacho Hill	id=g:5468619
Gacho Tank	id=g:5468620
Gacho Well	id=g:5468621
Gacho Windmill	id=g:5468622
Gachupin Canyon	id=g:5468623
Gabe Tank	id=g:5468624
Cañon el Gachupin	id=g:5468625
Gaddy Well	id=g:5468626
Gadsden Junior High School	id=g:5468627
Gadsden Junior and Senior High School	id=g:5468628
Gag Mesa	id=g:5468629
Gag Spring	id=g:5468630
Gage	id=g:5468631
Gage Canyon	id=g:5468632
Gadsden High School	id=g:5468633
Gage Ranch	id=g:5468634
Gage Weather Station	id=g:5468635
Gage Well	id=g:5468636
Gage Windmill	id=g:5468637
Gaging Station Rapid	id=g:5468638
Gail Tank	id=g:5468639
Gail Tank	id=g:5468640
Gainer Ranch	id=g:5468641
Gaines Well	id=g:5468642
Gaines Well	id=g:5468643
Gaines Well	id=g:5468644
Galcher Ranch	id=g:5468645
Galena	id=g:5468646
Galena King	id=g:5468647
Galena King	id=g:5468648
Galestina Canyon	id=g:5468649
Gage Post Office (historical)	id=g:5468650
Galisteo	id=g:5468651
Galisteo	id=g:5468652
Galisteo Basin Historical Marker	id=g:5468653
Galisteo Creek	id=g:5468654
Galey	id=g:5468655
Galisteo Grant	id=g:5468656
Galisteo Historic District	id=g:5468657
Galisteo Lake	id=g:5468658
Galisteo Post Office (historical)	id=g:5468659
Galisteo Pueblo Historical Marker	id=g:5468660
Galisteo Reservoir	id=g:5468661
Galisteo Spring	id=g:5468662
Galisteo Water Well	id=g:5468663
Galisteo Well	id=g:5468664
Galisteo Well	id=g:5468665
Galla Lakes	id=g:5468666
Gallaher	id=g:5468667
Gallegos	id=g:5468668
Gallegos	id=g:5468669
Gallegos	id=g:5468670
Gallegos	id=g:5468671
Gallegos	id=g:5468672
Gallegos Bridge	id=g:5468673
Gallegos Canyon	id=g:5468674
Galisteo Dam	id=g:5468675
Gallegos Canyon	id=g:5468676
Gallegos Creek	id=g:5468677
Gallegos Creek	id=g:5468678
Gallegos Ditch	id=g:5468679
Gallegos Lateral	id=g:5468680
Gallegos Park	id=g:5468681
Gallegos Peak	id=g:5468682
Gallegos Post Office (historical)	id=g:5468683
Gallegos Ranch	id=g:5468684
Gallegos Ranch	id=g:5468685
Gallegos Spring	id=g:5468686
Gallegos Spring	id=g:5468687
Gallegos Trading Post	id=g:5468688
Gallegos Water Well	id=g:5468690
Gallegos Well	id=g:5468691
Gallegos Windmill	id=g:5468692
Gallegos Windmill	id=g:5468693
Cañon de Gallegos	id=g:5468694
Gallegos Lake	id=g:5468695
Galles Well	id=g:5468696
Gallina	id=g:5468697
Gallina Arroyo	id=g:5468698
Galles Lake	id=g:5468699
Gallina Camp	id=g:5468700
Gallina Canyon	id=g:5468701
Gallina Bench Ranch	id=g:5468702
Gallina Creek	id=g:5468703
Gallina Creek	id=g:5468704
Gallina Mountain	id=g:5468705
Gallina Peak	id=g:5468706
Gallina Plaza	id=g:5468707
Gallina Spring	id=g:5468708
Gallina Spring	id=g:5468709
Gallina Spring	id=g:5468710
Gallina Well	id=g:5468711
Gallina Well	id=g:5468712
Arroyo Gallina	id=g:5468713
Gallina Peak	id=g:5468714
Cañada Gallina	id=g:5468715
Cañon de la Gallina	id=g:5468716
Mesa Gallina	id=g:5468717
Ojo de la Gallina	id=g:5468718
Rio Gallina	id=g:5468719
Mesa de la Gallina	id=g:5468720
Rito Gallina	id=g:5468721
Gallinas	id=g:5468722
Gallinas Camp Diamond A Ranch	id=g:5468723
Gallinas Canyon	id=g:5468724
Gallinas Cabin	id=g:5468725
Gallinas Canyon	id=g:5468726
Gallinas Creek	id=g:5468728
Gallinas Creek	id=g:5468729
Gallinas Lookout	id=g:5468730
Gallinas Mountains	id=g:5468731
Gallinas Mountains	id=g:5468732
Gallinas Peak	id=g:5468733
Gallinas Peak	id=g:5468734
Gallinas Rare Earth Deposits	id=g:5468735
Gallinas Recreation Area	id=g:5468736
Gallinas River	id=g:5468737
Gallinas Mesa	id=g:5468738
Gallinas School	id=g:5468739
Gallinas Spring	id=g:5468740
Gallinas Spring	id=g:5468741
Gallinas Spring Dug Well	id=g:5468742
Gallinas Spring Historic Site	id=g:5468743
Gallinas Trick Tank	id=g:5468744
Gallinas Weather Station	id=g:5468745
Arroyo Gallinas	id=g:5468746
Gallinas School	id=g:5468747
Gallita Canyon	id=g:5468748
Ojo de las Gallinas	id=g:5468749
Gallo Arroyo	id=g:5468750
Gallita Spring	id=g:5468751
Gallo Canyon	id=g:5468752
Gallo Campground	id=g:5468753
Gallo Canyon	id=g:5468754
Gallo Canyon	id=g:5468755
Gallo Canyon	id=g:5468756
Gallo Lake	id=g:5468757
Gallo Peak	id=g:5468758
Gallo Peak	id=g:5468759
Gallo Peak	id=g:5468760
Gallo Peak Tank	id=g:5468761
Gallo Spring	id=g:5468762
Gallo Spring Canyon	id=g:5468763
Gallo Mountains	id=g:5468764
Gallo Wash	id=g:5468765
Gallo Tank	id=g:5468766
Ojo del Gallo	id=g:5468767
Ojo del Gallo	id=g:5468768
Gallo-1 Water Well	id=g:5468769
Gallo-2 Water Well	id=g:5468770
Gallo-3 Water Well	id=g:5468771
Galloway Tank	id=g:5468772
Gallup	id=g:5468773
Gallup 3 Water Well	id=g:5468774
Gallup 5 Water Well	id=g:5468775
Gallup Baptist Church	id=g:5468776
Gallup Christian Center	id=g:5468777
Gallup Christian School	id=g:5468778
Gallup Church of Christ	id=g:5468779
Gallup Fuel Company Mine	id=g:5468780
Gallup H Water Well	id=g:5468781
Gallup High School	id=g:5468782
Gallup Historical Marker	id=g:5468783
Gallup Indian Medical Center Library	id=g:5468784
Gallup Middle School	id=g:5468785
Gallup Municipal Airport	id=g:5468786
Gallup Post Office	id=g:5468787
Gallup Pumping Station	id=g:5468788
Gallup Ranger Station	id=g:5468789
Gallup Titanium Deposit	id=g:5468790
Gallup Weather Station	id=g:5468791
Galt Peak	id=g:5468792
Arroyo de los Galves	id=g:5468793
Gallo Well	id=g:5468794
Gamble Canyon	id=g:5468795
Gambil Tank	id=g:5468796
Gamco Mine	id=g:5468797
Game Department Cabin	id=g:5468798
Game Department Tank	id=g:5468799
Game Department Tank	id=g:5468800
Game Reserve Windmill	id=g:5468801
Game Trail Ski Trail	id=g:5468802
Game Well	id=g:5468803
Gamegarden Water Well	id=g:5468804
Gamerco	id=g:5468805
Gamerco Church of God	id=g:5468806
Gamerco Mine Smokestack Historic Site	id=g:5468807
Gamerco Post Office (historical)	id=g:5468808
Gamerco Wash	id=g:5468809
Gamble Windmill	id=g:5468810
Gammil Well	id=g:5468811
Gammill Ranch	id=g:5468812
Gando Coal	id=g:5468813
Gann Tank	id=g:5468814
Gann Windmill	id=g:5468815
Gap Hill	id=g:5468816
Gap Pough Spring	id=g:5468817
Gap Tank	id=g:5468818
Gap Tank	id=g:5468819
Gap Tank	id=g:5468820
Gap Tank	id=g:5468821
Gap Tank	id=g:5468822
Gap Tank	id=g:5468823
Gap Tank	id=g:5468824
Gap Well	id=g:5468825
Gap Well	id=g:5468826
Gap Well	id=g:5468827
Gar Spar Claims	id=g:5468828
Gar-Spar	id=g:5468829
Garambulla Water Well	id=g:5468830
Garambulla Well	id=g:5468831
Garanbuio	id=g:5468832
Garcia	id=g:5468833
Garcia	id=g:5468834
Garcia (historical)	id=g:5468835
Garcia Annex	id=g:5468836
Garcia Canyon	id=g:5468837
Gamerco Weather Station	id=g:5468838
Garcia Canyon	id=g:5468839
Garcia Canyon	id=g:5468840
Garcia Canyon	id=g:5468841
Garcia Canyon	id=g:5468842
Garcia Canyon	id=g:5468843
Garcia Canyon	id=g:5468844
Garcia Canyon Pueblito Historic Site	id=g:5468845
Garcia Canyon Spring	id=g:5468846
Garcia Canyon Well	id=g:5468847
Garcia Cemetery	id=g:5468848
Garcia Cow Camp	id=g:5468849
Garcia Creek	id=g:5468850
Garcia Canyon Spring	id=g:5468851
Garcia Creek	id=g:5468852
Garcia Creek	id=g:5468853
Garcia Creek	id=g:5468854
Garcia Ditch	id=g:5468855
Garcia Falls Canyon	id=g:5468856
Garcia Falls	id=g:5468857
Garcia Flat	id=g:5468858
Garcia House Historic Site	id=g:5468859
Garcia Lake	id=g:5468860
Garcia Lateral Number 1	id=g:5468861
Garcia Mine	id=g:5468862
Garcia Mine	id=g:5468863
Garcia Park	id=g:5468864
Garcia Park	id=g:5468865
Garcia Peak	id=g:5468866
Garcia Peaks	id=g:5468867
Garcia Place	id=g:5468868
Garcia Place	id=g:5468869
Garcia Plaza Cemetery	id=g:5468870
Garcia Post Office (historical)	id=g:5468871
Garcia Prospect	id=g:5468872
Garcia Ranch	id=g:5468873
Garcia Ranch	id=g:5468874
Garcia Ranch	id=g:5468875
Garcia Ranch	id=g:5468876
Garcia Ranch	id=g:5468877
Garcia Ranch	id=g:5468878
Garcia Ranch	id=g:5468879
Garcia Spring	id=g:5468880
Garcia Spring	id=g:5468881
Garcia Spring	id=g:5468882
Garcia Street Club School	id=g:5468883
Garcia Tank	id=g:5468884
Garcia Tank	id=g:5468885
Garcia Tank	id=g:5468886
Garcia Tank	id=g:5468887
Garcia Tank	id=g:5468888
Garcia Tank	id=g:5468889
Garcia Tank Number Two	id=g:5468890
Garcia Trick Tank	id=g:5468891
Garcia Water Well	id=g:5468892
Garcia Water Well	id=g:5468893
Garcia Well	id=g:5468894
Garcia Well	id=g:5468895
Garcia Windmill	id=g:5468896
Garcia Windmill	id=g:5468897
Garcia Windmill	id=g:5468898
Garcia Windmill	id=g:5468899
Arroyo Garcia	id=g:5468900
Garcia Falls Spring	id=g:5468901
Rito Garcia	id=g:5468902
Garcias Well	id=g:5468903
Gard	id=g:5468904
Garden Spring	id=g:5468905
Garden Tank	id=g:5468906
Garden Well	id=g:5468907
Garden Windmill	id=g:5468908
Garden Windmill	id=g:5468909
Garden Windmill	id=g:5468910
Garden of the Gods	id=g:5468911
Garden of the Gods Historical Marker	id=g:5468912
Gardenia Lake	id=g:5468913
Gardiner	id=g:5468914
Gardiner Canyon	id=g:5468915
Mesa Garcia	id=g:5468916
Gardiner Number One Mine	id=g:5468917
Gardiner Post Office (historical)	id=g:5468918
Gardner Canyon	id=g:5468919
Gardiner Hall	id=g:5468920
Gardner Draw	id=g:5468921
Gardner Lateral	id=g:5468922
Gardner Prospect	id=g:5468923
Gardner Reservoir Dam	id=g:5468924
Gardner Spring	id=g:5468925
Gardner Windmill	id=g:5468926
Cañon Gardunos	id=g:5468927
Gardner Peak	id=g:5468928
Garfield	id=g:5468929
Garfield Canal	id=g:5468930
Garfield Canyon	id=g:5468931
Gareia Tank	id=g:5468932
Garfield Elementary School	id=g:5468933
Garfield Flume	id=g:5468934
Garfield Gospel Chapel	id=g:5468935
Garfield Interchange	id=g:5468936
Garfield Lateral	id=g:5468937
Garfield Middle School	id=g:5468938
Garfield-Butler	id=g:5468939
Gargul Well	id=g:5468940
Garita Creek	id=g:5468941
Garfield Drain	id=g:5468942
Garita Creek	id=g:5468943
Garita Post Office (historical)	id=g:5468944
Garland Cemetery	id=g:5468945
Garland Tank	id=g:5468946
Garley Windmill	id=g:5468947
Garner Mine	id=g:5468948
Garnet Mine	id=g:5468949
Garnett	id=g:5468950
Garolen Gulch	id=g:5468951
Cerro de la Garita	id=g:5468952
Garrapata Canyon	id=g:5468953
Garrapata	id=g:5468954
Garrett	id=g:5468955
Garrett	id=g:5468956
Garrett Hall	id=g:5468957
Garrett Ranch	id=g:5468958
Garrett Spring	id=g:5468959
Garrett Well	id=g:5468960
Garrett Windmill	id=g:5468961
Garrison	id=g:5468962
Garrison	id=g:5468963
Garrison Post Office (historical)	id=g:5468964
Garrison Spring	id=g:5468965
Garrison Tank	id=g:5468966
Garrison Well	id=g:5468967
Garrod Dam	id=g:5468968
Garson Communication Center	id=g:5468969
Garst Canyon	id=g:5468970
Garst Mine	id=g:5468971
Gartersnake Windmill	id=g:5468972
Garton Lake	id=g:5468973
Garton Water Well	id=g:5468974
Garton Well	id=g:5468975
Garvin Tank	id=g:5468976
Gary	id=g:5468977
Garza Canyon	id=g:5468978
Garrapata Ridge	id=g:5468979
Gas Tank Wash	id=g:5468980
