Insarro	id=g:334138
Dendī Hāyk’	id=g:339400
Dendī	id=g:339401
Dendi	id=g:339402
Dendewaj	id=g:339403
Denderoqua	id=g:339404
Dendera Mīka’ēl Bēte Kristīyan	id=g:339405
Dender	id=g:339407
Dendema	id=g:339409
Dendema	id=g:339410
Dendema	id=g:339411
Dendelcau	id=g:339412
Dende’ā	id=g:339413
Denda	id=g:339414
Dench’utē Yohanis Bēte Kristīyan	id=g:339415
Dēnch’u	id=g:339416
Denchīya Shet’	id=g:339417
Denbe Hābela	id=g:339418
Denan	id=g:339420
Denamora	id=g:339421
Den	id=g:339423
Demza	id=g:339424
Demuga	id=g:339425
Demt’a	id=g:339426
Demk’a	id=g:339428
Demī Wenz	id=g:339429
Demī	id=g:339430
Demī	id=g:339431
Dem Gījo	id=g:339433
Demfa Shet’	id=g:339434
Demē Shet’	id=g:339435
Uar Demerei	id=g:339436
Demerei	id=g:339437
Demeras	id=g:339438
Demēra Mēda	id=g:339439
Demekash Shet’	id=g:339440
Demeka	id=g:339441
Dembole	id=g:339442
Dembīya	id=g:339443
Dembīya	id=g:339444
Dembī Terara	id=g:339445
Dembī Shet’	id=g:339446
Dembie	id=g:339447
Dembī Dolo	id=g:339448
Dembia	id=g:339449
Dembī	id=g:339450
Dembī	id=g:339451
Dembī	id=g:339452
Dembī	id=g:339453
Dembī	id=g:339454
Dembī	id=g:339455
Dembī	id=g:339456
Dembī	id=g:339457
Dembī	id=g:339458
Dembeta Mariam	id=g:339460
Dem Bēt	id=g:339461
Demberko Shet’	id=g:339462
Demberbara Maryam Bēte Kristīyan	id=g:339463
Demberbara	id=g:339464
Dembel Silasē Bēte Kristīyan	id=g:339465
Dembel Shet’	id=g:339466
Dembelī Bota	id=g:339467
Dembela Mīka’ēl Bēte Kristīyan	id=g:339468
Dembela	id=g:339469
Dembela	id=g:339470
Dembel	id=g:339471
Dembel	id=g:339472
Dembech’a	id=g:339473
Dembe Arcai	id=g:339474
Dembara	id=g:339476
Demba Mīka’ēl Bēte Kristīyan	id=g:339478
Dembal Doro	id=g:339479
Demb	id=g:339482
Demalē Shet’	id=g:339483
Dema’ālī Terara	id=g:339484
Del Verme Falls	id=g:339485
Delo Bota	id=g:339486
Dēlo Āwraja	id=g:339487
Delo	id=g:339488
Delo	id=g:339489
Del Mīka’ēl	id=g:339490
Delle	id=g:339491
Delk’īnsa	id=g:339492
Delī Shet’	id=g:339493
Delgī	id=g:339496
Delgagala	id=g:339497
Deleymelēy Shet’	id=g:339498
Deleymelēy Babur T’abīya	id=g:339499
Delē Wenz	id=g:339500
Deleta Mīka’ēl Bēte Kristīyan	id=g:339501
Deleta Gebri’ēl Bēte Kristīyan	id=g:339502
Deleta	id=g:339503
Deleta	id=g:339504
Deleta	id=g:339505
Mai Deless Agou	id=g:339506
Delena Shet’	id=g:339507
Delela Bota	id=g:339508
Deleket	id=g:339509
Delego	id=g:339510
Deledel Maryam Bēte Kristīyan	id=g:339511
Deldalīt	id=g:339512
Delbu	id=g:339513
Delba	id=g:339514
Delay Melē	id=g:339515
Delatē	id=g:339516
Delantē	id=g:339517
Delajebo	id=g:339518
Delahayto Shet’	id=g:339519
Delahalleh	id=g:339520
Deladu	id=g:339521
Delad Shet’	id=g:339522
Delaba	id=g:339523
Dek’walē	id=g:339524
Dek’uya	id=g:339525
Deku K’ersa	id=g:339526
Dekolē	id=g:339527
Dēko	id=g:339528
Deknī Lefa Shet’	id=g:339529
Deknī Isate Gemora YeFelek’ebet Gudgwad	id=g:339530
Deknība YeTerara Senselet	id=g:339531
Deke Bora Gebri’ēl Bēte Kristīyan	id=g:339538
Deke Bora	id=g:339539
Dek’ē	id=g:339540
Deke	id=g:339541
Deka Sedēn	id=g:339542
Deka Jemto	id=g:339543
Deka Jeldēsa Terara	id=g:339544
Deka Bora	id=g:339545
Deka Bora	id=g:339546
Deka Bora	id=g:339547
Dek’aba	id=g:339548
Deka	id=g:339549
Dejena	id=g:339550
Dejen	id=g:339551
Dejazmach Fik’re Maryam Āndenya Dereja Timhirt Bēt	id=g:339552
Dejazmach Āmet’elī	id=g:339553
Deiua	id=g:339554
Deiu	id=g:339555
Tulu Deibia	id=g:339556
Dehan Maryam Bēte Kristīyan	id=g:339560
Dehana	id=g:339561
Dehan	id=g:339562
Dehada	id=g:339565
Degwagum Shet’	id=g:339566
Deguyat	id=g:339567
Degoyē	id=g:339568
Degosay	id=g:339569
Degorē	id=g:339570
Deguma	id=g:339571
Degolo	id=g:339572
Degol	id=g:339575
Degodia	id=g:339576
Deg Jile	id=g:339577
Degiy	id=g:339578
Degiasmac	id=g:339579
Degga	id=g:339582
Degeza	id=g:339583
Dege Roba YeTerara Senselet	id=g:339584
Deger Bota	id=g:339585
Deger	id=g:339586
Degenyī	id=g:339587
Degem Hambīso	id=g:339588
Degem	id=g:339589
Degelī	id=g:339590
Degel Ch’īs	id=g:339591
Degela	id=g:339592
Degeh Bur Āwraja	id=g:339593
Degeh Bur	id=g:339594
Degbassa	id=g:339595
Dega Yilēy	id=g:339596
Degat’īna Āmba	id=g:339598
Degar Timhirt Bēt	id=g:339599
Degar	id=g:339600
Degan	id=g:339601
Degan	id=g:339602
Dega Meyē	id=g:339603
Dega Majete	id=g:339604
Degaga Shet’	id=g:339605
Degaga	id=g:339606
Degaga	id=g:339607
Degaga	id=g:339608
Degaga	id=g:339609
Degaga	id=g:339610
Dega Ch’ebse Wenz	id=g:339611
Dega Bīrbo	id=g:339612
Dega Bera	id=g:339613
Degaba Isate Gemora YeFelek’ebet	id=g:339614
Degaba Isate Gemora	id=g:339615
Dēga	id=g:339616
Dega	id=g:339618
Defo	id=g:339619
Defer	id=g:339620
Defarfo	id=g:339621
Dēdo	id=g:339622
Dedīnu	id=g:339623
Dedīna	id=g:339624
Dedero	id=g:339626
Dederē Maryam Bēte Kristīyan	id=g:339627
Dederē	id=g:339628
Deder	id=g:339629
Dedemēt Shet’	id=g:339630
Dedeho	id=g:339631
Dēdē Gīyorgīs Bēte Kristīyan	id=g:339632
Dedecha	id=g:339633
Dēdē Bota	id=g:339634
Dēdēbī’ā Shet’	id=g:339635
Dēdē	id=g:339636
Dēdē	id=g:339637
Deda’ī	id=g:339639
Deda	id=g:339640
Deda	id=g:339642
Deci	id=g:339644
Deche	id=g:339645
Decha	id=g:339646
Decano	id=g:339647
Decagaro	id=g:339648
Debub Timhirt Bēt	id=g:339650
Debub Maryam Bēte Kristīyan	id=g:339651
Debub	id=g:339652
Debub	id=g:339653
Debub	id=g:339654
Debu	id=g:339655
Debtreko Gīyorgīs Bēte Kristīyan	id=g:339656
Debtera Got’	id=g:339657
Debtera Got’	id=g:339658
Debsho Shet’	id=g:339659
Debre Zeyit Posta Bēt	id=g:339660
Debre Zeyit Maryam Bēte Kristīyan	id=g:339661
Debre Zeyit Hospītal	id=g:339662
Debre Zeyit Bota	id=g:339663
Debre Zeyit	id=g:339664
Debre Zeyit	id=g:339665
Debre Zeyit	id=g:339666
Debre Zebīt	id=g:339667
Debre Ya‘ik’ob	id=g:339668
Debre Werk’u Ālet Shet’	id=g:339669
Debre Werk’ Gīyorgīs Bēte Kristīyan	id=g:339670
Debre Werk’	id=g:339671
Debre Werk’	id=g:339672
Debre Ts’iyon	id=g:339673
Debre Ts’iyon	id=g:339674
Debre Ts’iyon	id=g:339675
Debre Ts’imona Medhanē ‘Alem Bēte Kristīyan	id=g:339676
Debre Ts’imona	id=g:339677
Debre Ts’igē Maryam Bēte Kristīyan	id=g:339678
Debre Ts’igē	id=g:339679
Debre Ts’igē	id=g:339680
Debre Ts’ehāy Bota	id=g:339681
Debre Ts’ehāy	id=g:339682
Debre Ts’ehāy	id=g:339683
Debre Ts’ehāy	id=g:339684
Debre Tabor Āwraja	id=g:339685
Debre Tabor	id=g:339686
Debre Sīna Medhanē ‘Alem Bēte Kristīyan	id=g:339687
Debre Sīna Maryam Bēte Kristīyan	id=g:339688
Debre Sīna Korebta	id=g:339689
Debre Sīna	id=g:339690
Debre Sīna	id=g:339692
Debre Sibhat Le’āb Silasē Bēte Kristīyan	id=g:339694
Debre Sibhat Le’āb	id=g:339695
Debre Selam	id=g:339697
Debre Sahil	id=g:339698
Debre Mit’mak’ Maryam Bēte Kristīyan	id=g:339699
Debre Menkol Gedam	id=g:339700
Debre Medahani	id=g:339701
Debre May	id=g:339702
Debre Maryam	id=g:339703
Debre Maryam	id=g:339705
Debre Mar Terara	id=g:339706
Debre Mark’os Āwraja	id=g:339707
Debre Mark’os	id=g:339708
Debre Ma’ir YeTerara Ch’af	id=g:339709
Debre Ma’ar	id=g:339710
Debre Lībanos Tekle Haymanot Bēte Kristīyan	id=g:339711
Debre Lībanos Kīdane Mihret Bēte Kristīyan	id=g:339712
Debre Lībanos Gedam	id=g:339713
Debre Lībanos	id=g:339714
Debre Kerbe	id=g:339715
Debre K’elmo Bota	id=g:339716
Debre K’elmo Ākawuha Bēte Kristīyan	id=g:339717
Debre Harmaz Mīka’ēl Bēte Kristīyan	id=g:339719
Debre Harmaz	id=g:339720
Debre Halē Bota	id=g:339721
Debre Halē	id=g:339722
Debre Genet	id=g:339723
Debre Genet	id=g:339724
Debre Gelan	id=g:339725
Debre Fisihā Mīka’ēl Bēte Kristīyan	id=g:339726
Debre Fisihā	id=g:339727
Debre Damo	id=g:339728
Debre Bisrat Zēna Mark’os Debir	id=g:339730
Debre Birhan YeMemihiran Maselt’enya Instītyut	id=g:339731
Debre Birhan Suf Fabrīka	id=g:339732
Debre Birhan	id=g:339733
Debre Birhan	id=g:339734
Debre Āsa YeTerara Senselet	id=g:339735
Debre Ānbesa	id=g:339736
Debragut	id=g:339742
Debra Ghennet	id=g:339745
Debra Ghelele	id=g:339746
Debra Abbai	id=g:339750
Debot	id=g:339752
Debora Guracha	id=g:339754
Debolē	id=g:339755
Debocogio	id=g:339758
Dēbo	id=g:339759
Bir Debleh	id=g:339760
Dēbītī	id=g:339761
Debīs Wenz	id=g:339762
Dēbīsa	id=g:339763
Dēbīsa	id=g:339764
Dēbīsa	id=g:339765
Debīs	id=g:339766
Debir Tekle Haymanot Bēte Kristīyan	id=g:339767
Debir Shet’	id=g:339768
Debir Mīka’ēl Bēte Kristīyan	id=g:339769
Debir Īyesus Bota	id=g:339770
Debir Gīyorgīs Bēte Kristīyan	id=g:339771
Debir Duba	id=g:339772
Debir	id=g:339773
Debir	id=g:339774
Debir	id=g:339775
Debir	id=g:339776
Debir	id=g:339777
Debir	id=g:339778
Debir	id=g:339779
Debir	id=g:339780
Debir	id=g:339781
El Debilei	id=g:339782
Debhilē Bahir	id=g:339783
Debheli	id=g:339784
Debezīnawo Shet’	id=g:339785
Debeta	id=g:339786
Debet	id=g:339787
Debeso	id=g:339788
Debeso	id=g:339789
Deberiag	id=g:339790
Deberega	id=g:339791
Debēnsho Shet’	id=g:339792
Debel Weynē	id=g:339794
Debel Weynē	id=g:339795
Debel Terara	id=g:339796
Debelo	id=g:339797
Debelītī Gebri’ēl Bēte Kristīyan	id=g:339798
Debelītī	id=g:339799
Debelima	id=g:339800
Debelīcha	id=g:339801
Debelē	id=g:339803
Debela YeTerara Senselet	id=g:339804
Debela	id=g:339807
Debek’ Maryam Bēte Kristīyan	id=g:339808
Debek’a	id=g:339809
Debek’	id=g:339810
Debek’	id=g:339811
Debē	id=g:339813
Debbeta	id=g:339814
Debbas Rui	id=g:339815
Debay	id=g:339818
Deba Selama Āmanu’ēl Bēte	id=g:339819
Deba Robī	id=g:339820
Debark’ Bota	id=g:339821
Debark’	id=g:339822
Debark’	id=g:339823
Debara Shet’	id=g:339824
Debar	id=g:339825
Debaltī Terara	id=g:339826
Debal	id=g:339828
Deba’īna	id=g:339829
Deba‘i	id=g:339830
Debado Gēra Hāyk’	id=g:339831
Debadeba Shet’	id=g:339832
Deba’ālē Shet’	id=g:339833
Deba	id=g:339834
De’ār Shet’	id=g:339835
De’āro Teklē	id=g:339836
De’āro Shet’	id=g:339837
De’āre	id=g:339838
De’ān	id=g:339839
Uel Dealul Lontullo	id=g:339840
Dazarīya	id=g:339841
Dayu Ābo Bēte Kristīyan	id=g:339842
Dayu	id=g:339843
Dayer Maryam Bēte Kristīyan	id=g:339844
Dayer	id=g:339845
Dayē	id=g:339846
Dayē	id=g:339847
Dayē	id=g:339848
Dayē	id=g:339849
Dayburu	id=g:339850
Daya	id=g:339851
Dawo Īyesus Bēte Kristīyan	id=g:339852
Dawo	id=g:339853
Dawo	id=g:339854
Dawint Bota	id=g:339855
Dawint	id=g:339856
Dawilē	id=g:339857
Dawī	id=g:339858
Dawfi	id=g:339859
Daweto	id=g:339860
Dawē Shet’	id=g:339861
Dawē Shet’	id=g:339862
Dawera Gudo	id=g:339863
Dawē Bota	id=g:339864
Dawē	id=g:339865
Dawa	id=g:339866
Dava	id=g:339867
Daula	id=g:339871
Daui	id=g:339873
Dauc	id=g:339874
Dauadid	id=g:339877
Dauadid	id=g:339878
Daua Ali	id=g:339879
Daua Aleh	id=g:339880
Dato	id=g:339881
Dass	id=g:339882
Dasa	id=g:339884
Das	id=g:339885
Das	id=g:339886
Darumu	id=g:339887
Daru	id=g:339889
Daru	id=g:339890
Darsi	id=g:339891
Darsi	id=g:339892
Darro	id=g:339893
Darrito	id=g:339894
Darrita	id=g:339895
Darrab	id=g:339896
Darra	id=g:339899
Darotī Terara	id=g:339901
Daror Bota	id=g:339905
Darora Bota	id=g:339906
Deror	id=g:339907
Daron	id=g:339908
Daro Lebu YeTerara Senselet	id=g:339909
Daro Lebu Bota	id=g:339910
Daro	id=g:339914
Darmu Dēga	id=g:339915
Darken Shile	id=g:339920
Darkein Genyo	id=g:339921
Darioa	id=g:339923
Darinda	id=g:339924
Darīmu	id=g:339925
Darīmu	id=g:339926
Darīmo	id=g:339927
Darimo	id=g:339928
Darīmī YeTerara Senselet	id=g:339929
Darim	id=g:339930
Dari	id=g:339931
Darge Shet’	id=g:339932
Dargē Maryam Bēte Kristīyan	id=g:339933
Dargē	id=g:339934
Dargē	id=g:339935
Daresh Shet’	id=g:339936
Darera	id=g:339937
Daren	id=g:339938
Daregot Shet’	id=g:339939
Daregot Ābo Bēte Kristīyan	id=g:339940
Dare	id=g:339941
Darderio	id=g:339942
Darde	id=g:339943
Dar Dabat	id=g:339944
Darchaua	id=g:339945
Darbatta	id=g:339946
Dara YeWiha Gudgwad	id=g:339947
Daratole	id=g:339948
Darato	id=g:339949
Darat Ābo Bēte Kristīyan	id=g:339950
Darat	id=g:339951
Darasa	id=g:339952
Darar	id=g:339953
Darar	id=g:339954
Darar	id=g:339955
Darami	id=g:339956
Darablei	id=g:339958
Daraba	id=g:339959
Dara	id=g:339961
Dara	id=g:339962
Dara	id=g:339964
Dara	id=g:339965
Dara	id=g:339966
Dara	id=g:339967
Dara	id=g:339968
Dara	id=g:339969
Dapo Gumbi	id=g:339970
Dapo	id=g:339971
Dap’īsa	id=g:339972
Daoierri	id=g:339973
Danyo Shet’	id=g:339974
Danyo	id=g:339975
Danyē	id=g:339976
Danya	id=g:339977
Danya	id=g:339978
Danshē Shet’	id=g:339979
Dansheha Shelek’o	id=g:339980
Dansheha	id=g:339981
Danshē	id=g:339982
Dansha Bota	id=g:339983
Dansē Shet’	id=g:339984
Dansē Maryam Bēte Kristīyan	id=g:339985
Dansē	id=g:339986
Dansē	id=g:339987
Danse	id=g:339988
Danot	id=g:339989
Dano	id=g:339990
Danlehelai	id=g:339991
Danle Elei	id=g:339992
Danise	id=g:339993
Danīsa Shet’	id=g:339994
Danīsa Shet’	id=g:339995
Danīsa Mīka’ēl Bēte Kristīyan	id=g:339996
Danīsa	id=g:339997
Danīsa	id=g:339998
Danīsa	id=g:339999
Danīsa	id=g:340000
Danīs	id=g:340001
Dangurē Tīcha	id=g:340002
Dangura	id=g:340003
Dangur	id=g:340004
Dangur	id=g:340005
Dango Shet’	id=g:340006
Dango	id=g:340007
Dangila	id=g:340008
Dangie	id=g:340009
Dangiama	id=g:340010
Dangera	id=g:340011
Dangara	id=g:340012
Dangalta YeTerara Senselet	id=g:340013
Dandī Shet’	id=g:340015
Dandī	id=g:340016
Dandera Mīka’ēl Bēte Kristīyan	id=g:340018
Dandera K’īrk’os Bēte Kristīyan	id=g:340019
Dandera	id=g:340020
Dandera	id=g:340021
Dande	id=g:340022
Dande	id=g:340023
Dande	id=g:340024
Danch’o Shet’	id=g:340025
Dancha	id=g:340026
Danca Dubbe	id=g:340027
Danar	id=g:340028
Danane Dere	id=g:340029
Danane	id=g:340030
Danaiou	id=g:340031
Dana	id=g:340032
Dana	id=g:340033
Dana	id=g:340034
Damu Terara	id=g:340035
Damuta Terara	id=g:340036
Damu	id=g:340037
Damra Silasē Bēte Kristīyan	id=g:340038
Damrarweni	id=g:340039
Damra	id=g:340040
Damotu Shet’	id=g:340041
Damotu	id=g:340042
Damotīcha	id=g:340043
Damota Terara	id=g:340044
Damota Terara	id=g:340045
Damota Mīka’ēl Bēte Kristīyan	id=g:340046
Damota	id=g:340047
Damota	id=g:340048
Damota	id=g:340049
Damot	id=g:340050
Damot	id=g:340051
Damot	id=g:340052
Damot	id=g:340053
Damot	id=g:340054
Damosa Shet’	id=g:340055
Damolē Terara	id=g:340056
Damolē Bota	id=g:340057
Damole	id=g:340058
Damo Korebta	id=g:340059
Damo Bota	id=g:340060
Damo	id=g:340061
Damo	id=g:340062
Dammata	id=g:340063
Damīsa Shelek’o	id=g:340064
Damīcha	id=g:340065
Damī	id=g:340066
Damī	id=g:340067
Damī	id=g:340068
Dameto	id=g:340069
Damē Shet’	id=g:340070
Damerabob	id=g:340071
Damē	id=g:340073
Dambi El Dima	id=g:340074
Dambi	id=g:340075
Dambau	id=g:340076
Dambasuerer	id=g:340077
Dambara Kēla Bota	id=g:340078
Dambala Bakisa	id=g:340079
Damam	id=g:340089
Damale	id=g:340090
Damal Abodi	id=g:340091
Dama	id=g:340093
Dam	id=g:340094
Dalucc	id=g:340095
Tulu Daltu	id=g:340096
Dalo YeTerara Ch’af	id=g:340097
Dalo Terara	id=g:340098
Dalo Terara	id=g:340099
Dalota Mīka’ēl Bēte Kristīyan	id=g:340100
Dalota Maryam Bēte Kristīyan	id=g:340101
Dalota Gebri’ēl Bēte Kristīyan	id=g:340102
Dalota Bota	id=g:340103
Dalota	id=g:340104
Dalota	id=g:340105
Dalota	id=g:340106
Dalota	id=g:340107
Dalota	id=g:340108
Dalota	id=g:340109
Dalota	id=g:340110
Dalota	id=g:340111
Dalota	id=g:340112
Dalota	id=g:340113
Dalot	id=g:340114
Dalo Sība	id=g:340115
Dalo Shet’	id=g:340116
Dalol Bota	id=g:340117
Dalola	id=g:340118
Dalol	id=g:340119
Dalo Galalo	id=g:340120
Dalocha	id=g:340121
Dalo	id=g:340122
Dalo	id=g:340123
Dalo	id=g:340124
Dalo	id=g:340125
Dallei Malle	id=g:340126
Dalladu	id=g:340127
Dalla	id=g:340128
Malka Dakacha	id=g:340129
Dalīta	id=g:340130
Dalhame	id=g:340132
Dalgal Galla	id=g:340133
Dalē YeTerara Senselet	id=g:340134
Daletī Terara	id=g:340135
Daletī Silasē Bēte Kristīyan	id=g:340136
Daletī Shet’	id=g:340137
Daletī Maryam Bēte Kristīyan	id=g:340138
Daletī Maryam Bēte Kristīyan	id=g:340139
Daletī Korebta	id=g:340140
Daletī Āfeta Terara	id=g:340141
Daletī	id=g:340142
Daletī	id=g:340143
Daletī	id=g:340144
Daletī	id=g:340145
Daletī	id=g:340146
Daletī	id=g:340147
Daletī	id=g:340148
Daletī	id=g:340149
Daletī	id=g:340150
Dalē Terara	id=g:340151
Daleta	id=g:340152
Dalē Shet’	id=g:340153
Dalē Shet’	id=g:340154
Dalecho	id=g:340155
Dalecha Shet’	id=g:340156
Dalecha Shet’	id=g:340157
Dalecha Shet’	id=g:340158
Dalecha	id=g:340159
Dalecha	id=g:340160
Daleccia	id=g:340161
Dalē	id=g:340162
Dalē	id=g:340163
Dalē	id=g:340164
Dalē	id=g:340165
Dal Dal	id=g:340166
Dalch’a Shet’	id=g:340167
Dalay Hāyk’	id=g:340169
Dalati	id=g:340171
Dalanta	id=g:340172
Dalalian Maru	id=g:340173
Dalahati	id=g:340174
Dala	id=g:340176
Dala	id=g:340177
Dak’une	id=g:340178
Dakkaroba	id=g:340179
Dakka Dima	id=g:340180
Dakiyē Shet’	id=g:340181
Dak’eyano	id=g:340183
Daketa Shet’	id=g:340184
Daketa Shelek’o	id=g:340185
Daketa Bota	id=g:340186
Melka Daketa	id=g:340187
Daketa	id=g:340188
Daketa	id=g:340189
Dakbivie	id=g:340190
Daka Shet’	id=g:340191
Daka Sedadi	id=g:340192
Kubi Dakara	id=g:340193
Gara Daka Baru	id=g:340194
Daka Baru	id=g:340195
Dajet	id=g:340196
Da’īto	id=g:340197
Da’ītē	id=g:340198
Daisoli	id=g:340199
Da’iro	id=g:340202
Da‘irēy Ch’alak’uy	id=g:340204
Dailota	id=g:340205
Amba Daid	id=g:340206
Daia	id=g:340207
Dahurī Shet’	id=g:340208
Dahu Bota	id=g:340209
Dahua	id=g:340210
Dahua	id=g:340211
Dahohale	id=g:340215
Dahna	id=g:340216
Dahau	id=g:340219
Dahana Ābune Fīlīp’os Bēte Kristīyan	id=g:340221
Dahana	id=g:340222
Dahana	id=g:340223
Dahale	id=g:340224
Dahahila	id=g:340225
Daha	id=g:340226
Dagudīt YeTerara Senselet	id=g:340227
Dagua Tafa	id=g:340228
Daguai	id=g:340229
Dagrīch Gīyorgīs Bēte Kristīyan	id=g:340230
Dagobassa	id=g:340232
Dago	id=g:340233
Dagnerrei	id=g:340234
Dagibi	id=g:340235
Daghi	id=g:340240
Daggadlu	id=g:340242
Daggaddo	id=g:340243
Dagetē	id=g:340244
Dagat	id=g:340245
Dagas	id=g:340246
Dagaru	id=g:340247
Dagano	id=g:340248
Dagamo	id=g:340249
Daga Medo	id=g:340250
Dagamadoba	id=g:340251
Jabal Dagalish	id=g:340252
Dagal	id=g:340253
Dagaio	id=g:340255
Dagago	id=g:340256
Daga Assah	id=g:340259
daga	id=g:340261
Daga	id=g:340262
Dafu	id=g:340263
Daferur	id=g:340265
Dafē Jema	id=g:340266
Dafat Kahinate Semay Bēte Kristīyan	id=g:340267
Dafara	id=g:340268
Dafala	id=g:340269
Daetali	id=g:340270
Daei-tuma	id=g:340271
Dadula	id=g:340272
Dadu	id=g:340273
Dado Shet’	id=g:340274
Melka Dado	id=g:340275
Dado	id=g:340276
Dado	id=g:340277
Dadī Terara	id=g:340279
Dadīmos YeTerara Ch’af	id=g:340280
Dadibano	id=g:340281
Dadī	id=g:340282
Dadī	id=g:340283
Dadē Wenz	id=g:340284
Dadelē Shet’	id=g:340285
Dadē	id=g:340286
Malca Daddecia	id=g:340289
Dadale	id=g:340292
Dada Gimbel	id=g:340293
Dadaga	id=g:340294
Dadacha Odu	id=g:340295
Dadaba	id=g:340296
Dada	id=g:340297
Dada	id=g:340298
Dada	id=g:340299
Dada	id=g:340300
Dacub	id=g:340301
Dacio	id=g:340302
Dachi	id=g:340304
Dacha	id=g:340305
Dacha	id=g:340306
Dacche Debelo	id=g:340307
Daccara	id=g:340308
Dacai Adade	id=g:340309
Daca Bor	id=g:340310
Dabus Wenz	id=g:340311
Dabuso	id=g:340312
Dabu Shet’	id=g:340313
Daburre	id=g:340314
Dabuli	id=g:340315
Dabula Shet’	id=g:340316
Dabu	id=g:340320
Dabta	id=g:340321
Daboli	id=g:340323
Dabo Gumbi	id=g:340324
Dabo Bota	id=g:340325
Dabobelē Sshet’	id=g:340326
Dasbo	id=g:340328
Dablo Shet’	id=g:340329
Dabīye	id=g:340330
Dabī Wenz	id=g:340331
Dabīta	id=g:340332
Dabis	id=g:340333
Dabī	id=g:340334
Dabēy Wēyna	id=g:340335
Dabey Bota	id=g:340336
Dabe Terara	id=g:340337
Dabesu Shet’	id=g:340338
Dabē Shet’	id=g:340339
Daben Terara	id=g:340343
Dabena Wenz	id=g:340344
Dabena	id=g:340345
Dabena	id=g:340346
Dabelo	id=g:340347
Dabei	id=g:340348
Dabē	id=g:340349
Dabdo	id=g:340350
Dabdo	id=g:340351
Dabbi	id=g:340352
Dabbaho	id=g:340354
Dabba	id=g:340355
Dabat Bota	id=g:340356
Daba Tadīs	id=g:340357
Dabat	id=g:340358
Dabassa	id=g:340359
Dabashī Hāyk’	id=g:340360
Dabashī Bota	id=g:340361
Daba Shet’	id=g:340362
Dabarueine	id=g:340363
Dabannac	id=g:340364
Dabanas	id=g:340365
Dabanac	id=g:340366
Daba Medhanē ‘Alem Bēte Kristsīyan	id=g:340367
Daballac	id=g:340368
Daba Gebre Menfes K’idus Bēte Kristīyan	id=g:340369
Dabadur	id=g:340370
Dabaccoh	id=g:340371
Dabaca	id=g:340372
Daba	id=g:340373
Daba	id=g:340374
Da’āsa Shet’	id=g:340375
Daalota	id=g:340378
Daai	id=g:340379
Da’āda’ā	id=g:340381
Cutebab	id=g:340382
Cussara	id=g:340383
Cusae	id=g:340384
Curtumi	id=g:340385
Curti	id=g:340386
Curro	id=g:340387
Currihello	id=g:340388
Curre Liban	id=g:340389
Curre	id=g:340390
El Curraia	id=g:340391
Curon	id=g:340393
Curmuhudali	id=g:340395
Kurmis	id=g:340396
El Curhills	id=g:340397
Cure	id=g:340400
Cure	id=g:340401
Curcura	id=g:340402
Curcur	id=g:340403
Curcuana	id=g:340404
Mai Curba	id=g:340406
Curallei	id=g:340409
Curale	id=g:340410
Curale	id=g:340411
Cura Cubane	id=g:340412
Cura Baad	id=g:340413
Cuora	id=g:340414
Cuonchis	id=g:340415
Cuolla Uoghera	id=g:340416
Cuntulo	id=g:340417
Cuni	id=g:340418
Cungiu	id=g:340419
Cundo	id=g:340420
Mai Cumer	id=g:340421
Cumbi	id=g:340422
Cumbi	id=g:340423
Cumbabe	id=g:340425
Cuma	id=g:340426
Culsicuma	id=g:340427
Cullo	id=g:340429
Cullaua	id=g:340430
Culla Bureir	id=g:340431
Culita	id=g:340432
Cule	id=g:340433
Cule	id=g:340434
Culan Sancai	id=g:340435
Cugule	id=g:340436
Cuffal Ali	id=g:340437
Cuffa Culumni	id=g:340438
Cueciar	id=g:340439
Cue	id=g:340440
Cududli	id=g:340441
Ghel Cudel	id=g:340444
Cuddus Gheorghis	id=g:340445
Cuddu	id=g:340446
Cucu	id=g:340447
Cucorro	id=g:340448
Amba Cucoi	id=g:340449
Malca Cuchi	id=g:340450
Cuccia	id=g:340451
Cubbaio	id=g:340453
Cuban	id=g:340454
Cuachene Sceticot	id=g:340455
Cua Amba	id=g:340456
Crustaba	id=g:340457
Cotulla	id=g:340459
Cottu Bio Ad	id=g:340460
Cotta	id=g:340461
Coto	id=g:340462
Coticci	id=g:340463
Coticci	id=g:340464
Cotera	id=g:340465
Cotargheta	id=g:340466
Cota	id=g:340467
Cosso	id=g:340469
Cossim	id=g:340470
Coscia	id=g:340471
Cosaru	id=g:340472
Cortumi	id=g:340474
Corsa	id=g:340475
Corrof	id=g:340476
Corridra	id=g:340477
Corribula	id=g:340478
Correi	id=g:340479
Bur Corrali	id=g:340480
Corosco	id=g:340481
Coron	id=g:340482
Coromma	id=g:340483
Corolai	id=g:340484
Corogo	id=g:340485
Cormos	id=g:340486
Cormararia	id=g:340487
Corma	id=g:340488
Corissa	id=g:340489
Coremni	id=g:340491
Core	id=g:340492
Cordefe	id=g:340493
Corcita	id=g:340494
Corble	id=g:340495
Corbeisa	id=g:340496
Corbaia	id=g:340497
Coragia	id=g:340500
Corac	id=g:340501
Contur	id=g:340502
Contoma	id=g:340503
Conta	id=g:340504
connor	id=g:340505
Condaraba	id=g:340507
Conci Baria	id=g:340508
Conci	id=g:340509
Conci	id=g:340510
Comodo	id=g:340513
Comis	id=g:340514
