Goldmine Hollow	id=g:4537702
KXOL-AM (Clinton)	id=g:4540012
KXON-TV (Claremore)	id=g:4540013
KXON-TV (Claremore)	id=g:4540014
KXTD-AM (Wagoner)	id=g:4540015
KXVQ-AM (Pawhuska)	id=g:4540016
KXXK-FM (Chickasha)	id=g:4540017
KXXK-FM (Chickasha)	id=g:4540018
KXXY-AM (Oklahoma City)	id=g:4540019
KXXY-FM (Oklahoma City)	id=g:4540020
KYBE-FM (Frederick)	id=g:4540021
KYFM-FM (Bartlesville)	id=g:4540022
KYNZ-FM (Lone Grove)	id=g:4540023
KZBB-FM (Poteau)	id=g:4540024
KZBS-FM (Oklahoma City)	id=g:4540025
KZUE-AM (El Reno)	id=g:4540026
Kadashan Bottom	id=g:4540027
Kadashan Bottom Site 2 Dam	id=g:4540028
Kadashan Bottom Site 2 Reservoir	id=g:4540029
Kadashan Bottom Site 3 Dam	id=g:4540030
Kadashan Bottom Site 3 Reservoir	id=g:4540031
Kadashan Bottom Site 4 Dam	id=g:4540032
Kadashan Bottom Site 4 Reservoir	id=g:4540033
Kadashan Bottom Site 5 Dam	id=g:4540034
Kadashan Bottom Site 5 Reservoir	id=g:4540035
Kadashan Bottom Site 6 Dam	id=g:4540036
Kadashan Bottom Site 6 Reservoir	id=g:4540037
Kah-Wah-C Golf Course	id=g:4540038
Kaiser Reservoir	id=g:4540039
Kaiser Elementary School	id=g:4540040
Kale Dick Hollow	id=g:4540041
June Rose Church	id=g:4540042
Kane Elementary School	id=g:4540043
Kaney Chapel	id=g:4540044
Kanima School	id=g:4540045
Kanola Creek	id=g:4540046
Kalhoma Indian Reservation (historical)	id=g:4540047
Kansas Cemetery	id=g:4540048
Kansas Church	id=g:4540049
Kansas Creek	id=g:4540050
Kansas	id=g:4540051
Karber Pond Dam	id=g:4540052
Kardokas Slough	id=g:4540053
Karns	id=g:4540054
Karoma Cemetery	id=g:4540055
Township of Karoma	id=g:4540056
Katie	id=g:4540057
Katy Lake	id=g:4540058
Katy Lake	id=g:4540059
Katy Reservoir	id=g:4540060
Katy Reservoir Dam	id=g:4540061
Kaukental Dam	id=g:4540062
Kaukental Reservoir	id=g:4540063
Kaw City	id=g:4540064
Kaw Dam	id=g:4540065
Kaw Lake	id=g:4540066
Kaw Lake	id=g:4540067
Kaw Oil Field	id=g:4540068
Kaw Oil Field	id=g:4540069
Kaw Street Chapel	id=g:4540070
Kaw Oklahoma Tribal Statistical Area	id=g:4540071
Kaw Wildlife Management Area	id=g:4540072
Township of Kaw	id=g:4540073
Kay County	id=g:4540074
Kechi School	id=g:4540075
Kee Number 2 Dam	id=g:4540076
Kee Number 2 Reservoir	id=g:4540077
Kee Number 3 Dam	id=g:4540078
Kee Number 3 Reservoir	id=g:4540079
Keechi Creek	id=g:4540080
Karber Pond	id=g:4540081
Keel Cemetery	id=g:4540082
Keel Creek	id=g:4540083
Keel Creek	id=g:4540084
Keel Sandy Creek	id=g:4540085
Keefton	id=g:4540086
Keeler Creek	id=g:4540087
Keeler Park	id=g:4540088
Keener Church	id=g:4540089
Keener Knob	id=g:4540090
Keetonville	id=g:4540091
Keffer Cemetery	id=g:4540092
Kegelman Air Force Auxiliary Field	id=g:4540093
Keith	id=g:4540094
Keith Cemetery	id=g:4540095
Township of Keith	id=g:4540096
Kelham Baptist Church	id=g:4540097
Keller Cemetery	id=g:4540098
Kellerby Cemetery	id=g:4540099
Kelley Cemetery	id=g:4540100
Kelley School	id=g:4540101
Kellond	id=g:4540102
Kellond Church	id=g:4540103
Kelly Branch	id=g:4540104
Keenan	id=g:4540105
Kelly Lake	id=g:4540106
Kelly Spring	id=g:4540107
Kelly Thomas Field	id=g:4540108
Kellyville	id=g:4540109
Kellyville	id=g:4540110
Kellyville Dam	id=g:4540111
Kellyville Lake	id=g:4540112
Township of Kellyville	id=g:4540113
Township of Kellyville	id=g:4540114
Kelsey Mountain	id=g:4540115
Kelso	id=g:4540116
Kemp	id=g:4540117
Kemp Cemetery	id=g:4540118
Kemp Cemetery	id=g:4540119
Kemp Lake	id=g:4540120
Kemp Lake Dam	id=g:4540121
Township of Kemp	id=g:4540122
Ken Dannels Dam	id=g:4540123
Ken Dannels Reservoir	id=g:4540124
Kendall Dam	id=g:4540125
Kendall School	id=g:4540126
Kendrick	id=g:4540127
Kendrick Cemetery	id=g:4540128
Kenefic	id=g:4540129
Kengle	id=g:4540130
Kennady	id=g:4540131
Township of Kennady	id=g:4540132
Kennedy Elementary School	id=g:4540133
Kennedy Hollow	id=g:4540134
Kelly Cemetery	id=g:4540135
Kennedy Mountain	id=g:4540136
Kennedy School (historical)	id=g:4540137
Township of Kennedy	id=g:4540138
Kenneth Houck Dam	id=g:4540139
Kenneth Houck Reservoir	id=g:4540140
Kenneth West Dam	id=g:4540141
Kenneth West Reservoir	id=g:4540142
Kenny Creek	id=g:4540143
Kennedy Junior High School	id=g:4540144
Kent	id=g:4540145
Kent Pence Dam	id=g:4540146
Kent Pence Reservoir	id=g:4540147
Kentucky Avenue Baptist Church	id=g:4540148
Kentucky Creek	id=g:4540149
Keno Creek	id=g:4540150
Kenwood Park	id=g:4540151
Kenwood Plaza	id=g:4540152
Kenyon Church	id=g:4540153
Kenyon Creek	id=g:4540154
Kenwood	id=g:4540155
Keokuk Falls	id=g:4540156
Keokuk Oil Field	id=g:4540157
Keota	id=g:4540158
Keota Cemetery	id=g:4540159
Township of Keowee	id=g:4540160
Kerns Cemetery	id=g:4540161
Kerr Hill	id=g:4540162
Kerr Junior High School	id=g:4540163
Kerr Natural Center	id=g:4540164
Kerr Research Center	id=g:4540165
Kerr School	id=g:4540166
Kester Mountain	id=g:4540167
Ketch Creek	id=g:4540168
Keokuk Cemetery	id=g:4540169
Ketch Lake	id=g:4540170
Ketch Lake Dam	id=g:4540171
Ketch Ranch (historical)	id=g:4540172
Ketcher Cemetery	id=g:4540173
Ketcher Cemetery	id=g:4540174
Ketcher Spring	id=g:4540175
Ketchum	id=g:4540176
Ketchum Airport	id=g:4540177
Ketchum Ranch Airport	id=g:4540178
Key School	id=g:4540179
Key West	id=g:4540180
Key West Cemetery	id=g:4540181
Keys	id=g:4540182
Keys Cemetery	id=g:4540183
Keys Mission Church	id=g:4540184
Keys Spring	id=g:4540185
Keystone Air Park	id=g:4540186
Keystone Camp	id=g:4540187
Keystone Dam	id=g:4540188
Keystone Dam	id=g:4540189
Keystone Lake	id=g:4540190
Keystone Mine	id=g:4540191
Keystone State Park	id=g:4540192
Keystone Wildlife Managment Area	id=g:4540193
Kiamichi	id=g:4540194
Kiamichi Area Vocational College	id=g:4540195
Kiamichi Area Vocational College	id=g:4540196
Kiamichi Camp	id=g:4540197
Kiamichi Fish Farm	id=g:4540198
Kiamichi Mountain	id=g:4540199
Kiamichi Mountain AT&T Electronic Site	id=g:4540200
Kiamichi Mountains	id=g:4540201
Kiamichi River	id=g:4540202
Ketch Hill	id=g:4540203
Kibby Cemetery	id=g:4540204
Kickapoo Creek	id=g:4540205
Township of Kiamichi	id=g:4540206
Kickapoo Creek	id=g:4540207
Kickapoo Mission	id=g:4540208
Kickapoo Sandy Creek	id=g:4540209
Kickapoo Plaza Shopping Center	id=g:4540210
Kickapoo Sandy Creek Site Bj-4 Reservoir	id=g:4540211
Kickapoo Sandy Creek Site Bj1 Dam	id=g:4540212
Kickapoo Sandy Creek Site Bj1 Reservoir	id=g:4540213
Kickapoo Sandy Creek Site Bj2 Dam	id=g:4540214
Kickapoo Sandy Creek Site Bj2 Reservoir	id=g:4540215
Kickapoo Sandy Creek Site Bj3 Dam	id=g:4540216
Kickapoo Sandy Creek Site Bj3 Reservoir	id=g:4540217
Kickapoo Sandy Creek Site Bj4 Dam	id=g:4540218
Kickapoo Sandy Creek Site J1 Dam	id=g:4540219
Kickapoo Sandy Creek Site J1 Reservoir	id=g:4540220
Kickapoo Sandy Creek Site J2 Dam	id=g:4540221
Kickapoo Sandy Creek Site K1 Dam	id=g:4540222
Kickapoo Sandy Creek Site K1 Reservoir	id=g:4540223
Kickapoo Sandy Creek Site K2 Dam	id=g:4540224
Kickapoo Sandy Creek Site K2 Reservoir	id=g:4540225
Kickapoo Sandy Creek Site K3 Dam	id=g:4540226
Kickapoo Sandy Creek Site K3 Reservoir	id=g:4540227
Kickapoo Sandy Creek Site K4 Dam	id=g:4540228
Kickapoo Sandy Creek Site K4 Reservoir	id=g:4540229
Kickapoo Sandy Creek Site K5 Dam	id=g:4540230
Kickapoo Sandy Creek Site K5 Reservoir	id=g:4540231
Kickapoo Sandy Creek Site K6 Dam	id=g:4540232
Kickapoo Sandy Creek Site K6 Reservoir	id=g:4540233
Kickapoo Sandy Creek Site K7 Dam	id=g:4540234
Kickapoo Sandy Creek Site K7 Reservoir	id=g:4540235
Kickapoo Sandy Creek Site Lj1 Dam	id=g:4540236
Kickapoo Sandy Creek Site Lj1 Reservoir	id=g:4540237
Kickapoo Sandy Creek Site Lj2 Dam	id=g:4540238
Kickapoo Sandy Creek Site Lj2 Reservoir	id=g:4540239
Kickapoo Sandy Creek Site N1 Dam	id=g:4540240
Kickapoo Sandy Creek Site N1 Reservoir	id=g:4540241
Kickapoo Sandy Creek Site N2 Dam	id=g:4540242
Kickapoo Sandy Creek Site N2 Reservoir	id=g:4540243
Kickapoo Sandy Creek Site N3a Dam	id=g:4540244
Kickapoo Sandy Creek Site N3a Reservoir	id=g:4540245
Kickapoo Sandy Creek Site N3b Dam	id=g:4540246
Kickapoo Sandy Creek Site N3b Reservoir	id=g:4540247
Kickapoo Sandy Creek Site N4 Dam	id=g:4540248
Kickapoo Sandy Creek Site N4 Reservoir	id=g:4540249
Township of Kickapoo	id=g:4540250
Kickingbird Square	id=g:4540251
Kid Creek	id=g:4540252
Kickapoo Sandy Creek Site 4i Reservoir	id=g:4540253
Kiersey	id=g:4540254
Kight Church	id=g:4540255
Kiheki	id=g:4540256
Kilcrease Cemetery	id=g:4540257
Kildare	id=g:4540258
Township of Kildare	id=g:4540259
Kill Hollow	id=g:4540260
Kiefer	id=g:4540261
Killer Mountain	id=g:4540262
Killgore Cemetery	id=g:4540263
Kimbell Park	id=g:4540264
Kimbell Ranch	id=g:4540265
Kimbrough Creek	id=g:4540266
Killer Cemetery	id=g:4540267
King Airport	id=g:4540268
King Cemetery	id=g:4540269
King Cemetery	id=g:4540270
King Creek	id=g:4540271
Kinder Lake	id=g:4540272
King Mountain	id=g:4540273
King Mountain	id=g:4540274
King Oil Field	id=g:4540275
King Solomon Baptist Church	id=g:4540276
King of Kings Praise and Worship Church	id=g:4540277
Township of King	id=g:4540278
Kingdom Church	id=g:4540279
Kingdom Hall	id=g:4540280
Kingdom Hall Jehovah Witness	id=g:4540281
Kingdom Hall Jehovahs Witness	id=g:4540282
Kingdom Hall Jehovahs Witness	id=g:4540283
Kingdom Hall Jehovahs Witness Church	id=g:4540284
Kingdom Hall Jehovahs Witnesses	id=g:4540285
Kingdom Hall Jehovahs Witnesses	id=g:4540286
Kingdom Hall Jehovahs Witnesses	id=g:4540287
Kingdom Hall Jehovahs Witnesses	id=g:4540288
Kingdom Hall Jehovahs Witnesses	id=g:4540289
Kingdom Hall Jehovas Witness Church	id=g:4540290
Kingdom Hall of Jehovahs Witness	id=g:4540291
Kingdom Hall of Jehovahs Witnesses	id=g:4540292
Kingdom Hall of Jehovahs Witnesses	id=g:4540293
Kingdom Hall of Jehovahs Witnesses	id=g:4540294
Kingdom Hall of Jehovahs Witnesses	id=g:4540295
Kingdom Hall of Jehovahs Witnesses	id=g:4540296
Kingdom Hall of Jehovahs Witnesses	id=g:4540297
Kingdom Hall of Jehovahs Witnesses Oakglen	id=g:4540298
Kingdom Hall of Jehovahs Witnesses-Moore	id=g:4540299
Kingdom Hall of Jehovahs Witnesses-South Lake	id=g:4540300
Kingdom Hall-Jehovahs Witness	id=g:4540301
Kingdom Hall-Jehovahs Witness	id=g:4540302
Kingdom Hall-Jehovahs Witness	id=g:4540303
Kingdom Hall-Jehovahs Witness	id=g:4540304
Kingdom Hall-Jehovahs Witness	id=g:4540305
Kingdom Hall-Jehovahs Witness Church	id=g:4540306
Kingdom Hall-Jehovahs Witness Church	id=g:4540307
Kingdom Hall-Jehovahs Witness Church	id=g:4540308
Kingdom Hall-Jehovahs Witness Church	id=g:4540309
Kingdom Hall-Jehovahs Witness Church	id=g:4540310
Kingdom Hall-Jehovahs Witness Church	id=g:4540311
Kingdom Hall-Jehovahs Witness Church	id=g:4540312
Kingfisher	id=g:4540313
Kingfisher Airport	id=g:4540314
Kingfisher Cemetery	id=g:4540315
Kingfisher County	id=g:4540316
Kingfisher Creek	id=g:4540317
King Hollow	id=g:4540318
Kingfisher Hollow	id=g:4540319
Kingfisher High School	id=g:4540320
Kingfisher Sewage Disposal Dam	id=g:4540321
Kingfisher Sewage Disposal Pond	id=g:4540322
Township of Kingfisher	id=g:4540323
Kings Branch	id=g:4540324
Kingfisher Middle School	id=g:4540325
Kings Creek	id=g:4540326
Kings Way Foursquare Church	id=g:4540327
Kingspark Baptist Church	id=g:4540328
Kingston	id=g:4540329
Kingsview Freewill Baptist Church	id=g:4540330
Kinnelworth Cemetery	id=g:4540331
Kinney 5 Dam	id=g:4540332
Kinney 5 Reservoir	id=g:4540333
Kinney 6 Dam	id=g:4540334
Kinney 6 Reservoir	id=g:4540335
Kinta	id=g:4540336
Kinta Lake	id=g:4540337
Kinta Lake Dam	id=g:4540338
Kiowa	id=g:4540339
Kiowa Cemetery	id=g:4540340
Kiowa Cemetery	id=g:4540341
Kiowa County	id=g:4540342
Kiowa Creek	id=g:4540343
Kiowa Hill	id=g:4540344
Kiowa Hill	id=g:4540345
Kiowa Indian Hospital	id=g:4540346
Kiowa Lake	id=g:4540347
Kiowa Lake	id=g:4540348
Kiowa Lake	id=g:4540349
Kiowa Lake Dam	id=g:4540350
Kiowa Lake Dam	id=g:4540351
Kiowa Park Number 2	id=g:4540352
Kiowa Park Number 2	id=g:4540353
Township of Kiowa	id=g:4540354
Township of Kiowa	id=g:4540355
Township of Kiowa	id=g:4540356
Kippinberger Dam	id=g:4540357
Kippinberger Reservoir	id=g:4540358
Kirk Springs	id=g:4540359
Kirk Springs Hollow	id=g:4540360
Kingsgate School	id=g:4540361
Kirk of the Hills Presbyterian Church	id=g:4540362
Kirkland School	id=g:4540363
Kishketon Lake	id=g:4540364
Kitchen Dam	id=g:4540365
Kitchen Lake	id=g:4540366
Kite Park	id=g:4540367
Kiwanis Park	id=g:4540368
Kiwanis Park	id=g:4540369
Kiwanis Park	id=g:4540370
Kiwanis Youth Camp	id=g:4540371
Kizer Creek	id=g:4540372
Township of Kirk	id=g:4540373
Klemme Reservoir	id=g:4540374
Klinger Smith Park	id=g:4540375
Klondike Cemetery	id=g:4540376
Klondike Cemetery	id=g:4540377
Klump Park	id=g:4540378
Klutts Lake	id=g:4540379
Klutts Lake Dam	id=g:4540380
Kmart Shopping Center	id=g:4540381
Knight Dam	id=g:4540382
Knight Lake	id=g:4540383
Knight Park	id=g:4540384
Knipe Cemetery	id=g:4540385
Knob Hill Baptist Church	id=g:4540386
Knob Hill Church	id=g:4540387
Knoles Cemetery	id=g:4540388
Knowles Cemetery	id=g:4540389
Knox Presbyterian Church	id=g:4540390
Koch Airport	id=g:4540391
Koch Holding Pond A	id=g:4540392
Koch Holding Pond A Dam	id=g:4540393
Koehler Hill	id=g:4540394
Koehn Lake	id=g:4540395
Koehn Lake Dam	id=g:4540396
Kohnoosky Creek	id=g:4540397
Klemme Dam	id=g:4540398
Kolb Landing Strip	id=g:4540399
Kolpin Mountain	id=g:4540400
Komah Memorial Church	id=g:4540401
Komalty	id=g:4540402
Konawa	id=g:4540403
Konawa Cemetery	id=g:4540404
Township of Konawa	id=g:4540405
Konklin School	id=g:4540406
Korean Baptist Church of Oklahoma	id=g:4540407
Korean Central Methodist Church	id=g:4540408
Korean Church of the Nazarene	id=g:4540409
Korean First Baptist Church	id=g:4540410
Korean First Presbyterian Church	id=g:4540411
Korean First United Methodist Church	id=g:4540412
Korean Grace Church	id=g:4540413
Korean Presbyterian Church	id=g:4540414
Korean Presbyterian Church	id=g:4540415
Korean United Methodist Church	id=g:4540416
Korean United Methodist Church	id=g:4540417
Kosoma	id=g:4540418
Township of Kosoma	id=g:4540419
Kouns Number 1 Dam	id=g:4540420
Kouns Number 1 Reservoir	id=g:4540421
Krebs	id=g:4540422
Krebs Lake	id=g:4540423
Krebs Lake	id=g:4540424
Krebs Lake Dam	id=g:4540425
Kremlin	id=g:4540426
Kremlin Cemetery	id=g:4540427
Township of Kremlin	id=g:4540428
Kremlin-Hillsdale High School	id=g:4540429
Krimmer Cemetery	id=g:4540430
Krittenbrink Landing Strip	id=g:4540431
Krumme Oil Field	id=g:4540432
Krumpe Mountain	id=g:4540433
Kuhlman Cemetery	id=g:4540434
Kulichito Church	id=g:4540435
Kulli Campground	id=g:4540436
Kullichito Church	id=g:4540437
Kullituklo	id=g:4540438
Kullituklo Church	id=g:4540439
Kullituklo School	id=g:4540440
Township of Kully Chaha	id=g:4540441
Kuntz School	id=g:4540442
Kusa	id=g:4540443
Kusch Lake	id=g:4540444
Kusch Lake Dam	id=g:4540445
Kyle Cemetery	id=g:4540446
Kyser Creek	id=g:4540447
L D Airport	id=g:4540448
L J Pankey Heliport	id=g:4540449
L J Shepard Dam	id=g:4540450
L J Shepard Reservoir	id=g:4540451
L'Ouverture School	id=g:4540452
LBT Christian Academy	id=g:4540453
La Fortune Park	id=g:4540454
LaFortune County Park	id=g:4540455
LaRue Branch	id=g:4540456
Labors Cemetery	id=g:4540457
Lacey	id=g:4540458
Lacey Cemetery	id=g:4540459
Township of Lacey	id=g:4540460
Lacy Creek	id=g:4540461
Kolb Cemetery	id=g:4540462
Laden	id=g:4540463
Ladessa Cemetery	id=g:4540464
Lafayette	id=g:4540465
Lafayette Church	id=g:4540466
Lafayette School	id=g:4540467
Laflin Cemetery	id=g:4540468
Laflin Creek	id=g:4540469
Lacy Lake	id=g:4540470
Lagoon Creek	id=g:4540471
Township of Lagoon	id=g:4540472
Lahoma Cemetery	id=g:4540473
Lain Cemetery	id=g:4540474
Lain Lake	id=g:4540475
Lake	id=g:4540476
Lake Altus	id=g:4540477
Lake Aluma	id=g:4540478
Lake Aluma	id=g:4540479
Lake Arcadia	id=g:4540480
Lake Ardmore	id=g:4540481
Lake Ardmore Dam	id=g:4540482
Lake Blackwell	id=g:4540483
Lake Blackwell Dam	id=g:4540484
Lake Boren	id=g:4540485
Lake Boren Dam	id=g:4540486
Lake Carl Albert	id=g:4540487
Lake Carl Blackwell	id=g:4540488
Lake Carlton	id=g:4540489
Lake Cemetery	id=g:4540490
Lake Chickasha	id=g:4540491
Lake Chickasha Dam	id=g:4540492
Lake Claremore	id=g:4540493
Lake Creek	id=g:4540494
Lahoma	id=g:4540495
Lake Creek	id=g:4540496
Lake Creek	id=g:4540497
Lake Creek	id=g:4540498
Lake Creek	id=g:4540499
Lake Duncan	id=g:4540500
Lake El Reno	id=g:4540501
Lake Ellsworth	id=g:4540502
Lake Ellsworth Addition	id=g:4540503
Lake Elmer	id=g:4540504
Lake Eucha	id=g:4540505
Lake Eucha State Park	id=g:4540506
Lake Frances	id=g:4540507
Lake Frederick	id=g:4540508
Lake Fuqua	id=g:4540509
Lake George	id=g:4540510
Lake George Dam	id=g:4540511
Lake Halt	id=g:4540512
Lake Hefner	id=g:4540513
Lake Hefner Golf Course	id=g:4540514
Lake Hefner Park	id=g:4540515
Lake Hellums	id=g:4540516
Lake Henryetta	id=g:4540517
Lake Heyburn State Park	id=g:4540518
Lake Higo	id=g:4540519
Lake Hiwassee	id=g:4540520
Lake Hiwassee	id=g:4540521
Lake Hobart	id=g:4540522
Lake Holdenville	id=g:4540523
Lake Hominy	id=g:4540524
Lake Hominy Dam	id=g:4540525
Lake Hudson	id=g:4540526
Lake Hudson	id=g:4540527
Lake Jackson	id=g:4540528
Lake Jed Johnson	id=g:4540529
Lake John Wells	id=g:4540530
Lake John Wells Dam	id=g:4540531
Lake Konawa	id=g:4540532
Lake Konawa Dam	id=g:4540533
Lake Konowa	id=g:4540534
Lake Lattawanna	id=g:4540535
Lake Lawtonka	id=g:4540536
Lake Lawtonka	id=g:4540537
Lake Leven	id=g:4540538
Lake Leven	id=g:4540539
Lake Lewis Burtschi	id=g:4540540
Lake Lewis Burtschi Dam	id=g:4540541
Lake Lloyd Vincent	id=g:4540542
Lake Lloyd Vincent Dam	id=g:4540543
Lake Louis Burtschi	id=g:4540544
Lake Louis Burtschi State Game Reservation	id=g:4540545
Lake Louis Burtschi State Game Reservation	id=g:4540546
Lake Massena	id=g:4540547
Lake Massena Dam	id=g:4540548
Lake McAlester	id=g:4540549
Lake McMurtry	id=g:4540550
Lake Mcalester Dam	id=g:4540551
Lake Murray	id=g:4540552
Lake Murray Chapel	id=g:4540553
Lake Murray Dam	id=g:4540554
Lake Murray Park	id=g:4540555
Lake Murray State Park	id=g:4540556
Lake Murray State Park Airport	id=g:4540557
Lake Nanih Waiya	id=g:4540558
Lake Newkirk	id=g:4540559
Lake Newkirk Dam	id=g:4540560
Lake O the Cherokees	id=g:4540561
Lake Oteka	id=g:4540562
Lake Oteka Dam	id=g:4540563
Lake Overholser	id=g:4540564
Lake Ozzie Cobb	id=g:4540565
Lake Park School	id=g:4540566
Lake Pawhuska	id=g:4540567
Lake Perry	id=g:4540568
Lake Ponca	id=g:4540569
Lake Ponca Park	id=g:4540570
Lake Raymond Gary	id=g:4540571
Lake Raymond Gary	id=g:4540572
Lake Raymond Gary Dam	id=g:4540573
Lake Ream	id=g:4540574
Lake Ream	id=g:4540575
Lake Ream Dam	id=g:4540576
Lake Rolla	id=g:4540577
Lake Rush	id=g:4540578
Lake Sahoma	id=g:4540579
Lake School	id=g:4540580
Lake Stanley Draper	id=g:4540581
Lake Talawanda Number 1	id=g:4540582
Lake Talawanda Number 2	id=g:4540583
Lake Talawanda Number One	id=g:4540584
Lake Talawanda Number Two	id=g:4540585
Lake Talihina	id=g:4540586
Lake Texoma	id=g:4540587
Lake Texoma State Park	id=g:4540588
Lake Texoma State Park Airport	id=g:4540589
Lake Thunderbird	id=g:4540590
Lake Thunderbird	id=g:4540591
Lake Thunderbird Dam	id=g:4540592
Lake Todd	id=g:4540593
Lake United Methodist Church	id=g:4540594
Lake Valley	id=g:4540595
Lake View Park Church	id=g:4540596
Lake View Recreation Area	id=g:4540597
Lake View School	id=g:4540598
Lake Violet	id=g:4540599
Lake Violet Dam	id=g:4540600
Lake Wanda	id=g:4540601
Lake Wapanucka	id=g:4540602
Lake Wapanucka Dam	id=g:4540603
Lake Waxhoma	id=g:4540604
Lake Wayne Wallace	id=g:4540605
Lake West	id=g:4540606
Lake West School	id=g:4540607
Lake Wetumka	id=g:4540608
Lake Wetumka Dam	id=g:4540609
Lake Wewoka	id=g:4540610
Lake Yahola	id=g:4540611
Lake Yahola	id=g:4540612
Lake of the Arbuckles	id=g:4540614
Township of Lake	id=g:4540615
Lakehoma Acres Dam	id=g:4540616
Lakehoma Acres Lake	id=g:4540617
Lakehoma Church	id=g:4540618
Lakeland Shopping Center	id=g:4540619
Lakeland Shopping Center	id=g:4540620
Lakemont Shores Heliport	id=g:4540621
Lakeshore Mall	id=g:4540622
Lakeshore Park	id=g:4540623
Lakeshore Shops	id=g:4540624
Lakeside	id=g:4540625
Lakeside Assembly of God	id=g:4540626
Lakeside Assembly of God Youth	id=g:4540627
Lakeside Free Will Baptist Church	id=g:4540628
Lakeside Golf Course	id=g:4540629
Lakeside Public Use Area	id=g:4540630
Lakeside Shops	id=g:4540631
Lakeside United Methodist Church	id=g:4540632
Lakeside Village	id=g:4540633
Township of Lakeside	id=g:4540634
Lakeview	id=g:4540635
Lakeview Baptist Church	id=g:4540636
Lakeview Cemetery	id=g:4540637
Lakeview Elementary School	id=g:4540638
Lakeview Golf Course	id=g:4540639
Lakeview Plaza	id=g:4540640
Lakeview Shopping Center	id=g:4540641
Lakeview Southern Baptist Church	id=g:4540642
Lakewood Christian School Church	id=g:4540643
Lakewood Golf Course	id=g:4540644
Lakewood Shopping Center	id=g:4540645
Lamar	id=g:4540646
Lamar Cemetery	id=g:4540647
Lamar Mountain	id=g:4540648
Lamas Branch	id=g:4540649
Lake Davenport	id=g:4540650
Lamberson	id=g:4540651
Lambert	id=g:4540652
Lambert Creek Site 1 Dam	id=g:4540653
Lambert Creek Site 1 Reservoir	id=g:4540654
Lambert Creek Site 2 Dam	id=g:4540655
Lambert Creek Site 2 Reservoir	id=g:4540656
Lambuth United Methodist Church	id=g:4540657
Lamey Slash	id=g:4540658
Lambdin Cemetery	id=g:4540659
Lamont	id=g:4540660
Lamont Cemetery	id=g:4540661
Township of Lamont	id=g:4540662
Lancaster Hollow	id=g:4540663
Lamle Airport	id=g:4540664
Land Utilization and Research Area - Oklahoma State University	id=g:4540665
Land Mark Church	id=g:4540666
Landmark Church	id=g:4540667
Landmark Church	id=g:4540668
Landmark Missionary Church	id=g:4540669
Landrum Cemetery	id=g:4540670
Lane	id=g:4540671
Lane Cemetery	id=g:4540672
Lane Hollow	id=g:4540673
Landing Strip Fifteen	id=g:4540674
Langford Cemetery	id=g:4540675
Langley	id=g:4540676
Langston	id=g:4540677
Langston Dam	id=g:4540678
Langston Gas and Oil Field	id=g:4540679
Langston University	id=g:4540680
Lake Langston	id=g:4540681
Lanier Cemetery	id=g:4540682
Lanier School	id=g:4540683
Lansbrook Dam	id=g:4540684
Lansbrook Lake	id=g:4540685
Lantow Field	id=g:4540686
Larchmiller Park	id=g:4540687
Lariat Creek	id=g:4540688
Lanes Bluff	id=g:4540689
Larimore Creek	id=g:4540690
Lariat Creek Camp	id=g:4540691
Lasley Landing Strip	id=g:4540692
Last Chance	id=g:4540693
Latham	id=g:4540694
Latheran Creek	id=g:4540695
Latimer County	id=g:4540696
Latimer Playground	id=g:4540697
Latlrop Cemetery	id=g:4540698
Latta	id=g:4540699
Latta Elementary School	id=g:4540700
Latta High School	id=g:4540701
Latta Junior High School	id=g:4540702
Latta School	id=g:4540703
Latter Day Saints Church	id=g:4540704
Lauderdale Oil Field	id=g:4540705
