Kalniņi	id=g:459079
Jabbānat az Zaytūnah	id=g:80586
Ḩaqfat az Zaytūnah	id=g:80587
Wādī az Zaytūn	id=g:80588
Wādī az Zaytūn	id=g:80589
Wādī az Zaytūn	id=g:80590
Wādī az Zaytūn	id=g:80591
Wādī az Zaytūn	id=g:80592
Wādī az Zaytūn	id=g:80593
Sīrat az Zaytūn	id=g:80594
Mudawwar az Zaytūn	id=g:80595
Marsá az Zaytūn	id=g:80596
Madwar az Zaytūn	id=g:80597
Jazīrat az Zaytūn	id=g:80598
Bi’r az Zaytūn	id=g:80599
Bi’r az Zaytūn	id=g:80600
Bi'r az̧ Z̧ayr	id=g:80601
Jabbānat Zaydān	id=g:80602
Ḩaţīyat Zaydān	id=g:80603
Bi’r Zaydān	id=g:80604
Bi’r Zaydān	id=g:80605
‘Ayn Zaydān	id=g:80606
Wādī az Zawzāt	id=g:80607
Abyār az Zawzāt	id=g:80608
Wādī az Zawwām	id=g:80609
`Ilwat az Zawwām	id=g:80610
Bi'r az Zawl	id=g:80611
Wādī Zāwiyat Zanzūr	id=g:80612
Zāwiyat Zanzūr	id=g:80613
Zāwiyat Umm Rukbah	id=g:80614
Zāwiyat Umm Qubaybah	id=g:80615
Zāwiyat Umm Ḩufayn	id=g:80616
Zāwiyat Umm ash Shakhnab	id=g:80617
Zāwiyat Qūribah	id=g:80618
Zāwiyat Qarabarbī	id=g:80619
Zāwiyat Nablū	id=g:80620
Zāwiyat Muḩammad al Wasī`ī	id=g:80621
Zāwiyat Masūs	id=g:80622
Zāwiyat Masūs	id=g:80623
Zāwiyat Bū Zawīz	id=g:80624
Zāwiyat Bū Duwayr	id=g:80625
Zāwiyat Bishārah	id=g:80626
Zāwiyat aţ Ţilīmūn	id=g:80627
Zāwiyat at Tart	id=g:80628
Zāwiyat al `Urqūb	id=g:80629
Zāwiyat al `Urqūb	id=g:80630
Zāwiyat al Quşūr	id=g:80631
Zāwiyat al Qaţafīyah	id=g:80632
Zāwiyat al Qaşrayn	id=g:80633
Zāwiyat al Muraşşaş	id=g:80634
Zāwiyat al Mukhaylá	id=g:80635
Zāwiyat al Manāstīr	id=g:80636
Zāwiyat al Mamlūḩ	id=g:80637
Abyār Zāwiyat al Khayl	id=g:80638
Zāwiyat al ‘Izzīyāt	id=g:80639
Zāwiyat al Ḩamāmah	id=g:80640
Zāwiyat al Ḩabīb	id=g:80641
Wādī az Zāwiyah	id=g:80642
Wādī az Zāwiyah	id=g:80643
Wādī az Zāwiyah	id=g:80644
Wādī az Zāwiyah	id=g:80645
Sīrat az Zāwiyah	id=g:80646
Sāniyat az Zāwiyah	id=g:80647
Jāmi` az Zāwiyah	id=g:80648
Birkat az Zāwiyah	id=g:80649
Bi’r az Zāwiyah	id=g:80650
Bi'r az Zāwiyah	id=g:80651
Bi’r Zāwā	id=g:80652
Wādī Zātīkah	id=g:80653
Wādī az Za‘tar	id=g:80654
Wādī az Za‘tar	id=g:80655
Wādī az Za`tar	id=g:80656
Sīrat az Za`tar	id=g:80657
Bi'r az Zasar	id=g:80658
Shaţīb az Zarrūq	id=g:80659
‘Alam Zarqūn	id=g:80660
Abyār Zarqūn	id=g:80661
Wādī az Zarqā'	id=g:80662
Sīrat az Zarqā'	id=g:80663
`Ayn az Zarqā'	id=g:80664
Bi'r az Zar`īyah	id=g:80665
‘Urqūb az Zarītah	id=g:80666
Abyār Zarībah	id=g:80667
Zardat al Mazra`ah al Ḩukūmīyah	id=g:80668
Minţaqat az Zardah	id=g:80669
Ḩaţīyat az Zarbī	id=g:80670
Shaţīb Zarb al Layl	id=g:80671
Jabbānat az Zarāzīr	id=g:80672
Bi'r az Zarārāt	id=g:80673
Bi'r Zaqzūq	id=g:80674
Bi’r az Zaqzāq	id=g:80675
Wādī Zaqqūţ	id=g:80676
Wādī Zaqqūţ	id=g:80677
Bi’r az Zaqīlāt	id=g:80678
Zanzūr	id=g:80679
Sāniyat Zannūbah	id=g:80680
Wādī az Zanīqah	id=g:80681
Bi’r Zammūtah	id=g:80682
Wādī Zammūţ	id=g:80683
`Ilwat Zammūt	id=g:80684
Sāniyat Zammākh	id=g:80685
Kāf az Zamīlah	id=g:80686
Bi’r az Zamīlah	id=g:80687
Bi’r az Zāmilah	id=g:80688
Raqabat az Zamārīr	id=g:80689
Balţat az Zamārīr	id=g:80690
Ra's Zallūm	id=g:80691
Balţāt az Zallāq	id=g:80692
Ma`ţan Zalīţ	id=g:80693
Wādī az̧ Z̧alīmah	id=g:80694
Minqār az̧ Z̧alīm	id=g:80695
Jawf az̧ Z̧alīm	id=g:80696
Wādī az̧ Z̧alīlāt	id=g:80697
Wādī az̧ Z̧alīlāt	id=g:80698
Bi'r az Zalāţinah	id=g:80699
Minţaqat az̧ Z̧alām	id=g:80700
Bi'r az Zakkār	id=g:80701
Jabbānat az Zā‘ilī	id=g:80702
Wādī Zā'id	id=g:80703
Z̧ahr Umm Khuwayţ	id=g:80704
Z̧ahr Umm Khuwayţ	id=g:80705
Z̧ahr Ţayyib al Ism	id=g:80706
Z̧ahr Qabr al Wāfir	id=g:80707
Z̧ahr Maghribīyah	id=g:80708
Z̧ahr Bū Raghīdah	id=g:80709
Z̧ahr Bū Fānūk	id=g:80710
Z̧ahr Bū Fānūk	id=g:80711
Z̧ahr Bū al Qirdān	id=g:80712
Z̧ahr Bū al Lifā‘	id=g:80713
Z̧ahr Bū al Arānib	id=g:80714
Z̧ahr Bayyūḑ	id=g:80715
Z̧ahr aţ Ţarrām	id=g:80716
Z̧ahr as Salūqī	id=g:80717
Z̧ahr aş Şalīb	id=g:80718
Z̧ahr ash Shuqaytah	id=g:80719
Z̧ahr ash Shaqqah	id=g:80720
Z̧ahr ar Rumayl	id=g:80721
Z̧ahr ar Rayyān	id=g:80722
Z̧ahr ar Raml	id=g:80723
Z̧ahr al ‘Uz̧aymāt	id=g:80724
Z̧ahr al Ughaybish	id=g:80725
Z̧ahr al Quwayţīnāt	id=g:80726
Z̧ahr al Qishwāsh	id=g:80727
Z̧ahr al Kulaykhah	id=g:80728
Z̧ahr al Khuwayr	id=g:80729
Ghawt Z̧ahr al Khādim	id=g:80730
Z̧ahr al Jazzārīyah	id=g:80731
Jabbānat Z̧ahr al Jabā'ib	id=g:80732
Z̧ahr al ‘Izāzī	id=g:80733
Sīrat Z̧ahr al `Ifrī	id=g:80734
Sīrat Z̧ahr al Ḩimār	id=g:80735
Z̧ahr al Harmāt	id=g:80736
Ḩaqfat Z̧ahr al Ḩallāb	id=g:80737
Z̧ahr al Ḩallāb	id=g:80738
Z̧ahr al Ḩalfā’	id=g:80739
Z̧ahr al Ghabī	id=g:80740
Z̧ahr al Fūl	id=g:80741
Z̧ahr al Farāqīş	id=g:80742
Z̧ahr al Badrīyah	id=g:80743
Z̧ahr al ‘Amm	id=g:80744
Z̧ahr al Amīn	id=g:80745
Jawf az̧ Z̧ahr al Aḩmar	id=g:80746
Jabbānat Z̧ahr al Abyaḑ	id=g:80747
Shaţīb az Zahrah	id=g:80748
Qabr Zahrah	id=g:80749
Minţaqat az̧ Z̧ahrah	id=g:80750
Zahrah	id=g:80751
Z̧ahr ad Dulaywah	id=g:80752
Qabr az̧ Z̧ahr	id=g:80753
Minţaqat az̧ Z̧ahr	id=g:80754
Wādī az̧ Z̧ahīrī	id=g:80755
Ḩajāj az̧ Z̧āhir	id=g:80756
Bi’r az Zahim	id=g:80757
Wādī az Zaḩībah	id=g:80758
Ḩalq az Zaḩḩāf	id=g:80759
Sīrat az Zahān	id=g:80760
Bi'r az Zaḩāf	id=g:80761
Ghawţ Zaghrat	id=g:80762
Balţat az Zaghārīq	id=g:80763
`Aqīrat az Zafrah	id=g:80764
Saqīfat az Za‘farānah	id=g:80765
Ḩajāj az Za‘farānah	id=g:80766
Abyār az Za‘farānah	id=g:80767
Wādī az Zād	id=g:80768
Bi'r az Zabū	id=g:80769
‘Urqūb Zabbāl	id=g:80770
Bi’r Zabbāl	id=g:80771
Bi’r Yūsuf Yamīn	id=g:80772
Bi’r Yūsufīyah	id=g:80773
Ḩawsh Yūsuf as Sa`īţī	id=g:80774
Wādī Yūsuf	id=g:80775
Wādī Yūsuf	id=g:80776
Qārat Yūsuf	id=g:80777
Bi'r Yūsuf	id=g:80778
Qabr Yūnus Kiddāt	id=g:80779
Mājin Yūnus Bū Muḩammad	id=g:80780
Wādī Yūnus	id=g:80781
Wādī Yūnus	id=g:80782
‘Uwaynāt Yūnus	id=g:80783
Bi'r Yūnus	id=g:80784
Bi'r Yūnus	id=g:80785
Bi’r Yūnus	id=g:80786
Bi’r Yūnus	id=g:80787
Bi’r Yūnus	id=g:80788
Bi'r Yūnus	id=g:80789
Wādī Yawmah	id=g:80790
Wādī Yāsīn	id=g:80791
Ghawţ Yāsīn	id=g:80792
Bi’r Yāsīn	id=g:80793
Bi'r al Yāsamīn	id=g:80794
Bi’r al Yājūr	id=g:80795
Sīrat Yaḩyá	id=g:80796
Ma`ţan Yaḩyá	id=g:80797
Mājin Yādam al Jabalī	id=g:80798
Duwayr al Wustá	id=g:80799
Sīrat al Wushaykah	id=g:80800
‘Ilwat al Wushaykah	id=g:80801
Ghawţ al Wuḩūsh	id=g:80802
Saqīfat Wuḩaydī	id=g:80803
Bi’r Wuḩaydī	id=g:80804
Wādī al Wu`ayrāt	id=g:80805
`Ayn al Wirdāmah	id=g:80806
Sāniyat al Wazrīyah	id=g:80807
Abyār Waznah	id=g:80808
Ghīţān Wāzin	id=g:80809
Bi’r Wāzin	id=g:80810
Sīrat al Waybī	id=g:80811
Jabbānat Wawş ash Shūsh	id=g:80812
Wavell Barracks	id=g:80813
Wādī al Waţī'āt	id=g:80814
Ghawţ al Waţī'āt	id=g:80815
Wādī al Waţī'ah	id=g:80816
Al Jazīrah al Wāţi’ah	id=g:80817
Bi'r al Wāţi'	id=g:80818
Waţā' as Sanyūrah	id=g:80819
Wādī al Wasīţah	id=g:80820
Ma‘ţan al Wasīţah	id=g:80821
Marsá Wasīlī	id=g:80822
Bi’r Washkat Ḩimārayn	id=g:80823
Washkat Ḩimārayn	id=g:80824
Washkat al Khadd	id=g:80825
Saqīfat al Washkah	id=g:80826
Ghuraydāt al Washkah	id=g:80827
Bi'r al Washkah	id=g:80828
Bi'r al Washkah	id=g:80829
Bi’r al Washkah	id=g:80830
Bi’r al Washkah	id=g:80831
‘Aqīrat al Washkah	id=g:80832
Bi'r al Washāsh	id=g:80833
Wādī al Washak	id=g:80834
Sīrat al Washak	id=g:80835
Sīrat Waqqādīyah Baqqūm	id=g:80836
Ma‘ţan al Waqqādīyah	id=g:80837
Sāniyat Waqf an Nakhl	id=g:80838
Ra’s Wannah	id=g:80839
Ghawţ al Wālib	id=g:80840
Wādī Wajwāj	id=g:80841
Bi'r Wajwāj	id=g:80842
Abyār al Wajlī	id=g:80843
Sīrat Wajh Umm al ‘Ajūz	id=g:80844
Wādī al Wa‘īr	id=g:80845
Ḩaqfat Wā‘ir	id=g:80846
‘Uwaynāt al Waḩsh	id=g:80847
Sīrat al Waḩsh	id=g:80848
Sīrat al Waḩīd	id=g:80849
Bi’r al Waghwāgh	id=g:80850
Wādī Umm adh Dhi’āb	id=g:80851
Wādī Wadir	id=g:80852
Shāţi' Wādī Murquş	id=g:80853
Ḩaqfat Wādī `Aţīyah	id=g:80854
Jabbānat Wādī as Sikkīn	id=g:80855
Wādī as Sakrān	id=g:80856
Jabbānat Wādī ash Sha`rāyah	id=g:80857
Jabbānat Wādī ar Rumaylāt	id=g:80858
Wādī al Qabbūrah	id=g:80859
Balţat Wādī al Mirā’	id=g:80860
Balţat Wādī al Mirā’	id=g:80861
Daffat Wādī al Maqar	id=g:80862
Sayl Wādī al Jalhah	id=g:80863
Qārat Wādī al Fāriq	id=g:80864
Wādī al Burummah	id=g:80865
Bi'r Wādī al Bāb	id=g:80866
Jabbānat al Wādī al Aḩmar	id=g:80867
Abyār Wādī al `Abd	id=g:80868
Shāţi' Wādī aḑ Ḑab`	id=g:80869
Wādī al Waddān	id=g:80870
Wādī al Waddān	id=g:80871
Marsá Vicenza	id=g:80872
Ḩaqfat al `Uzlah	id=g:80873
Ghawţ al ‘Uz̧aymāt	id=g:80874
‘Urqūb al ‘Uzaylah	id=g:80875
Sīrat al ‘Uzaylah	id=g:80876
Bi'r al `Uzaylah	id=g:80877
Wādī `Uyūn al Manzah	id=g:80878
Bi’r ‘Uyūn al ‘Abd	id=g:80879
Jūrat al ‘Uwayrah	id=g:80880
Wādī al ‘Uwayqir	id=g:80881
‘Uwaynāt Bāshkītū	id=g:80882
Wādī al `Uwaynāt	id=g:80883
Jabal al ‘Uwaynāt	id=g:80884
Ghawţ al `Uwaynāt	id=g:80885
`Ayn al `Uwaynāt	id=g:80886
Wādī al `Uwaynah	id=g:80887
Sīrat ‘Uwaynah	id=g:80888
Madrasat al `Uwaylīyah al Ibtidā'īyah	id=g:80889
Ţarīq al `Uwaylīyah	id=g:80890
Sīrat al `Uwaylīyah	id=g:80891
Jabbānat al ‘Uwaylīyah	id=g:80892
Qabr `Uwaylim	id=g:80893
Qabr al ‘Uwaylah	id=g:80894
Jabbānat al ‘Uwaylah	id=g:80895
Jabbānat al `Uwaylah	id=g:80896
Ghawţ al ‘Uwaylah	id=g:80897
Sāniyat al `Uwayfīyah	id=g:80898
Mājin ‘Uwaydāt al Fākhirī	id=g:80899
Quwayrāt ‘Uthmān	id=g:80900
Bi’r ‘Uthmān	id=g:80901
Sīrat `Uţayshān	id=g:80902
Wādī `Uţayr	id=g:80903
Bi’r ‘Uţayr	id=g:80904
Qārat al ‘Ushsh	id=g:80905
Ghawţ al `Uşfurī	id=g:80906
Sīrat ‘Uşfūr	id=g:80907
Usayţit ash Shabāriq	id=g:80908
`Usaylah	id=g:80909
Abyār al ‘Uryān	id=g:80910
Sīrat al `Urūqīyah	id=g:80911
Birkat al `Urūqīyah	id=g:80912
Z̧ahr ‘Urqūb az Zahrah	id=g:80913
Ḩaqfat ‘Urqūb az Zahrah	id=g:80914
Ghawţ `Urqūb al Walīyah	id=g:80915
Bi'r al `Urayşāt	id=g:80916
Wādī al ‘Urayrīshah	id=g:80917
‘Urqūb al ‘Urayqīb	id=g:80918
Wādī al `Urayq	id=g:80919
Wādī al `Uraymah	id=g:80920
‘Uqrat al Juff	id=g:80921
Minţaqat al ‘Uqlah	id=g:80922
Bi'r al `Uqlah	id=g:80923
Balţāt al ‘Uqdah	id=g:80924
`Uqbat al Mahdī	id=g:80925
`Uqbat al Ḩarīq	id=g:80926
Kuhūf al `Uqbāt	id=g:80927
Wādī al `Uqbah	id=g:80928
‘Ayn al Uqayţi‘	id=g:80929
Bi'r al `Uqayş	id=g:80930
Sibākh al `Uqaylah	id=g:80931
Bi’r ‘Uqaylah	id=g:80932
Abyār al `Uqaylah	id=g:80933
Bi'r al `Uqad	id=g:80934
Jawf al ‘Uqāb	id=g:80935
Wādī al `Unşulīyah	id=g:80936
Sīrat al `Unşulīyah	id=g:80937
Wādī al `Unşulah	id=g:80938
Wādī al `Unşul	id=g:80939
Bi’r al ‘Unşul	id=g:80940
Bi’r ‘Unqah	id=g:80941
Sīrat al ‘Unayşilah	id=g:80942
Sīrat al `Unayşilah	id=g:80943
Jabbānat al `Unayşil	id=g:80944
Bi'r al `Umy	id=g:80945
Bi'r `Umrān	id=g:80946
Bi'r Umm Zurayyir	id=g:80947
Wādī Umm Zaşar	id=g:80948
Qārat Umm Za‘būţ	id=g:80949
‘Ilwat Umm ‘Uwayyin	id=g:80950
Wādī Umm Tuffāḩah	id=g:80951
Wādī Umm Ţūbah	id=g:80952
Minţaqat Umm Thuwayl	id=g:80953
Qārat Umm Ţanāsh al ‘Alam	id=g:80954
Sāniyat Umm Şuwayrah	id=g:80955
Bi'r Umm Surratayn	id=g:80956
Sāniyat Umm Şuqayr	id=g:80957
Sīrat Umm Sikāk	id=g:80958
Ghawţ Umm Shuwaymir	id=g:80959
Umm Shulaylīfah	id=g:80960
Jabbānat Umm Shanīf	id=g:80961
Saqīfat Umm Shalnaq	id=g:80962
Karmūsat Umm Shalnaq	id=g:80963
Umm Shajarah	id=g:80964
Sabkhat Umm Şayyād	id=g:80965
Bi’r Umm Şawābah	id=g:80966
Wādī Umm Şanab	id=g:80967
`Urqūb Umm Şanab	id=g:80968
Sīrat Umm Şanab	id=g:80969
Sīrat Umm Şanab	id=g:80970
Umm Şafā'	id=g:80971
Wādī Umm Sabtah	id=g:80972
Widyān Umm Rukbah	id=g:80973
Wādī Umm Rukbah	id=g:80974
Ţarīq Umm Rukbah	id=g:80975
`Ayn Umm Rukaybah	id=g:80976
Ghawţ Umm Qudayḩ	id=g:80977
`Ayn Umm Qudayḩ	id=g:80978
‘Ayn Umm Qudayḩ	id=g:80979
Kāf Umm Qubaybah	id=g:80980
`Ayn Umm Qubaybah	id=g:80981
‘Ayn Umm Qubaybah	id=g:80982
Umm Qubaybah	id=g:80983
Umm Qubaybah	id=g:80984
Wādī Umm Qilādah	id=g:80985
‘Ayn Umm Qidyāḩ	id=g:80986
Bi’r Umm Qal‘ah	id=g:80987
Sīrat Umm Nā’il	id=g:80988
Sīrat Umm Manīyah	id=g:80989
Umm Kulaybāt	id=g:80990
Wādī Umm Kuḩayl	id=g:80991
Minţaqat Umm Khuwayţ	id=g:80992
Wādī Umm Khurayshīfah	id=g:80993
Wādī Umm Khashabah	id=g:80994
Umm Khamsīn	id=g:80995
Z̧ahr Umm Khāmir	id=g:80996
Qubūr Umm Khāmir	id=g:80997
Sīrat Umm Junaybah	id=g:80998
Bi'r Umm Janāḩ	id=g:80999
Umm Jā’ Kharūfah	id=g:81000
Wādī Umm Jabbās	id=g:81001
Bi'r Umm `Izzīyah	id=g:81002
Shaţīb Ummī Zaynah	id=g:81003
Jabbānat Ummī Zaynab	id=g:81004
Jabbānat Ummī Zaynab	id=g:81005
Ummī Shuhaybah	id=g:81006
Jabbānat Ummī Salīmah	id=g:81007
Ummī Sālimah	id=g:81008
Ummī Salīmah	id=g:81009
Jabbānat Ummī Şāliḩah	id=g:81010
Jabbānat Ummī Sa`īdah	id=g:81011
Ummī Sa`dah	id=g:81012
Ummī Ruḩaymīnah	id=g:81013
Jabbānat Ummī Rābiḩah	id=g:81014
Ummī Najmah	id=g:81015
Ḩaţīyat Umminā	id=g:81016
Ummī Mubārakah	id=g:81017
Ummī Makāsib	id=g:81018
Minţaqat Ummī Mabrūkah	id=g:81019
Jabbānat Ummī Mabrūkah	id=g:81020
Ummī Mabrūkah	id=g:81021
Jabbānat Ummī Khaţīţah	id=g:81022
Ummī Jāziyah	id=g:81023
Ummī Ḩanīnah	id=g:81024
Jabbānat Ummī Ḩalīmah	id=g:81025
Jabbānat Ummī Fāţimah	id=g:81026
Ummī Fāţimah	id=g:81027
Jabbānat Ummī Fātiḩah	id=g:81028
Ummī az Zarqā'	id=g:81029
Ummī ‘Azīzah	id=g:81030
Ummī al Quzayzīnah	id=g:81031
Ummī al Khaḑrā’	id=g:81032
Jabbānat Ummī al Ḩabashīyah	id=g:81033
Ummī al Bayḑā'	id=g:81034
Jabbānat Ummī `Ā'ishah	id=g:81035
Ummī ‘Ā’ishah	id=g:81036
Raqabat Umm Ḩulayqah	id=g:81037
Wādī Umm Ḩufayn	id=g:81038
‘Ilwat Umm Ḩanīyah	id=g:81039
Umm Ḩanīyah	id=g:81040
Sīrat Umm Duwayḩīs	id=g:81041
Umm Dhi'b	id=g:81042
Bi’r Umm Buwayr	id=g:81043
Z̧ahr Umm az Zayf	id=g:81044
Birkat Umm az Zabad	id=g:81045
Bi’r Umm az Zabad	id=g:81046
Minţaqat Umm at Tuwayn	id=g:81047
Wādī Umm aţ Ţawāqī	id=g:81048
Wādī Umm ath Tha`ābīn	id=g:81049
Sīrat Umm ath Tha‘ābīn	id=g:81050
Umm as Suyūl	id=g:81051
Wādī Umm aş Şuwayrāt	id=g:81052
Sīrat Umm aş Şuwayrāt	id=g:81053
Sāniyat Umm as Sidrah	id=g:81054
Jabbānat Umm as Sidrah	id=g:81055
Umm as Sidrah	id=g:81056
Sīrat Umm aş Şawwān	id=g:81057
‘Ayn Umm aş Şafşāf	id=g:81058
`Umm aş Şafā'	id=g:81059
Sīrat Umm as Sa‘d	id=g:81060
Bi'r Umm as Sa`d	id=g:81061
Qūr Umm ash Shutayrāt	id=g:81062
Wādī Umm ash Shubayrāt	id=g:81063
Wādī Umm ash Shāwush	id=g:81064
Marsá Umm ash Shāwush	id=g:81065
Umm ash Shāţirāt	id=g:81066
Ḩaqfat Umm ash Shakīkah	id=g:81067
Sīrat Umm ash Shajar	id=g:81068
Ghawţ Umm ash Shafā'ir	id=g:81069
‘Aqīrat Umm ar Rukūn	id=g:81070
Umm ar Rizam	id=g:81071
Ghawţ Umm ar Rīzah	id=g:81072
Bi'r Umm ar Rīzah	id=g:81073
Bi’r Umm ar Raşfīyah	id=g:81074
Sīrat Umm ar Rakham	id=g:81075
Sīrat Umm ar Rakham	id=g:81076
Bi’r Umm ar Rakham	id=g:81077
`Ayn Umm ar Rakham	id=g:81078
Jabbānat Umm ar Rakb	id=g:81079
Sīrat Ummar Raḩam	id=g:81080
Sāniyat Umm ar Raḩá	id=g:81081
Wādī Umm an Nasr	id=g:81082
`Ayn Umm an Nāmūs	id=g:81083
Wādī Umm `Amūd	id=g:81084
Abyār Umm `Amūd	id=g:81085
Umm `Amūd	id=g:81086
Wādī Umm `Ammāsh	id=g:81087
Jabbānat Umm al Wadak	id=g:81088
Umm al Wadak	id=g:81089
Sāniyat Umm al `Ulbah	id=g:81090
Bi'r Umm al `Ulab	id=g:81091
Umm al ‘Ulab	id=g:81092
Jazīrat Umm al Qurāmī	id=g:81093
Sīrat Umm al Qumayyin	id=g:81094
Wādī Umm al Qimam	id=g:81095
Sīrat Umm al Qarāmī	id=g:81096
Marsá Umm al Qarāmī	id=g:81097
Sabkhat Umm al Qaml	id=g:81098
Abyār Umm al Qamīn	id=g:81099
Sīrat Umm al Qalyab	id=g:81100
Ghawţ Umm al Mughr	id=g:81101
Ḩawsh Umm al Maşāni`	id=g:81102
Sīrat Umm al Marādim	id=g:81103
Birkat Umm al Makhālī	id=g:81104
Umm al Majānīn	id=g:81105
Sīrat Umm al Lawz	id=g:81106
Bi'r Umm al Lawz	id=g:81107
Abyār Umm al Lawz	id=g:81108
Abyār Umm al Lawz	id=g:81109
Umm al Lawz	id=g:81110
Bi’r Umm al Khunfus	id=g:81111
‘Ayn Umm al Kharāj	id=g:81112
Bi’r Umm al Khansā’	id=g:81113
Wādī Umm al Kawm	id=g:81114
Sīrat Umm al Kawm	id=g:81115
Sāniyat Umm al Kawm	id=g:81116
Sāniyat Umm al Kawm	id=g:81117
Bi’r Umm al Jurūf	id=g:81118
Aḩqāf Umm al Jurūf	id=g:81119
Umm al Jumayn	id=g:81120
Umm al Jinḩān	id=g:81121
Sīrat Umm al Jināyah	id=g:81122
Sāniyat Umm al Jawābī	id=g:81123
Ḩaţīyat Umm al Jarāmī	id=g:81124
Ghawţ Umm al Jabīdhah	id=g:81125
Bi’r Umm al ‘Iz̧ām	id=g:81126
`Urqūb Umm al Ḩunaywah	id=g:81127
Wādī Umm al Hayjāt	id=g:81128
Saqīfat Umm al Ḩaţyān	id=g:81129
Wādī Umm al Ḩaşá	id=g:81130
Sīrat Umm al Ḩaşá	id=g:81131
Sawānī Umm al Ḩajal	id=g:81132
Ghawţ Umm al Ḩajal	id=g:81133
Wādī Umm al Ghizlān	id=g:81134
Raqabat Umm al Ghizlān	id=g:81135
Jabbānat Umm al Ghizlān	id=g:81136
Qar‘at Umm al Gharānīq	id=g:81137
Bi’r Umm al Gharāniq	id=g:81138
Wādī Umm al Furūth	id=g:81139
Wādī Umm Alfayn	id=g:81140
Sīrat Umm al Buraykāt	id=g:81141
Minţaqat Umm al Buraykāt	id=g:81142
Wādī Umm al Bunayyah	id=g:81143
Ḩaqfat Umm al Bunayyah	id=g:81144
Sīrat Umm al Barakāt	id=g:81145
Abyār Umm al A‘was	id=g:81146
Umm al Asqāf	id=g:81147
Wādī Umm al `Aqārib	id=g:81148
Bi'r Umm al `Aqārib	id=g:81149
Bi'r Umm al `Aqārib	id=g:81150
Bi'r Umm al `Aqārib	id=g:81151
Wādī Umm al `Amā'im	id=g:81152
Ḩarf Umm al ‘Amā’id	id=g:81153
Bi’r Umm al ‘Amā’id	id=g:81154
Shāţi' Umm al A`lām	id=g:81155
Wādī Umm al `Ajīn	id=g:81156
Sīrat Umm al `Ajīn	id=g:81157
Sīrat Umm al `Ajīn	id=g:81158
Jabbānat Umm al `Ajīn	id=g:81159
Sīrat Umm al `Ajab	id=g:81160
Umm al `Ajab	id=g:81161
Umm al Ahnāsh	id=g:81162
Qārat Umm al ‘Abbūd	id=g:81163
Qūr Umm `Ā'ishah	id=g:81164
Qabr Umm ‘Ā’ishah	id=g:81165
Wādī Umm adh Dhi’āb	id=g:81166
Wādī Umm adh Dhi’āb	id=g:81167
Sīrat Umm adh Dhi'āb	id=g:81168
Sīrat Umm adh Dhi'āb	id=g:81169
Bi'r Umm aḑ Ḑibā`	id=g:81170
Umm aḑ Ḑibā`	id=g:81171
Umm aḑ Ḑibā`	id=g:81172
Sāniyat Umm ad Daraj	id=g:81173
Minţaqat Umm ad Daraj	id=g:81174
Ḩaqfat Umm ad Daraj	id=g:81175
Bi'r Umm ad Dantūr	id=g:81176
Minţaqat Umm ad Danānīr	id=g:81177
Wādī Umm ad Daḩī	id=g:81178
Wādī Umm ad Daghnah	id=g:81179
Ma‘ţan Umm ad Dabādib	id=g:81180
Wādī al ‘Umayyid	id=g:81181
Z̧ahr ‘Umayrān	id=g:81182
Wādī `Umayrah	id=g:81183
Sīrat Umaymah al Malikah	id=g:81184
Wādī al Umaylis	id=g:81185
Mashhad `Umar al Mukhtār	id=g:81186
Madrasat ‘Umar al Mukhtār	id=g:81187
`Umar al Mukhtār	id=g:81188
Wādī `Umar	id=g:81189
Wādī ‘Umar	id=g:81190
Mājin `Umar	id=g:81191
Ḩaqfat ‘Umar	id=g:81192
Ghuwayţ ‘Umar	id=g:81193
Bi’r ‘Umar	id=g:81194
Bi’r ‘Umar	id=g:81195
Sabkhat al ‘Ulbah	id=g:81196
Jazīrat al ‘Ulbah	id=g:81197
Sīrat ‘Ulayyān	id=g:81198
Sīrat ‘Ulayyān	id=g:81199
Minţaqat ‘Ulayyān	id=g:81200
Bi’r ‘Ulaywah	id=g:81201
Wādī al `Ulayqāt	id=g:81202
Wādī al ‘Ulayqāt	id=g:81203
Jawf al ‘Ulayq	id=g:81204
Wādī al ‘Ulaymah	id=g:81205
Qabr al ‘Ulaymah	id=g:81206
Abyār al ‘Ulaymah	id=g:81207
`Ayn al `Ujūl	id=g:81208
Abyār al `Ujūl	id=g:81209
Wādī al Ujayrib	id=g:81210
Qabr al ‘Ujaylī	id=g:81211
Wādī al ‘Ūj	id=g:81212
Ḩarf al Ughaybish	id=g:81213
Bi’r al Ughaybish	id=g:81214
Bi’r al Ughaybish	id=g:81215
Wādī ‘Udwān	id=g:81216
Ghawţ `Udwān	id=g:81217
Sāniyat al ‘Udūlīyah	id=g:81218
Ma‘ţan al ‘Ūdīyah	id=g:81219
Bi’r Uday‘ān	id=g:81220
Balţat Uday`ān	id=g:81221
Madrasat al ‘Ūd al Ibtidā’īyah	id=g:81222
Khawr al ‘Ūd	id=g:81223
Bi'r al `Ūd	id=g:81224
Bi’r al ‘Ūd	id=g:81225
Bi'r al `Ūd	id=g:81226
Wādī al Ubayyiḑ	id=g:81227
Wādī al Ubayyiḑ	id=g:81228
Shaţīb al Ubayyiḑ	id=g:81229
Jabbānat al Ubayyiḑ	id=g:81230
Bi’r al Ubayyiḑ	id=g:81231
