Hācheh Dāghī	id=g:6689142
Naz̧ar Kardeh-ye Khodā	id=g:6711318
Emāmzādeh Ḩoseyn	id=g:6711319
Tāzehābād	id=g:6711320
Kūh-e Sūleh Cheh	id=g:6711321
Kūh-e Dāvar Dar Mīān	id=g:6711322
Kūh-e Tang Sorkh	id=g:6711323
Kūh-e Zolāb	id=g:6711324
Kānī-ye Dallāk	id=g:6711325
Kūh-e Choqā Sorkheh	id=g:6711326
Kūh-e Barāftāb	id=g:6711327
Kūh-e Nesār-e Seh Chekān	id=g:6711328
Kūh-e Seh Chekān	id=g:6711329
Kamareh	id=g:6711330
Mīleh Sorkh-e ‘Olyā	id=g:6711331
Qalācheh	id=g:6711332
Kūh-e Qalācheh	id=g:6711333
Malek Zeyd	id=g:6711334
Kūh-e Charmū	id=g:6711335
Tang Sorkh	id=g:6711336
Darreh Barīk	id=g:6711337
Tāzehābād-e Badr Gerd	id=g:6711338
Kārzān	id=g:6711339
Badrābād	id=g:6711340
Kūh-e Qalandar	id=g:6711341
Gardaneh-ye Qalandar	id=g:6711342
Paleh Hafī	id=g:6711343
Sūrgeh	id=g:6711344
Sarbīsheh	id=g:6711345
Kūh-e Garānak	id=g:6711346
Kūh-e Chāl Kūmāmī	id=g:6711347
Kūh-e Kūranjīr	id=g:6711348
Gardaneh-ye Gūvaz	id=g:6711349
Kūh-e Kangū Lāshak	id=g:6711350
Kūh-e Changal Āshī	id=g:6711351
Maḩmūdābād-e Mīshkhāş	id=g:6711352
Kūh-e Chahār Rāh	id=g:6711353
Ḩoseynābād-e Mīsh Khāş	id=g:6711354
Emāmzādeh Jʻafar	id=g:6711355
Mūshkān	id=g:6711356
Latāb Olīā	id=g:6711357
Cheshmeh Qūleh	id=g:6711358
Kūh-e Laneh	id=g:6711359
Qalʻeh-ye Vazīr	id=g:6711360
Shamār	id=g:6711361
Emāmzādeh Moḩammad Bāqer	id=g:6711362
Kolahjūb	id=g:6711363
Kūh-e Savam Khar	id=g:6711364
Kūh-e Kūrak Sīāh	id=g:6711365
Kūh-e Barāftāb	id=g:6711366
Gardaneh-ye Malah Gūn	id=g:6711367
Kūh-e Nūk Sīvān	id=g:6711368
Ābshār-e Ţūl Āb	id=g:6711369
Tang-e Qarah Māsh	id=g:6711370
Darreh Sīāh	id=g:6711371
Darreh-ye Shaţ-e Kalvālī	id=g:6711372
Kūh-e Khormeh	id=g:6711373
Tang-e Qīr	id=g:6711374
Tang-e Shamsheh	id=g:6711375
Rūdkhāneh-ye Shamsheh	id=g:6711376
Gardaneh-ye Seh Sar	id=g:6711377
Kūh-e Khvoreh Tāb	id=g:6711378
Chālāb-e Karīm	id=g:6711379
Tangeh-ye Şandūqeh	id=g:6711380
Tarāzak-e ‘Abdollāh	id=g:6711381
Mīleh Gah-e Nāmdār	id=g:6711382
Mīleh Gah-e Shāmorādkhānī	id=g:6711383
Sartūh-e Gholām	id=g:6711384
Mīleh Gah-e Soflá Bābā'ī	id=g:6711385
Bareh Gīneh-ye Qāsem Khānī	id=g:6711386
Mīānrūd	id=g:6711387
Chāleh Sīāh	id=g:6711388
Sheykh Jabraʼīl	id=g:6711389
Bānekalān	id=g:6711390
Cheshmeh Kamūr	id=g:6711391
Khorram Kūh	id=g:6711392
Kūh-e Anjīr Darmīān	id=g:6711393
Kūh-e Kabūtar Bareh	id=g:6711394
Tang-e Zard	id=g:6711395
Kūh-e Kāb	id=g:6711396
Kūh-e Nesār	id=g:6711397
Emām Gheyb	id=g:6711398
Dāravī	id=g:6711399
Kūh-e Kalleh Bālā	id=g:6711400
Kūh-e Najaf Koshteh	id=g:6711401
Kalak Ja‘far	id=g:6711402
Chālgah	id=g:6711403
Shākhol-e Bahār Āb	id=g:6711404
Mīān Tang	id=g:6711405
Rūdkhāneh-ye Sīā Peleh	id=g:6711406
Bāyandor-e Soflá	id=g:6711407
Kūh-e Gardeh Ḩājjī	id=g:6711422
Kūh-e Şafar	id=g:6711423
Nāmīvand-e Pā'īn	id=g:6711424
Cārvānsarā	id=g:6711425
Sarāb-e Larz	id=g:6711426
Kūh-e Zang‘īān	id=g:6711427
Emāmzādeh Bāqer	id=g:6711428
Sefīd Choqā-ye Sarkan	id=g:6711429
Kūh-e Mollā Qermezī	id=g:6711430
Cheshmeh Sa‘īd	id=g:6711431
Kūh-e Sar Chakān	id=g:6711432
La‘lābād-e Ḩoseyn Qolīkhānī	id=g:6711433
La‘lābād-e Seyyed Ja‘farī	id=g:6711434
Kānī Sīāh	id=g:6711435
Seh Kūh-e ‘Ālībar	id=g:6711436
Sarāb-e ‘Ālī Bar	id=g:6711437
Tangeh-ye Sarāb-e Shāhīnī	id=g:6711438
Āb Band-e Sarāb	id=g:6711439
Kūh-e Khvoreh Tāb	id=g:6711440
Shāhīnī-ye ‘Olyā	id=g:6711441
Kūh-e Pālīāneh	id=g:6711442
Nahr-e Shīān	id=g:6711443
Sarāb-e Shūhān	id=g:6711444
Kūh-e Garmīr Ḩasan	id=g:6711445
Rūdkhāneh-ye Menderek Āb	id=g:6711446
Kūh Lateh	id=g:6711447
Tangeh-ye Kamarzard	id=g:6711448
Gardaneh-ye Kabūd	id=g:6711449
Kūh-e Dārqīqeh	id=g:6711450
Kūh-e Qolūreh	id=g:6711451
Gardaneh-ye Dom Tar	id=g:6711452
Gardaneh-ye Kalah Mal	id=g:6711453
Tappeh-ye Kalah Ḩoseyn	id=g:6711454
Tappeh-ye Qabrestān	id=g:6711455
Dīzgerān-e Pā'īn	id=g:6711456
Emām-e Ḩāẕer	id=g:6711457
Sar Cham-e Soflá	id=g:6711458
Cheshmeh Sefīd	id=g:6711459
Naz̧argāh-e Ḩaẕrat-e ‘Abbās ‘Alī	id=g:6711460
Gardaneh-ye Khorkhor	id=g:6711461
Kūh-e Qūsh Lān	id=g:6711462
Takht-e Khān	id=g:6711463
Tālān Dasht	id=g:6711464
Ḩājat ‘Alī	id=g:6711465
Gol Zard	id=g:6711466
Cheshmeh-ye Vazmageh	id=g:6711467
Kūh-e Garānak Sīāh	id=g:6711468
Gardaneh-ye Panj Sūrān	id=g:6711469
Panj Savārān	id=g:6711470
Kūh-e Jalīlvand	id=g:6711471
Goz̄argāh-e Emām Reẕā	id=g:6711472
Emāmzādeh Moşţafá	id=g:6711473
Tang-e Sartāf	id=g:6711474
Sarāb-e Sharafābād	id=g:6711475
Kūh-e Mā'ī	id=g:6711476
Kūh-e ‘Abbās‘alī	id=g:6711477
Sadd-e Barfābād	id=g:6711478
Sadd-e Barfābād	id=g:6711479
Sefīd Kūh	id=g:6711480
Tang-e Tarāzak	id=g:6711481
Zīāratgāh-e Qāẕīvand	id=g:6711482
Zard Savār	id=g:6711483
Jjen Darreh	id=g:6711484
Zīāratgāh-e Emām Reẕā	id=g:6711485
Posht Kūh	id=g:6711486
Dārbīd	id=g:6711487
Kūh-e Kamāl Fīn	id=g:6711488
Gardaneh-ye Ḩasanābād	id=g:6711489
Deh-e Vaḩdat	id=g:6711490
Kūh-e Shīrīnrāh	id=g:6711491
Īl-e Kalhor	id=g:6711492
Rīzvand	id=g:6711493
Ebrāhīm Baseh	id=g:6711494
Kūh-e Zākh	id=g:6711495
Tangeh-ye Morşād	id=g:6711496
Zībarī	id=g:6711497
Sarāb-e Shīān	id=g:6711498
Emāmzādeh Sefīd Savār	id=g:6711499
Sarāb-e Shīān	id=g:6711500
Chesmeh Khor Khor	id=g:6711501
Shahrak-e Shahīd Madanī	id=g:6711502
Kūh-e Nes̄ār	id=g:6711503
Dasht-e Shīān	id=g:6711504
Cheshmeh-ye Vanū	id=g:6711505
Kānī Gerdak	id=g:6711506
Darreh-ye Lorīl	id=g:6711507
Rūdkhāneh-ye Bandār	id=g:6711508
Kānī Gūzh	id=g:6711509
Sarāb-e Basţām Khān	id=g:6711510
Darreh-ye Chāleh Mūsakeh	id=g:6711511
Cham-e Seyyed Şeyfūr	id=g:6711512
Darreh-ye Khvor Khvoreh	id=g:6711513
Cham-e Gol Darreh	id=g:6711514
Sarāb-e Ḩoseyn ‘Alī	id=g:6711515
Bābā Jānī	id=g:6711516
Tappeh-ye Chūpān	id=g:6711517
Darreh-ye Dād ow Bīdād	id=g:6711518
Kānī Khayeb	id=g:6711519
Tappeh-ye ‘Eyn ‘Alī	id=g:6711520
Cheshmeh Sefīd-e Şafarpūr-e Shahbāz	id=g:6711521
Darreh-ye Dād ow Bīdād	id=g:6711522
Dowladūl Savār-e Tak Derakht	id=g:6711523
Ganjān	id=g:6711524
Darreh-ye Bāvīs	id=g:6711525
Gardaneh-ye Meleh-ye Amīrkhān	id=g:6711526
Tazehābād-e Meleh-ye Amīrkhān	id=g:6711527
Cham-e Tāf	id=g:6711528
Kānī Kūchek Bel	id=g:6711529
Gardaneh-ye Shotormol	id=g:6711530
Kūh-e Kūchek Bel	id=g:6711531
Cham-e Sorkhak	id=g:6711532
Kūh-e Gol Besar	id=g:6711533
Vazmeleh	id=g:6711534
Goz̄arābād	id=g:6711535
Gardaneh-ye Ţāq Zāyer	id=g:6711536
Darreh-ye Darvand	id=g:6711537
Kūh-e Bī Kaseh	id=g:6711538
Mīān Qal‘eh	id=g:6711539
Kūh-e Bāgūlā	id=g:6711540
Sarāb-e Kāshanbeh	id=g:6711542
Darreh Gol Āb	id=g:6711543
Rūdkhāneh-ye Sarāb Kāshanbeh	id=g:6711544
Tāzehābād-e Reẕā Qolī	id=g:6711545
Sarāb-e Bīdgol	id=g:6711546
Cham-e Marīvānī	id=g:6711547
Sarāb-e Āqā Jān	id=g:6711548
Haft Cheshmeh	id=g:6711549
Rūdkhāneh-ye Meleh-ye Amīr Khān	id=g:6711550
Kānī Pahn	id=g:6711551
Cham-e Haft Āshtīān	id=g:6711552
Davāzdah Emām	id=g:6711553
Rūdkhāneh-ye Kamar Zard	id=g:6711554
Mīr ‘Azīzī-ye Jadīd	id=g:6711555
Sarāb-e Choqā Reẕā	id=g:6711556
Rūdkhāneh-ye Qarūdūl	id=g:6711557
Vālīyehābād	id=g:6711558
Cham-e Davāb	id=g:6711559
Cham-e Sūrābeh	id=g:6711560
Chaqā Bahār	id=g:6711561
Rūdkhāneh-ye Chahār Zabar	id=g:6711562
Cham-e Darāb	id=g:6711563
Qāsemābād	id=g:6711564
Rūdkhāneh-ye Kāshanbeh	id=g:6711568
Kūh-e Sahnī	id=g:6712112
Kūh-e Sūreh	id=g:6712113
Kūh-e Kafan Dela	id=g:6712114
Kūh-e Chehrdīkeh	id=g:6712115
Rūdkhāneh-ye Naşrīān	id=g:6712116
Lūbīter	id=g:6712117
Kūh-e Kalhor	id=g:6712118
Qāmeleh Jā	id=g:6712119
Kūh-e Tīnū	id=g:6712120
Chamū Cham	id=g:6712121
Rūdkhāneh-ye Khorūzān	id=g:6712122
Hūr	id=g:6712123
Gerdeh Bīsheh	id=g:6712124
Shahrak-e Vaḩdat-e Bīsheh Derāz	id=g:6712125
Sartang-e Za‘farānīyeh	id=g:6712128
Rūdkhāneh-ye Kalālī	id=g:6712129
Kūh-e Bark Gorvī	id=g:6712131
Varmahang	id=g:6712135
Bānjīā	id=g:6712168
Khvoreh Zardī	id=g:6712173
Mehdīābād	id=g:6712193
Khersābād-e Kūchek	id=g:6712194
Kūh-e Havārsardeh	id=g:6713023
Kūh-e Sarpūh	id=g:6713024
Kūh-e Sang Sefīd	id=g:6713025
Kūh-e Qashqeh	id=g:6713026
Kūlīch	id=g:6713027
Maqbareh-ye Pīr Yūsof	id=g:6713028
Kūh-e Tīm Meleh	id=g:6713029
Kūh-e Barārat Golhā	id=g:6713030
Gardaneh-ye Sī Sareh	id=g:6713031
Dasteh Harrat	id=g:6713032
Darreh-ye Zarmarān	id=g:6713033
Kūh-e Lānī Sūr	id=g:6713034
Darreh-ye Ham Rūzmāneh	id=g:6713035
Kūh-e Sarlor	id=g:6713036
Darreh-ye Vargīr	id=g:6713037
Kūh-e Kūhān-e Barf	id=g:6713038
Hānīyeh	id=g:6713039
Kūh-e Bachcheh Rash	id=g:6713040
Tangeh-ye Darband	id=g:6713041
Tang-e Zīnāneh	id=g:6713042
Kūh-e Gūy Bān	id=g:6713043
Rūdkhāneh-ye Tang Āb	id=g:6713044
Darreh-ye Yartangūr	id=g:6713045
Tarkhānābād	id=g:6713046
Darreh-ye Hezargāh	id=g:6713047
Gardaneh-ye Nāvmalān	id=g:6713048
Darreh-ye Bānī Zīāh	id=g:6713049
Darreh-ye Shīr	id=g:6713050
Kūh-e Kavālām	id=g:6713051
Darreh-ye Khūlī	id=g:6713052
Kūh-e Kolāh Sīāh	id=g:6713053
Kūh-e Lakhām Gīr	id=g:6713054
Kūh-e Deymeh Gūreh	id=g:6713055
Kūh-e Hazbīyān	id=g:6713056
Qolleh-e Dāsīrān	id=g:6713057
Darreh-ye Dāsīrān	id=g:6713058
Kūh-e Rejāl Gāh	id=g:6713059
Kūh-e Ţāyer	id=g:6713060
Darreh-ye Zarā	id=g:6713061
Kūh-e Sang Sorkh	id=g:6713062
Darreh-ye Dargāh	id=g:6713063
Darreh-ye Vīm	id=g:6713064
Kūh-e Tīr Qolleh	id=g:6713065
Kūh-e Yekkeh Pā	id=g:6713066
Kūh-e Shāh Neshīn	id=g:6713067
Darreh-ye Qolāgāh	id=g:6713068
Darreh-ye Darband	id=g:6713069
Kūh-e Hūrīshān	id=g:6713070
Darreh-ye Qol Shīrīn	id=g:6713071
Darreh-ye Gūrjūb	id=g:6713072
Tappeh-ye Qolā	id=g:6713073
Kūh-e Zaryeh	id=g:6713074
Gardaneh-ye Zarīvar	id=g:6713076
Kūh-e Mīr Gavār	id=g:6713077
Qolleh-ye Shohadā	id=g:6713078
Darreh-ye Bar Āb	id=g:6713079
Tappeh-ye Sang Sorkh	id=g:6713080
Gāv Rūd	id=g:6713081
Cham-e Ḩowẕ	id=g:6713082
Kūh-e Qolleh Sefīd	id=g:6713083
Kūh-e Shāhū	id=g:6713084
Kūh-e Kal	id=g:6713085
Kūh-e Keyvārān	id=g:6713093
Kūh-e Qāzāneh	id=g:6713094
Kūh-e Būreh	id=g:6713095
Kūh-e Kārūleh	id=g:6713096
Kūh-e Sel Garūs	id=g:6713097
Kūh-e Būrī Darreh	id=g:6713098
Kūh-e Darakeh	id=g:6713099
Kūh-e Narīmān	id=g:6713100
Kūh-e Dowlāmārī	id=g:6713101
Kūh-e Haft Savāreh	id=g:6713102
Kūh-e Sōmāqān	id=g:6713103
Kūh-e Āyelehman	id=g:6713104
Darreh-ye GardKūr	id=g:6713105
Kūh-e Sīāhān	id=g:6713106
Kūh-e Pōl Charmū	id=g:6713107
Kūh-e Qazākān Langarīz	id=g:6713108
Kānī Rameẕān	id=g:6713109
Kūh-e Gavazeh Kūr	id=g:6713110
Kūh Mōllā Şūfī	id=g:6713111
Kūh-e Davāzān	id=g:6713112
Kūh-e Vazmān	id=g:6713113
Qal‘eh-ye Vanīneh	id=g:6713114
Qal‘eh-ye Peychūn	id=g:6713115
Emāmzādeh Ңasan Jādār	id=g:6713116
Kūh-e Gūkhāl	id=g:6713117
Gardaneh-ye Amrūd	id=g:6713118
Kūh-e Bartīeh	id=g:6713119
Kūh-e Karteshī Jār	id=g:6713121
Kūh-e Hālūreh	id=g:6713122
Kūh-e Solţān Ңasan-e Tamar	id=g:6713123
Kūh-e Sūreh	id=g:6713124
Kūh-e Zereshk	id=g:6713125
Pāsgāh-e Entez̧āmī-ye Shūyesheh	id=g:6713126
Kūh-e Kānī Janān	id=g:6713127
Gardaneh-ye Kūdāvā	id=g:6713128
Kūh-e Havār Khaleh	id=g:6713129
Gardaneh-ye Kardāvā	id=g:6713130
Rūdkhāneh-ye Chaman	id=g:6715636
Darreh-ye Qambesh Darrasī	id=g:6715637
Tappeh-ye Māl Lalī Gadī	id=g:6715638
Khorram Daraq	id=g:6715639
Tappeh-ye Mosalmān Yarī	id=g:6715640
Tappeh-ye Kandī Qābāqī	id=g:6715641
Darīn Darreh	id=g:6715642
Darreh-ye Būnjālaḩ	id=g:6715643
Tappeh-ye Moşallá	id=g:6715644
Kūh-e Dāsh Bolāghī	id=g:6715645
Banī Donyeh	id=g:6715646
Tappeh-ye Qūzī	id=g:6715647
Dāsh Bolāgh	id=g:6715648
Chūrā Bolāgh	id=g:6715649
Tappeh-ye Gūnī	id=g:6715650
Tappeh-ye Kand Ūstī	id=g:6715651
Ḩowẕī Bolāghī	id=g:6715652
Tappeh-ye Kad Qābāqī	id=g:6715653
Tappeh-ye Qazīqadī	id=g:6715654
Tappeh-ye Sangar	id=g:6715655
Ḩājj Īmān	id=g:6715656
Darreh-ye Gūnī	id=g:6715657
Tappeh-ye Kadqābāqī	id=g:6715658
Boyūk	id=g:6715659
Kūh-e Pāpākhlī	id=g:6715660
Qandar Qal'eh	id=g:6715661
Nūjeh Bolāgh	id=g:6715662
Tappeh-ye Sangar	id=g:6715663
Darreh-ye Sūz Pūrt	id=g:6715664
Cheshmeh-ye Emām Khomeynī	id=g:6715665
Kūtūrgeh	id=g:6715666
Kūh-e Gūnī	id=g:6715667
Qābāq Chaman	id=g:6715668
Rūdkhāneh-ye Vālī Chā'ī	id=g:6715669
Qūzī Darreh	id=g:6715670
Kūh-e Dāsh Kasan	id=g:6715671
Dūshān Darreh	id=g:6715672
Tappeh-ye Qabrestān	id=g:6715673
Chāleh Bolāgh	id=g:6715674
Tappeh-ye Qaravol	id=g:6715675
Qarah Chaman	id=g:6715676
Dareh Darreh	id=g:6715677
Darreh-ye Gākhūrdī	id=g:6715678
Kūh-e Qaţūr Chaman	id=g:6715679
Kūh-e Qaţūr	id=g:6715680
Darband Darreh	id=g:6715681
Darreh Kharābeh	id=g:6715682
Naneh Tūraj	id=g:6715683
Sheykh Mahmūd	id=g:6715684
Darreh-ye ‘Amū Darrasī	id=g:6715685
Tappeh-ye Khedmatgāh	id=g:6715686
Qūr Darreh	id=g:6715687
Tappeh-ye Fajr	id=g:6715688
Darīn Darreh	id=g:6715689
Gorg Darreh	id=g:6715690
Darreh-ye Dārī Barī	id=g:6715691
Qorūqchī Tappehsī	id=g:6715692
Qarah Gol	id=g:6715693
Şamadī-ye Tarraqī	id=g:6715694
Darreh-ye Ūshī Darreh Bāsheh	id=g:6715695
Tappeh-ye Qajal	id=g:6715696
Darreh-ye Gol Bolāgh	id=g:6715697
Tappeh-ye Āqdūz	id=g:6715698
Kad Jā'ī	id=g:6715699
Delbak Dāsh	id=g:6715700
Bāsh Bolāgh	id=g:6715701
Kūh-e Qotūr Dāghī	id=g:6715702
Tappeh-ye Jūrā Bolāgh	id=g:6715703
Bozdāsh	id=g:6715704
Tappehe-ye Dālī Gadīk	id=g:6715705
Roghūm Bolāgh	id=g:6715706
Darreh-ye Morād Khān	id=g:6715707
Tappeh-ye Moşallá	id=g:6715708
Darreh-ye Āryā Darrasī	id=g:6715709
Tappeh-ye Qābāq Gadīk	id=g:6715710
Kūh-e Qūzī	id=g:6715711
Rūdkhāneh-ye Hardeh Chā'ī	id=g:6715712
Darreh-ye Būstānū Darrasī	id=g:6715713
Kūh-e Mūsá Yowrdī	id=g:6715714
Tappeh-ye Qarah Al	id=g:6715715
Tappeh-ye Ojaqūzī	id=g:6715716
Darreh-ye Qanbar Darrasī	id=g:6715717
Darreh-ye Qārqā	id=g:6715718
Āshāqeh Bāghcheh	id=g:6715719
Tappeh-ye Khān Garī	id=g:6715720
Arnākhān Darreh	id=g:6715721
Qābāq Darreh	id=g:6715722
Dāl Darreh	id=g:6715723
Kūh-e Ḩoseyn Chaman	id=g:6715724
Darmān Darreh	id=g:6715725
Tappeh-ye Kand Ūstī	id=g:6715726
Darreh-ye Ţāqcheh Qayah	id=g:6715727
Darreh-ye Bābā Khān Qūlī	id=g:6715728
Tappeh-ye Gadūkh Khān	id=g:6715729
Shīrīn Chāy	id=g:6715730
Tappeh-ye Moşallá	id=g:6715731
Kūh-e Moşallá Gadīk	id=g:6715732
Kūh-e Sangar	id=g:6715733
Kūh-e Mamī Cheh Gūrī	id=g:6715734
Darreh-ye Nūrvash Darrasī	id=g:6715735
Kūh-e Sārī Qayah	id=g:6715736
Kachal Tappeh	id=g:6715737
Kūh-e Esmāīl	id=g:6715738
Gozlar	id=g:6715739
Darreh-ye Sad Darrasī	id=g:6715740
Rūdkhāneh-ye Gākhūnī Chā'ī	id=g:6715741
Qezeljeh	id=g:6715742
Sārī Darreh	id=g:6715743
Tappeh-ye Qūzī	id=g:6715744
Zaqleh	id=g:6715745
Darreh-ye Keleh Vān	id=g:6715746
Darreh-ye Qez Jālī	id=g:6715747
Tappeh-ye Qārā	id=g:6715748
Tappeh-ye Dāsh Astī	id=g:6715749
Darreh-ye Āq Bolāq	id=g:6715750
Tappeh-ye Mālā Gadīk	id=g:6715751
Darreh-ye Yengejeh	id=g:6715752
Tappeh-ye Moşallá	id=g:6715753
Goldareh	id=g:6715754
Gozlar	id=g:6715755
Tak Bolāgh	id=g:6715756
Masjed Bolāghī	id=g:6715757
Dāsh Pīr	id=g:6715758
Gūshanlar Bolāgh	id=g:6715759
Kad Bolāghī	id=g:6715760
Gol Bolāgh	id=g:6715761
Āqbolāgh	id=g:6715762
Kazhchaman Darrasī	id=g:6715763
Āq Kand	id=g:6715764
Shūr Bolāgh	id=g:6715765
Ḩaq Verdī Bolāghī	id=g:6715766
Darreh-ye Chaman	id=g:6715767
Āl-e Moḩammad Āghbolāgh	id=g:6715768
Ḩālā Bolāgh	id=g:6715769
Vash Qozlū	id=g:6715770
Dāsh Bolāgh	id=g:6715771
Āzbek	id=g:6715772
Gaz	id=g:6715773
Qermez Bārqān	id=g:6715774
Āshāq Chāy	id=g:6715775
Āq Belash	id=g:6715776
Qer Khāom Lūlan	id=g:6715777
Darreh-ye Tūrpākheleh	id=g:6715778
Tak Bolāgh	id=g:6715779
Rūdkhāneh-ye Nūrvash Bolāgh	id=g:6715780
Ojāq Bolāghī	id=g:6715781
Cheshmeh-ye Marmarī	id=g:6715782
Ālmālū Chāy	id=g:6715783
Dabestān-e Sa‘ādatābād	id=g:6715784
Dabestān-e Moḩtasham	id=g:6715785
Īstgāh-e Ātash Ba‘	id=g:6715786
Qezel Dāghī	id=g:6715787
Sīānā	id=g:6715788
Qareh Dāgh	id=g:6715789
Dabestān-e Bāyazīd-e Basţāmī	id=g:6715790
Golī Bolāghī	id=g:6715791
Dabestān-e Sanā’ī	id=g:6715792
Bohlūl	id=g:6715793
Qarah Bolāgh	id=g:6715794
Kūh-e Gerdū Darreh	id=g:6715795
Qal‘eh Qal‘eh	id=g:6715796
Ganjālī	id=g:6715797
Darreh-ye Kūrtān	id=g:6715798
Dāl Chaman	id=g:6715799
Kūh-e Qūzeh	id=g:6715800
Chat Dāghī	id=g:6715801
Darreh-ye Dāsh Bolāgh	id=g:6715802
Qarah Dāsh	id=g:6715803
Kūh-e Pūtālī	id=g:6715804
Gardaneh-ye Zarashdeh	id=g:6715805
Kūh-e Qatūr	id=g:6715806
Darreh-ye Galan Dāshī	id=g:6715807
Cham Chāy	id=g:6715808
Darreh-ye Qarah Qeshlāq	id=g:6715809
Sartīp Bolāghī	id=g:6715810
Darīn Bolāgh	id=g:6715811
Pīr Bolāgh	id=g:6715812
Īsh Bolāgh	id=g:6715813
Dāsh Āltī Chāy	id=g:6715814
Kūh-e Qīnarjeh	id=g:6715815
Kūh-e Gowzī‘	id=g:6715816
Darreh-ye Darband	id=g:6715817
Darrehe-ye Khoshk	id=g:6715818
Darreh-ye Dāsh Mīsh	id=g:6715819
Kūh-e Sar Sang	id=g:6715820
Kūh-e Nowrūz Bīd	id=g:6715821
Darreh-ye Qarah Gūnī	id=g:6715822
Sadd-e Khākī-ye Shahīd Fereydūn-e Ebrahīmī	id=g:6715823
Darreh-ye Cham Chāy	id=g:6715824
Dasht-e Māzū	id=g:6715825
Darīn Sū	id=g:6715826
Darreh-ye Āghcheh Rīsh	id=g:6715827
Kūh-e Āghcheh Rīsh	id=g:6715828
Āghcheh Rīsh Chāy	id=g:6715829
Kūh-e Qajar	id=g:6715830
Darreh-ye Ābshār	id=g:6715831
Darreh-ye Ja‘farābād	id=g:6715832
Maqbareh-ye Mīrqasem	id=g:6715833
Kūchak Darreh	id=g:6715834
Nakhtālū Chāy	id=g:6715835
Darreh-ye Gūreh	id=g:6715836
Darreh-ye Ūrtā Daraq	id=g:6715837
Kūh-e Māzū	id=g:6715838
Darreh-ye Ājerlū	id=g:6715839
Darreh-ye Boqūm Bolāgh	id=g:6715840
Darreh-ye Bīsheh	id=g:6715841
Owlīā Ālmāchovān	id=g:6715842
Qarah Bābā	id=g:6715843
Shūr Darreh	id=g:6715844
Nīm Īstgāh-e Borj	id=g:6715845
Kūh-e Mohrdār	id=g:6715846
Ţās Taghār-e ‘Olyā	id=g:6715847
Tappeh-ye Yānbolāghī	id=g:6715848
Podomar	id=g:6716985
Gornji Drapnići	id=g:6716986
Dabestān-e Jābnahān	id=g:6717088
Jābnahān	id=g:6717089
Qūzllūjeh	id=g:6717090
Dabestān-e Būstān	id=g:6717091
Kahrīz Tappehsī	id=g:6717092
Dabestān-e Now Bonyād	id=g:6717093
Dabestān-e Bahrāmābād	id=g:6717094
Dabestān-e Abūreyḩān	id=g:6717095
Dabestān-e Shahāb	id=g:6717096
Dabestān-e Kārūn	id=g:6717097
Qarah Kūreh	id=g:6717098
Dabestān-e Noşrat	id=g:6717099
Dabestān-e Shāhīn	id=g:6717100
Dabestān-e Fīrūz	id=g:6717101
Kūl Tappeh	id=g:6717102
Dabestān-e Forūgh	id=g:6717103
Estakhr-e Khasht	id=g:6717104
Bachehābād	id=g:6717105
Bāgh Bolāgh	id=g:6717106
Qapān Chāy	id=g:6717107
Chāy Shahrī	id=g:6717108
Arqaneh	id=g:6717109
Qūch Golī	id=g:6717110
Dāghī Ḩaram	id=g:6717111
Sheykh Ja‘far	id=g:6717112
Sar Gūnī	id=g:6717113
Dabestān-e Kherad	id=g:6717114
‘Alīābād	id=g:6717115
Kargān Chāy	id=g:6717116
Dabestān-e Partow	id=g:6717117
Sīsān	id=g:6717118
Shāh Mīras	id=g:6717119
Halān	id=g:6717636
Kūreh Dazaq	id=g:6717637
Chūl Dāgh	id=g:6717638
Tāzeh Kand	id=g:6717639
Kūjeh Bīl Chāy	id=g:6717640
Qarakh Bolāgh	id=g:6717641
Mahmūdābād	id=g:6717642
Qarah Qūsh Dāghī	id=g:6717643
Boz Gūnī	id=g:6717644
Kūh-e Qīlak	id=g:6717645
Sarand Chāy	id=g:6717646
Kar Chāy	id=g:6717647
Dālī Chāy	id=g:6717648
Darreh-ye Hamāmlū	id=g:6717649
Mīr Kalāb	id=g:6717650
Sheykh Ah̡̧mad	id=g:6717651
Pīr Dāgh	id=g:6717652
Dī Baglū Dāgh	id=g:6717653
Darreh-ye Alqanā	id=g:6717654
Darreh-ye Dāsh Lār	id=g:6717655
Z̄aghanābād Dāgh	id=g:6717656
‘Alī Bekandī Chāy	id=g:6717657
Bājābāj Chāy	id=g:6717658
Qarācheh	id=g:6717660
Darreh-ye Qarah Bowlāgh	id=g:6717661
Dāsh Ārāy	id=g:6718218
Kūh-e Āgahdāsh	id=g:6718219
Kūh-e Qareh Mūt	id=g:6718220
Kūh-e Tūpkhāneh	id=g:6718221
Kūh-e Zīnqānlū	id=g:6718222
Sākhtemān-e Shekārbānī-ye Kalan	id=g:6718223
Kūh-e Tārvardī	id=g:6718224
Kūh-e Sarpeh Darreh	id=g:6718225
Qareh Gūnī	id=g:6718226
Hajeq-e ‘Olyā	id=g:6718227
Ebrīq-e Soflá	id=g:6718228
Pīr Lār	id=g:6718229
Howch-e ‘Olyā	id=g:6718230
Howch-e Soflā	id=g:6718231
Golgīn	id=g:6718232
Hajeq-e Soflá	id=g:6718233
Berneh Del	id=g:6718234
Lateh Deh	id=g:6718235
