Mesa Drain	id=g:5526194
Pool Tank	id=g:5528570
Poole Colonia	id=g:5528571
Poor Hollow	id=g:5528572
Pool Tank	id=g:5528573
Pope Windmill	id=g:5528574
Popular Department Store	id=g:5528575
Poquito Oil Field	id=g:5528576
Porcher Canal	id=g:5528577
Porcher Ranch	id=g:5528578
Porter Hospital	id=g:5528579
Porter Lake	id=g:5528580
Porter Lake Dam	id=g:5528581
Porter Ranch	id=g:5528582
Porter Ranch	id=g:5528583
Porterville Pumping Station	id=g:5528584
Portland Cement Dam	id=g:5528585
Portland Cement Reservoir	id=g:5528586
Porvenir	id=g:5528587
Posey	id=g:5528588
Posey Elementary School	id=g:5528589
Posey School	id=g:5528590
Posey Well	id=g:5528591
Posey Windmill	id=g:5528592
Possum Creek	id=g:5528593
Pope Ranch	id=g:5528594
Possum Spring	id=g:5528595
Post	id=g:5528596
Post Canyon	id=g:5528597
Possum Head Windmill	id=g:5528598
Post Draw	id=g:5528599
Post Elementary School	id=g:5528600
Post Middle School	id=g:5528601
Post Montgomery Ranch	id=g:5528602
Post Mountain	id=g:5528603
Post Office Windmill	id=g:5528604
Post Public Library	id=g:5528605
Post Ranch	id=g:5528606
Pot Creek	id=g:5528607
Post High School	id=g:5528608
Pot Hole City Canyon	id=g:5528609
The Pot Hole	id=g:5528610
Poteet Canyon	id=g:5528611
Potato Spring	id=g:5528612
Potter County	id=g:5528613
Potter County Courthouse	id=g:5528614
Potter County Courthouse and Library	id=g:5528615
Potter County Memorial Stadium	id=g:5528616
Potter Well	id=g:5528617
Potton-Hayden House	id=g:5528618
Potts Tank	id=g:5528619
Pouring Spring	id=g:5528620
Pouroff Lake	id=g:5528621
Pouroff Lake Dam	id=g:5528622
Pow Wow Canyon	id=g:5528623
Potrock Well	id=g:5528624
Powder Bluff Tank	id=g:5528625
Powder Puff Windmill	id=g:5528626
Powell Creek	id=g:5528627
Pow Wow Tank	id=g:5528628
Powell Lake Dam	id=g:5528629
Powell Ranch	id=g:5528630
Powell Ranch	id=g:5528631
Powell Ranch	id=g:5528632
Powell Ranch	id=g:5528633
Powell Ranch	id=g:5528634
Powell Sheep Camp	id=g:5528635
Powell Tank	id=g:5528636
Power House Church of God in Christ	id=g:5528637
Power Plant X	id=g:5528638
Powers Mountain	id=g:5528639
Prado Verde	id=g:5528640
Prado Verde Addition Number 1 Colonia	id=g:5528641
Prairie Canyon	id=g:5528642
Powell Lake	id=g:5528643
Prairie Creek	id=g:5528644
Prairie Chapel School	id=g:5528645
Prairie Dog Flat Windmill	id=g:5528646
Prairie Dog Spring	id=g:5528647
Prairie Dog Tank	id=g:5528648
Prairie Dog Tank	id=g:5528649
Prairie Dog Windmill	id=g:5528650
Prairie Hill Tank	id=g:5528651
Prairie Home Windmill	id=g:5528652
Prairie Park	id=g:5528653
Prairie View Church	id=g:5528654
Pratt Lodge	id=g:5528655
Prayer House Church of God in Christ	id=g:5528656
Preacher Tank	id=g:5528657
Prentice Oil and Gas Field	id=g:5528658
Presa Chino	id=g:5528659
Presa Elementary School	id=g:5528660
Presa Llorona	id=g:5528661
Presa Rincon	id=g:5528662
Presa Viruelas	id=g:5528663
Presbyterian Church	id=g:5528664
Presbyterian Church	id=g:5528665
Presbyterian Church of Canyon	id=g:5528666
Presbyterian Church of the Good Shepherd	id=g:5528667
Presbyterian Update Church	id=g:5528668
Presidio	id=g:5528669
Presidio Cemetery	id=g:5528670
Presidio Chapel San Elizario	id=g:5528671
Presidio Chapel of San Elizario	id=g:5528672
Presidio County	id=g:5528673
Presidio Lely International Airport	id=g:5528674
Preston Ranch	id=g:5528675
Preston Tank	id=g:5528676
Pretty Soon Tank	id=g:5528677
Pretty Spring	id=g:5528678
Pretty Tank	id=g:5528679
Prewit Ranch	id=g:5528680
Price Canyon	id=g:5528681
Price College	id=g:5528682
Price Northwest Oil Field	id=g:5528683
Price Tank	id=g:5528684
Pride	id=g:5528685
Pride Cemetery	id=g:5528686
Priece Ranch	id=g:5528687
Priest Beavers Oil Field	id=g:5528688
Priest Park	id=g:5528689
Prietos Bar	id=g:5528690
Primera Iglesia Bautista Church	id=g:5528691
Primera Iglesia Bautista Church	id=g:5528692
Primera Iglesia Bautista Church	id=g:5528693
Primera Iglesia Bautista Hispana Church	id=g:5528694
Primera Iglesia Bautista Mexicana Church	id=g:5528695
Primera Iglesia Bautista el Calvario	id=g:5528696
Arroyo Primero	id=g:5528697
Prairie Dell Cemetery	id=g:5528698
Primitive Baptist Church	id=g:5528699
Primitive Baptist Church	id=g:5528700
Primitive Baptist Church	id=g:5528701
Primitive Baptist Church	id=g:5528702
Primitive Baptist Church	id=g:5528703
Primitive Baptist Church of Borger	id=g:5528704
Primitive Church	id=g:5528705
Prince Albert Draw	id=g:5528706
Primitive Baptist Church	id=g:5528707
Prince Albert Windmill	id=g:5528708
Prince of Peace Lutheran Church	id=g:5528709
Princess Ice Cream Company Building	id=g:5528710
Pringle	id=g:5528711
Pritchard Ranch	id=g:5528712
Prizer Draw	id=g:5528713
Prince Albert Tank	id=g:5528714
Prizer Draw	id=g:5528715
Probandt Ranch	id=g:5528716
Proctor Windmill	id=g:5528717
Progress City (historical)	id=g:5528718
Progress Draw	id=g:5528719
Proctor Ranch	id=g:5528720
Progressive Park	id=g:5528721
Project Intercept School	id=g:5528722
Prong Creek	id=g:5528723
Progressive Baptist Church	id=g:5528724
Prospect Park	id=g:5528725
Protestant Cemetery	id=g:5528726
Providence	id=g:5528727
Providence Baptist Church	id=g:5528728
Providence Gin	id=g:5528729
Providence Memorial Hospital	id=g:5528730
Prude Tank	id=g:5528731
Puckett Dam	id=g:5528732
Puckett Draw	id=g:5528733
Pronger Brothers Ranch Airport	id=g:5528734
Puckett Gas Plant	id=g:5528735
Puckett Lake	id=g:5528736
Puckett Ranch	id=g:5528737
Puckett Ranch	id=g:5528738
Puckett Windmill	id=g:5528739
Puddle Creek	id=g:5528740
Puckett Elementary School	id=g:5528741
Pueblo Vitoria	id=g:5528742
Puente	id=g:5528743
Puertacitas Mountains	id=g:5528744
Puerto Potrillo	id=g:5528745
Puett Ranch	id=g:5528746
Pulliam Bluff	id=g:5528747
Pulliam Creek	id=g:5528748
Pueblo Nuevo	id=g:5528749
Pulliam Peak	id=g:5528750
Pulliam Point	id=g:5528751
Pulliam Springs	id=g:5528752
Pullman	id=g:5528753
Pumice Well	id=g:5528754
Pummel Peak	id=g:5528755
Pump Canyon	id=g:5528756
Pulliam Oil Field	id=g:5528757
Pumphrey Cemetery	id=g:5528758
Pumphrey Oil Field	id=g:5528759
Pumping Station Number 2	id=g:5528760
Pumpjack Creek	id=g:5528761
Pumphrey	id=g:5528762
Pumpkin Center School (historical)	id=g:5528763
Pumpville	id=g:5528764
Pumpville Canyon	id=g:5528765
Pumpjack Windmill	id=g:5528766
Punkin Center	id=g:5528767
Punta de Agua Creek	id=g:5528768
Punch Bowl Tank	id=g:5528769
Pure Well	id=g:5528770
Purple Sage Elementary School	id=g:5528771
Purple Sage Mine	id=g:5528772
Purple Sage School	id=g:5528773
Pursley House	id=g:5528774
Pursley Ranch	id=g:5528775
Putman Canyon	id=g:5528776
Punta de la Sierra	id=g:5528777
Pyle Draw	id=g:5528778
Putnam Elementary School	id=g:5528779
Pyote Flats	id=g:5528780
Pyramid Tank	id=g:5528781
Pyron Cemetery	id=g:5528782
Pyron Siding	id=g:5528783
Quail	id=g:5528784
Quail Baptist Church	id=g:5528785
Quail Cemetery	id=g:5528786
Quail Mesa Colonia	id=g:5528787
Quail Mountain	id=g:5528788
Quail Spring	id=g:5528789
Quail Tank	id=g:5528790
Quaker Avenue Church of God	id=g:5528791
Quaker Avenue Missionary Baptist Church	id=g:5528792
Quarry Creek	id=g:5528793
Pyote	id=g:5528794
Quebec	id=g:5528795
Queen of Peace Catholic Church	id=g:5528796
Quemada Lateral	id=g:5528797
Sierra Quemada	id=g:5528798
Quemado	id=g:5528799
Quemado Creek	id=g:5528800
Quarters Number 1	id=g:5528801
Quemado Spring	id=g:5528802
Quemado Tank	id=g:5528803
Quemado Tank	id=g:5528804
Quest Hospital	id=g:5528805
Quick Trigger Windmill	id=g:5528806
Quien Sabe Windmill	id=g:5528807
Quinientas Well	id=g:5528808
Quinn Camp	id=g:5528809
Quinn Creek	id=g:5528810
Quemado Ranch	id=g:5528811
Quinn Mesa Windmill	id=g:5528812
Quinn Ranch	id=g:5528813
Quinn Windmill	id=g:5528814
Quinpono Gas and Oil Field	id=g:5528815
Quitaque	id=g:5528816
Quitaque Creek	id=g:5528817
Quinn Mesa	id=g:5528818
Quitaque Railway Tunnel	id=g:5528819
Quitman Arroyo	id=g:5528820
Quitaque Peaks	id=g:5528821
Quitman Mountains	id=g:5528822
Quito Draw	id=g:5528823
Quitman Cemetery	id=g:5528824
R P Fuller Stadium	id=g:5528825
R A Hall House	id=g:5528826
R A Ragland Building	id=g:5528827
R A Tank	id=g:5528828
R B Valley Windmill	id=g:5528829
R B Windmill	id=g:5528830
R B Windmill	id=g:5528831
R Baker	id=g:5528832
R C Andrews Elementary School	id=g:5528833
R Childress Ranch	id=g:5528834
R D Back Dam	id=g:5528835
R D Back Lake	id=g:5528836
R E Windmill	id=g:5528837
R Grissel	id=g:5528838
R Hall	id=g:5528839
R Hardgrave Ranch	id=g:5528840
R Mayer Ranch	id=g:5528841
R W Jones Colonia	id=g:5528842
R Wilbur Brown House	id=g:5528843
R. E. Thomason General Hospital	id=g:5528844
Rabago y Teran Springs	id=g:5528845
Rabbit Hollow	id=g:5528846
Quito Oil Field	id=g:5528847
Rachel Windmill	id=g:5528848
Radar Base	id=g:5528849
Rader Ridge	id=g:5528850
Rader Windmill	id=g:5528851
Radford School	id=g:5528852
Rag Canyon	id=g:5528853
Rabbit Tank	id=g:5528854
Raggedy Bill Creek	id=g:5528855
Raggedy Creek	id=g:5528856
Raggedy Tank	id=g:5528857
Railroad Tank	id=g:5528858
Railroad Tank	id=g:5528859
Railroad Tank	id=g:5528860
Railroad Tank	id=g:5528861
Railroad Tank	id=g:5528862
Railroad Tank	id=g:5528863
Railroad Windmill	id=g:5528864
Railroad Windmill	id=g:5528865
Railroad Windmill	id=g:5528866
Railroad Windmill	id=g:5528867
Railway Ranch	id=g:5528868
Rainbow Bluff	id=g:5528869
Rainbow Windmill	id=g:5528870
Ralive Pen Windmill	id=g:5528871
Ralls Alternative School	id=g:5528872
Ralls Historical Museum	id=g:5528873
Ralls Ranch	id=g:5528874
Ralph Bunche School	id=g:5528875
Ramirez Elementary School	id=g:5528876
Ramirez Tank	id=g:5528877
Ramona Elementary School	id=g:5528878
Ramons Tank	id=g:5528879
Ramsdell	id=g:5528880
Ramsey Canyon	id=g:5528881
Railroad Tank	id=g:5528882
Ramsey Draw	id=g:5528883
Ramsey Hill	id=g:5528884
Ramsey Tank	id=g:5528885
Ranch Creek	id=g:5528886
Ramsey Tank	id=g:5528887
Ranch Creek	id=g:5528888
Ranch Creek	id=g:5528889
Ranch Creek	id=g:5528890
Ranch Creek Windmill	id=g:5528891
Ranch Marsh Lake	id=g:5528892
Rancheria Hills	id=g:5528893
Rancherias Canyon	id=g:5528894
Ranch Marsh Dam	id=g:5528895
Rancherias Spring	id=g:5528896
Ranching Heritage Center	id=g:5528897
Ranchita Spring	id=g:5528898
Ranchito	id=g:5528899
Ranchito Windmill	id=g:5528900
Ranchland Hills Country Club	id=g:5528901
Ranchland Hills Middle School	id=g:5528902
Rancho Cielo	id=g:5528903
Rancho Estelle (historical)	id=g:5528904
Rancho Grande Airport	id=g:5528905
Rancho Miraval Estates Colonia	id=g:5528906
Rancho Viejo Spring	id=g:5528907
Randal School	id=g:5528908
Randall County	id=g:5528909
Randall High School	id=g:5528910
Randall Lake	id=g:5528911
Randall Windmill	id=g:5528912
Randys Windmill	id=g:5528913
Range Dam	id=g:5528914
Range Hill	id=g:5528915
Range Reservoir	id=g:5528916
Ranger Peak	id=g:5528917
Ranger Peak	id=g:5528918
Ranger Spring	id=g:5528919
Ranger Spring	id=g:5528920
Rankin	id=g:5528921
Rankin Airport	id=g:5528922
Rankin Cemetery	id=g:5528923
Rankin Draw	id=g:5528924
Rancherias Canyon Trail	id=g:5528925
Rankin Lake Dam	id=g:5528926
Rankin Museum	id=g:5528927
Ransom Canyon	id=g:5528928
Ratliff Oil Field	id=g:5528929
Ratliff Park	id=g:5528930
Ratliff Pen Windmill	id=g:5528931
Ratliff Ranch	id=g:5528932
Ratliff Ranch	id=g:5528933
Ratliff Stadium	id=g:5528934
Ratliff Windmill	id=g:5528935
Ratlift Park	id=g:5528936
Rattle Snake Hill	id=g:5528937
Rattlers Civic Arena	id=g:5528938
Rattlesnake Bomber Base Museum	id=g:5528939
Rattlesnake Butte	id=g:5528940
Rattlesnake Canyon	id=g:5528941
Rankin Lake	id=g:5528942
Rattlesnake Creek	id=g:5528943
Rattlesnake Creek	id=g:5528944
Rattlesnake Dam	id=g:5528945
Rattlesnake Draw	id=g:5528946
Rattlesnake Draw	id=g:5528947
Rattlesnake Draw	id=g:5528948
Rattlesnake Draw	id=g:5528949
Rattlesnake Flats	id=g:5528950
Rattlesnake Gap	id=g:5528951
Rattlesnake Hill	id=g:5528952
Rattlesnake Lake	id=g:5528953
Rattlesnake Mountain	id=g:5528954
Rattlesnake Mountains	id=g:5528955
Rattlesnake Raceway	id=g:5528956
Rattlesnake Springs (historical)	id=g:5528957
Rattlesnake Tank	id=g:5528958
Rattlesnake Tank	id=g:5528959
Rattlesnake Tank	id=g:5528960
Rattlesnake Tank	id=g:5528961
Rattlesnake Tanks	id=g:5528962
Rattlesnake Well	id=g:5528963
Rattlesnake Windmill	id=g:5528964
Raven Creek	id=g:5528965
Rattlesnake Gap	id=g:5528966
Raven Creek	id=g:5528967
Raven Creek Oil Field	id=g:5528968
Rawhide Creek	id=g:5528969
Rawling Park	id=g:5528970
Rawls Ranch	id=g:5528971
Rawls Ranch Airport	id=g:5528972
Ray Bivens Dam	id=g:5528973
Ray Bivens Lake	id=g:5528974
Ray Canyon	id=g:5528975
Rawlings Oil Field	id=g:5528976
Ray Hollow Windmill	id=g:5528977
Ray Lake	id=g:5528978
Ray Ranch	id=g:5528979
Ray Windmill	id=g:5528980
Raymond L Telles Academy	id=g:5528981
Rayner Cemetery	id=g:5528982
Read Ranch	id=g:5528983
Reagan Canyon	id=g:5528984
Ray Church	id=g:5528985
Reagan Canyon	id=g:5528986
Reagan County	id=g:5528987
Reagan County Elementary School	id=g:5528988
Reagan County High School	id=g:5528989
Reagan County Middle School	id=g:5528990
Reagan Elementary Magnet School	id=g:5528991
Reagan Elementary School	id=g:5528992
Reagan Hollow	id=g:5528993
Reagan County Airport	id=g:5528994
Reagan Memorial Hospital	id=g:5528995
Reagan School	id=g:5528996
Reagan View Cemetery	id=g:5528997
Reagen School	id=g:5528998
Reasnor Hollow	id=g:5528999
Reagan Junior High School	id=g:5529000
Rebecca Draw	id=g:5529001
Rebecca Tank	id=g:5529002
Record Creek	id=g:5529003
Rebecca Windmill	id=g:5529004
Recorder Windmill	id=g:5529005
Recreation Ranch Park	id=g:5529006
Recreational Park	id=g:5529007
Rector Canyon	id=g:5529008
Record Ranch	id=g:5529009
Red Aleck Canyon	id=g:5529010
Red Arroyo	id=g:5529011
Red Arroyo	id=g:5529012
Red Arroyo	id=g:5529013
Red Arroyo Camp	id=g:5529014
Red Bank Creek	id=g:5529015
Red Arroyo Tank	id=g:5529016
Red Bank Creek	id=g:5529017
Red Barn Tank	id=g:5529018
Red Bluff	id=g:5529019
Red Bluff	id=g:5529020
Red Bluff Cove	id=g:5529021
Red Bluff Creek	id=g:5529022
Red Black Hills	id=g:5529023
Red Bluff Dam	id=g:5529024
Red Bluff Park	id=g:5529025
Red Bluff Reservoir	id=g:5529026
Red Bluff Slough	id=g:5529027
Red Bluff Springs	id=g:5529028
Red Bluff Windmill	id=g:5529029
Red Bluffs	id=g:5529030
Red Branch	id=g:5529031
Red Bluff Crossing	id=g:5529032
Red Bull Canyon	id=g:5529033
Red Bull Spring	id=g:5529034
Red Camp Spring	id=g:5529035
Red Canyon	id=g:5529036
Red Camp	id=g:5529037
Red Canyon	id=g:5529038
Red Cow Draw	id=g:5529039
Red Creek	id=g:5529040
Red Creek	id=g:5529041
Red Creek School	id=g:5529042
Red Dam Tank	id=g:5529043
Red Deer Creek	id=g:5529044
Red Dam	id=g:5529045
Red Draw	id=g:5529046
Red Draw	id=g:5529047
Red Draw	id=g:5529048
Red Draw	id=g:5529049
Red Gate Windmill	id=g:5529050
Red Haw Draw	id=g:5529051
Red Draw	id=g:5529052
Red Hill	id=g:5529053
Red Hill	id=g:5529054
Red Hill	id=g:5529055
Red Hill Tank	id=g:5529056
Red Hills	id=g:5529057
Red Hills	id=g:5529058
Red Hills	id=g:5529059
Red Hills	id=g:5529060
Red Hills	id=g:5529061
Red Hills Arroyo	id=g:5529062
Red Hill	id=g:5529063
Red Hills Canyon	id=g:5529064
Red Hills Tank	id=g:5529065
Red Hollow	id=g:5529066
Red Hills Windmill	id=g:5529067
Red House Draw	id=g:5529068
Red House Windmill	id=g:5529069
Red Lake	id=g:5529070
Red Lake Ranch	id=g:5529071
Red Lakes	id=g:5529072
Red Light Draw	id=g:5529073
Red Lake	id=g:5529074
Red Mesa	id=g:5529075
Red Mill Draw	id=g:5529076
Red Light Windmill	id=g:5529077
Red Mill Draw	id=g:5529078
Red Mill Ranch	id=g:5529079
Red Mud	id=g:5529080
Red Mud Creek	id=g:5529081
Red Mill Tank	id=g:5529082
Red Mud Creek	id=g:5529083
Red Mud Creek	id=g:5529084
Red Mud Tank	id=g:5529085
Red Point	id=g:5529086
Red Ranch	id=g:5529087
Red Rock Spring	id=g:5529088
Red Rock Tank	id=g:5529089
Red Rock Tank	id=g:5529090
Red Salt Lake	id=g:5529091
Red Slough	id=g:5529092
Red Pen Windmill	id=g:5529093
Red Spring	id=g:5529094
Red Tail Windmill	id=g:5529095
Red Tank	id=g:5529096
Red Tank	id=g:5529097
Red Tank	id=g:5529098
Red Tank	id=g:5529099
Red Tank	id=g:5529100
Red Tank	id=g:5529101
Red Tank	id=g:5529102
Red Tank	id=g:5529103
Red Tank	id=g:5529104
Red Tank	id=g:5529105
Red Tank	id=g:5529106
Red Tank	id=g:5529107
Red Tank	id=g:5529108
Red Tank	id=g:5529109
Red Tank	id=g:5529110
Red Tank	id=g:5529111
Red Tank	id=g:5529112
Red Tank	id=g:5529113
Red Tank Canyon	id=g:5529114
Red Slough	id=g:5529115
Red Tank Draw	id=g:5529116
Red Tank Windmill	id=g:5529117
Red Tower Windmill	id=g:5529118
Red Tower Windmill	id=g:5529119
Red Tower Windmill	id=g:5529120
Red Tower Windmill	id=g:5529121
Red Town Windmill	id=g:5529122
Red Tub Tank	id=g:5529123
Red Well	id=g:5529124
Red Well	id=g:5529125
Red Well	id=g:5529126
Red Well	id=g:5529127
Red Well Windmill	id=g:5529128
Red White and Blue Camp Well	id=g:5529129
Red White and Blue Sand Hills	id=g:5529130
Red Windmill	id=g:5529131
Red Windmill	id=g:5529132
Red Windmill	id=g:5529133
Red Windmill	id=g:5529134
Red Windmill	id=g:5529135
Red Windmill	id=g:5529136
Red Windmill	id=g:5529137
Red Windmill	id=g:5529138
Red Windmill	id=g:5529139
Red Windmill	id=g:5529140
Red Windmill	id=g:5529141
Red Windmill Draw	id=g:5529142
Red Tank Windmill	id=g:5529143
Redbud Baptist Church	id=g:5529144
Redbud Tank	id=g:5529145
Reddington Building Heliport	id=g:5529146
Reddy Tank	id=g:5529147
Redeemer Lutheran Church	id=g:5529148
Redeemer Lutheran Church	id=g:5529149
Redford	id=g:5529150
Redford Cemetery	id=g:5529151
Redford Tank	id=g:5529152
Redford Windmill	id=g:5529153
Redhouse Tank	id=g:5529154
Redman Camp	id=g:5529155
Los Redos Creek	id=g:5529156
Red Windmill Lake	id=g:5529157
Los Redos Creek	id=g:5529158
Redtop Windmill	id=g:5529159
Reed Airport	id=g:5529160
Reed Camp	id=g:5529161
Reed Plateau	id=g:5529162
Reed Ranch	id=g:5529163
Reed Ranch	id=g:5529164
Reed Ranch	id=g:5529165
Reed Ranch	id=g:5529166
Reed Tank	id=g:5529167
Reese Air Force Base (historical)	id=g:5529168
Reese Educational Center	id=g:5529169
Reese Lake	id=g:5529170
Reese Village	id=g:5529171
Reese Windmill	id=g:5529172
Reeve Field	id=g:5529173
Reeves County	id=g:5529174
Reeves County Hospital	id=g:5529175
Reeves County Water Improvement Canal	id=g:5529176
Reeves Oil Field	id=g:5529177
Reeves Tank	id=g:5529178
Refinery Dam	id=g:5529179
Refinery Lake	id=g:5529180
Refuge Headquarters	id=g:5529181
Regan Oil Field	id=g:5529182
Regional Deaf Day School	id=g:5529183
Registered Pasture Windmill	id=g:5529184
Registered Windmill	id=g:5529185
Reick Draw	id=g:5529186
Reece Field	id=g:5529187
Reininger Draw	id=g:5529188
Reineke Vincent Oil Field	id=g:5529189
Reininger Tank Windmill	id=g:5529190
Remcon School	id=g:5529191
Renderbrook Creek	id=g:5529192
Reininger Tank	id=g:5529193
Rentleman Well	id=g:5529194
Reservoir Outlet Canal	id=g:5529195
Reservoir Windmill	id=g:5529196
Resler Drive Walk and Bike Trail	id=g:5529197
Rest Haven Cemetery	id=g:5529198
Rest Haven Cemetery	id=g:5529199
Rest Haven Cemetery	id=g:5529200
Rest Lawn Cemetery	id=g:5529201
Rest Lawn Cemetery	id=g:5529202
Resthaven Cemetery	id=g:5529203
Resthaven Cemetery	id=g:5529204
Restland Cemetery	id=g:5529205
Rex Cusenbary Ranch	id=g:5529206
Rex Reeves Elementary School	id=g:5529207
Reynolds	id=g:5529208
Reynolds Cattle Company Dam	id=g:5529209
Reynolds Creek	id=g:5529210
Reynolds Creek	id=g:5529211
Renderbrook Spring	id=g:5529212
Reynolds Lake	id=g:5529213
Reynolds Ranch	id=g:5529214
Reynolds Ranch	id=g:5529215
Reynolds Well	id=g:5529216
Reynolds Well	id=g:5529217
Reynolds Windmill	id=g:5529218
Reynolds Windmill	id=g:5529219
Reynolds Windmill	id=g:5529220
Rhea	id=g:5529221
Rhea Emmanuel Church	id=g:5529222
Rheumatism Tank	id=g:5529223
Rhodes Ranch	id=g:5529224
Rhodes Windmill	id=g:5529225
Rib Tank	id=g:5529226
Ribble Park	id=g:5529227
Rica Creek	id=g:5529228
Reynolds Dam	id=g:5529229
Rice Tank	id=g:5529230
Rich Lake	id=g:5529231
Rich Uncle Windmill	id=g:5529232
Richard Caples Building	id=g:5529233
Richards Lake	id=g:5529234
Richards Lake Dam	id=g:5529235
Richardson Creek	id=g:5529236
Rice Cemetery	id=g:5529237
Richland Canyon	id=g:5529238
Richardson Elementary School	id=g:5529239
Richland Creek	id=g:5529240
Richland Hills Baptist Church	id=g:5529241
Richland Spring	id=g:5529242
Richland Windmill	id=g:5529243
Richman Mountain	id=g:5529244
Riddle Spring	id=g:5529245
Ridenhower Ranch	id=g:5529246
Rider Creek	id=g:5529247
Richland Hills School	id=g:5529248
Ridge Tank	id=g:5529249
Ridge Well	id=g:5529250
Ridge Windmill	id=g:5529251
Ridgecrest Elementary School	id=g:5529252
Ridgeheights	id=g:5529253
Ridley Windmill	id=g:5529254
Rieck Ranch	id=g:5529255
Riffle Canyon	id=g:5529256
Ridge Spring	id=g:5529257
Riggs Ranch	id=g:5529258
Riggs Windmill	id=g:5529259
Right Hand Canyon	id=g:5529260
Riggs Draw	id=g:5529261
Right Hand Creek	id=g:5529262
Right Hand Draw	id=g:5529263
Right Hand Falls Canyon	id=g:5529264
Right Hand Windmill	id=g:5529265
Righthand Shutup	id=g:5529266
Rigsby Windmill	id=g:5529267
Riley Oil Field	id=g:5529268
Riley Ranch	id=g:5529269
Rimrock	id=g:5529270
Rimrock Tank	id=g:5529271
Rincon Canyon	id=g:5529272
Riley Gas Plant	id=g:5529273
