Remollon	id=g:6453559
De Reuilly	id=g:6473741
Ambassadeur Concorde	id=g:6473750
Atel Relais Saint Eloi	id=g:6473756
Comfort Hotel Roosevelt	id=g:6473783
Holiday Inn Garden Court Toulon	id=g:6473789
PV City Residence Val d'Europe	id=g:6473790
Citadines Haussmann	id=g:6473791
Plaza Tour Eiffel	id=g:6473792
Bristol Paris	id=g:6473793
Univers	id=g:6473794
Campanile Lyon Isle d'Abeau	id=g:6473795
Mercure Grand Hotel Grenoble President	id=g:6473796
Libertel Beaux Arts	id=g:6473797
De Paris	id=g:6473798
Donjon les Remparts	id=g:6473799
Mercure Chateau Chartrons	id=g:6473800
Panorama-Beaune	id=g:6473801
Oceania	id=g:6473803
Paix Madeleine	id=g:6473804
Mercure Parc Des Expositions	id=g:6473806
Libertel Suede	id=g:6473812
Libertel Bellechasse	id=g:6473856
Timhotel Nation	id=g:6473857
Jardin de Paris Alesia-Montparnasse	id=g:6473858
Royal Mansart	id=g:6473859
Citadines Bastille Nation	id=g:6473860
Terminus Nation	id=g:6473861
Imperator Concorde	id=g:6473862
Sofitel Royal Lyon	id=g:6473863
Kyriad Vieux Port	id=g:6473864
Sun Riviera	id=g:6473865
Des Trois Couronnes	id=g:6473866
Le Prieure Chamonix	id=g:6473867
Holiday Inn Garden Court Meriadeck	id=g:6473868
Saint James Paris	id=g:6473870
Golden Tulip Hotel Washington Opera	id=g:6473871
Relais Des 2 Rivieres	id=g:6473872
Powers	id=g:6473873
Brittany Hotel	id=g:6473874
Holiday Inn La Villette	id=g:6473876
Novotel Nice Aeroport Cap 3000	id=g:6473878
Sofitel Mandelieu	id=g:6473883
Palais	id=g:6473886
Mirific	id=g:6473893
Splendid Hotel	id=g:6473913
Holiday Inn Strasbourg	id=g:6473939
Elysees Bassano	id=g:6473940
Hibiscus	id=g:6473941
Brighton	id=g:6473942
Akena Esbly Marne La Vallee	id=g:6473943
Tronchet	id=g:6473944
Place Clichy	id=g:6473945
De Rocroy	id=g:6473946
West End	id=g:6473947
Stars Montpellier	id=g:6473948
Du Chapeau-Rouge	id=g:6473949
Holiday Inn Bordeaux Centre	id=g:6473950
Holiday Inn Paris Montparnasse	id=g:6473952
Campanile Aix en Provence	id=g:6473953
Du Beffroi	id=g:6473957
Express by Holiday Inn Lille Centre	id=g:6473974
Mercure Front de Mer	id=g:6474016
Holiday Inn at Disneyland Resort Paris	id=g:6474017
Queen Mary	id=g:6474018
PV Maeva Orion Residence Les Palmiers	id=g:6474019
Kyriad Lausanne	id=g:6474020
Holiday Inn Garden Court Dijon	id=g:6474021
Savoy	id=g:6474022
De France	id=g:6474023
Pavillon Louvre Rivoli	id=g:6474025
Royal Elysees	id=g:6474026
Novotel Charbonniere	id=g:6474027
Mercure Californie	id=g:6474028
Allobroges Hotel	id=g:6474029
Diligence	id=g:6474030
Kyriad Avignon	id=g:6474031
Novotel	id=g:6474037
Antinea	id=g:6474038
Mercure Nord	id=g:6474042
Grand Hotel du Havre	id=g:6474077
Royal Saint Germain	id=g:6474078
Express by Holiday Inn Place d'Italie	id=g:6474079
Unic Residence	id=g:6474080
Le Grand Paris	id=g:6474081
Forest Hill	id=g:6474082
Hermes	id=g:6474083
Mercure Lourdes Imperial	id=g:6474084
Esterel	id=g:6474085
Mercure Centre Stanislas	id=g:6474088
Kyriad Prestige	id=g:6474089
Au Grand Saint Jean	id=g:6474090
West End	id=g:6474093
Sainte Rose	id=g:6474094
Balmoral	id=g:6474096
Terrass	id=g:6474097
Novotel-Nord	id=g:6474098
Ibis Centre Notre Dame	id=g:6474100
De la Cite	id=g:6474107
Novotel	id=g:6474109
Comfort Hotel Bretigny-sur	id=g:6474123
Oceania	id=g:6474156
Montmartrois	id=g:6474157
Mascotte Nantes	id=g:6474158
Tilsitt Etoile	id=g:6474159
Mac Mahon	id=g:6474160
Best Western Continental	id=g:6474162
City Loft	id=g:6474164
Mercure Austerlitz Bibliot	id=g:6474165
Victoria Palace	id=g:6474174
Caravelle	id=g:6474206
Ibis Paris Berthier Porte de Clichy	id=g:6474207
Boscolo Grand Hotel	id=g:6474208
Princesse Caroline	id=g:6474210
Bordeaux	id=g:6474214
Renaissance	id=g:6474218
Abaca Messidor	id=g:6474221
Comfort Inn	id=g:6474222
Novotel Centre Gares	id=g:6474224
Mercure Sud	id=g:6474225
Alliance	id=g:6474235
Amiral	id=g:6474236
Comfort Hotel Cardinal Rive Gauche	id=g:6474237
Domaine de L'Albatros	id=g:6474238
Radisson SAS	id=g:6474239
Tulip Inn Monaco Terminus	id=g:6474275
Kyriad Paris La Fayette	id=g:6474276
Kyriad Parc des Expositions	id=g:6474277
Residence du Vieux Port	id=g:6474278
Mercure Coralia Chamonix	id=g:6474279
Jules Cesar	id=g:6474280
Le Cep	id=g:6474281
Hilton	id=g:6474284
Median St Lazare	id=g:6474285
Holiday Inn Republique	id=g:6474289
Mercure Colombier Centre	id=g:6474293
Troyon	id=g:6474295
De Dieppe	id=g:6474296
Ministere	id=g:6474298
Kyriad Hotel at the Disneyland Resort Paris	id=g:6474310
Roule	id=g:6474348
Eurogroup Residence Champ de Mars	id=g:6474349
Soft ex Eden Magenta	id=g:6474350
Rochambeau Copatel	id=g:6474351
InterContinental Paris	id=g:6474352
Mercure Grimaldi	id=g:6474353
D'Espagne	id=g:6474354
Belle Plage Brougham	id=g:6474355
Nord Pinus	id=g:6474356
Dauphitel	id=g:6474357
De Paris Maubeuge	id=g:6474358
Gray D'Albion Privilege	id=g:6474359
Stars Tinqueux	id=g:6474362
Grand Bristol	id=g:6474364
Du Golf	id=g:6474368
Quality Suites Lourdes St Jean	id=g:6474369
Eden	id=g:6474370
Bouquet de Longchamp	id=g:6474374
Montparnasse Daguerre	id=g:6474375
Crowne Plaza	id=g:6474380
Etoile Trocadero	id=g:6474388
Saint Louis Opera	id=g:6474421
L'Orchidee	id=g:6474422
Claret Bercy	id=g:6474423
London	id=g:6474424
Monsigny	id=g:6474425
Hotel Lutetia	id=g:6474426
PV City Residence Prado Plage	id=g:6474427
Kyriad Voiron	id=g:6474428
Mercure Lille Centre Le Royal	id=g:6474429
Morgane	id=g:6474430
Artea Hotel	id=g:6474431
Balmoral	id=g:6474433
Novotel Sud	id=g:6474435
Comfort Hotel Antibes Sophia	id=g:6474439
Du Moulin	id=g:6474442
Villa Saint Martin	id=g:6474450
Comfort Hotel Residence	id=g:6474476
Tryp de Saxe	id=g:6474487
Sofitel Demeure Marignan Elysees	id=g:6474488
Holiday Inn Paris	id=g:6474489
Novotel Nice Arenas Aeroport	id=g:6474490
America Hotel Lourdes	id=g:6474491
Golf du Governeur	id=g:6474494
Holiday Inn Bibliotheque de France	id=g:6474495
Mercure Pont L'Eveque	id=g:6474498
Mayet	id=g:6474500
Berteliere	id=g:6474501
Arriel Astrid	id=g:6474503
Les Balcons D'Aspin	id=g:6474505
De France Et De Chateaubriand	id=g:6474510
Les 13 Assiettes	id=g:6474517
Monceau Wagram	id=g:6474549
Libertel Croix de Malte	id=g:6474550
Champs Elysees Plaza	id=g:6474551
D'Anjou	id=g:6474552
Quality Hotel de Madrid	id=g:6474553
Mercure Montpellier Antigone	id=g:6474554
Mercure Dijon Clemenceau	id=g:6474555
Saint-Louis de France	id=g:6474556
Mont-Blanc Chamonix	id=g:6474557
Richemond	id=g:6474558
Appia La Fayette	id=g:6474561
Etoile Park	id=g:6474562
Kyriad de Lac	id=g:6474563
Grand Barriere	id=g:6474566
Thalazur	id=g:6474567
Christina	id=g:6474571
Montalembert	id=g:6474572
Mercure Centre	id=g:6474573
Frontera Blanca	id=g:6474581
Cloitre St Louis	id=g:6474586
Pax Opera	id=g:6474620
Minotel Francais	id=g:6474621
Libertel Amiral Duperre	id=g:6474622
Jardin de Paris Morny Saint Lazare	id=g:6474623
La Closerie	id=g:6474624
Hostellerie Du Vallon de Valrugues	id=g:6474626
Comfort Inn Sacre Coeur Paris	id=g:6474628
Comfort Inn	id=g:6474629
Sevigne	id=g:6474634
Quality	id=g:6474636
Express By Holiday Inn	id=g:6474637
Ariane	id=g:6474640
Absolute	id=g:6474641
Anne de Bretagne	id=g:6474647
Kyriad Gare	id=g:6474651
Holiday Inn Calais Coquelles	id=g:6474664
Novotel Rouen Sud	id=g:6474693
Peyris	id=g:6474694
Premiere Classe Parc Des Expositions	id=g:6474695
Opera Comique	id=g:6474696
Relais Acropolis	id=g:6474697
Median	id=g:6474698
Antares	id=g:6474699
Mercure Cite Mondiale	id=g:6474700
Grand Hotel de Grenoble	id=g:6474702
Ibis Bastille Saint Antoine	id=g:6474703
Mercure Montparnasse	id=g:6474704
Alba Opera	id=g:6474705
Nikaia	id=g:6474706
Mercure Aeroport	id=g:6474708
Mercure Ouest	id=g:6474714
Express by Holiday Inn Orleans	id=g:6474722
Ibis St Malo La Madeleine	id=g:6474756
Escale Oceania	id=g:6474757
Horset Washington	id=g:6474758
Bristol	id=g:6474759
Scribe	id=g:6474760
Concorde Lutetia	id=g:6474761
Dante	id=g:6474762
Panorama-Lourdes	id=g:6474763
Grand Hotel Mercure Roi Rene	id=g:6474764
Mercure Beaune Centre	id=g:6474765
Novotel Beaune	id=g:6474766
Des Arenes	id=g:6474767
Mercure Gobelins Pl D'Italie	id=g:6474768
Ibis Grands Boulevards	id=g:6474769
Mercure Square Des Batignoles	id=g:6474770
Mercure	id=g:6474774
Quality Hotel Du Nord	id=g:6474777
Citadines Lille Centre	id=g:6474778
Comfort Hotel Gloria	id=g:6474789
Hannong	id=g:6474821
Jolly Hotel Lotti	id=g:6474822
Ritz Paris	id=g:6474823
Saint Ferreol	id=g:6474824
Mercure Carcassonne Porte de la Cite	id=g:6474825
Fertel Etoile	id=g:6474826
Libertel Paris Porte de Pantin	id=g:6474827
Regina Boulogne	id=g:6474828
De La Tour	id=g:6474829
Nemours	id=g:6474833
La Mere-Poulard	id=g:6474839
Saint Louis Bastille	id=g:6474840
De Kent	id=g:6474841
Magellan	id=g:6474882
L'Horset Opera	id=g:6474883
Caumartin Opera	id=g:6474884
Inter Hotel Axotel Perrache	id=g:6474885
Holiday Inn Garden Court Cannes	id=g:6474886
Mercure Cite des Papes	id=g:6474887
Le Jersey	id=g:6474891
Aiglons	id=g:6474893
Mariana	id=g:6474895
Royal	id=g:6474897
Chateau D'Isenbourg	id=g:6474899
Comfort Inn Ramonville Saint Agne	id=g:6474922
Hilton International Strasbourg	id=g:6474939
Charlemagne	id=g:6474940
Millenium Paris Charles de Gaulle	id=g:6474941
Paris Rome	id=g:6474942
Concorde Louvre	id=g:6474943
La Solitude	id=g:6474944
Cristal	id=g:6474945
Holiday Inn Garden Court Aix en Provence	id=g:6474946
PV City Residence La Chartreuse	id=g:6474947
Atrium Arles	id=g:6474948
Residence Richemont	id=g:6474954
Austin's Saint Lazare	id=g:6474955
Novotel Nord	id=g:6474956
Relais Du Roy	id=g:6474960
Park	id=g:6474964
Arcantis Frochot	id=g:6474965
Paris	id=g:6474966
Saint-Aubert	id=g:6474972
Cigales	id=g:6474976
Hotel le Jura	id=g:6475000
Beaugrenelle Tour Eiffel	id=g:6475005
Corona Rodier	id=g:6475006
Albert 1er	id=g:6475007
Mercure Honfleur	id=g:6475008
PV Residence Cannes Villa Franca	id=g:6475009
Mercure Avignon Sud	id=g:6475010
Golf Grand Avignon	id=g:6475011
Austin's Arts Et Metiers	id=g:6475014
Novotel	id=g:6475017
Appart'Valley La Halle aux Grains	id=g:6475028
Hilton Paris Charles de Gaulle Airport	id=g:6475042
Mercure Rouen Champ de Mars	id=g:6475065
Libertel Montparnasse	id=g:6475066
Hyatt Regency Charles de Gaulle	id=g:6475067
Maxim Quarter Latin	id=g:6475068
Rive Gauche Saint Jacques	id=g:6475069
Europe Liege	id=g:6475070
Clarion St James And Albany	id=g:6475071
Libertel Nation	id=g:6475072
Sportmen	id=g:6475073
Sofitel Lyon Bellecour	id=g:6475074
Novotel Coralia Chamonix	id=g:6475075
Oceania Brest	id=g:6475076
Opera D'Antin	id=g:6475078
Balanea	id=g:6475080
Palais Maeterlinck	id=g:6475081
Pre Catelan	id=g:6475086
Campanile	id=g:6475087
St Sauveur	id=g:6475099
Residence Lord Byron	id=g:6475135
Panorama	id=g:6475136
Libertel Cyrano Lafayette	id=g:6475137
Ibis	id=g:6475138
Plaza Elysees	id=g:6475139
Minotel Little Palace	id=g:6475140
Novotel Annecy	id=g:6475141
Mercure Pont d'Avignon	id=g:6475142
Mercure Porte De St Cloud	id=g:6475149
Le Relais D'Ossau	id=g:6475151
B.w.hotel International	id=g:6475154
Le 'A'	id=g:6475160
Best Western Univers	id=g:6475171
Reine Astrid	id=g:6475172
Le Royal	id=g:6475174
Comfort Inn Bezons-La Défense-Paris Ouest	id=g:6475206
Relais de Paris Montmartre	id=g:6475219
Desbuttes Chaumont	id=g:6475220
Prony	id=g:6475221
Mercure Nice Promenade des Anglais	id=g:6475222
Kyriad Nice Carros	id=g:6475223
Mercure Colmar Unterlinden	id=g:6475224
PV La Residence du Golf	id=g:6475225
Sevres Montparnasse	id=g:6475227
Libertel Sevres Vaneau	id=g:6475228
Cecilia	id=g:6475229
Harvey	id=g:6475233
Holiday Inn G.c.villeurbanne	id=g:6475236
Campanile Berthier Clichy	id=g:6475237
Victoria Garden Suites	id=g:6475239
Best Western Bercy Rive Gauche	id=g:6475243
Classics Hotel Tour Eiffel	id=g:6475244
Victoria	id=g:6475245
Comfort Hotel Boreal	id=g:6475256
Hilton Lyon	id=g:6475282
Hotel Tulip Inn Athanor Centre	id=g:6475288
Grand Hotel Thermes	id=g:6475289
Melia Vendome	id=g:6475290
Minotel Paix Republique	id=g:6475291
Regence	id=g:6475292
Escale Oceania	id=g:6475293
PV La Batisde du Roy Rene	id=g:6475294
Comfort	id=g:6475295
Carlyna	id=g:6475296
Fouquet'S Barriere	id=g:6475299
De L Europe	id=g:6475300
Mercure	id=g:6475305
Albert 1er Astoria	id=g:6475307
Royal	id=g:6475322
Mercure Ronceray	id=g:6475323
Lille Europe	id=g:6475324
Express by Holiday Inn Angers	id=g:6475325
Grand Hotel Nouvel Opera	id=g:6475329
Comfort Hotel Valence	id=g:6475340
Best Western Paris CDG Airport	id=g:6475362
Best Western Opera Celte La Fayette	id=g:6475363
Apollo Opera	id=g:6475364
Holiday Inn Montpellier	id=g:6475365
Holiday Inn Resort Nice Port St Laurent	id=g:6475367
Golf Barriere	id=g:6475368
Monreve	id=g:6475369
Les 4 Salines	id=g:6475370
Astrid	id=g:6475371
Holiday Inn Garden Court Nantes	id=g:6475376
Meurice	id=g:6475377
Holiday Inn Calais Nord	id=g:6475383
Mercure Rennes Pre-Botte Cen	id=g:6475386
Novotel Pont de L'Arc	id=g:6475390
Comfort Hotel Paris Convention	id=g:6475399
Central St Malo	id=g:6475442
Hotel Exelmans	id=g:6475443
Paris Saint Honore	id=g:6475444
Libertel	id=g:6475445
Mericourt	id=g:6475446
Martinez Concorde	id=g:6475447
Beau Sejour	id=g:6475448
Explorers	id=g:6475452
Arioso	id=g:6475455
Dauphin	id=g:6475459
Cims Andorra	id=g:6475475
Nord	id=g:6475480
Mayfair Hotel	id=g:6475481
Hotel Costes K	id=g:6475539
Hotel De France	id=g:6475580
Best Western Hotel Le Galice	id=g:6475582
Marriott Paris Champs Elysees	id=g:6475797
Comfort Inn Rosny-sous-bois	id=g:6475825
Campanile Bayonne	id=g:6475834
Le Grand Hotel	id=g:6475991
Best Western Mondial	id=g:6475992
Hotel Fortuny	id=g:6476034
Hotel Apogia Nice	id=g:6476053
Aiglon Hotel	id=g:6476114
Mercure Gd Htl Nantes Ctre 4	id=g:6476171
Dauphine Saint Germain Hotel	id=g:6476249
New Hotel Amiraute	id=g:6476324
Comfort Inn Lille-Mons En Baroeul	id=g:6476330
Regent Petite France	id=g:6476340
Best Western Bordeaux Bayonne Etche-Ona	id=g:6476572
Villa Dest Hotel	id=g:6476575
Mercure Haussmann Saint Augustin	id=g:6476601
Hotel Regent Contades	id=g:6476654
Mercure Paris Chateau Landon	id=g:6476655
Libertel Montmartre Duperre	id=g:6476747
Radisson SAS Hotel Charles de Gaulle Airport	id=g:6476748
Terrass Hotel	id=g:6476805
Hotel Trocadero La Tour	id=g:6476873
Residence Henri IV	id=g:6476907
Comfort Hotel	id=g:6476953
Hotel Vendome Saint Germain	id=g:6477035
Comfort Hotel Montlucon	id=g:6477048
Moderne Saint Germain Hotel	id=g:6477057
Europe Hotel	id=g:6477104
Comfort Hotel Chelles	id=g:6477293
Comfort Hotel Median Paris Congres	id=g:6477353
Campanile Maubeuge	id=g:6477360
Le Phenix Hotel	id=g:6477452
Bourgogne Et Montana Hotel	id=g:6477609
Academie Hotel Saint Germain	id=g:6477777
Citadines Marseille Prado Chano	id=g:6477785
Cervantes Hotel	id=g:6477810
New Hotel Candide	id=g:6477811
Hyatt Regency Paris Madeleine	id=g:6477812
Comfort Hotel Le Passage	id=g:6477859
Neva Hotel	id=g:6477872
Corona Opera	id=g:6477926
Sofitel Montpellier Antigone	id=g:6478018
Hotel Westminster Opera	id=g:6478075
Westin Trianon Palace & Spa	id=g:6478106
Berne Opera	id=g:6478126
Hotel Moulin Plaza	id=g:6478143
Hotel Touraine Opera	id=g:6478144
Harvey Hotel	id=g:6478177
Residence St Sulpice	id=g:6478180
Trinite Plaza	id=g:6478209
Victoires Opera	id=g:6478210
Hotel Le Colbert	id=g:6478250
Timhotel Tour Eiffel	id=g:6478308
Hotel Amarante Arc de Triomphe	id=g:6478328
Madison Hotel	id=g:6478345
ATEL ST PAUL Le MARAIS	id=g:6478351
Libertel Gare Du Nord Suede	id=g:6478360
Best Western Aida Opera	id=g:6478374
Stella Hotel	id=g:6478402
Hotel Chateaubriand Champs-Elysees	id=g:6478418
Hotel Louvre Saint Honore	id=g:6478469
Burgundy Hotel	id=g:6478470
Hotel Glasgow Paris, France	id=g:6478504
Best Western Quartier Latin	id=g:6478512
Sofitel Dijon La Cloche	id=g:6478585
Villa Toboso	id=g:6478597
Abbatial Saint Germain	id=g:6478606
Hotel Lyon Bastille	id=g:6478619
Best Western Malte Opera	id=g:6478621
Le Belmont Hotel	id=g:6478653
Libertel Canal Saint Martin	id=g:6478704
Le Nouvel Hotel Eiffel	id=g:6478721
Saint James & Albany Hotel and Spa	id=g:6478726
Hotel De La Bourdonnais	id=g:6478732
Trocadero Dokhan's - Paris, Sofitel Demeure Hotels	id=g:6478757
Le Grand Hotel	id=g:6478782
Libertel Austerlitz Jardin des Plantes	id=g:6478889
Amarante Champs Elysees	id=g:6478980
Best Western Premier Pergolèse	id=g:6478981
Hotel Le 123 Elysées	id=g:6479035
Hotel Littre	id=g:6479042
Warwick Champs Elysées Hotel	id=g:6479089
Lacassagne Hotel	id=g:6479125
Comfort Hotel Davout Nation	id=g:6479315
Timhotel Gare du Nord	id=g:6479316
Louvre Saint Romain Hotel	id=g:6479370
Hotel de la Fontaine	id=g:6479385
Dolce Chantilly	id=g:6479401
Emeraude Lodge du Centre	id=g:6479415
Hotel Antin Trinite	id=g:6479479
Agora Saint Germain	id=g:6479480
Opera Deauville Hotel	id=g:6479488
Best Western l'Orangerie	id=g:6479493
Hotel du Parc Euromedecine	id=g:6479582
Mercure La Défense 5	id=g:6479642
Le Relais St Jacques Hotel	id=g:6479663
Montaigne Hotel	id=g:6479699
Quality Hotel Embassy	id=g:6479719
La Mirande	id=g:6479762
Hotel De France	id=g:6479824
Hotel California Saint Germain	id=g:6479832
Timhotel Saint Georges	id=g:6479886
Timhotel Opera Madeleine	id=g:6479956
Radisson SAS Hotel - Lyon	id=g:6479957
Timhotel Italie Bercy	id=g:6479991
Hotel Mercure Nice Centre Notre Dame	id=g:6479992
Mercure Strasbourg Centre 3	id=g:6479997
Hotel de Castiglione	id=g:6480076
Timhotel Palais Royal Louvre	id=g:6480152
Park Inn Nancy	id=g:6480230
Ibis Lille Opera	id=g:6480262
Floride Etoile Hotel	id=g:6480270
Golden Tulip Little Palace	id=g:6480300
Best Western Marseille Bonneveine Prado	id=g:6480318
Grand Hotel de Champagne	id=g:6480367
New Hotel Du Midi	id=g:6480435
Timhotel Montmartre	id=g:6480441
Waldorf Madeleine Hotel	id=g:6480442
Hotel Alexander	id=g:6480469
Comfort Hotel Andre Latin	id=g:6480472
Campanile Paris Berthier	id=g:6480491
Hermitage Barriere	id=g:6480497
Hotel Agata	id=g:6480509
Hotel Plazza Alpexpo	id=g:6480510
Ibis Deauville	id=g:6480511
California Paris Champs-Elysees	id=g:6480521
Royal Barriere	id=g:6480528
Grand Hotel Barriere	id=g:6480555
Park Hotel	id=g:6480582
Novotel Nice Centre	id=g:6480592
Hotel West End Best Western	id=g:6480610
Golden Tulip Opera De Noailles	id=g:6480621
Sheraton Paris Airport Hotel Charles De Gaulle	id=g:6480655
Eiffel Seine	id=g:6480694
Hotel Ambassadeur	id=g:6480720
Tonic Hotel Du Louvre	id=g:6480727
Timhotel Le Louvre	id=g:6480766
Timhotel Montparnasse	id=g:6480767
Hotel Garden Elysee	id=g:6480787
Le Patio St Antoine	id=g:6480831
Citea Paris La Villette	id=g:6480862
Ideal Hotel	id=g:6480871
Relais de Paris Lafayette	id=g:6480873
Comfort Hotel La Mandallaz	id=g:6480906
Exclusive Hotel Hannong	id=g:6480992
Emeraude Hotel Louvre Montana	id=g:6481041
Pavillon Porte de Versailles	id=g:6481153
Castel Marie Louise	id=g:6481183
Novotel Lille Centre Grand Place	id=g:6481282
Best Western Saint Lazare	id=g:6481364
Hôtel Ellington	id=g:6481383
Les Jardins du Marais	id=g:6481446
Comfort Inn Paris Montparnasse	id=g:6481453
Hotel de Suede Saint Germain	id=g:6481471
Burdigala Hotel	id=g:6481484
Résidence Pierre & Vacances City Paris Haussman	id=g:6481495
Timhotel Elysees	id=g:6481581
Artus Hotel	id=g:6481625
Citadines Apart'hotel Les Halles	id=g:6481668
Comfort Inn Saint Pierre	id=g:6481669
Radisson SAS Hotel - Nice	id=g:6481670
Renaissance Paris La Defense	id=g:6481776
Vernet	id=g:6481803
Hotel Mondial	id=g:6481883
Hotel Williams Opera	id=g:6481903
Hotel Lyon Métropole & Spa	id=g:6481912
Comfort Hotel Center	id=g:6481924
The Modern Hotel	id=g:6481948
Château de l'Ile and Spa	id=g:6481977
Citadines Apart'hotel Austerlitz	id=g:6482013
Golden Tulip St Honore	id=g:6482042
Quality Hotel Abaca Paris 15th	id=g:6482045
Brebant Hotel	id=g:6482069
Mercure Opera Lafayette	id=g:6482113
Hotel Ambassador Opera	id=g:6482145
Grand Hotel - A Boscolo First Class Hotel	id=g:6482160
Baltimore Paris, Sofitel Demeure Hotels	id=g:6482300
Quality Hotel Cathedrale	id=g:6482323
K and K Hotel Cayre St Germain des Pres	id=g:6482328
Hotel Wilson	id=g:6482429
Novotel Strasbourg Ctr Halles	id=g:6482537
Citadines Apart'hotel Nice Buffa	id=g:6482618
Best Western Marne La Vallée	id=g:6482783
Nice Brice	id=g:6483025
Normandy Barriere	id=g:6483026
Hotel Bristol Strasbourg	id=g:6483042
Le Meridien Nice	id=g:6483100
Mercure Marseille Prado	id=g:6483105
Tonic Hotel Biarritz	id=g:6483107
Castille Paris	id=g:6483196
Le Meridien Etoile	id=g:6483197
Boscolo Hotel Atlantic	id=g:6483198
Normandy Hotel	id=g:6483282
Citadines Cannes Carnot Apart'Hotel	id=g:6483283
Hotel Apsis Luchon	id=g:6483298
Astor Saint-Honoré	id=g:6483372
Tonic Hotel Vieux Port	id=g:6483373
Citadines Apart'hotel Bordeaux Meriadeck	id=g:6483561
Clarion Hotel Aston	id=g:6483697
Novotel Toulouse Centre	id=g:6483909
Sofitel Marseille Vieux Port	id=g:6483946
Hotel Concorde Saint Lazare	id=g:6484067
Sofitel Palm Beach Marseille	id=g:6484068
Hotel de La Grotte	id=g:6484077
Mercure Paris Opera Garnier	id=g:6484151
Hôtel du Vieux Marché	id=g:6484156
Hotel Novanox	id=g:6484244
Sofitel Bordeaux Aquitania	id=g:6484291
Residence Nice Fleurs	id=g:6484311
Hotel le Marquis	id=g:6484320
Alison Madeleine St Honore	id=g:6484472
Hotel du Louvre	id=g:6484474
Novotel Paris Tour Eiffel	id=g:6484476
Boscolo Park Hotel	id=g:6484477
Hotel Lutetia	id=g:6484519
Auberge De Cassagne Hotel	id=g:6484559
Le Meridien Montparnasse	id=g:6484716
Hotel Concorde La Fayette	id=g:6484720
Couvent des Minimes	id=g:6484934
Hotel Rochambeau	id=g:6485294
Le Parc Paris, Sofitel Demeure Hotels	id=g:6485467
Hilton Strasbourg	id=g:6485600
Grand Hôtel des Ambassadeurs	id=g:6485840
Mercure Toulouse St Georges 3	id=g:6485880
Centre Ville Etoile	id=g:6485949
New Hotel La Baume	id=g:6485988
Mercure Paris Porte St Cloud	id=g:6486438
Pavillon De Paris Hotel	id=g:6486680
Hotel Negresco	id=g:6486684
Hotel De Crillon	id=g:6486773
Hilton Paris Orly Airport	id=g:6486936
Splendid Hotel	id=g:6487312
Best Western Mercedes	id=g:6487386
Lamiraute	id=g:6487621
Majestic Hotel	id=g:6487737
Best Western Premier l'Horset Opera	id=g:6487743
Hotel Napoleon	id=g:6487801
Hotel De Paris	id=g:6487809
Baby	id=g:6487823
Hôtel SOVEREIGN	id=g:6487827
Vienna International Dream Castle Hotel at Disneyland Resort Paris	id=g:6487828
Hôtel Les Strélitzias	id=g:6487829
Hôtel Les Bleuets	id=g:6487830
Hotel des Archives	id=g:6487834
Auberge Mas Camps	id=g:6487839
Hotel Duquesne Eiffel	id=g:6487840
Chambres d'hotes de l'hay les roses	id=g:6487847
LE QUARTIER République  Le Marais	id=g:6487860
Auberge Cavaliere	id=g:6487861
Hotel le Regence	id=g:6487871
Best Western Champs Elysees	id=g:6487872
La Maison du Frêne	id=g:6487878
Royhotel  - Citotel -  Logis de France	id=g:6487879
Hotel Le Lion d'Or	id=g:6487884
Hotel Campanile	id=g:6487889
Citotel  Hotel Dauly	id=g:6487890
Domaine de la Thiau	id=g:6487891
Les Chenes Verts De Gascogne	id=g:6487895
Hotel Brasilia	id=g:6487899
Aramis Saint Germain	id=g:6487902
Auberge de la Brévenne	id=g:6487905
Emeraude Hotel Hélios Opéra	id=g:6487911
Hotel Keppler	id=g:6487914
My SuiteVillage Six Fours	id=g:6487921
Le Clos des Chênes	id=g:6487922
My Suite Inn	id=g:6487927
Hôtel Alba-Flora	id=g:6487930
Janie`s  Place	id=g:6487934
CAMPANILE de Cergy-Pontoise	id=g:6487937
Hotel Maréchal Foch	id=g:6487938
Atelys Hotel	id=g:6487942
Motel Les Alizes	id=g:6487970
Régina Opéra	id=g:6487971
Le Mas de la Treille	id=g:6487975
California Hotels	id=g:6487976
My SuiteVillage Rousset	id=g:6487989
Château de Vauguenige	id=g:6488005
Grand Hôtel de la Muse et du Rozier	id=g:6488007
A l Hotel Unic  Renoir Saint Germain	id=g:6488017
Hotel Floreal	id=g:6488018
Comfort Hotel Opera Lille Centre	id=g:6488023
Hotel AUBADE	id=g:6488029
Le Saint Pierre	id=g:6488030
Best Western Elysees Paris Monceau	id=g:6488049
Hotel Bissonnier	id=g:6488050
Hipotel Marne-la-Vallée	id=g:6488051
Residence Monceau Etoile	id=g:6488053
Le Guiguet B&B Avignon	id=g:6488054
Hotel LE DAUPHIN Paris Puteaux La Defense	id=g:6488056
Chateau de Montvillargenne	id=g:6488059
Observatoire Luxembourg	id=g:6488062
Château Mouillepied	id=g:6488064
Chateau de Verrières	id=g:6488067
Hotel LE MAGNAN	id=g:6488076
Hotel Farmus	id=g:6488077
New Hotel Vieux-Port	id=g:6488081
Hôtel restaurant Mas de l'Etoile	id=g:6488085
Hotel PRINCE   Invalides Tour Eiffel	id=g:6488087
Relais Fasthotel	id=g:6488092
Lot Valley Gite	id=g:6488095
Hotel du golfe	id=g:6488096
