Pleasant Ridge Middle School	id=g:6327974
Saint Peter's Academy (historical)	id=g:6330203
Fosston High School	id=g:6330204
Magelssen Elementary School	id=g:6330205
Fisher High School	id=g:6330206
Strong Place Day-Care Center	id=g:6330207
Brooklyn Heights Montessori School Annex	id=g:6330208
Sunset Park School of Music	id=g:6330209
Oyama Elementary School	id=g:6330210
Pace Alternative High School	id=g:6330211
PASS Alternative High School	id=g:6330212
Project MORE School	id=g:6330213
Robins Elementary School	id=g:6330214
Soleng Tom Elementary School	id=g:6330215
Southwest Alternative High School	id=g:6330216
Southwest Alternative Middle School	id=g:6330217
University High School	id=g:6330218
Our Lady Queen of All Saints School	id=g:6330219
Poly Prep Lower School	id=g:6330220
Magnet School of Law and Government	id=g:6330221
Math, Science, Research and Technology Magnet High School	id=g:6330222
Middle School 226	id=g:6330223
Most Precious Blood School	id=g:6330224
New World Education Center	id=g:6330225
Newcomers School	id=g:6330226
Omega Psi Phi Fraternity School	id=g:6330227
Our Lady of the Miraculous Medal School	id=g:6330228
Our World Neighborhood Charter School	id=g:6330230
Public School 60	id=g:6330231
Public School 171	id=g:6330232
Public School 203	id=g:6330233
Public School 207	id=g:6330234
Public School 212	id=g:6330235
Public School 222	id=g:6330236
Public School 229	id=g:6330237
Public School 230	id=g:6330238
Public School 251	id=g:6330239
Queens Lutheran School	id=g:6330240
Renaissance Charter School	id=g:6330241
Revealed Word Christian School	id=g:6330242
Richmond Hill High School	id=g:6330243
Saint Demetrios Greek American School	id=g:6330244
Saint Helen School	id=g:6330245
Saint John Lutheran School	id=g:6330246
Whitestone Academy	id=g:6330247
York College the City University of New York	id=g:6330248
Q525 Townsend Harris High School	id=g:6330249
Saul and Evelyn Epstein Teaching Center	id=g:6330250
Intermediate School 25	id=g:6330251
Public School 160	id=g:6330252
Public School 142	id=g:6330253
School of Christian Doctrine	id=g:6330254
New York Studio School of Drawing, Painting and Sculpture	id=g:6330255
Iris and B Gerald Cantor Film Center Tisch School for the Arts	id=g:6330256
Brookdale Center Hebrew Union College	id=g:6330257
Hagop Kevorkian Center for Near Eastern Studies	id=g:6330258
Vanderbilt Law School New York University	id=g:6330259
Edward Van Gorder Elementary School	id=g:6330260
Sarah Winnemucca Elementary School	id=g:6330261
Bayside High School	id=g:6330262
Our Lady of the Blessed Sacrament School	id=g:6330263
Amargosa Valley Middle School	id=g:6330264
Gabbs Middle School	id=g:6330265
Pathways High School	id=g:6330266
Pathways Middle School	id=g:6330267
Mountain High School	id=g:6330268
Little Meadows Early Childhood Center	id=g:6330269
Our Saviour Lutheran School	id=g:6330270
Resurrection - Ascension School	id=g:6330271
Saint Francis Preparatory School	id=g:6330272
Saint Margaret's Religious Education Center	id=g:6330273
Sha - Arei Zion Ohel Bracha	id=g:6330274
Steptoe Valley High School	id=g:6330275
Hillcrest High School	id=g:6330276
Saint Francis De Sales School	id=g:6330277
Saint Rose of Lima School	id=g:6330278
Yeshiva of Belle Harbor	id=g:6330279
Public School 47	id=g:6330280
Academy of American Studies	id=g:6330281
Al-Ihsan Academy	id=g:6330282
American Martyrs School	id=g:6330283
Business and Computer Applications High School	id=g:6330284
Christopher Robin Academy	id=g:6330285
Q465 Far Rockaway High School	id=g:6330286
Garden School	id=g:6330287
Greater New York Academy	id=g:6330288
Holy Child Jesus School	id=g:6330289
Holy Trinity School	id=g:6330290
Humanities and the Arts Magnet High School	id=g:6330291
Ideal Islamic School	id=g:6330292
Intermediate School 192	id=g:6330293
Intermediate School 227	id=g:6330294
Lexington School for the Deaf	id=g:6330295
Lowell School	id=g:6330296
Lutheran School of Flushing and Bayside	id=g:6330297
Our Lady of Cenacle School	id=g:6330298
Our Lady of Perpetual Help School	id=g:6330299
Saint Catherine of Sienna School	id=g:6330300
Saint Mary Gate of Heaven School	id=g:6330301
Saint Paul's Nursery School	id=g:6330302
Jamaica Learning Center	id=g:6330303
Toquam Magnet School	id=g:6330304
Grijalva Elementary School	id=g:6330305
Hohokam Middle School	id=g:6330306
Johnson Primary School	id=g:6330307
Joyce M Drake Alternative Middle School	id=g:6330308
Lawrence Intermediate School	id=g:6330309
Maldonado Elementary School	id=g:6330310
Mary Meredith K-12 School	id=g:6330311
Miller Elementary School	id=g:6330312
W Travis Lofton High School	id=g:6330313
Damonte Ranch High School	id=g:6330314
Galena High School	id=g:6330315
North Valleys High School	id=g:6330316
Opportunity School	id=g:6330317
Regional Technical Institute	id=g:6330318
Spanish Springs High School	id=g:6330319
Truckee Meadows Community College High School	id=g:6330320
Damonte Ranch Middle School	id=g:6330321
Gerlach Middle School	id=g:6330322
Lou Mendive Middle School	id=g:6330323
Yvonne Shaw Middle School	id=g:6330324
Bud Beasley Elementary School	id=g:6330325
Ester Bennett Elementary School	id=g:6330326
Esko Schools	id=g:6330327
Desert Heights Elementary School	id=g:6330328
Donner Springs Elementary School	id=g:6330329
Double Diamond Elementary School	id=g:6330330
Ted Hunsberger Elementary School	id=g:6330331
Incline Elementary K-2nd School	id=g:6330332
Bernice Mathews Elementary School	id=g:6330333
Rollan D Melton Elementary School	id=g:6330334
Marvin Moss Elementary School	id=g:6330335
Spanish Springs Elementary School	id=g:6330336
Miraj Islamic School	id=g:6330337
New Dorp Christian Academy	id=g:6330338
Our Lady Queen of Peace School	id=g:6330339
Public School 6	id=g:6330340
Public School 54	id=g:6330341
Public School 56	id=g:6330342
Public School 57	id=g:6330343
Saint John Lutheran School	id=g:6330344
Staten Island Technical High School	id=g:6330345
Trinity Lutheran School	id=g:6330346
College of Staten Island Central Campus	id=g:6330347
Rosemary Clarke Middle School	id=g:6330348
Hafen Elementary School	id=g:6330349
J G Johnson Elementary School	id=g:6330350
Manse Elementary School	id=g:6330351
Mount Charleston Elementary School	id=g:6330352
Community College of Southern Nevada Pahrump Valley Center	id=g:6330353
Pershing County Middle School	id=g:6330354
Scofield Magnet Middle School	id=g:6330355
Hillside Elementary School	id=g:6330356
Long Island City High School	id=g:6330357
Florello H LaGuardia Community College	id=g:6330358
Poppenhusen Institute	id=g:6330359
Intermediate School 53	id=g:6330360
Artworks Academy	id=g:6330361
Aztec Middle College East	id=g:6330362
Aztec Middle College West	id=g:6330363
Banks Elementary School	id=g:6330364
Booth-Fickett Magnet School	id=g:6330365
Borman Elementary School	id=g:6330366
Broadway Alternative Middle School	id=g:6330367
Carrillo Magnet School	id=g:6330368
Washington International School	id=g:6330369
Cienega High School	id=g:6330370
Cottonwood Elementary School	id=g:6330371
Central High School	id=g:6330372
Bethel Mission Junior Academy	id=g:6330373
Martin De Porres School	id=g:6330374
Manhattan Bible Institute	id=g:6330375
Manhattan Vocational And Technical High School	id=g:6330376
Mother Cabrini High School	id=g:6330377
Northeastern Academy	id=g:6330378
Our Lady Queen of Angels Parish Elementary School	id=g:6330379
Public School M050 Vito Marcantonio	id=g:6330380
Resurrection School	id=g:6330381
Saint Ann's School	id=g:6330382
Saint Elizabeth School	id=g:6330383
Saint Jude's School	id=g:6330384
Saint Matthew School	id=g:6330385
Saint Paul's School	id=g:6330386
Saint Rose of Lima School	id=g:6330387
School of Cooperative Technical Education	id=g:6330388
Our Lady of Lourdes School	id=g:6330389
Saint Hilda's And Saint Hugh's School	id=g:6330390
Blessed Sacrament School	id=g:6330391
Holy Rosary School	id=g:6330392
Intermediate School 24	id=g:6330393
Intermediate School 34	id=g:6330394
Intermediate School 72	id=g:6330395
Mount Carmel - Saint Benedicta School	id=g:6330396
Port Richmond High School	id=g:6330397
Public School 20	id=g:6330398
Public School 32	id=g:6330399
Public School 37	id=g:6330400
Public School 58	id=g:6330401
Public School 60	id=g:6330402
Public School 69	id=g:6330403
Saint Joseph By The Sea High School	id=g:6330404
Saint Peter's Elementary School	id=g:6330405
Saint Peter's High School For Girls	id=g:6330406
Tottenville High School	id=g:6330407
Eltingville Lutheran School	id=g:6330408
Gateway Academy	id=g:6330409
Intermediate School 61	id=g:6330410
Intermediate School 75	id=g:6330411
Academy for Positive Learning	id=g:6330412
Academy of Arts and Minds School	id=g:6330413
Acs Roosevelt Center	id=g:6330414
Adult Education Center of Palm Beach	id=g:6330415
Advanced Technology Institute	id=g:6330416
Air Base Elementary School	id=g:6330417
Aleida's Nursery School	id=g:6330418
Alexander School Campus 2	id=g:6330419
Alexander School Campus 3	id=g:6330420
Allison Academy	id=g:6330421
Alpha Academy	id=g:6330422
Alphabet Land-Margate Elementary School	id=g:6330423
American Academy	id=g:6330424
American Christian School	id=g:6330425
Andy's Nursery School	id=g:6330426
Apple Tree Montessori Preschool	id=g:6330427
Apple Tree Preschool	id=g:6330428
Applied Technology School	id=g:6330429
Arc Broward School	id=g:6330430
Archbishop Carroll High School	id=g:6330431
500 Role Models School	id=g:6330432
A World for Children Montessori School	id=g:6330433
Abbott School and Day Care Center	id=g:6330434
Abbott School and Day Care Number 4	id=g:6330435
Abc A Learning Preschool	id=g:6330436
Abe Grant School	id=g:6330437
Abig Satellite School	id=g:6330438
Academy for Community Education	id=g:6330439
Brownstone School	id=g:6330440
Silver Stage Middle School	id=g:6330441
Silver Stage High School	id=g:6330442
Sutro Elementary School	id=g:6330443
Hawthorne Primary School	id=g:6330444
Childs Memorial Academy	id=g:6330445
Frederick Douglass Academy	id=g:6330446
Good Shepherd School	id=g:6330447
Jackie Robinson Educational Complex	id=g:6330448
Bilingual Cooperative Preschool	id=g:6330449
Binks Forest Elementary School	id=g:6330450
Biscayne Academy	id=g:6330451
Biscayne Elementary Head Start	id=g:6330452
Aventura Charter Elementary School	id=g:6330453
Aventura Montessori School	id=g:6330454
Baby and Me School	id=g:6330455
Balere Language Academy	id=g:6330456
Banyan Creek Elementary School	id=g:6330457
Banyan Day School	id=g:6330458
Barbara Goleman Adult School	id=g:6330459
Barbara Goleman Senior High School	id=g:6330460
Barrington Academy	id=g:6330461
Barry University South Campus	id=g:6330462
Baudhuin Oral School Nova University	id=g:6330463
Bear Lakes Middle School	id=g:6330464
Belafonte Tacolcy Ceenter Preschool	id=g:6330465
Benoist Farms Elementary School	id=g:6330466
Bet Breira School	id=g:6330467
Bet Shira Solomon Schechter Day School	id=g:6330468
Beth Am Day School	id=g:6330469
Bethany Community Kindergarten	id=g:6330470
Bethany Covenant School	id=g:6330471
Bethel Baptist Christian School	id=g:6330472
Bethune Head Start	id=g:6330473
Archimedean Academy	id=g:6330474
Arthur Mays Head Start	id=g:6330475
Arthur Robert Ashe Junior Middle School	id=g:6330476
Asbury Christian School	id=g:6330477
Ashe Primary School	id=g:6330478
Aspira Charter School South	id=g:6330479
Aspira Eugenio Maria De Hostos School	id=g:6330480
Aspira Youth Leadership School	id=g:6330481
Atlantic International University	id=g:6330482
Attucks Middle School	id=g:6330483
Aurora Academy	id=g:6330484
Christ-Mar Kindergarten	id=g:6330485
Christ-Mar Private School	id=g:6330486
Citrus Cove Elementary School	id=g:6330487
City of Coral Springs Charter School	id=g:6330488
City-Pembroke Pines Charter High School	id=g:6330489
Clara B Knight Development Center	id=g:6330490
Claude Pepper Elementary School	id=g:6330491
Clown Around Preschool	id=g:6330492
Carlos Albizu University	id=g:6330493
Carver Middle School	id=g:6330494
Castle Hill Elementary School Annex	id=g:6330495
Centervilla Kindergarten	id=g:6330496
Blue Lake Point Head Start	id=g:6330497
Blue Lakes Elementary Prime Time School	id=g:6330498
Booker T Washington Senior High School	id=g:6330499
Bowman Foster Ashe Elementary School	id=g:6330500
Boynton Beach Community Adult School	id=g:6330501
Boynton Beach Community High School	id=g:6330502
Bright Futures International	id=g:6330503
Brito Miami Private School	id=g:6330504
Broward Children's Center	id=g:6330505
Broward Children's Center North	id=g:6330506
Broward Community Charter School	id=g:6330507
Broward Detention Center School	id=g:6330508
Broward Intensive Halfway School	id=g:6330509
Bryan Cares Preschool	id=g:6330510
Bunche Park Elementary Head Start	id=g:6330511
Butterfly Cooperative Preschool	id=g:6330512
Calusa Elementary School	id=g:6330513
Calusa Preparatory School	id=g:6330514
Camelot School	id=g:6330515
Campbell Drive Elementary Head Start	id=g:6330516
Capulatos Felices Day School	id=g:6330517
Caribbean Center for Advanced Studies Miami Institute	id=g:6330518
Bible Baptist Christian Academy	id=g:6330519
Coral Reef Elementary School	id=g:6330520
Coral Reef Montessori Academy School	id=g:6330521
Coral Reef Senior High School	id=g:6330522
Corebridge Educational Academy	id=g:6330523
Corporate Academy North	id=g:6330524
Corporate Academy South	id=g:6330525
Country Hills Elementary School	id=g:6330526
Country Isles Elementary School	id=g:6330527
Coconout Grove Elementary Head Start	id=g:6330528
Coconut Palm Elementary School	id=g:6330529
Coconut Palms Elementary School	id=g:6330530
College Academy at Broward Community College High S	id=g:6330531
Colonial Christian School	id=g:6330532
Central Area Elementary Transition School	id=g:6330533
Central Charter School	id=g:6330534
Central Park Elementary School	id=g:6330535
Challenger Elementary School	id=g:6330536
Chancellor at North Lauderdale Middle School	id=g:6330537
Chancellor Charter School	id=g:6330538
Chapel Trail Elementary School	id=g:6330539
Charles David Wyche Junior School	id=g:6330540
Charles Drew Elementary Headstart	id=g:6330541
Charter School of Boynton Beach	id=g:6330542
Charter School of Excellence	id=g:6330543
Children Academy	id=g:6330544
Children's Academy Number 2	id=g:6330545
Children's Academy Preschool	id=g:6330546
Children's Academy Preschool Number 2	id=g:6330547
Children's Christian School House	id=g:6330548
Children's Hour Day School	id=g:6330549
Children's Rainbow Day School	id=g:6330550
Cholee Lake Elementary School	id=g:6330551
Christ Crusade Academy	id=g:6330552
Christ the King Preschool	id=g:6330553
Christa McAuliffe Middle School	id=g:6330554
Christian Family Academy	id=g:6330555
Christina M Eve Elementary School	id=g:6330556
Delray Beach Academy	id=g:6330557
Delray Youth Vocational Charter School	id=g:6330558
Delta Christian Academy	id=g:6330559
Delta's Kiddie Academy	id=g:6330560
Design and Architecture Senior High School	id=g:6330561
Diamond View Elementary School	id=g:6330562
Discovery Key Elementary School	id=g:6330563
District Instructional Center 10	id=g:6330564
District Instructional Center 11	id=g:6330565
District Instructional Center 12	id=g:6330566
District Instructional Center 13	id=g:6330567
District Instructional Center 14	id=g:6330568
District Instructional Center 15	id=g:6330569
District Instructional Center 16	id=g:6330570
District Instructional Center 17	id=g:6330571
District Instructional Center 18	id=g:6330572
District Instructional Center 2	id=g:6330573
District Instructional Center 3	id=g:6330574
District Instructional Center 4	id=g:6330575
District Instructional Center 5	id=g:6330576
District Instructional Center 5	id=g:6330577
Creative Learning Center	id=g:6330578
Cross Creek School	id=g:6330579
Crosspointe Elementary School	id=g:6330580
Crystal Lakes Elementary School	id=g:6330581
Culmer Place Head Start	id=g:6330582
Cutler Ridge United Methodist Kindergarten	id=g:6330583
Cypress Run Alternative Center	id=g:6330584
