Victory Primitive Methodist Church	id=g:7184261
Banquete Junior High School	id=g:7186196
La Villa High School	id=g:7186197
Texana Center - Rosenberg Behavioral Healthcare Clinic	id=g:7186198
South Shore Montessori School	id=g:7186199
Alice High School	id=g:7186200
Community Center School	id=g:7186201
Orange Grove Junior High School	id=g:7186202
Elizabeth Cook Primary School	id=g:7186203
Port Isabel High School	id=g:7186204
Daule Special Education Cooperative School	id=g:7186205
Santa Rosa Elementary School	id=g:7186206
Friendswood Childrens House	id=g:7186207
Driscoll Elementary School	id=g:7186208
L B Johnson Elementary School	id=g:7186209
Alvin Primary School	id=g:7186210
Fulton Elementary School	id=g:7186211
Newgulf Elementary School	id=g:7186212
Palito Blanco Elementary School	id=g:7186213
Bloomington Junior High School	id=g:7186214
Kingsville Independent School District - Laser School	id=g:7186215
Saint Josephs Elementary School	id=g:7186216
Placedo Elementary School	id=g:7186217
Bay Area Montessori School House	id=g:7186218
Mary Hoge Academy	id=g:7186219
Skidmore - Tynan Elementary School	id=g:7186220
Alter Education Center	id=g:7186221
Santa Maria Alternative School	id=g:7186222
Lyford Elementary School	id=g:7186223
Stuart Place Elementary School	id=g:7186224
Cameron County Juvenile Justice Alternative Education Program School	id=g:7186225
Trinity Episcopal School	id=g:7186226
Oratory Academy	id=g:7186227
Academy High School	id=g:7186228
Cornerstone Christian Academy	id=g:7186229
Sacred Heart School	id=g:7186230
Head Start Ziegler Satellite School	id=g:7186231
Nueces County Juvenile Justice Alternative Education Program School	id=g:7186232
Pharr - San Juan - Alamo School District - Teenage Parent Program	id=g:7186233
Crenshaw Elementary School and Middle School	id=g:7186234
Central Catholic Elementary School	id=g:7186235
Port Comfort Elementary School	id=g:7186236
Louise High School	id=g:7186237
Bruk Academy	id=g:7186238
Alternative Center for Education	id=g:7186239
Rio Hondo Elementary School	id=g:7186240
East Bernard Elementary School	id=g:7186241
Runn Elementary School	id=g:7186242
Ganado Elementary School	id=g:7186243
Holy Rosary Catholic School	id=g:7186244
Orange Grove High School	id=g:7186245
Saint Paul Lutheran School	id=g:7186246
Calhoun County Juvenile Justice Alternative Education Program	id=g:7186247
Aloe Elementary School	id=g:7186248
Abundant Life Christian School	id=g:7186249
Riverbend Montessori School	id=g:7186250
A N Rico Elementary School	id=g:7186251
Nanny Elementary School	id=g:7186252
Brundrett Middle School	id=g:7186253
Valley Grande Elementary School	id=g:7186254
Lyford Middle School	id=g:7186255
Northbay Child Development Center	id=g:7186256
Seashore Learning Center	id=g:7186257
Yorktown Christian Academy	id=g:7186258
Edcouch - Elsa High School	id=g:7186259
Las Yescas Elementary School	id=g:7186260
Hightower High School	id=g:7186261
San Perlita Elementary School	id=g:7186262
Trinity Baptist Christian School	id=g:7186263
Maria's Montessori School	id=g:7186264
Day Star Residential School	id=g:7186265
Darrell Hester Juvenile Detention Center	id=g:7186266
Academy of Clear Lake	id=g:7186267
Elliot Grant Middle School	id=g:7186268
South Texas Boot Camp	id=g:7186269
Mission Valley Elementary School	id=g:7186270
Christian Life Academy	id=g:7186271
Covenant Christian Academy	id=g:7186272
Saint Michael's Episcopal School	id=g:7186273
Odem Junior High School	id=g:7186274
Galveston County Juvenile Justice Alternative Education Program	id=g:7186275
Hidalgo County Juvenile Justice Alternative Education Program	id=g:7186276
Alice Christian School	id=g:7186277
Rio Hondo Junior High School	id=g:7186278
Upper Valley Seventh Day Adventist Elementary School	id=g:7186279
Cameron County Juvenile Justice Alternative Education Program School	id=g:7186280
First Presbyterian Church Preschool	id=g:7186281
Meyersville Elementary School	id=g:7186282
Eagle Project School - Brownsville	id=g:7186283
Sebastian Elementary School	id=g:7186284
Valley Christian Heritage School	id=g:7186285
Valley Christian High School	id=g:7186286
Mid - Valley Christian School	id=g:7186287
Westminster Academy	id=g:7186288
High Island High School	id=g:7186289
Pettus High School	id=g:7186290
Mount Olive Lutheran School	id=g:7186291
Harlingen School District - Keys Academy	id=g:7186292
Rio Grande Marine Institute	id=g:7186293
Saint Mary School	id=g:7186294
Silverlake Elementary School	id=g:7186295
Resaca Middle School	id=g:7186296
Pine Drive Baptist Christian School	id=g:7186297
Premont Junior High School	id=g:7186298
Port Isabel Junior High School	id=g:7186299
Flour Bluff Intermediate School	id=g:7186300
Laward Elementary School	id=g:7186301
Monte Alto Middle School	id=g:7186302
Saint Pius X Catholic School	id=g:7186303
Alternative Center for Education	id=g:7186304
Skidmore - Tynan Junior High School	id=g:7186305
Epiphany Episcopal School	id=g:7186306
West Brazos Junior High School	id=g:7186307
Gloria Dei Christian School	id=g:7186308
Arlington Heights Christian School	id=g:7186309
Nursery Elementary School	id=g:7186310
Port Aransas High School	id=g:7186311
Flour Bluff Primary School	id=g:7186312
Benavides Junior High School	id=g:7186313
Woodsboro Elementary School	id=g:7186314
Faith Christian Academy	id=g:7186315
Pharr - San Juan - Alamo - Central High School	id=g:7186316
Patricia S Garza Elementary School	id=g:7186317
Flour Bluff Junior High School	id=g:7186318
Sunnyside Day School	id=g:7186319
Bay Elementary School	id=g:7186320
Ricardo Elementary School	id=g:7186321
Grace Christian School	id=g:7186322
Wild Peach Elementary School	id=g:7186323
Woodsboro High School	id=g:7186324
Rio Hondo High School	id=g:7186325
C J Harris Elementary School	id=g:7186326
Juvenile Detention Center Alternative School	id=g:7186327
Victoria Christian School	id=g:7186328
Santa Maria Middle School	id=g:7186329
Central Christian School	id=g:7186330
Edcouch Elementary School	id=g:7186331
Valley Baptist Academy	id=g:7186332
First Baptist Kindergarten	id=g:7186333
Galveston County Juvenile Justice Alternative Education Program	id=g:7186334
Markham Elementary School	id=g:7186335
First Baptist Church School	id=g:7186336
La Villa Middle School	id=g:7186337
Robstown High School	id=g:7186338
Nueces County Juvenile Justice Alternative Education Program	id=g:7186339
Texas Serenity Academy	id=g:7186340
Faith Academy - Secondary Campus	id=g:7186341
South Texas High School Health Professions	id=g:7186342
Our Lady of Victory School	id=g:7186343
Clear Lake Montessori School	id=g:7186344
Richard Milburn Alternative High School	id=g:7186345
Iago Junior High School	id=g:7186346
Saint Luke Catholic School	id=g:7186347
De La Paz Middle School	id=g:7186348
First Presbyterian Church Day School	id=g:7186349
Cathedral of the Palms Christian School	id=g:7186350
Hitchcock Special Education School	id=g:7186351
Faith Christian Academy	id=g:7186352
Houston Learning Academy	id=g:7186353
Inez Elementary School	id=g:7186354
Louise Elementary School	id=g:7186355
Saint Philip's Episcopal School	id=g:7186356
Lord of Life Lutheran School	id=g:7186357
Primera Day School	id=g:7186358
Valley View North Elementary School	id=g:7186359
Valley Christian Schools	id=g:7186360
Gulf Coast Council of La Raza Runaway Shelter	id=g:7186361
Living Water Christian School	id=g:7186362
Windsong Intermediate School	id=g:7186363
Faith Academy - Elementary School Campus - Christian	id=g:7186364
First Baptist School	id=g:7186365
Riviera Kaufer High School	id=g:7186366
Our Lady of Sorrows School	id=g:7186367
San Isidro Elementary School	id=g:7186368
Odyssey Academy	id=g:7186369
East Bernard High School	id=g:7186370
Hidalgo County Juvenile Justice Alternative Education Program	id=g:7186371
Petronila Elementary School	id=g:7186372
Agape Christian School	id=g:7186373
Saint Albans Episcopal Day School	id=g:7186374
Agua Dulce Elementary School	id=g:7186375
True Cross Elementary School	id=g:7186376
Beasley Elementary School	id=g:7186377
San Perlita High School	id=g:7186378
Santa Rosa Middle School	id=g:7186379
Nueces County Juvenile Justice Alternative Education Program	id=g:7186380
Coastal Oaks Christian School	id=g:7186381
Hughes Road Elementary School	id=g:7186382
John Paul Il Catholic High School	id=g:7186383
Parkdale Baptist School	id=g:7186384
Austwell - Tivoli High School	id=g:7186385
Leal Elementary School	id=g:7186386
Galloway Upper School	id=g:7186387
McAllister Middle School	id=g:7186388
Boling High School	id=g:7186389
Seabrook Montessori School	id=g:7186390
Danbury High School	id=g:7186391
Saint Mary Academy Charter School	id=g:7186392
Orange Grove Intermediate School	id=g:7186393
Santa Rosa High School	id=g:7186394
Devereux School	id=g:7186395
Broken Camp Residential Alternative School	id=g:7186396
High Island Middle School	id=g:7186397
Valley View Elementary School	id=g:7186398
Faith Temple Christian School	id=g:7186399
Madge Griffith Elementary School	id=g:7186400
The Episcopal Day School	id=g:7186401
Hidalgo County Juvenile Justice Alternative Education Program	id=g:7186402
Good Shepherd Episcopal School	id=g:7186403
Carlos Truan Junior High School	id=g:7186404
Grape Creek Special Program	id=g:7186405
Our Lady of Perpetual Help Catholic School	id=g:7186406
Bloomington High School	id=g:7186407
La Villa Elementary School	id=g:7186408
P H Greene Elementary School	id=g:7186409
Coastal Bend Youth City School	id=g:7186410
McAllen Independent School District Main Office	id=g:7186411
The Science Academy School	id=g:7186412
Holy Comforter Episcopal School	id=g:7186413
Galveston County Juvenile Justice Alternative Education Program	id=g:7186414
Carden Jackson School	id=g:7186415
Saint Thomas Episcopal School	id=g:7186416
Harwell Middle School	id=g:7186417
East Bernard Junior High School	id=g:7186418
Needville Middle School	id=g:7186419
Our Lady of the Gulf Catholic School	id=g:7186420
Faith Christian Academy	id=g:7186421
Roosevelt Alternative School	id=g:7186422
Cuero Christian Academy	id=g:7186423
Harrison Jefferson Madison Elementary School	id=g:7186424
Carver Elementary School	id=g:7186425
Susanna Dickinson Elementary School	id=g:7186426
County of San Patricio - Juvenile Probation Department	id=g:7186427
Woodsboro Junior High School	id=g:7186428
Texas City Juvenile Justice Alternative Education Program	id=g:7186429
Saint Paul Lutheran School	id=g:7186430
Most Precious Blood Catholic School	id=g:7186431
Garwood Elementary School	id=g:7186432
E C Mason Primary School	id=g:7186433
Galveston County Juvenile Justice Alternative Education Program	id=g:7186434
East End Preschool	id=g:7186435
Sienna Crossing Elementary School	id=g:7186436
Progreso Intermediate School	id=g:7186437
First Baptist Church School	id=g:7186438
Encino School	id=g:7186439
Matagorda County Alternative Education School	id=g:7186440
Salazar Elementary School	id=g:7186441
Skidmore - Tynan High School	id=g:7186442
Brazoria County Juvenile Justice Alternative Education Program	id=g:7186443
Gilbert J Mircovich Elementary School	id=g:7186444
Alternative Education Campus Shoreline	id=g:7186445
Brazoria County Juvenile Justice Alternative Education Program	id=g:7186446
Powell Point Elementary School	id=g:7186447
Odem High School	id=g:7186448
Beeville School District Learning Resource Center	id=g:7186449
Seaborne Conservation Corps	id=g:7186451
The Children's House	id=g:7186452
Light House Christian Academy	id=g:7186453
I W and Eleanor Hyde Elementary School	id=g:7186454
La Marque Independent School District Early Childhood Learning Center	id=g:7186455
Bishop Garriga Catholic Middle School	id=g:7186456
Walt Disney Elementary School	id=g:7186457
Kenmont Montessori School	id=g:7186458
Northside Baptist Day School	id=g:7186459
Garcia Elementary School	id=g:7186460
Goliad High School	id=g:7186461
Villareal Elementary School	id=g:7186462
Coastal Bend College	id=g:7186463
San Benito Veterans' Memorial Ninth Grade Academy	id=g:7186464
Moises Vela Middle School	id=g:7186465
Ed White Memorial High School	id=g:7186466
Odem Elementary School	id=g:7186467
First Methodist Episcopal Church (historical)	id=g:7186468
Allegany Fire House Number 1 (historical)	id=g:7186469
Allegany Full Gospel Church	id=g:7186470
Saint John's Evangelical Lutheran Church	id=g:7186471
Town of Allegany Garage	id=g:7186472
Seminary of Christ the King (historical)	id=g:7186473
Saint Bonaventure Roman Catholic Church	id=g:7186474
Saint Bonaventure Parochial School	id=g:7186475
Saint Elizabeth's Academy (historical)	id=g:7186476
Church of God of Prophecy	id=g:7186477
First Free Methodist Church	id=g:7186478
Allegany Elementary School	id=g:7186479
Midway Airport (historical)	id=g:7186480
Hoels Wash	id=g:7186481
Hopkins Hall	id=g:7186482
Village of Saint Anthony	id=g:7186483
Francis Hall	id=g:7186484
Damietta Center	id=g:7186485
Glen of Saint Clare	id=g:7186486
Gardens of Brother Leo	id=g:7186487
Franciscan Friary	id=g:7186488
University Chapel	id=g:7186489
Doyle Hall	id=g:7186490
Sandra A and William L Richter Center	id=g:7186491
Robinson/Falconio Halls	id=g:7186492
Regina A Quick Center for the Arts	id=g:7186493
Devereux Hall	id=g:7186494
Butler Gymnasium	id=g:7186495
University Ministries Center	id=g:7186496
Reilly Center	id=g:7186497
Friedsam Memorial Library	id=g:7186498
Hickey Dining Hall	id=g:7186499
Shay/Loughlen Hall	id=g:7186500
DeLaRouche Hall	id=g:7186501
John J Murphy Professional Building	id=g:7186502
Plassmann Hall	id=g:7186503
University Observatory	id=g:7186504
McGraw-Jennings Athletic Fields	id=g:7186505
Hartwell Hall	id=g:7186506
Lathrop Hall	id=g:7186507
Morgan Hall	id=g:7186508
Lennon Hall	id=g:7186509
Rakov Center For Student Services	id=g:7186510
Seymour College Union	id=g:7186511
Smith Hall	id=g:7186512
Tower Fine Arts Center	id=g:7186513
Edwards Hall	id=g:7186514
Thompson Hall	id=g:7186515
McLean Hall	id=g:7186516
MacVicar Hall	id=g:7186517
Holmes Hall	id=g:7186518
Hazen Health Center	id=g:7186519
Dailey Hall	id=g:7186520
McFarlane Hall	id=g:7186521
Albert W Brown Building	id=g:7186522
Harmon Hall	id=g:7186523
Gordon Hall	id=g:7186524
Benedict Hall	id=g:7186525
Dobson Hall	id=g:7186526
Briggs Hall	id=g:7186527
Bramley Hall	id=g:7186528
Perry Hall	id=g:7186529
Mortimer Hall	id=g:7186530
Conrad Welcome Center	id=g:7186531
Allen Administration Building	id=g:7186532
Drake Memorial Library	id=g:7186533
Cooper Hall	id=g:7186534
Special Olympics Stadium	id=g:7186535
Bob Boozer Field	id=g:7186536
Tuttle North Athletic Complex	id=g:7186537
Tuttle South Gymnasium	id=g:7186538
Brockway Hall	id=g:7186539
Harrison Hall	id=g:7186540
Chapman Service Center	id=g:7186541
Nativity Parochial School (historical)	id=g:7186542
Brockport Village Hall	id=g:7186543
Strand Theatre	id=g:7186544
Saint Luke's Episcopal Church	id=g:7186545
Cary Memorial Hall	id=g:7186546
Brockport United Methodist Church	id=g:7186547
Assembly of God Church	id=g:7186548
First Baptist Church	id=g:7186549
First Presbyterian Church	id=g:7186550
Brockport-Seymour Library	id=g:7186551
Concordia Evangelical Lutheran Church	id=g:7186552
Capen Hose Company Number 4	id=g:7186553
Roman Catholic Church of the Nativity	id=g:7186554
Free Methodist Church (historical)	id=g:7186555
Vanderhoof Hall	id=g:7186556
Clarkson Town Hall	id=g:7186557
Clarkson Congregational Church	id=g:7186558
Clarkson District Number 2 Public School (historical)	id=g:7186559
Cornerstone Christian Academy	id=g:7186560
Garland Methodist Church	id=g:7186561
Brockport High School	id=g:7186562
Fred W Hill School	id=g:7186563
Valley Park Alternative High School	id=g:7186564
Slaughter Elementary School	id=g:7186565
Houma Christian School	id=g:7186566
Harvest Christian Academy School	id=g:7186567
West Feliciana Middle School	id=g:7186568
Louisiana New School Academy	id=g:7186569
Country Day School of Baton Rogue	id=g:7186570
J K Haynes Elementary Charter School	id=g:7186571
Central Baptist School	id=g:7186572
Albany Lower Elementary School	id=g:7186573
B B Rayburn Correctional Center Special School District	id=g:7186574
Gordon Richardson Christian Academy School	id=g:7186575
Louisiana Technical College Hammond Campus	id=g:7186576
