Buayan River	id=g:1723675
Balagbag	id=g:1728603
Balagbag	id=g:1728604
Balagbag	id=g:1728605
Balagbag	id=g:1728606
Balagbag	id=g:1728607
Balagbag	id=g:1728608
Balagay	id=g:1728609
Balagawan	id=g:1728610
Balagatasa	id=g:1728611
Balagasan	id=g:1728612
Balaganon Point	id=g:1728613
Balagan	id=g:1728614
Balagan	id=g:1728615
Balagan	id=g:1728616
Balaga	id=g:1728617
Balading Point	id=g:1728618
Balading Island	id=g:1728619
Baladingan	id=g:1728620
Balading	id=g:1728621
Balading	id=g:1728622
Balaktasan	id=g:1728623
Balactasan	id=g:1728624
Balacson	id=g:1728625
Balacnono	id=g:1728626
Balacdas	id=g:1728627
Balacbalac Creek	id=g:1728628
Balacbalac	id=g:1728629
Balacbalac	id=g:1728630
Mount Balacbacan	id=g:1728631
Balakbak	id=g:1728632
Balacay Island	id=g:1728633
Balacatac	id=g:1728634
Balacat	id=g:1728635
Balacad	id=g:1728636
Balaca	id=g:1728637
Mount Balac	id=g:1728638
Balabuda River	id=g:1728639
Balabara	id=g:1728640
Balabao River	id=g:1728641
Balabao Point	id=g:1728642
Mount Balabac	id=g:1728643
Balabalat	id=g:1728644
Balabago Point	id=g:1728645
Balabagon	id=g:1728646
Balabago	id=g:1728647
Balabago	id=g:1728648
Balabago	id=g:1728649
Balabag Mountains	id=g:1728650
Balabag Hacienda	id=g:1728651
Balabagan River	id=g:1728652
Balabagan	id=g:1728653
Balabagan	id=g:1728654
Balabagan	id=g:1728655
Mount Balabag	id=g:1728656
Mount Balabag	id=g:1728657
Mount Balabag	id=g:1728658
Balabag	id=g:1728659
Balabag	id=g:1728660
Balabag	id=g:1728661
Balabag	id=g:1728662
Balabag	id=g:1728663
Balabag	id=g:1728664
Balabag	id=g:1728665
Balabag	id=g:1728666
Balabag	id=g:1728667
Balabag	id=g:1728668
Balabag	id=g:1728669
Balabac Strait	id=g:1728670
Balabac Peak	id=g:1728671
Balabac Island	id=g:1728672
Balabac Island	id=g:1728673
Mount Balabac	id=g:1728674
Balabac	id=g:1728675
Balabac	id=g:1728676
Balabac	id=g:1728677
Balaat	id=g:1728678
Bala-as	id=g:1728679
Balaas	id=g:1728680
Bala	id=g:1728681
Bakiang	id=g:1728682
Bakuyao River	id=g:1728683
Bakuyao Creek	id=g:1728684
Bakun River	id=g:1728685
Bacon	id=g:1728686
Bakung	id=g:1728687
Bakung	id=g:1728688
Bakun	id=g:1728689
Bakun	id=g:1728690
Bakum River	id=g:1728691
Bakulud Swamp	id=g:1728692
Bakulin Point	id=g:1728693
Baculin	id=g:1728694
Bakul	id=g:1728695
Bakud	id=g:1728696
Bakubun River	id=g:1728697
Baktul	id=g:1728698
Baksan	id=g:1728699
Baksal River	id=g:1728700
Baksal Cove	id=g:1728701
Bakor Sea	id=g:1728702
Bakoo Point	id=g:1728703
Bakong Point	id=g:1728704
Bakong	id=g:1728705
Bakong	id=g:1728706
Bakong	id=g:1728707
Bakolod Island	id=g:1728708
Bakolod	id=g:1728709
Mount Bakoko	id=g:1728710
Bakog River	id=g:1728711
Bako	id=g:1728712
Baknit	id=g:1728713
Bakla	id=g:1728714
Bachauan	id=g:1728715
Bak-jao	id=g:1728716
Rio Bakitbakit	id=g:1728717
Bakitbakit	id=g:1728718
Bakir	id=g:1728719
Bakiog	id=g:1728720
Bakio Bay	id=g:1728721
Bakingking	id=g:1728722
Bakilid	id=g:1728723
Mount Bakil	id=g:1728724
Bakias	id=g:1728725
Bakiang	id=g:1728726
Bakiad	id=g:1728727
Baquia	id=g:1728728
Bakhaw Point	id=g:1728729
Bachaw Point	id=g:1728730
Bakhawan Point	id=g:1728731
Bakhaw	id=g:1728732
Bakhau Island	id=g:1728733
Bakhan Dakula Island	id=g:1728734
Brgy. Bachaw Norte, Kalibo	id=g:1728735
Bakeke Islet	id=g:1728736
Bakbak Island	id=g:1728737
Bacayan	id=g:1728738
Bakat	id=g:1728739
Bakat	id=g:1728740
Baka River	id=g:1728741
Bakao	id=g:1728742
Bakalod Island	id=g:1728743
Bakalao Point	id=g:1728744
Bakalan River	id=g:1728745
Bacalan	id=g:1728746
Bakal	id=g:1728747
Baka	id=g:1728748
Bajuyan	id=g:1728749
Bajungpandan	id=g:1728750
Mount Bajucan	id=g:1728751
Bajucan	id=g:1728752
Cayos del Bajo	id=g:1728753
Bajo	id=g:1728754
Bajó	id=g:1728755
Baje San Nicolas	id=g:1728756
Baje San Julian	id=g:1728757
Baje Creek	id=g:1728758
Baje	id=g:1728759
Baja Point	id=g:1728760
Baja Point	id=g:1728761
Bajapa Reef	id=g:1728762
Baja Hanura Island	id=g:1728763
Bajakbajak River	id=g:1728764
Bais Point	id=g:1728765
Baisong	id=g:1728766
Bai Sirafmang	id=g:1728767
Bais Creek	id=g:1728768
Bais City	id=g:1728769
Bais	id=g:1728770
Bais	id=g:1728771
Bais	id=g:1728772
Baird Point	id=g:1728773
Baird Creek	id=g:1728774
Bairao	id=g:1728775
Bairan	id=g:1728776
Bairan	id=g:1728777
Bairan	id=g:1728778
Bairan	id=g:1728779
Bairan	id=g:1728780
Ba-iran	id=g:1728781
Baira Island	id=g:1728782
Bailong	id=g:1728783
Baila-Uwak	id=g:1728784
Bailat	id=g:1728785
Baylan River	id=g:1728786
Bailan Point	id=g:1728787
Bailan	id=g:1728788
Bailan	id=g:1728789
Bailan	id=g:1728790
Bail	id=g:1728791
Bail	id=g:1728792
Baikingon	id=g:1728793
Bai	id=g:1728794
Bai	id=g:1728795
Bahyan	id=g:1728796
Bahul Island	id=g:1728797
Bahugan Creek	id=g:1728798
Bahugan	id=g:1728799
Bauhan	id=g:1728800
Mount Bahu	id=g:1728801
Bahoy	id=g:1728802
Bahonban Rocks	id=g:1728803
Sapang Bato River	id=g:1728804
Bahit	id=g:1728805
Bajit	id=g:1728806
Bahisan	id=g:1728807
Bahi River	id=g:1728808
Bahinga	id=g:1728809
Bahiguhay	id=g:1728810
Bahid	id=g:1728811
Bahian	id=g:1728812
Bahian	id=g:1728813
Bahia Honda Point	id=g:1728814
Bahi	id=g:1728815
Bahi	id=g:1728816
Bahi	id=g:1728817
Bahi	id=g:1728818
Bahi	id=g:1728819
Bahet	id=g:1728820
Baheli River	id=g:1728821
Mount Baheli	id=g:1728822
Baheli	id=g:1728823
Bahbah River	id=g:1728824
Bah-Bah	id=g:1728825
Bahay Toro	id=g:1728826
Bahay River	id=g:1728827
Bahay River	id=g:1728828
Bahay Point	id=g:1728829
Bahay Pare	id=g:1728830
Bahay Pare	id=g:1728831
Bahay Paniqui Caves	id=g:1728832
Bahay Nayon	id=g:1728833
Bahay Island	id=g:1728834
Bahaybahay	id=g:1728835
Bahayan River	id=g:1728836
Bahay	id=g:1728837
Bahay	id=g:1728838
Bahay	id=g:1728839
Bahay	id=g:1728840
Bahay	id=g:1728841
Bahay	id=g:1728842
Bahay	id=g:1728843
Bahay	id=g:1728844
Bahay	id=g:1728845
Bahay	id=g:1728846
Bahay	id=g:1728847
Bahay	id=g:1728848
Bahao River	id=g:1728849
Mount Bahaoan	id=g:1728850
Bahao	id=g:1728851
Bao	id=g:1728852
Bajao	id=g:1728853
Bahan River	id=g:1728854
Bahan	id=g:1728855
Bahal Point	id=g:1728856
Bahac-bahac	id=g:1728857
Baha	id=g:1728858
Baha	id=g:1728859
Bagutot	id=g:1728860
Bagutayoc Point	id=g:1728861
Bagutari	id=g:1728862
Bagut	id=g:1728863
Bagu River	id=g:1728864
Bagupaye	id=g:1728865
Bagupaye	id=g:1728866
Bagupantao Point	id=g:1728867
Bagunot	id=g:1728868
Baguntubig River	id=g:1728869
Baguntaas	id=g:1728870
Bagunbanua Island Reef	id=g:1728871
Bagunbanua Island	id=g:1728872
Bagunaua River	id=g:1728873
Bagunaua	id=g:1728874
Bagunanay	id=g:1728875
Bagum Island	id=g:1728876
Bagumbun River	id=g:1728877
Bagumbuñgan Ilaya	id=g:1728878
Bagumbuñgan Ibaba	id=g:1728879
Mount Bagumbun	id=g:1728880
Bagumbong	id=g:1728881
Bagombong	id=g:1728882
Bagumbayan	id=g:1728883
Bagumbayan	id=g:1728884
Bagumbayan	id=g:1728885
Bagumbayan	id=g:1728886
Bagumbayan	id=g:1728887
Bagumbayan	id=g:1728888
Bagumbayan	id=g:1728889
Bagumbayan	id=g:1728890
Bagumbayan	id=g:1728891
Bagumbayan	id=g:1728892
Bagumbayan	id=g:1728893
Bagumbayan	id=g:1728894
Bagumbayan	id=g:1728895
Bagumbayan	id=g:1728896
Bagumbayan	id=g:1728897
Bagumbayan	id=g:1728898
Bagumbayan	id=g:1728899
Bagumbayan	id=g:1728900
Bagumbayan	id=g:1728901
Bagumbayan	id=g:1728902
Bagumbayan	id=g:1728903
Bagumbayan	id=g:1728904
Bagumbayan	id=g:1728905
Bagumbayan	id=g:1728906
Bagumbayan	id=g:1728907
Bagumbayan	id=g:1728908
Bagumbanua Island	id=g:1728909
Bagumbanua Island	id=g:1728910
Bagumbang Creek	id=g:1728911
Bagumbang	id=g:1728912
Mount Bagulipat	id=g:1728913
Bagulin	id=g:1728914
Bagulin	id=g:1728915
Bagulaya Point	id=g:1728916
Bagulayag	id=g:1728917
Bagulayag	id=g:1728918
Bagulayag	id=g:1728919
Bagulayac Point	id=g:1728920
Bagulansang Point	id=g:1728921
Bagulangsang	id=g:1728922
Bagulaizo	id=g:1728923
Baguitan	id=g:1728924
Baguis Point	id=g:1728925
Baguio Point	id=g:1728926
Baguio Goldmining Company	id=g:1728927
Baguio Cove	id=g:1728928
Baguio City	id=g:1728929
Baguio	id=g:1728930
Baguio	id=g:1728931
Baguio	id=g:1728932
Baguio	id=g:1728933
Baguiñgin	id=g:1728934
Baguiñgin	id=g:1728935
Baguinge	id=g:1728936
Baguingay	id=g:1728937
Baguinbin	id=g:1728938
Baguinay	id=g:1728939
Baguilawa	id=g:1728940
Baguiing Creek	id=g:1728941
Baguer	id=g:1728942
Baguid	id=g:1728943
Baguian River	id=g:1728944
Baguiangan	id=g:1728945
Baguiang	id=g:1728946
Baguiad	id=g:1728947
Baguhan	id=g:1728948
Baguhan	id=g:1728949
Bague River	id=g:1728950
Bague River	id=g:1728951
Baguer	id=g:1728952
Bagubay	id=g:1728953
Bagubaut Point	id=g:1728954
Baguan River	id=g:1728955
Baguan Island	id=g:1728956
Baguang Creek	id=g:1728957
Baguang	id=g:1728958
Baguang	id=g:1728959
Baguang	id=g:1728960
Baguan	id=g:1728961
Baguan	id=g:1728962
Bagua-Ingud	id=g:1728963
Bagua	id=g:1728964
Bagua	id=g:1728965
Bagua	id=g:1728966
Bagu	id=g:1728967
Bagu	id=g:1728968
Bagu	id=g:1728969
Bagtong Point	id=g:1728970
Bagtong	id=g:1728971
Bagto	id=g:1728972
Bagto	id=g:1728973
Bagto	id=g:1728974
Bagtingon	id=g:1728975
Bagtingon	id=g:1728976
Bagting	id=g:1728977
Bagting	id=g:1728978
Bagtic River	id=g:1728979
Bagtikan	id=g:1728980
Bagtik	id=g:1728981
Bagtic	id=g:1728982
Bagtic	id=g:1728983
Bagtic	id=g:1728984
Bagtiag	id=g:1728985
Bagtayan	id=g:1728986
Bagtayan	id=g:1728987
Bagtason	id=g:1728988
Bagtesan Point	id=g:1728989
Bagtangan	id=g:1728990
Bagsit River	id=g:1728991
Bagsay	id=g:1728992
Bagsangan	id=g:1728993
Mount Bagsak	id=g:1728994
Bagsak	id=g:1728995
Bagsak	id=g:1728996
Bagsak	id=g:1728997
Bagsak	id=g:1728998
Bagsag	id=g:1728999
Bagsa	id=g:1729000
Bagroy	id=g:1729001
Bagouahan	id=g:1729002
Bagoso Point	id=g:1729003
Bagoso Island	id=g:1729004
Bago River	id=g:1729005
Bago River	id=g:1729006
Bagontapay	id=g:1729007
Bagong Tudela	id=g:1729008
Bagong-Tubig	id=g:1729009
Bagong Tubig	id=g:1729010
Bagong Tapay	id=g:1729011
Bagong	id=g:1729012
Bagongsirang	id=g:1729013
Bagongsirang	id=g:1729014
Bagong Silang	id=g:1729015
Bagong Silang	id=g:1729016
Bagong Silang	id=g:1729017
Bagong Silang	id=g:1729018
Bagong Sikat	id=g:1729019
Bagong Sikat	id=g:1729020
Bagong Sikat	id=g:1729021
Bagong Sikat	id=g:1729022
Bagong Sicat	id=g:1729023
Bagong Sabang River	id=g:1729024
Bagong Pook	id=g:1729025
Bagongpooc	id=g:1729026
Bagongpooc	id=g:1729027
Bag-ong Pardo	id=g:1729028
Bagongonan	id=g:1729029
Batgongon	id=g:1729030
Bagong Katipunan	id=g:1729031
Bagong Island	id=g:1729032
Bagong Ilog	id=g:1729033
Bagong Cambangay	id=g:1729034
Bagongbong	id=g:1729035
Bagombong	id=g:1729036
Bagongbong	id=g:1729037
Bagong Bayan	id=g:1729038
Bagong Bayan	id=g:1729039
Bagongbayan	id=g:1729040
Bagumbayan	id=g:1729041
Bagumbayan	id=g:1729042
Bagumbayan	id=g:1729043
Bagumbayan	id=g:1729044
Bagong Bayan	id=g:1729045
Bagong	id=g:1729046
Bagong Barrio	id=g:1729047
Bagong Barrio	id=g:1729048
Bagong Barrio	id=g:1729049
Bag-ong-Barrio	id=g:1729050
Bagongbanua Island	id=g:1729051
Bagambanua Island	id=g:1729052
Bagong Baluarte	id=g:1729053
Bagongabong	id=g:1729054
Bagong	id=g:1729055
Bagong	id=g:1729056
Bagonbon River	id=g:1729057
Bagonbong Creek	id=g:1729058
Bagonbon	id=g:1729059
Bagonbayan	id=g:1729060
Bagombong River	id=g:1729061
Bagombong Point	id=g:1729062
Bagombong	id=g:1729063
Bagombayan	id=g:1729064
Bagolinao River	id=g:1729065
Bagolig	id=g:1729066
Bagolibud Point	id=g:1729067
Bagolibas	id=g:1729068
Bagolayag Point	id=g:1729069
Bagolatao	id=g:1729070
Bagoladio	id=g:1729071
Bagol	id=g:1729072
Bagokoy	id=g:1729073
Bagojines River	id=g:1729074
Bago-Ingud	id=g:1729075
Bago Iñgud	id=g:1729076
Bagoingod	id=g:1729077
Bago-Inged	id=g:1729078
Bagoinged	id=g:1729079
Bagoilig Point	id=g:1729080
Bago-Grande	id=g:1729081
Bago-enged	id=g:1729082
Bago Creek Number Two	id=g:1729083
Bago Creek Number One	id=g:1729084
Bago City	id=g:1729085
Bago-Chiquito	id=g:1729086
Bago Bantay	id=g:1729087
Bago	id=g:1729088
Bago	id=g:1729089
Bago	id=g:1729090
Bago	id=g:1729091
Bago	id=g:1729092
Bago	id=g:1729093
Bago	id=g:1729095
Bago	id=g:1729096
Bago	id=g:1729097
Bagnor	id=g:1729098
Bagnos	id=g:1729099
Bagnon River	id=g:1729100
Bangon	id=g:1729101
Bagnen	id=g:1729102
Bagña Caves	id=g:1729103
Bagna	id=g:1729104
Bagman Point	id=g:1729105
Baglos	id=g:1729106
Baglak Creek	id=g:1729107
Bagked River	id=g:1729108
Bagja	id=g:1729109
Bagisu Point	id=g:1729110
Bagimbing	id=g:1729111
Bagigan	id=g:1729112
Bagieng Island	id=g:1729113
Bagicbican River	id=g:1729114
Bagiañgon	id=g:1729115
Bagno	id=g:1729116
Maghari	id=g:1729117
Baggao	id=g:1729118
Baggao	id=g:1729119
Baggao	id=g:1729120
Bagea	id=g:1729121
Bagbakan	id=g:1729122
Bagbaguin	id=g:1729123
Bagbaguin	id=g:1729124
Bagbaguin	id=g:1729125
Bagbaguin	id=g:1729126
Bagbaguin	id=g:1729127
Bagbag River	id=g:1729128
Bagbag Point	id=g:1729129
Bagbagotot	id=g:1729130
Bagbagon River	id=g:1729131
Bagbag Oeste	id=g:1729132
Bagbago Norte	id=g:1729133
Bagbag Este	id=g:1729134
Mount Bagbag	id=g:1729135
Bagbag	id=g:1729136
Bagbag	id=g:1729137
Bagbag	id=g:1729138
Bagbag	id=g:1729139
Bagbag	id=g:1729140
Bagbag	id=g:1729141
Bagaycay	id=g:1729142
Bagayag Islands	id=g:1729143
Bagayag Island	id=g:1729144
Bagayag Chico Island	id=g:1729145
Bagay	id=g:1729146
Bagay	id=g:1729147
Bagay	id=g:1729148
Bagawang	id=g:1729149
Bagaubauan	id=g:1729150
Bagatoon	id=g:1729151
Bagatayam Creek	id=g:1729152
Bagatao Island	id=g:1729153
Bagasumbut Islands	id=g:1729154
Bagasin Island	id=g:1729155
Bagasico	id=g:1729156
Bagasico Point	id=g:1729157
Bagosbas	id=g:1729158
Bagasaue	id=g:1729159
Bagasaue River	id=g:1729160
Bagasaue Point	id=g:1729161
Bagasaue Point	id=g:1729162
Bagasan River	id=g:1729163
Bagasang	id=g:1729164
Bagasacay	id=g:1729165
Bagas	id=g:1729166
Bagas	id=g:1729167
Bagara	id=g:1729168
Bagar	id=g:1729169
Bagaobauan	id=g:1729170
Mount Baganting	id=g:1729171
Bagan River	id=g:1729172
Mount Bagano	id=g:1729173
Baganito	id=g:1729174
Baganian River	id=g:1729175
Baganian Peninsula	id=g:1729176
Bagani	id=g:1729177
Bagangban River	id=g:1729178
Baganga River	id=g:1729179
Baganga Bay	id=g:1729180
Baganga	id=g:1729181
Baganga	id=g:1729182
Bayanga	id=g:1729183
Baganga	id=g:1729184
Baganga	id=g:1729185
Mount Bagang	id=g:1729186
Bagang	id=g:1729187
Baganbanua Island	id=g:1729188
Baganainip	id=g:1729189
Bagan	id=g:1729190
Bagan	id=g:1729191
Bagamilon	id=g:1729192
Bagambangan Island	id=g:1729193
Port Bagamanoc	id=g:1729194
Bagamanoc	id=g:1729195
Bagamanoc	id=g:1729196
Bagalongon River	id=g:1729197
Bagalnga	id=g:1729198
Bagalñga	id=g:1729199
Bagalibas Island	id=g:1729200
Bagalejo River	id=g:1729201
Bagalejo Point	id=g:1729202
Bagalayog Point	id=g:1729203
Bagalayog Point	id=g:1729204
Bagalayog Point	id=g:1729205
Mount Bagalayog	id=g:1729206
Bagalayag Point	id=g:1729207
Bagalayag Point	id=g:1729208
Bagalayag	id=g:1729209
Bagalay	id=g:1729210
Bagalay	id=g:1729211
Bagalangit Point	id=g:1729212
Bagalangit	id=g:1729213
Bagalamatan	id=g:1729214
Bagakay River	id=g:1729215
Bagacay	id=g:1729216
Bagakay	id=g:1729217
Bagakay	id=g:1729218
Bagakay	id=g:1729219
Bagakay	id=g:1729220
Banakay	id=g:1729221
Bagakay	id=g:1729222
Bagakay	id=g:1729223
Bagahupi River	id=g:1729224
Bagahupi Peak	id=g:1729225
Bagahupi	id=g:1729226
Bagahon Creek	id=g:1729227
Bagahanlad	id=g:1729228
Bagaguining River	id=g:1729229
Bagaguimbal	id=g:1729230
Bagaguimbal	id=g:1729231
Bagagñan	id=g:1729232
Bagaygay River	id=g:1729233
Bagagay Point	id=g:1729234
Bagagabaug Point	id=g:1729235
Bagaen	id=g:1729236
Bagadion	id=g:1729237
Mount Bagadila	id=g:1729238
Bagadamolag Islet	id=g:1729239
Bagac River	id=g:1729240
Bagac Point	id=g:1729241
Bagac Bay	id=g:1729242
Bagacay West	id=g:1729243
Bagacay Saong	id=g:1729244
Bagacay River	id=g:1729245
Bagacay River	id=g:1729246
Bagacay River	id=g:1729247
Bagacay River	id=g:1729248
Bagacay River	id=g:1729249
Bagacay River	id=g:1729250
Bagacay River	id=g:1729251
Bagacay Point	id=g:1729252
Bagapay Point	id=g:1729253
Bagacay Point	id=g:1729254
Bagacayon	id=g:1729255
Bagacay Island	id=g:1729256
Bagacay Island	id=g:1729257
Bagacay East	id=g:1729258
Bagacay Creek	id=g:1729259
Bagacay Creek	id=g:1729260
Bagacay Cawayan	id=g:1729261
Bagacay Catipohan	id=g:1729262
Bagacay Bay	id=g:1729263
Bagacayan	id=g:1729264
Mount Bagacay	id=g:1729265
Mount Bagacay	id=g:1729266
Bagacay	id=g:1729267
Bagacay	id=g:1729268
Bagacay	id=g:1729269
Bagacay	id=g:1729270
Bagacay	id=g:1729271
Bagacay	id=g:1729272
Bagacay	id=g:1729273
Bagacay	id=g:1729274
Bagacay	id=g:1729275
Bagacay	id=g:1729276
Bagacay	id=g:1729277
Bagacay	id=g:1729278
Bagacay	id=g:1729279
Bagacay	id=g:1729280
Bagacay	id=g:1729281
Bagacay	id=g:1729282
Bagacay	id=g:1729283
Bagacay	id=g:1729284
Bagacay	id=g:1729285
Bagacay	id=g:1729286
Bagacay	id=g:1729287
Bagacay	id=g:1729288
Bagacay	id=g:1729289
Bagacay	id=g:1729290
Bagacay	id=g:1729291
Bagacay	id=g:1729292
Bagbacay	id=g:1729293
Bagacay	id=g:1729294
Bagacay	id=g:1729295
Bagacay	id=g:1729296
Bagacay	id=g:1729297
Bagacay	id=g:1729298
Bagacay	id=g:1729299
Bagacay	id=g:1729300
Bagacay	id=g:1729301
Bagacay	id=g:1729302
Bagacay	id=g:1729303
Bagacay	id=g:1729304
Bagacay	id=g:1729305
Bagacay	id=g:1729306
Bagacay	id=g:1729307
Bagacay	id=g:1729308
Bagacay	id=g:1729309
Bagac	id=g:1729310
Bagac	id=g:1729311
Bagabu Island	id=g:1729312
Baganot	id=g:1729313
Bagabergen Point	id=g:1729314
Bagabba Creek	id=g:1729315
Bagabarco Point	id=g:1729316
Bagabaog Point	id=g:1729317
Bagabao	id=g:1729318
Bagabansalan	id=g:1729319
Bagabangan	id=g:1729320
Bagabag	id=g:1729321
Bagabag	id=g:1729322
Bagabag	id=g:1729323
Bagabag	id=g:1729324
Bagabag	id=g:1729325
Bagabag	id=g:1729326
Bagababoy Island	id=g:1729327
Bagaba	id=g:1729328
Bagaas	id=g:1729329
Baga-as	id=g:1729330
Bagaan River	id=g:1729331
Mount Baga	id=g:1729332
Baga	id=g:1729333
Baga	id=g:1729334
Baeto Point	id=g:1729335
Baetan River	id=g:1729336
Baetan	id=g:1729337
Baeson Bay	id=g:1729338
Baesa	id=g:1729339
Baong	id=g:1729340
Bae	id=g:1729341
Bae	id=g:1729342
Badyangon River	id=g:1729343
Badyang	id=g:1729344
Baduto	id=g:1729345
Badungbadung Island	id=g:1729346
Baduios	id=g:1729347
Baduat	id=g:1729348
Baduang	id=g:1729349
Badtok Creek	id=g:1729350
Buadtasan	id=g:1729351
Badong	id=g:1729352
Badognoy	id=g:1729353
Badoc River	id=g:1729354
Badoc Island	id=g:1729355
Badoc Creek	id=g:1729356
Badoc	id=g:1729357
Badoc	id=g:1729358
Bado	id=g:1729359
Badling	id=g:1729360
Badlan Pequeño	id=g:1729361
Badlan	id=g:1729362
Badiung Bay	id=g:1729363
Badio River	id=g:1729364
Badio-Laud	id=g:1729365
Badio	id=g:1729366
Brgy. Badio, Makato	id=g:1729367
Bading	id=g:1729368
Badi Island	id=g:1729369
Badigan	id=g:1729370
Badibadi	id=g:1729371
Badian River	id=g:1729372
Badian Point	id=g:1729373
Badian Point	id=g:1729374
Badian Island	id=g:1729375
Badian Island	id=g:1729376
Badiang River	id=g:1729377
Badyongon	id=g:1729378
Badiangon	id=g:1729379
Badiang daco	id=g:1729380
Badiang Creek	id=g:1729381
Badiang Creek	id=g:1729382
Badiagan River	id=g:1729383
Badiagan	id=g:1729384
Badiangan	id=g:1729385
Badiangan	id=g:1729386
Badiangan	id=g:1729387
Badiangan	id=g:1729388
Badiañgan	id=g:1729389
Badiangan	id=g:1729390
Badiangan	id=g:1729391
Badiong	id=g:1729392
Badiang	id=g:1729393
Badiang	id=g:1729394
Badiang	id=g:1729395
Badiang	id=g:1729396
Badiang	id=g:1729397
Badiang	id=g:1729398
Badiang	id=g:1729399
Badiang	id=g:1729400
Badiang	id=g:1729401
Badiang	id=g:1729402
Badiang	id=g:1729403
Badiang	id=g:1729404
Badiang	id=g:1729405
Badiang	id=g:1729406
Badiang	id=g:1729407
Badian Bay	id=g:1729408
Mount Badian	id=g:1729409
Badian	id=g:1729410
Badian	id=g:1729411
Badian	id=g:1729412
Badian	id=g:1729413
Badia	id=g:1729414
Badia	id=g:1729415
Badia	id=g:1729416
Badia	id=g:1729417
Badi	id=g:1729418
Badebe	id=g:1729419
Badean Point	id=g:1729420
Baddong River	id=g:1729421
Badbaran River	id=g:1729422
Badbaranan	id=g:1729423
Badbad	id=g:1729424
Baday	id=g:1729425
Badas Placer	id=g:1729426
Badas	id=g:1729427
Badas	id=g:1729428
Bad-as	id=g:1729429
Badas	id=g:1729430
Badap	id=g:1729431
Badao	id=g:1729432
Badao	id=g:1729433
Padang	id=g:1729434
Bad-ang	id=g:1729435
Badak	id=g:1729436
Badak	id=g:1729437
Badak	id=g:1729438
Badajoz River	id=g:1729439
Badajos	id=g:1729440
Badack	id=g:1729441
Badac	id=g:1729442
Baoa	id=g:1729443
Bacyawan	id=g:1729444
Bacuyangan	id=g:1729445
Bacutcut Bank	id=g:1729446
Bacuranan	id=g:1729447
Bacuranan	id=g:1729448
Bacun River	id=g:1729449
Bacung River	id=g:1729450
Bacung Point	id=g:1729451
Bacungay	id=g:1729452
Bacungan River	id=g:1729453
Bacungan Island	id=g:1729454
Bacuñgan	id=g:1729455
Bacungan	id=g:1729456
Bacundao Weste	id=g:1729457
Baculud Point	id=g:1729458
Baculud Creek	id=g:1729459
Baculod	id=g:1729460
Baculud	id=g:1729461
Baculud	id=g:1729462
Bacul Point	id=g:1729463
Baculongan	id=g:1729464
Baculong	id=g:1729465
Baculin Point	id=g:1729466
Baculing Hills	id=g:1729467
Baculin Bay	id=g:1729468
Baculin	id=g:1729469
Baculin	id=g:1729470
Bacule Creek	id=g:1729471
Bacuit Bay	id=g:1729472
Mount Bacuit	id=g:1729473
Bacud Reef	id=g:1729474
Bacud Point	id=g:1729475
Bacubac	id=g:1729476
Bacuag River	id=g:1729477
Bacuag	id=g:1729478
Bacuag	id=g:1729479
Bactul Uno	id=g:1729480
Bactul Dos	id=g:1729481
Bacton	id=g:1729482
Bactol Point	id=g:1729483
Bactol Island	id=g:1729484
Bactol Bay	id=g:1729485
Bactol	id=g:1729486
Bactig	id=g:1729487
Bactas River	id=g:1729488
Bactas	id=g:1729489
Bactas	id=g:1729490
Bactalan	id=g:1729491
Bactad	id=g:1729492
Bactad	id=g:1729493
Bactad	id=g:1729494
Bactacang	id=g:1729495
Bacsil	id=g:1729496
Bacsil	id=g:1729497
Bacsil	id=g:1729498
Bacsil	id=g:1729499
Bacsil	id=g:1729500
Bacsil	id=g:1729501
Bacsil	id=g:1729502
Bacsil	id=g:1729503
Bacsil	id=g:1729504
Bacsil	id=g:1729505
Bacsayan	id=g:1729506
Bacsayan	id=g:1729507
Bacsay	id=g:1729508
Bacsay	id=g:1729509
Bacsay	id=g:1729510
Bacsay	id=g:1729511
Bacsan	id=g:1729512
Bacsal Island	id=g:1729513
Bacring	id=g:1729514
Bacradan	id=g:1729515
Bacquiaran	id=g:1729516
Bacqui	id=g:1729517
Bacoyao River	id=g:1729518
Bacoy	id=g:1729519
Bacot	id=g:1729520
Baco River	id=g:1729521
Bacoor River	id=g:1729522
Bacoor Bay	id=g:1729523
Bacoor	id=g:1729524
Bacoor	id=g:1729525
Bacood Point	id=g:1729526
Bacod Bay	id=g:1729527
Bacooc	id=g:1729528
Bacong River	id=g:1729529
Bacon Island	id=g:1729530
Bacong River	id=g:1729531
Bacong Point	id=g:1729532
Bacong Ibaba	id=g:1729533
Bacong Ibaba	id=g:1729534
Bacongbacong	id=g:1729535
Bacongan	id=g:1729536
Leon Postigo	id=g:1729537
Bacong Creek	id=g:1729538
Bacong	id=g:1729539
Bacong	id=g:1729540
Bacong	id=g:1729541
Bacong	id=g:1729542
Bacong	id=g:1729543
Bacong	id=g:1729544
Bacong	id=g:1729545
Bacong	id=g:1729546
Bacong	id=g:1729547
Bacong	id=g:1729548
Bacong	id=g:1729549
Bacong	id=g:1729550
Bacong	id=g:1729551
Bacong	id=g:1729552
Bacong	id=g:1729553
Bacon	id=g:1729554
Bacon	id=g:1729555
Baco Medio Island	id=g:1729556
Bacolor	id=g:1729557
