Jabal Dilling	id=g:376449
Qawz Abū Ḑulū‘	id=g:380944
Qawz Abū Ḑulū‘	id=g:380945
Qoz Abu Dulu‘	id=g:380946
Abū Dulayq	id=g:380947
Abū Dulayq	id=g:380948
Bir Abu Dueim	id=g:380949
Wadi Abu Dom	id=g:380950
Abu Dom	id=g:380951
Abū Dīs	id=g:380952
Wādī Abū Dilālah	id=g:380953
Khawr Abū Dilālah	id=g:380954
Abū Dīk	id=g:380955
Khor Abū Digrān	id=g:380956
Aba Diqin	id=g:380957
Khor Abu Derdin	id=g:380958
Abū Dellum al A‘má	id=g:380959
Abu Delelq	id=g:380960
Abdu Deiyata	id=g:380961
Abū Dazzah	id=g:380962
Sannum	id=g:380963
Abū Dawmah	id=g:380964
Abū Dawmah	id=g:380965
Abū Dawmah	id=g:380966
Wādī Abū Dawm	id=g:380967
Wādī Abū Dawm	id=g:380968
Jibāl Abū Dawm	id=g:380969
Abū Dawm	id=g:380970
Abū Dawm	id=g:380971
Abū Dawm	id=g:380972
Abu Dawaya	id=g:380973
Abū Darīsah	id=g:380974
Abū Dār Dawm	id=g:380975
Ra’s Abū Dārah	id=g:380976
Abū Daqn	id=g:380977
Abū Daql	id=g:380978
Abū Dangal	id=g:380979
Wādī Abū Damra	id=g:380980
Jabal Abū Damra	id=g:380981
Khor Abu Dam	id=g:380982
Abū Dakr	id=g:380983
Abū Daiya	id=g:380984
Um Marraḩi Dubār	id=g:380985
Abū Ḑabārah	id=g:380986
Al ‘Abūdāb	id=g:380987
‘Ibōd	id=g:380988
Abū Chibil	id=g:380989
Khor Abū Buot	id=g:380990
Jabal Abū Bi’ār	id=g:380991
Abu Reteiha	id=g:380992
Abū Bawāţah	id=g:380993
Khawr Abū Bard	id=g:380994
Jabal Abū Bard	id=g:380995
Abū Baraş	id=g:380996
Mashra‘ Abū Baqarah	id=g:380997
Wadi Abu Ban	id=g:380998
Jabal Abū Bān	id=g:380999
Bir Abu Balna	id=g:381000
Abū Bābūn	id=g:381001
Abū Azala	id=g:381002
Abu ‘Esh	id=g:381003
Abū ‘Awwā’	id=g:381004
Ab ‘Ōn	id=g:381005
Abū ‘Awjā’	id=g:381006
Abū Awa	id=g:381007
Wādī Abū ‘Aţshān	id=g:381008
Jabal Abū ‘Asal	id=g:381009
Jabal Abū ‘Arārīb	id=g:381010
Abu ˊArāyish	id=g:381011
Wādī Abū ‘Aradeib	id=g:381012
Wādī Abū ‘Arad	id=g:381013
Abu ‘Aqrab	id=g:381014
Abū ‘Aqla	id=g:381015
Abū ‘Aqla	id=g:381016
Khawr Abū ‘Anqā’	id=g:381017
Wadi Ab Ganq	id=g:381018
Abu Ammar	id=g:381019
Marsa Abu el Qasim	id=g:381020
Abu el Khil	id=g:381021
Abū al Ḩasan	id=g:381022
Abū al Ḩāfiz̧	id=g:381023
Abū al Faḩl	id=g:381024
Abu Aleik Wells	id=g:381025
Bir Abu ‘Alamo	id=g:381026
Khawr Abū ‘Alam	id=g:381027
Wadi Abu el Abud	id=g:381028
Abū ‘Ajūrah	id=g:381029
‘Idd Abū ‘Ajājah	id=g:381030
Jabal Abū ‘Ajāj	id=g:381031
Ab ‘Ajāj	id=g:381032
Abū ‘Agub	id=g:381033
Abū ‘Agan	id=g:381034
Abū ‘Agala	id=g:381035
Wadi Ab Afna	id=g:381036
Abu ‘Adar	id=g:381037
Khor Abtuga	id=g:381038
Jabal Abtu	id=g:381039
Jabal Ab Tineshat	id=g:381040
Jebel Abson	id=g:381041
Wādī Absol	id=g:381042
‘Abrī West	id=g:381043
‘Abri West	id=g:381044
Jabal ‘Abrī	id=g:381045
‘Abrī	id=g:381046
Abri	id=g:381047
‘Abri	id=g:381048
Jabal Abraq an Nuşş	id=g:381049
Qoz el Abraq	id=g:381050
Qawz al Abraq	id=g:381051
Jebel Abraq	id=g:381052
Jebel El Abraq	id=g:381053
Jabal Abraq	id=g:381054
Jabal Abraq	id=g:381055
Abraq	id=g:381056
Abraq	id=g:381057
Abraga	id=g:381058
Jabel Aboya	id=g:381059
Aboti	id=g:381060
Abota	id=g:381061
Abort	id=g:381062
Aboll	id=g:381063
Jabal Aboli	id=g:381064
Jabal Aboij	id=g:381065
Jabal Aboichi	id=g:381066
Khawr Abobo	id=g:381067
Abnimal	id=g:381068
Jabal Ab Marāḩ	id=g:381069
Jabal Ablunda	id=g:381070
Jabal ‘Ablī	id=g:381071
Khawr al ‘Abl	id=g:381072
Jabal Ab Khazan	id=g:381073
Jabal Abker	id=g:381074
‘Abka West	id=g:381075
‘Abka East	id=g:381076
Wādī Ab Jawālis	id=g:381077
Abiyei	id=g:381078
Abiyai	id=g:381079
Khawr Abiritab	id=g:381080
Abi Rij	id=g:381081
Abington Reef	id=g:381082
Mashra‘ Abilsila	id=g:381083
Abī Karu	id=g:381084
Abiey	id=g:381085
Abiemnom	id=g:381086
‘Abīd Nuqrah	id=g:381087
‘Abidiya	id=g:381088
‘Abīdīya	id=g:381089
‘Ābidīn	id=g:381090
‘Ābidīn	id=g:381091
Dahrat ‘Abīd	id=g:381092
Wadi el Abed	id=g:381093
Naşb al ‘Abīd	id=g:381094
Mashra‘ ‘Abīd	id=g:381095
Abich	id=g:381096
Khor Abibini	id=g:381097
Abiagyai	id=g:381098
Abi	id=g:381099
Abguana	id=g:381100
Ab Gir	id=g:381101
Jibāl ‘Abqa ‘Ariyt	id=g:381102
Jabal Abgarin	id=g:381103
Jebel Abesheira	id=g:381104
Aberi Basata	id=g:381105
Abeo	id=g:381106
Khor Abent	id=g:381107
Abelek	id=g:381108
Abela	id=g:381109
Abekr	id=g:381110
Abeiya	id=g:381111
Abeit	id=g:381112
Khawr Abeira	id=g:381113
Khor Abeir	id=g:381114
Abeir	id=g:381115
Abeikli	id=g:381116
Wādī Abei	id=g:381117
Abdullah Island	id=g:381118
El ‘Abdotab	id=g:381119
‘Abd el Qadir Nasir	id=g:381120
‘Abd el Qadir	id=g:381121
Barqat ‘Abd el ‘Ali	id=g:381122
‘Abd ed Daimabiya Island	id=g:381123
‘Abd at Tam	id=g:381124
‘Abd as Sid	id=g:381125
May‘at ‘Abd as Salamatiya	id=g:381126
‘Abd aş Şādiq	id=g:381127
‘Abd ar Rijāl	id=g:381128
‘Abd ar Razzāq	id=g:381129
‘Abd ar Rasūl	id=g:381130
‘Abd ar Raḩmān Subei	id=g:381131
‘Abd ar Raḩmānāb	id=g:381132
‘Abd Ar Raḩmān	id=g:381133
‘Abd ar Raḩmān	id=g:381134
‘Abd ar Raḩīmāb	id=g:381135
‘Abd an Nūr	id=g:381136
Al ‘Abdunnāb	id=g:381137
Jabal ‘Abdān	id=g:381138
Khawr ‘Abd al Qādir Wad Khangar	id=g:381139
‘Abd al Qādir	id=g:381140
Al Faki ‘Abd al Mawla	id=g:381141
‘Abd al Mājid	id=g:381142
Abd el Lait	id=g:381143
‘Abd Allāh Nā’imah	id=g:381144
‘Abd Allāh Kyango	id=g:381145
‘Abd Allāh Kaḩlī	id=g:381146
‘Abd Allāh Judayl	id=g:381147
‘Abd Allāh Bashīr	id=g:381148
‘Abd Allāh ‘Alī	id=g:381149
‘Abd Allāh	id=g:381150
‘Abd Allāh	id=g:381151
‘Abd Allāh	id=g:381152
‘Abd Allāh	id=g:381153
‘Abd Allāh	id=g:381154
‘Abd Allāh	id=g:381155
Abdullah	id=g:381156
Abdallah	id=g:381157
‘Abd al Khayr	id=g:381158
‘Abd al Karīmāb	id=g:381159
‘Abd al Karīm	id=g:381160
‘Abd al Karīm	id=g:381161
‘Abd Aj Jalīl	id=g:381162
‘Abd al Ḩāfiz̧	id=g:381163
Jabal ‘Abd al Ghara	id=g:381164
‘Abd al Ghani	id=g:381165
‘Abd al Ghaffār	id=g:381166
‘Abd al Farrāj	id=g:381167
‘Abd al Fāḑil	id=g:381168
‘Abd al Bāqi	id=g:381169
‘Abd al Bāqī	id=g:381170
Jabal ‘Abdal	id=g:381171
Jabal ‘Abd ad Dā’im	id=g:381172
‘Abd ad Dāyīm	id=g:381173
‘Abd ad Dā’im	id=g:381174
Ra’s al ‘Abd	id=g:381175
Nuşūb al ‘Abd	id=g:381176
‘Abbudiya	id=g:381177
‘Abbūdah	id=g:381178
Jabal ‘Abbūd	id=g:381179
Abbogol	id=g:381180
Abbeit	id=g:381181
Jabal Abbatag	id=g:381182
‘Abbāsīyah	id=g:381183
‘Abbās ‘Abd Allāh	id=g:381184
Khor Abban	id=g:381185
Jabal Abayo	id=g:381186
Abauadala	id=g:381187
Abatta	id=g:381188
‘Abata	id=g:381189
Jabal al Abasol	id=g:381190
Abarud	id=g:381191
Abarnima	id=g:381192
Qoz el ‘Abarib	id=g:381193
Abarau	id=g:381194
Khawr Abaranga	id=g:381195
Wādī Abaraga	id=g:381196
Wadi Abaraga	id=g:381197
Bi’r Abaraga	id=g:381198
Bir Abaraga	id=g:381199
Khawr Abara	id=g:381200
Abar	id=g:381201
Abania	id=g:381202
Abang	id=g:381203
Abandob	id=g:381204
Abalula	id=g:381205
Aballi	id=g:381206
Jabal Abali	id=g:381207
Jabal Ab ‘Alī	id=g:381208
Abal Haris	id=g:381209
Abalga	id=g:381210
‘Abalānj	id=g:381211
Khor Abala	id=g:381212
Jabal Abakallah	id=g:381213
Jabal Abakai	id=g:381214
Abaka	id=g:381215
Abaka	id=g:381216
Abaj	id=g:381217
Abaiat	id=g:381218
Jabal ‘Abadiyah	id=g:381219
Jebel ‘Abadiya	id=g:381220
Abadai	id=g:381221
Jibāl Abādāb	id=g:381222
Bir el ‘Ababda	id=g:381223
Bir al ‘Ababda	id=g:381224
‘Ababda	id=g:381225
Jazīrat Ābā	id=g:381226
Aata	id=g:381227
Mudīrīyat A‘ālī an Nīl	id=g:381228
Wilāyat A‘ālī an Nīl	id=g:381229
Dal Cataract	id=g:381230
Faduth	id=g:381231
Wāw	id=g:381232
Fashoda	id=g:381233
Achop	id=g:381234
Detang	id=g:381235
Wij-Malakāl	id=g:381236
Oboa	id=g:381237
Tvoro-Buzchi	id=g:381238
Obodiang	id=g:381239
Adado	id=g:381240
Ogod-Fatad	id=g:381241
Fathau	id=g:381242
Nyingar	id=g:381243
Tungmir	id=g:381244
Bol	id=g:381245
Missia Lul	id=g:381246
Atuki	id=g:381247
Debelo	id=g:381248
Khawr Arepjur	id=g:381249
Twolong	id=g:381250
Khawr Dungaru	id=g:381251
Awarajwok	id=g:381252
Farit	id=g:381253
Ogol-Pachy	id=g:381254
Missia	id=g:381255
Abu-Shakka	id=g:381256
Bisellia	id=g:381257
War-Deleyl	id=g:381258
Waderil	id=g:381259
War-Riet	id=g:381260
Malaka	id=g:381261
Kwit	id=g:381262
Kornuk	id=g:381263
Balla	id=g:381264
Ashor	id=g:381265
Ashor	id=g:381266
Khawr Leyra	id=g:381267
Oshalla	id=g:381268
Murjān	id=g:381269
Alelychok	id=g:381270
Manalol	id=g:381271
Manalol	id=g:381272
Achiyech	id=g:381273
Bay	id=g:381274
Gwergwen	id=g:381275
Matiang	id=g:381276
Ral Nim	id=g:381277
Alel	id=g:381278
Liyet	id=g:381279
Awarjok	id=g:381280
Wun Kwel	id=g:381281
Nagasi	id=g:381282
Diabio	id=g:381283
Bazingau	id=g:381284
Khogbo	id=g:381285
Bima	id=g:381286
Banga	id=g:381287
Manzeri	id=g:381288
Matiti	id=g:381289
Dungasi	id=g:381290
Nawere	id=g:381291
Mura	id=g:381292
Mangondi	id=g:381293
Ngere	id=g:381294
Nginda	id=g:381295
Khiu	id=g:381296
Kalakoy	id=g:381299
Digali	id=g:381300
Koli	id=g:381301
Jabal Karari	id=g:381302
Wawa	id=g:381303
Juyai	id=g:381304
Maerok	id=g:381305
Teteramon	id=g:381306
Khawr Bejang	id=g:381307
Khawr Takedmi	id=g:381308
Jabal Toli	id=g:381309
Onduraba	id=g:381310
Barakoli	id=g:381311
Lakderu	id=g:381312
Beyli	id=g:381313
Tengworo	id=g:381314
Lomiyega	id=g:381315
Lorono	id=g:381316
Lakoleri	id=g:381317
Perichak	id=g:381318
Lerleyrra	id=g:381319
Jaro	id=g:381320
Irido	id=g:381321
Fidiya	id=g:381322
Koturomi	id=g:381323
Fajalo	id=g:381324
Fedde	id=g:381325
Jabal Kalio	id=g:381326
Loboy	id=g:381327
Monji	id=g:381328
Peki	id=g:381329
Lagogolo	id=g:381330
Kuju	id=g:381331
Lukala	id=g:381332
Kuba	id=g:381333
Lukundiya	id=g:381334
Duduru	id=g:381335
Lagere	id=g:381336
Moru-Keric	id=g:381341
Chief-Longidio	id=g:381342
Logiri	id=g:381343
Morilium	id=g:381344
Moru-Eta	id=g:381345
Gebu	id=g:381346
Libur	id=g:381347
Jabal Lochekka	id=g:381348
Jabal Nmoropus	id=g:381349
Jabal Ngokhore	id=g:381350
Jabal Takaninyang	id=g:381351
Jabal Nagu	id=g:381352
Khawr Lauru	id=g:381353
Chief-Lotiang	id=g:381354
Anwani	id=g:381355
Moru-Guri	id=g:381356
Maegituk	id=g:381357
Lokalyan	id=g:381358
Lokalyan	id=g:381359
Nebur	id=g:381360
Katanf	id=g:381361
Anakanaka	id=g:381362
Kakuti	id=g:381363
Kakuti	id=g:381364
Lokidokotoy	id=g:381365
Katonoung	id=g:381366
Nachua	id=g:381367
Khawr Lokorinyan	id=g:381368
Lomojongororonget	id=g:381369
Napotit	id=g:381370
Nawayareng	id=g:381371
Leruito	id=g:381372
Lonukeaguman	id=g:381373
Jabal Moru-Unger	id=g:381374
Jabal Kirungo	id=g:381375
Kugulu	id=g:381376
Iwochi	id=g:381377
Tuguru	id=g:381378
Kidali	id=g:381379
Chiwon	id=g:381380
Beleu	id=g:381381
Atelli	id=g:381382
Loni	id=g:381383
Jabal Boya	id=g:381384
Toboret	id=g:381385
Kotowan	id=g:381386
Kitringwat	id=g:381387
Lojirim	id=g:381388
Kaderia	id=g:381390
Koloricho	id=g:381391
Nawianak	id=g:381392
Longarim	id=g:381393
Kenamuke	id=g:381394
Losinga	id=g:381395
Donurei	id=g:381396
Tingayta	id=g:381397
Lokwara	id=g:381398
Manwayti	id=g:381399
Kalineuri	id=g:381400
Ayyangyung	id=g:381401
Lujulu	id=g:381408
Kuduri	id=g:381409
Olabi	id=g:381410
Loguduba	id=g:381411
Bala	id=g:381412
Nunyarri	id=g:381413
Lujula	id=g:381414
Gurri	id=g:381415
Larding	id=g:381416
Kakorodo	id=g:381417
Marjo	id=g:381418
Reja	id=g:381419
Walrakitter	id=g:381420
Koku	id=g:381421
Kuriju	id=g:381422
Kwotio	id=g:381423
Layba	id=g:381424
Adunasi	id=g:381425
Kabengere	id=g:381426
Jabal Muzwa	id=g:381427
Minori	id=g:381428
Ariga	id=g:381429
Lita	id=g:381430
Ndugu	id=g:381431
Mujdu	id=g:381432
Aua	id=g:381433
Lui	id=g:381434
Konugi	id=g:381435
Korelli	id=g:381436
Kindi	id=g:381437
Karwa	id=g:381438
Jebel Wagdaiat	id=g:381470
Nur	id=g:381689
Jat	id=g:381690
Chweg	id=g:381691
Dorchengdwot	id=g:381692
Fanyang	id=g:381693
Kerial	id=g:381694
Tiangdediar	id=g:381695
Torniok	id=g:381696
Ngautoch	id=g:381697
Kuir Kwol	id=g:381698
Mudi	id=g:381699
Wang Yag	id=g:381700
Tige	id=g:381701
Riep	id=g:381702
Fwor	id=g:381703
Dungloch	id=g:381704
Nin Kwon	id=g:381705
Khawr Wang Yag	id=g:381706
Khawr Yaha	id=g:381707
Khawr Fagwir	id=g:381708
Fakur	id=g:381709
Khawr Falgwop	id=g:381710
Bi	id=g:381711
Tiep	id=g:381712
Khawr Tambwong	id=g:381713
Khawr Ful Ngera	id=g:381714
Kwin Chok	id=g:381715
Toych	id=g:381716
Fasay	id=g:381717
Laulau	id=g:381718
Letkabon	id=g:381719
Nekan	id=g:381720
Kuan	id=g:381721
Twengdeng	id=g:381722
Berad	id=g:381723
Gadul	id=g:381724
Rublik	id=g:381725
List	id=g:381726
Gwigwi	id=g:381727
Fula Farrel	id=g:381728
Famyr	id=g:381729
Khawr Nwaziel	id=g:381730
Khawr Bar	id=g:381731
Kayteng	id=g:381732
Ad Fakwan	id=g:381733
Khawr Nyum	id=g:381734
Khawr Bwog	id=g:381735
Khawr Dogat	id=g:381736
Khawr Riar	id=g:381737
Rufniel	id=g:381759
Lay Kaych	id=g:381760
Jummayzah	id=g:381761
Gwor	id=g:381762
Fagil	id=g:381763
Buldiya	id=g:381764
Fadulay	id=g:381765
Khawr Tit Bel	id=g:381766
Khawr Bir	id=g:381767
Khawr Bakbiel	id=g:381768
Khawr Dol	id=g:381769
Khawr Fotot	id=g:381770
Faluikh	id=g:381771
Khawr Wong Yur	id=g:381772
Khawr Nayr	id=g:381773
Khawr Nunama	id=g:381774
Khawr Wamb	id=g:381775
Malek	id=g:381776
Abu Khamira	id=g:381777
Nibodo	id=g:381779
Attigu	id=g:381780
Abu Tong	id=g:381781
Fatugu	id=g:381782
Wuobo	id=g:381783
Diel	id=g:381784
Wilnyang	id=g:381785
Neyalwal	id=g:381786
Neyalwal	id=g:381787
Odwoigo	id=g:381788
Atar	id=g:381789
Tonga	id=g:381790
May‘at Berboi	id=g:381791
Khawr Awogo	id=g:381792
Khawr Kowat	id=g:381793
Kwenek	id=g:381794
Fakwar	id=g:381795
Konna	id=g:381796
Fekang	id=g:381797
Anialbong	id=g:381798
Machar	id=g:381799
Wunadong	id=g:381800
Khawr Riot	id=g:381801
Khawr Alunjok	id=g:381802
Khawr Nayfano	id=g:381803
Khawr Nipar	id=g:381804
Reng Agayng	id=g:381805
Edu Island	id=g:381806
Baḩr Khorami	id=g:381807
Abujon	id=g:381808
Fatworo	id=g:381809
Falo	id=g:381810
Tworo	id=g:381811
Adidiang Paych	id=g:381812
Dedigo	id=g:381813
Fanidway Paych	id=g:381814
Owachi	id=g:381815
Awaw	id=g:381816
Tworo	id=g:381817
Dur	id=g:381818
Adodo	id=g:381819
Dot	id=g:381820
Alel	id=g:381821
Dur	id=g:381822
Adidiang	id=g:381823
Kwan	id=g:381824
Bwing	id=g:381825
Gutur	id=g:381826
Nijok	id=g:381827
Tarom	id=g:381828
Wunajok	id=g:381829
Fajur	id=g:381830
Kunjok	id=g:381831
Nyamkwer	id=g:381832
Faweng	id=g:381833
Diangwan	id=g:381834
Shom	id=g:381835
Awok	id=g:381836
Falal	id=g:381837
Ajako	id=g:381838
Angwi	id=g:381839
Tiet	id=g:381840
Bir Di	id=g:381841
Farbye	id=g:381848
Pagilil	id=g:381849
Khawr Niatil	id=g:381850
Khawr Kiamat	id=g:381851
Khawr Dukh	id=g:381852
Khawr Makway	id=g:381853
Khawr Magwong	id=g:381854
Akayr	id=g:381855
Ronini	id=g:381856
Kim	id=g:381857
Khawr Kway	id=g:381858
Atong	id=g:381859
Waratit	id=g:381860
Maykherr	id=g:381861
Ayugok	id=g:381862
Makwaj	id=g:381863
Tong Akon	id=g:381864
Chut	id=g:381865
Fadiar	id=g:381866
Akon	id=g:381867
Akop	id=g:381868
Podyur	id=g:381869
Pankayk	id=g:381870
Amit	id=g:381871
Achod	id=g:381872
Pankhait	id=g:381873
Mawogi	id=g:381874
Gel Riwer	id=g:381875
Manyang	id=g:381876
Attumkum	id=g:381877
Ginbane	id=g:381878
Golgok	id=g:381879
Lier	id=g:381880
Khawr Magok	id=g:381881
Gurakjok	id=g:381882
Marial	id=g:381883
Kwell	id=g:381884
Alwet	id=g:381885
Luell	id=g:381886
Ajak	id=g:381887
Shway	id=g:381888
Anoig	id=g:381889
Bari	id=g:381890
Timkwoich	id=g:381891
Mokeyr	id=g:381892
Pantu	id=g:381893
Fashope	id=g:381894
Malek	id=g:381895
Fula Megok Malok	id=g:381896
Rieng	id=g:381897
Ashot	id=g:381898
Teay	id=g:381899
Matang	id=g:381900
Mathiang	id=g:381901
Manyang	id=g:381902
Kaych	id=g:381903
Khawr Wangfier	id=g:381904
Patuok	id=g:381905
Pabuol	id=g:381906
Kabur	id=g:381907
Pashar	id=g:381908
Pernalwal	id=g:381909
Wayluark	id=g:381910
Wunatau	id=g:381911
Gay	id=g:381912
Arwop	id=g:381913
Fagaleyd	id=g:381914
Tiamud	id=g:381915
Kajur	id=g:381916
Tiemwut	id=g:381917
Peyeng	id=g:381918
Pamdit	id=g:381919
Achwer	id=g:381920
Pulkwei	id=g:381921
Lortiop	id=g:381922
Lit	id=g:381923
Pul Akot	id=g:381924
Werchir	id=g:381925
Banjok	id=g:381926
Akagjak	id=g:381927
Jak	id=g:381928
Wolati	id=g:381929
Luel	id=g:381930
Nguenak	id=g:381932
Lugeir	id=g:381933
Malek	id=g:381934
Nhomalek	id=g:381935
Gut Tom	id=g:381936
Jungun	id=g:381937
Chayol	id=g:381938
Bur Pini	id=g:381939
Nagak	id=g:381940
Arer	id=g:381941
Wunchwey	id=g:381942
Wun Dot	id=g:381943
Lang	id=g:381944
Tarerau	id=g:381945
Akwak	id=g:381946
Pagolong	id=g:381948
Panbol	id=g:381949
Abiem	id=g:381950
Tarpei	id=g:381951
Wuntut	id=g:381952
Wunapur	id=g:381953
Dong	id=g:381954
Jerweng	id=g:381955
Wun Lang	id=g:381956
Pem	id=g:381957
Ajaj	id=g:381958
Gogok	id=g:381959
Wun Kech	id=g:381960
Aeng	id=g:381961
Bakchien	id=g:381962
Pagak	id=g:381963
Nyang Long	id=g:381964
Pomarini	id=g:381965
Wun Thau	id=g:381966
Bafa	id=g:381967
Makoy	id=g:381968
Dolinom	id=g:381969
Komngol	id=g:381970
Aghol	id=g:381971
Wunbar	id=g:381972
Gejang	id=g:381973
Anyur	id=g:381974
Maji	id=g:381975
Layuwe	id=g:381976
Gengaman	id=g:381977
Atoro	id=g:381978
Kwangbar	id=g:381979
Worak	id=g:381980
Agorogwor	id=g:381981
Pakowor	id=g:381982
Makeir	id=g:381983
Nyadask	id=g:381984
Werre	id=g:381985
Wetar	id=g:381986
Makeir	id=g:381987
Gwalgo	id=g:381988
Merchek	id=g:381989
Alul	id=g:381990
Anyat	id=g:381991
Gak	id=g:381992
Khalil	id=g:381993
River Pap	id=g:381994
Khor Chatti	id=g:381995
Lake Pankhyani	id=g:381996
Lake Maithin	id=g:381997
Biwar	id=g:381998
Kadul	id=g:381999
Lake Papiu	id=g:382000
Lake Nyidhuor	id=g:382001
Turamook Meth	id=g:382002
Marlango	id=g:382006
Melekwich	id=g:382007
Khawr Tali	id=g:382008
Jarra	id=g:382009
Mejikki	id=g:382010
Bura	id=g:382011
Jabal Gama	id=g:382012
Loriangwara	id=g:382013
Kediba	id=g:382014
Jabel Ndilo	id=g:382015
Khor Bagilogo	id=g:382016
Beykers	id=g:382017
Lake Liayni	id=g:382018
Ok	id=g:382019
Tep	id=g:382020
Muot	id=g:382021
Kotek	id=g:382022
Khawr Pachol	id=g:382023
Khawr Kabieg	id=g:382024
Khawr Til	id=g:382025
Khawr Alieng	id=g:382026
Khawr Purangot	id=g:382027
Khawr Niror	id=g:382028
Awoy	id=g:382029
Mangar	id=g:382030
Kantok	id=g:382031
Panhial	id=g:382032
Lang	id=g:382033
Komlou	id=g:382034
Ding	id=g:382035
Aromnyiel	id=g:382036
Akeu	id=g:382037
Luaich	id=g:382038
Abiem	id=g:382039
Alerwei	id=g:382040
Kelwon	id=g:382041
Lualngem	id=g:382042
Panebi	id=g:382043
Akwolakwoi	id=g:382044
Dirjay	id=g:382045
Umm Sutre	id=g:382046
Pul Loi	id=g:382047
Pul Lang	id=g:382048
Marial	id=g:382049
Nyachir	id=g:382050
Padijal	id=g:382051
Mabor	id=g:382052
Bey	id=g:382053
Gok Toich	id=g:382054
Wer Piar	id=g:382055
Wangagal	id=g:382056
Bei	id=g:382057
Ajwir	id=g:382058
Ujur	id=g:382059
Pakujiak	id=g:382060
Ador	id=g:382061
Beitein	id=g:382062
Akoloch	id=g:382063
Wunamet	id=g:382064
Aiyem	id=g:382065
Makwei	id=g:382066
Jangdo	id=g:382067
Machar	id=g:382068
Mayen	id=g:382069
Mayom	id=g:382070
Panjei	id=g:382071
Aiyem	id=g:382072
Mouni Angor	id=g:382073
Khor Lodut	id=g:382074
Anangyan	id=g:382075
Pul Muokeir	id=g:382076
Gelil	id=g:382077
Pajang	id=g:382078
Aturuk	id=g:382079
Alel	id=g:382080
Toich Pagaak	id=g:382081
Makoi	id=g:382082
Nirang	id=g:382083
Koryom	id=g:382084
Amer	id=g:382085
Akowit	id=g:382086
Abwong	id=g:382087
Akok	id=g:382088
Tarkwem	id=g:382089
Pabangmar	id=g:382090
Akok	id=g:382091
Luak	id=g:382092
Malkudung	id=g:382093
Ajong	id=g:382094
Fatok	id=g:382095
Assaung	id=g:382096
Chikeir	id=g:382097
Dweir	id=g:382098
Boichweng	id=g:382099
Ajar	id=g:382100
Niang Gwok	id=g:382101
Dkwot	id=g:382102
Werawet	id=g:382103
Ajak	id=g:382104
Pakair	id=g:382105
Payom	id=g:382106
Paget	id=g:382107
Pachawei	id=g:382108
Kwech	id=g:382109
Kwath Nguk	id=g:382110
Ayok	id=g:382111
Palwal	id=g:382112
Kenisa	id=g:382113
Patuor	id=g:382114
Domjiye	id=g:382115
Gerabuok	id=g:382116
Panhom Alath	id=g:382117
Adundit	id=g:382118
Agorbar	id=g:382119
Pator Chok	id=g:382120
Amat Rot	id=g:382121
Weng Bim	id=g:382122
Lim Ketar	id=g:382123
Patiay	id=g:382124
Khor Werr	id=g:382125
Bairkou	id=g:382126
Fol Machar	id=g:382127
Buol	id=g:382128
Panjei	id=g:382129
Lual	id=g:382130
Gejok	id=g:382131
Paliech	id=g:382132
Luak Alir	id=g:382133
Pathiang Chot	id=g:382134
Palek	id=g:382135
Paliol	id=g:382136
Panyang Luel	id=g:382137
Pan Pet	id=g:382138
Pabuop	id=g:382139
Adhiota	id=g:382140
Ral Ngong	id=g:382141
Pagach	id=g:382142
Abodit	id=g:382143
Khor Adwet	id=g:382144
Amwot	id=g:382145
Bong	id=g:382146
Achoma	id=g:382147
Atet	id=g:382148
Kuidko	id=g:382149
Ashandit	id=g:382150
Khawr Wong	id=g:382151
Pateroping	id=g:382152
Aynyadi	id=g:382153
Pengko	id=g:382154
Makjokoy	id=g:382155
Tukls	id=g:382156
Awan	id=g:382157
Awau	id=g:382158
Wunattau	id=g:382159
Aliab	id=g:382160
Pilara	id=g:382161
Khor Milaku	id=g:382162
Khor Pota Pota	id=g:382163
Khor Kakkarrakada	id=g:382164
Khawr Balunya	id=g:382165
Atille	id=g:382166
Dakada	id=g:382167
Ali Bundit	id=g:382168
Mulinda	id=g:382169
Jabel Jeri	id=g:382170
Duboro	id=g:382171
Khawr Moworu	id=g:382172
Gabir	id=g:382173
Mainaguro	id=g:382174
Koraja	id=g:382175
Duvvo	id=g:382176
Khor Bera	id=g:382177
Berri	id=g:382178
Majara	id=g:382179
Keza	id=g:382180
Paia	id=g:382181
Gulu Rushi	id=g:382182
Abdulla	id=g:382183
Khor Onaio	id=g:382184
Krugi	id=g:382185
Mungan	id=g:382186
Bani	id=g:382187
Jabel Riku	id=g:382188
Jabel Sarlako	id=g:382189
Dodo	id=g:382190
Khor Longbo	id=g:382191
Ibrakhim	id=g:382192
Jabel Rovo	id=g:382193
Jabel Rovotoko	id=g:382194
Jabel Asiche	id=g:382195
Jabel Erri	id=g:382196
Jabel Damkada	id=g:382197
Khor Mboro	id=g:382198
Ndoruma	id=g:382199
Manzengi	id=g:382200
Makporo	id=g:382201
Mayeya	id=g:382202
Wuga	id=g:382204
Bandima	id=g:382205
Basu	id=g:382206
Bananbu	id=g:382207
Biamanguru	id=g:382208
Jabel Biamanzinzo	id=g:382209
Dali	id=g:382210
Khor Tagura	id=g:382211
Bimba	id=g:382212
Zumbu	id=g:382213
Mbaramo	id=g:382214
Dukanzow	id=g:382215
Egmakire	id=g:382216
