Pooles Grove Baptist Church	id=g:7231028
Wichita Public Library - Orchard Park Branch	id=g:7233112
Orchard Park Recreation Center	id=g:7233113
Hillside Mobile Home Park	id=g:7233114
Pioneer Ridge Retirement Community Nursing Home	id=g:7233115
Southborough Estates Mobile Home Park	id=g:7233116
El Caudillo Mobile Home Park	id=g:7233117
Glen Acres Mobile Home Park	id=g:7233118
Leavenworth County Health Department	id=g:7233119
Blue Oaks and Live Oaks Mobile Home Park	id=g:7233120
College Hill Nursing and Rehabilitation Center	id=g:7233121
Navajo Lake Estates Mobile Home Park	id=g:7233122
Medicalodge of Goddard Nursing Home	id=g:7233123
Kaw View Mobile Home Estates	id=g:7233124
Shawnee County Adult Detention Center	id=g:7233125
Shawnee Juvenile Detention Center	id=g:7233126
Church of the Brethren	id=g:7233127
Westwood Manor Nursing Home	id=g:7233128
Our Savior Lutheran Church	id=g:7233129
Park West Plaza Assisted Living Facility and Nursing Home	id=g:7233130
City of Sedgwick Administrative Offices	id=g:7233131
First Christian Church	id=g:7233132
Welcome Home Community Mobile Home Park	id=g:7233133
Sites Mobile Home Park	id=g:7233134
Cedar Ridge Mobile Home Park	id=g:7233135
Old Castle Museum	id=g:7233136
Country Care Nursing Home	id=g:7233137
The Leavenworth Homestead Assisted Living Facility	id=g:7233138
Leavenworth Area Convention and Visitors Bureau	id=g:7233139
Calvary Bible Church	id=g:7233140
Centers for Long Term Care of Bonner Springs	id=g:7233141
Jack Reardon Civic Center	id=g:7233142
Pinaire Mobile Home Park	id=g:7233143
Manor Care Health Services Nursing Home of Overland Park	id=g:7233144
The Heartland Orthodox Christian Museum	id=g:7233145
Cambridge Mobile Home Park	id=g:7233146
Ozawkie Township Hall	id=g:7233147
Mission Springs Assisted Living Facility II	id=g:7233148
Jerry's Nursery and Landscaping	id=g:7233149
Wat Wichitaram Buddhist Temple	id=g:7233150
Topeka Art Guild Gallery	id=g:7233151
Mission Springs Assisted Living Facility	id=g:7233152
Fairlawn Heights Residential Center	id=g:7233153
Oakwood Manor Mobile Home Park	id=g:7233154
Saint Michaels Catholic Church	id=g:7233155
Powell Mobile Home Park	id=g:7233156
Village Shalom Assisted Living Facility	id=g:7233157
Liberty Christian Life Center	id=g:7233158
Northview Mobile Home Park	id=g:7233159
Harbor Mobile Home Park	id=g:7233160
Clare Bridge of Topeka Assisted Living Facility	id=g:7233161
Sandpiper Bay Healthcare and Retirement Center	id=g:7233162
Loma Vista Nursery	id=g:7233163
Homestead Assisted Living Facility	id=g:7233164
Tree Top Nursery and Landscape Center	id=g:7233165
Scenic Landscape Water Garden Nursery	id=g:7233166
Combat Air Museum	id=g:7233167
Hardison Shady Acres Mobile Home Park	id=g:7233168
Wichita Public Library - Ford Rockwell Branch	id=g:7233169
Kansas Trailer Village	id=g:7233170
Lawrence City Hall	id=g:7233171
Rossville Valley Manor Nursing Home	id=g:7233172
Westridge Shopping Center	id=g:7233173
Kansas African American Museum	id=g:7233174
Leavenworth County Jail	id=g:7233175
Baker University - Owens Musical Arts Building	id=g:7233176
Baker University - Parmenter Hall	id=g:7233177
Baker University - Pulliam Center	id=g:7233178
Baker University - Taft Bridge	id=g:7233179
Baker University - Art Affairs Building	id=g:7233180
Baker University - Clarience L Osbourne Memorial Chapel	id=g:7233181
Baker University - Mabee Memorial Hall	id=g:7233182
Baker University - Mulvane Science Hall	id=g:7233183
Baker University - Jolliffe Residence Hall	id=g:7233184
Baker University - Bennett Art Building	id=g:7233185
Baker University - Gessner Residence Hall	id=g:7233186
Baker University - Collins Sports Center	id=g:7233187
Baker University - Old Castle Complex	id=g:7233188
Royal Mobile Home Court	id=g:7233189
Vintage Park of Waterfront Assisted Living Facility	id=g:7233190
Mulvane Sports Complex	id=g:7233191
Saint Marys Immaculate Conception Church	id=g:7233192
Community Bible Church	id=g:7233193
Andover City Hall	id=g:7233194
Kingdom Hall of Jehovahs Witnesses	id=g:7233195
Calvary Baptist Church	id=g:7233196
Lakeview Village Nursing Home	id=g:7233197
Wichita Center for the Arts	id=g:7233198
Suburban Mobile Home Park	id=g:7233199
Kokopelli Wholesale Nursery	id=g:7233200
Clare Bridge of Wichita Assisted Living Facility	id=g:7233201
Washburn Surgery Center	id=g:7233202
Freedom Pointe Overland Park Assisted Living Facility	id=g:7233203
Wildwoods Mobile Home Park	id=g:7233204
Zoch Trailer Court	id=g:7233205
Andover Public Library	id=g:7233206
First Pentecostal Church	id=g:7233207
Longbranch Mobile Home Park	id=g:7233208
Hope Alive Christian Center	id=g:7233209
Trinity Nursing and Rehabilitation Center	id=g:7233210
Delmar Gardens of Lenexa Nursing Home	id=g:7233211
Christs Outreach Ministries	id=g:7233212
Silver Spur III Mobile Home Park	id=g:7233213
Stockholm Hall	id=g:7233214
Congregational Cemetery	id=g:7233215
Baldwin Healthcare and Rehabilitation Center	id=g:7233216
Williamstown Assembly of God Church	id=g:7233217
Riverfront Community and Convention Center	id=g:7233218
Family of God Church	id=g:7233219
Saint John the Evangelist Church	id=g:7233220
Stratford Commons Assisted Living Facility	id=g:7233221
Abundance of Life Cathedral of Praise Church of God in Christ	id=g:7233222
Clear Creek Court Mobile Home Park	id=g:7233223
Ward - Meade Park and Botanical Gardens	id=g:7233224
First Baptist Church	id=g:7233225
Cornerstone at Broadmoor Nursing Home	id=g:7233226
East Side Church of Christ	id=g:7233227
Second Christian Church	id=g:7233228
East Lawrence Recreation Center	id=g:7233229
Mount Hope Post Office	id=g:7233230
Sunrise Assisted Living of Overland Park	id=g:7233231
Colwich Community Library	id=g:7233232
University of Kansas - Edwards Campus Jayhawk Central	id=g:7233233
University of Kansas - Edwards Campus Regents Center	id=g:7233234
University of Kansas - Edwards Campus Reginer Hall	id=g:7233235
Homestead Assisted Living Residence of Leawood	id=g:7233236
Clare Bridge of Leawood Assisted Living Facility	id=g:7233237
Landmark Baptist Church	id=g:7233238
Clearwater City Hall	id=g:7233239
Emmaus Lutheran Church	id=g:7233240
Loma Vista Nursery	id=g:7233241
Clearwater United Methodist Church	id=g:7233242
Park Village Mobile Home Park	id=g:7233243
Haysville Community Library	id=g:7233244
Kansas Firefighters Museum	id=g:7233245
Park City Baptist Church	id=g:7233246
Calvary Church of God in Christ	id=g:7233247
Timbercreek Mobile Home Park	id=g:7233248
Silvercrest at Deer Creek	id=g:7233249
Centennial Center	id=g:7233250
West Side United Methodist Church	id=g:7233251
Lakepoint Retirement and Rehabilitation Center	id=g:7233252
Oak Court Mobile Home Court	id=g:7233253
Haysville City Hall	id=g:7233254
Haysville Municipal Court	id=g:7233255
Adams Heights Mobile Home Park	id=g:7233256
Royal Terrace Nursing and Rehabilitation Center	id=g:7233257
Meriden Community Library	id=g:7233258
Viola Presbyterian Church	id=g:7233259
Church of Christ	id=g:7233260
Silver Lake Library	id=g:7233261
Colwich Health Center Nursing Home	id=g:7233262
Olivet Church of God in Christ	id=g:7233263
Derby Post Office	id=g:7233264
Tonganoxie Historical Museum	id=g:7233265
Pleasant Hill Baptist Church	id=g:7233266
Eventide Convalescent Center	id=g:7233267
Oskaloosa First Baptist Church	id=g:7233268
Faith United Church	id=g:7233269
Wichita Area Technical College - Airport Center Campus	id=g:7233270
Winchester Post Office	id=g:7233271
Winchester Public Library	id=g:7233272
Saint Theresa Church	id=g:7233273
Eudora United Methodist Church	id=g:7233274
Perry Post Office	id=g:7233275
New Beginning Seventh Day Adventist Church	id=g:7233276
Colonial Manor Nursing and Care Center	id=g:7233277
Park City Church of the Nazarene	id=g:7233278
Friend's University Witchita Campus Adair - Austin Stadium	id=g:7233279
Friend's University - Witchita Campus Casado Campus Center	id=g:7233280
Friend's University - Witchita Campus Center on Family Living	id=g:7233281
Friend's University - Witchita Campus College of Adult and Professional Studies and Info Services	id=g:7233282
Friend's University - Witchita Campus Davis Administration Building	id=g:7233283
Friend's University - Witchita Campus Edmund Stanley Library	id=g:7233284
Friend's University - Witchita Campus Energy Center	id=g:7233285
Friend's University - Witchita Campus Falcon Flats	id=g:7233286
Friend's University - Witchita Campus Falcon Glenn Apartments	id=g:7233287
Friend's University - Witchita Campus Friends Village	id=g:7233288
Friend's University - Witchita Campus Garvey Physical Education Center	id=g:7233289
Friend's University - Witchita Campus Green Residence Hall	id=g:7233290
Friend's University - Witchita Campus Olive White Garvey Business and Technology Building	id=g:7233291
Friend's University - Witchita Campus President's Home	id=g:7233292
Friend's University - Witchita Campus Sumpter Hall	id=g:7233293
Friend's University - Witchita Campus William Penn Science Building and Sebits Science Hall	id=g:7233294
Immanuel Lutheran Church	id=g:7233295
Pleasant Grove Missionary Baptist Church	id=g:7233296
Bibleway Community of Faith Church	id=g:7233297
Linwood Church of Christ	id=g:7233298
Mulvane City Offices	id=g:7233299
Andover Post Office	id=g:7233300
Enterprise Christian Church	id=g:7233301
Conway Springs Post Office	id=g:7233302
Valley Center Mobile Home Park	id=g:7233303
Grantville Post Office	id=g:7233304
The Homestead of Topeka Assisted Living Facility	id=g:7233305
Topeka Municipal Court	id=g:7233306
Haysville Healthcare Center Nursing Home	id=g:7233307
Cheney Post Office	id=g:7233308
Midtown Mobile Home Park	id=g:7233309
Assembly of God Church	id=g:7233310
McLouth Public Library	id=g:7233311
Topeka City Hall	id=g:7233312
Living Waters Fellowship Church	id=g:7233313
Kechi City Hall	id=g:7233314
North Topeka Post Office	id=g:7233315
Perry United Methodist Church	id=g:7233316
Nortonville Post Office	id=g:7233317
Easton Post Office	id=g:7233318
Harper Woods Mobile Home Park	id=g:7233319
Hillside Nursery	id=g:7233320
Rosedale Post Office	id=g:7233321
Willowood Estates Mobile Home Park	id=g:7233322
Fishin Mobile Home Park	id=g:7233323
Mobile Manor Estates Mobile Home Park	id=g:7233324
Good Shepherd Lutheran Church	id=g:7233325
Paradise Mobile Home Park	id=g:7233326
Truth in Love Christian Church	id=g:7233327
Delaware Cemetery	id=g:7233328
Medicalodge of Gardner Nursing Home	id=g:7233329
Carbondale Post Office	id=g:7233330
First Church of Christ Scientist	id=g:7233331
Wichita Public Library - Central	id=g:7233332
Park City Christian Church	id=g:7233333
Haysville Post Office	id=g:7233334
Wichita Public Library - Comotara Branch	id=g:7233335
Antioch Baptist Church	id=g:7233336
Saint Josephs Church	id=g:7233337
Andale Care Center	id=g:7233338
Saint Matthew African Methodist Episcopal Church	id=g:7233339
New Light Baptist Church	id=g:7233340
Medicalodge of Wichita Nursing Home	id=g:7233341
Garden Plain Community Church	id=g:7233342
Sacred Heart Catholic Church	id=g:7233343
Christ Covenant Church	id=g:7233344
Lamplighter Mobile Home Park	id=g:7233345
Lawrence Heights Christian Church	id=g:7233346
Brotherhood Presbyterian Church	id=g:7233347
Holiday Plaza Shopping Center	id=g:7233348
Reach Out Ministries Baptist Church	id=g:7233349
Hesper Friends Cemetery	id=g:7233350
Hesper Friends Church	id=g:7233351
Kansas Sports Hall of Fame	id=g:7233352
Grandview Baptist Church of Kansas City	id=g:7233353
Rolling Hills Health Center Nursing Home	id=g:7233354
Pleasant Valley Mobile Home Park	id=g:7233355
Rolling Hills Assisted Living Apartments	id=g:7233356
Century United Methodist Church	id=g:7233357
Rees Fruit Farm	id=g:7233358
Combined Arms Research Library	id=g:7233359
Church of the Resurrection West	id=g:7233360
Beverly Health and Rehabilitation Center of Spring Hill	id=g:7233361
Manor Care Health Services Nursing Home of Topeka	id=g:7233362
The House of The Lord Church	id=g:7233363
Allen - Lambe House Museum	id=g:7233364
Reds Mobile Home Park	id=g:7233365
King Solomon Missionary Baptist Church	id=g:7233366
Wichita Public Library - Evergreen Branch	id=g:7233367
Basehor City Hall	id=g:7233368
Basehor Municipal Court	id=g:7233369
Lakeside Manufactured Home Community	id=g:7233370
Reed - A - Way Mobile Home Park	id=g:7233371
Redeemer Lutheran Church	id=g:7233372
Evergreen Neighborhood City Hall	id=g:7233373
Wanamaker Road Baptist Church	id=g:7233374
Holcom Sports Complex	id=g:7233375
Northpoint Baptist Church	id=g:7233376
Church of God Fellowship	id=g:7233377
Eastside Church of God in Christ	id=g:7233378
Lynette Woodard Recreation Center	id=g:7233379
Atwater Neighborhood City Hall	id=g:7233380
Johnson County Jail	id=g:7233381
Homestead of Auburn Assisted Living Facility	id=g:7233382
Kansas City Kansas Public Library - Argentine Branch	id=g:7233383
Church of the Living God	id=g:7233384
American Eagle Mobile Home Estates	id=g:7233385
Oskaloosa City Hall	id=g:7233386
Rolling Green Mobile Home Park	id=g:7233387
Kansas Territorial Capital - Lane Museum	id=g:7233388
Park City Senior Center	id=g:7233389
Brookdale Senior Living Assisted Living Facility	id=g:7233390
Derby Senior Center	id=g:7233391
Derby Public Library	id=g:7233392
Park City Municipal Court	id=g:7233393
Park City City Hall	id=g:7233394
Saint Anthonys of Padua Catholic Church	id=g:7233395
Derby City Hall	id=g:7233396
Church of the Living God	id=g:7233397
Wyandotte County Health Department	id=g:7233398
Mobile Lodge of Lecompton	id=g:7233399
Clearwater Retirement Community I Nursing Home	id=g:7233400
Travel - Air Mobile Home Park	id=g:7233401
Sylvester Powell Junior Community Center	id=g:7233402
Life Care Center of Wichita Nursing Home	id=g:7233403
Great Plains Nature Center	id=g:7233404
Countryside Home Park Mobile Home Park	id=g:7233405
National Fred Harvey Museum	id=g:7233406
Assisted Lifestyles of Kansas	id=g:7233407
Linnell Mobile Home Park	id=g:7233408
Medicalodge East of Kansas City Nursing Home	id=g:7233409
National Agricultural Hall of Fame	id=g:7233410
Zion Outpost Church	id=g:7233411
Glenbrook Mobile Home Community	id=g:7233412
The 1950's All - Electric House Museum	id=g:7233413
Wyandotte County Museum and Historical Society	id=g:7233414
Mulvane Recreation Center	id=g:7233415
Mulvane Senior Citizens Center	id=g:7233416
Maria Court Assisted Living Facility	id=g:7233417
Wichita Heights Baptist Church	id=g:7233418
Grace Temple Church of God	id=g:7233419
Shawnee Gardens Healthcare and Rehabilitation Center	id=g:7233420
Kansas State Archives and Library	id=g:7233421
Kansas Museum of History	id=g:7233422
Indian Center Museum	id=g:7233423
North Star Mobile Home Park	id=g:7233424
Medicalodge Post - Acute Care Center	id=g:7233425
Creekside Estates Mobile Home Park	id=g:7233426
Overland Park Nursing and Rehabilitation Center	id=g:7233427
Indian Creek Nursing Center	id=g:7233428
Blue Valley Activity Center	id=g:7233429
Overland Park Place Assisted Living Facility	id=g:7233430
Randall Road Baptist Church	id=g:7233431
Twin Oaks Assisted Living Facility	id=g:7233432
North Point Community Church	id=g:7233433
Catholic Care Center Nursing Home	id=g:7233434
Museum of the Kansas National Guard	id=g:7233435
Peachwood Manor Mobile Home Park	id=g:7233436
Edwardsville Municipal Court	id=g:7233437
Edwardsville City Hall	id=g:7233438
Colonial Estates Mobile Home Park	id=g:7233439
Edwardsville Community Center	id=g:7233440
Hickory Pointe Care and Rehabilitation Center	id=g:7233441
Great Plains Transportation Museum	id=g:7233442
Kamar Parkette Trailer Park	id=g:7233443
Sedgwick County Department of Corrections	id=g:7233444
Sedgwick Plaza Assisted Living Facility	id=g:7233445
Saint Paul Lutheran Church	id=g:7233446
Wyandotte County Kansas City Hall	id=g:7233447
Botanica - The Wichita Garden	id=g:7233448
Great Overland Station	id=g:7233449
Mount Hope Nursing Center	id=g:7233450
Lawrence Public Library	id=g:7233451
Edgerton Mobile Home Park	id=g:7233452
Ballard Center - Community Services	id=g:7233453
Wyandotte County Jail	id=g:7233454
Manor Care Health Services Nursing Home of Wichita	id=g:7233455
Brighton Gardens of Prairie Village Assisted Living Facility and Nursing Home	id=g:7233456
Haysville Activity Center	id=g:7233457
Haysville Senior Center	id=g:7233458
Saint Francis House Nursing Home	id=g:7233459
Little River Mobile Home Park	id=g:7233460
Perrine Mobile Home Park	id=g:7233461
Mathis Mobile Home Park	id=g:7233462
Graves Memorial Public Library	id=g:7233463
Strawberry Hill Museum and Cultural Center	id=g:7233464
Aldersgate Village Assisted Living Facility	id=g:7233465
Cheney Golden Age Home	id=g:7233466
Kansas City Kansas Community College - Henry M Louie Social and Behavioral Science Building	id=g:7233467
Kansas City Kansas Community College - Science Building	id=g:7233468
Kansas City Kansas Community College - Mathematics Building	id=g:7233469
