Aiyede	id=g:2351598
Ahmadu	id=g:6837241
River Mariya	id=g:6837242
RIver Kunar	id=g:6837243
Girim	id=g:6837244
Kumba	id=g:6837245
Chokutaku	id=g:6837246
Larasiki	id=g:6837247
Gaidam	id=g:6837248
Vina	id=g:6837249
Sugum	id=g:6837250
Guzugum	id=g:6837251
Ferhorma	id=g:6837252
Taghamta	id=g:6837253
Yarbamu	id=g:6837254
Ngel Koli River	id=g:6837255
Gungeru River	id=g:6837256
Madi	id=g:6837257
Kinawurshi	id=g:6837258
Funi	id=g:6837259
Gali	id=g:6837260
Bilan	id=g:6837261
Tarabakin	id=g:6837262
Kuli	id=g:6837263
Kaltungo	id=g:6837264
Fadawa	id=g:6837265
Kir	id=g:6839264
Badara	id=g:6844646
Ukpa	id=g:6852171
River Uire	id=g:6852172
Adum	id=g:6852173
Oyiwo	id=g:6852174
Allan	id=g:6852175
Ochinyini	id=g:6852176
Ichoji	id=g:6852177
Obotu	id=g:6852178
River Obonyiri	id=g:6852179
Ijegbe	id=g:6852180
Oyiwo	id=g:6852181
Igbeji	id=g:6852182
Udegi	id=g:6852183
Ojo	id=g:6852184
Agboko	id=g:6852185
River Otabonya	id=g:6852186
River Egbono	id=g:6852187
Tsekughea	id=g:6852188
Okotungbe	id=g:6852189
Akweje	id=g:6852190
Okotumgbe	id=g:6852191
Obini	id=g:6852192
Ugba	id=g:6852193
Adega	id=g:6852194
Upper-Akpineje	id=g:6852195
Iorlyam	id=g:6852196
Iyorembe	id=g:6852197
Odiapa	id=g:6852198
Okwuhungbe	id=g:6852199
Andkari	id=g:6852200
River Ogbiji	id=g:6852201
River Ogbere	id=g:6852202
River Otobi	id=g:6852203
Atime	id=g:6852204
Egbla	id=g:6852205
Gom	id=g:6852206
Itogo	id=g:6852207
Okpokwu	id=g:6852208
Eron	id=g:6852209
Lower Atito	id=g:6852210
Igbegi	id=g:6852211
Takper	id=g:6852212
Ochinebe	id=g:6852213
Inachi	id=g:6852214
Opirikwu	id=g:6852215
Upper Atito	id=g:6852216
River Ukpoyi	id=g:6852217
Iyaho	id=g:6852218
Ojantele	id=g:6852219
Akpuneje	id=g:6852220
Okpaga	id=g:6852221
River Akanabo	id=g:6852222
Saka	id=g:6852223
Ukpute	id=g:6852224
Ajav	id=g:6852225
Igwe	id=g:6852226
Ainu Ogbogwu	id=g:6852227
Igwe	id=g:6852228
Omebe	id=g:6852229
Tyoyange	id=g:6852230
Ainu	id=g:6852231
Ijegu	id=g:6852232
Abankwa	id=g:6852233
Agigbe	id=g:6852234
Udapa	id=g:6852235
River Gbade	id=g:6852236
River Koldoma	id=g:6852237
Ityoka	id=g:6852238
Mcha	id=g:6852239
Enyebe	id=g:6852240
Tseubiligh	id=g:6852241
Agbu River	id=g:6852242
Aturukpo	id=g:6852243
Tseagbe	id=g:6852244
Oko	id=g:6852245
River Uangendakpa	id=g:6852246
Tsenyebe	id=g:6852247
River Uwebende	id=g:6852248
Kaana	id=g:6852249
Oglewu Leprosy Clinic	id=g:6852250
Okukukwu	id=g:6852251
Tseapam	id=g:6852252
Akpagher	id=g:6852253
River Panbele	id=g:6852254
Asa	id=g:6852255
Kwaghtsume	id=g:6852256
Ngii	id=g:6852257
Taa	id=g:6852258
Tseaudu	id=g:6852259
Jornor	id=g:6852260
Ikyar	id=g:6852261
River Uliemen	id=g:6852262
Anyeagbade	id=g:6852263
Uguchi	id=g:6852264
Tsegbaji	id=g:6852265
Ulam	id=g:6852266
Agboke	id=g:6852267
Asen	id=g:6852268
Ogomo	id=g:6852269
River Ujwa	id=g:6852270
Chehu	id=g:6852271
Atlo	id=g:6852272
Kakan	id=g:6852273
Nyamkan	id=g:6852274
Ameche	id=g:6852275
Obelogba	id=g:6852276
River Kpimajo	id=g:6852277
Oturkpo	id=g:6852278
Tseaiko	id=g:6852279
Tseazever	id=g:6852280
Amoda	id=g:6852281
Ogbum	id=g:6852282
Abaganya	id=g:6852283
Agidi	id=g:6852284
Agule	id=g:6852285
Akpegher	id=g:6852286
Okpaobeka	id=g:6852287
Kwaghmende	id=g:6852288
Nenge	id=g:6852289
Okpobi Forest Reserve	id=g:6852290
River Avertse	id=g:6852291
River Awanbeuma	id=g:6852292
Utenger	id=g:6852293
Odugh	id=g:6852294
Uhon	id=g:6852295
Tsetsokor	id=g:6852296
Ihura	id=g:6852297
Ediku	id=g:6852298
Manger	id=g:6852299
River Gbaya	id=g:6852300
Gele Tyokya	id=g:6852301
Ijaha	id=g:6852302
Ugana	id=g:6852303
Tseaaijo	id=g:6852304
River Unyon	id=g:6852305
Upu	id=g:6852306
Okoklo Forest Reserve	id=g:6852307
Anhwange	id=g:6852308
Tsetange	id=g:6852309
Otada	id=g:6852310
Bogo	id=g:6852311
River Nguegbende	id=g:6852312
Idabi	id=g:6852313
River Oshimbe	id=g:6852314
River Abeba	id=g:6852315
River Atyaregh	id=g:6852316
Dura	id=g:6852317
Abaver	id=g:6852318
Iyou-gos	id=g:6852319
Upu & Icho	id=g:6852320
Akpachi	id=g:6852321
Igba	id=g:6852322
Shenge	id=g:6852323
Atule	id=g:6852324
Kyanyon	id=g:6852325
River Uyar	id=g:6852326
Nyikwagh	id=g:6852327
Atsenga	id=g:6852328
Akpenembel	id=g:6852329
Atwee	id=g:6852330
Asema	id=g:6852331
River Okpobi	id=g:6852332
Gbuka	id=g:6852333
River Owulo	id=g:6852334
Aku	id=g:6852335
Berka	id=g:6852336
Ato	id=g:6852337
Mbanumbu	id=g:6852338
Aknum	id=g:6852339
Konov	id=g:6852340
Ahule	id=g:6852341
Uve	id=g:6852342
Wegba	id=g:6852343
Wuhe	id=g:6852344
Dieb	id=g:6852345
Ghena	id=g:6852346
Ukuse	id=g:6852347
Vende	id=g:6852348
Antse	id=g:6852349
Agom	id=g:6852350
Akosu	id=g:6852351
Wakwagh	id=g:6852352
Tvortswan	id=g:6852353
Uwua	id=g:6852354
Kwen	id=g:6852355
Danyin	id=g:6852356
Gbeda	id=g:6852357
Kuleve	id=g:6852358
River Uja	id=g:6852359
Awule	id=g:6852360
Jen	id=g:6852361
Abo	id=g:6852362
Lanai	id=g:6852363
Nyietaghe	id=g:6852364
Ortserga	id=g:6852365
Nmande	id=g:6852366
Nyiatagher	id=g:6852367
Shaa	id=g:6852368
River Nonnor	id=g:6852369
River Bal	id=g:6852370
Ochu	id=g:6852371
Ugoh	id=g:6852372
Tsegbila	id=g:6852373
River Amula	id=g:6852374
Anuma	id=g:6852375
Odudaje	id=g:6852376
Tsealem	id=g:6852377
Nyitse	id=g:6852378
Tsegbase	id=g:6852379
Kobi	id=g:6852380
Kpeesi	id=g:6852381
Iyorve	id=g:6852382
Akpagher Forest Reserve	id=g:6852383
Anyam	id=g:6852384
Anwag	id=g:6852385
Azande	id=g:6852386
Fola	id=g:6852387
Orya	id=g:6852388
Abuu	id=g:6852389
Ilim	id=g:6852390
Ike	id=g:6852391
Apahar	id=g:6852392
Abi	id=g:6852393
Zijar	id=g:6852394
Kpimchi	id=g:6852395
Naor	id=g:6852396
Orsunde	id=g:6852397
Gaadi	id=g:6852398
Agernor	id=g:6852399
Vonge	id=g:6852400
Akesa	id=g:6852401
Agire	id=g:6852402
Denangu	id=g:6852403
Iyorde	id=g:6852404
Anenge	id=g:6852405
Usungu	id=g:6852406
Chirebo	id=g:6852407
Nyom	id=g:6852408
Ugese	id=g:6852409
Uzuwa	id=g:6852410
Magondo	id=g:6852411
Tsenga	id=g:6852412
Iyornyar	id=g:6852413
Gigi	id=g:6852414
Anuuka	id=g:6852415
Anum	id=g:6852416
Enger	id=g:6852417
Akurengba	id=g:6852418
Ntswenem	id=g:6852419
Ayoosu	id=g:6852420
Antam	id=g:6852421
Tsekar	id=g:6852422
Dagi	id=g:6852423
Gor	id=g:6852424
New Gaase	id=g:6852425
Tsebyam	id=g:6852426
Dula	id=g:6852427
Uankun	id=g:6852428
Dogo	id=g:6852429
Alemen	id=g:6852430
Pineum	id=g:6852431
Num	id=g:6852432
Nsakpa	id=g:6852433
Akase	id=g:6852434
Tortya	id=g:6852435
Ndar	id=g:6852436
Tyoule	id=g:6852437
Anyia	id=g:6852438
Ngutswen	id=g:6852439
Gboko Forest Reserve	id=g:6852440
Ajum	id=g:6852441
Unande	id=g:6852442
Degema	id=g:6852443
Uhen	id=g:6852444
Duenya	id=g:6852445
River Ulobo	id=g:6852446
Kuewe	id=g:6852447
River Okpell	id=g:6852448
Chia	id=g:6852449
Wandor	id=g:6852450
Ada	id=g:6852451
Nyor	id=g:6852452
Azem	id=g:6852453
Achia	id=g:6852454
Anom	id=g:6852455
Waatsor	id=g:6852456
Kpajough	id=g:6852457
Tse-Eneke	id=g:6852458
Nbaadaga	id=g:6852459
Tondu	id=g:6852460
Tse-Kpev	id=g:6852461
Azool	id=g:6852462
Gyungu	id=g:6852463
Aviagee	id=g:6852464
Ando Akaa	id=g:6852465
Gbafan	id=g:6852466
Utule	id=g:6852467
Awase	id=g:6852468
Azaage	id=g:6852469
Iongu	id=g:6852470
River Akpa	id=g:6852471
River Bal	id=g:6852472
Atighil	id=g:6852473
Adaa	id=g:6852474
Anum	id=g:6852475
Gida	id=g:6852476
Alam	id=g:6852477
River Akoor	id=g:6852478
Iartyange	id=g:6852479
Tse Amua	id=g:6852480
Suku	id=g:6852481
Kuha	id=g:6852482
River Ugav	id=g:6852483
Nyam	id=g:6852484
River Aditogula	id=g:6852485
Ugesa	id=g:6852486
Anzuku	id=g:6852487
Chi	id=g:6852488
Ihuma	id=g:6852489
River Uzenke	id=g:6852490
Unande	id=g:6852491
Anagbe	id=g:6852492
River Uive	id=g:6852493
Jornor	id=g:6852494
River Ukuru	id=g:6852495
River Ueku	id=g:6852496
Abosha	id=g:6852497
Gbakaan	id=g:6852498
Ude	id=g:6852499
Jonav	id=g:6852500
Tyougagyula	id=g:6852501
Gbeehe	id=g:6852502
Anakha	id=g:6852503
Zwanya	id=g:6852504
Akper	id=g:6852505
River Leke	id=g:6852506
Achambe	id=g:6852507
Ukanan	id=g:6852508
Tse Agoom	id=g:6852509
Akaa	id=g:6852510
Ikpajough	id=g:6852511
Tse-Kucha	id=g:6852512
Chia	id=g:6852513
River Gbumacha	id=g:6852514
Sule	id=g:6852515
Gbise	id=g:6852516
Afgha	id=g:6852517
Ikporkyaa	id=g:6852518
River Wevi	id=g:6852519
Tyogba	id=g:6852520
Tseakume	id=g:6852521
Abwar	id=g:6852522
Gbum	id=g:6852523
Yogbo	id=g:6852524
Boo	id=g:6852525
Hangen	id=g:6852526
Ihyungwa	id=g:6852527
River Bar	id=g:6852528
Takol	id=g:6852529
River Mchira	id=g:6852530
Iwoo	id=g:6852531
Perkyaa	id=g:6852532
Iorshaghev	id=g:6852533
Avule	id=g:6852534
Gelaza	id=g:6852535
River Timode	id=g:6852536
Unumbur	id=g:6852537
Akuraigb	id=g:6852538
Ikwe	id=g:6852539
Tse Tsavau Mba	id=g:6852540
Ayuwa	id=g:6852541
Nyhiemba	id=g:6852542
River Ogudumogbo	id=g:6852543
Kpam	id=g:6852544
Nima	id=g:6852545
Bokyaa	id=g:6852546
Ikba	id=g:6852547
Mtil	id=g:6852548
Kuwan	id=g:6852549
Zegemzeba	id=g:6852550
Tsewanyan	id=g:6852551
Abu	id=g:6852552
River Utien	id=g:6852553
Iortiel	id=g:6852554
River Ukyaver	id=g:6852555
Agel	id=g:6852556
Ikula	id=g:6852557
Akpila	id=g:6852558
River Gagambe	id=g:6852559
Mbaker	id=g:6852560
Tse-Guletsa	id=g:6852561
River Miche	id=g:6852562
Oghugh	id=g:6852563
Tse-Yende	id=g:6852564
Gbankyao	id=g:6852565
Agule	id=g:6852566
Tse-Haanongon	id=g:6852567
Agema	id=g:6852568
Gbande	id=g:6852569
River Anu	id=g:6852570
Shagba	id=g:6852571
River Ndeel	id=g:6852572
River Apa	id=g:6852573
Aije	id=g:6852574
Iguche	id=g:6852575
Tarka	id=g:6852576
Dogo	id=g:6852577
Daike	id=g:6852578
Yongoada	id=g:6852579
Achaku	id=g:6852580
Kudu	id=g:6852581
Ugbisu	id=g:6852582
Tsav	id=g:6852583
Agor	id=g:6852584
Baba	id=g:6852585
Ojala	id=g:6852586
Tseikyam	id=g:6852587
Chingwande	id=g:6852588
Chinta	id=g:6852589
Gbughur	id=g:6852590
Mende	id=g:6852591
Kperyisa	id=g:6852592
Mjirim	id=g:6852593
River Ukor	id=g:6852594
Ogbadu	id=g:6852595
Tseakaa	id=g:6852596
Awaji	id=g:6852597
Shapera	id=g:6852598
Baba	id=g:6852599
Unyiongo	id=g:6852600
Gbakure	id=g:6852601
River Cheweri	id=g:6852602
Umuogidi	id=g:6852603
Mamo	id=g:6852604
Tseushir	id=g:6852605
River Kwebi	id=g:6852606
Dogo	id=g:6852607
Amala	id=g:6852608
Oga	id=g:6852609
Abagi	id=g:6852610
Kusugh	id=g:6852611
Chekyam	id=g:6852612
Roman Catholic Mission Mishi School	id=g:6852613
Tse-Agbeji	id=g:6852614
Shiver	id=g:6852615
Gbinde	id=g:6852616
Antum	id=g:6852617
Tsekov	id=g:6852618
Adaa	id=g:6852619
Ikahe	id=g:6852620
Gur	id=g:6852621
Obiam	id=g:6852622
Dobia	id=g:6852623
Yongo	id=g:6852624
Tsekoruum	id=g:6852625
Agbakwa	id=g:6852626
Abagi	id=g:6852627
River Nyonowa	id=g:6852628
River Adugbe	id=g:6852629
Ajanku	id=g:6852630
Iwirri	id=g:6852631
Saykia	id=g:6852632
Adum	id=g:6852633
Ayo	id=g:6852634
Gusabo	id=g:6852635
Tsetar	id=g:6852636
Anuma	id=g:6852637
Unyo	id=g:6852638
Cheunger	id=g:6852639
River Kpukulu	id=g:6852640
Adagba	id=g:6852641
Naka	id=g:6852642
Tse-Agije	id=g:6852643
Tsemunam	id=g:6852644
Naka	id=g:6852645
Nyiongo	id=g:6852646
Kyanjir	id=g:6852647
Tsekpabi	id=g:6852648
River Anyor	id=g:6852649
Abezer	id=g:6852650
Akure	id=g:6852651
Akule	id=g:6852652
Wanmune Forest Reserve	id=g:6852653
Yonov	id=g:6852654
Ukwe	id=g:6852655
Ayo	id=g:6852656
Agbahia	id=g:6852657
Tse-Agbe	id=g:6852658
Ikyaa	id=g:6852659
Avende	id=g:6852660
Tse-Achura	id=g:6852661
Usan	id=g:6852662
Tsedom	id=g:6852663
Tarzoho	id=g:6852664
Okpaha	id=g:6852665
Achal	id=g:6852666
Nom	id=g:6852667
Tsevava	id=g:6852668
Vande	id=g:6852669
Ududu	id=g:6852670
Orga	id=g:6852671
Agbara	id=g:6852672
Chia	id=g:6852673
Amise	id=g:6852674
Aku	id=g:6852675
Jombo	id=g:6852676
Orwuatsaga	id=g:6852677
Iboun	id=g:6852678
Bodanyi	id=g:6852679
Kpughuur	id=g:6852680
River Chu	id=g:6852681
River Akpuu	id=g:6852682
Iyorde	id=g:6852683
Tyogben	id=g:6852684
Mbaparegh	id=g:6852685
Gu	id=g:6852686
Ikyande	id=g:6852687
Tshengena	id=g:6852688
Tserava	id=g:6852689
Anjogh	id=g:6852690
Nev	id=g:6852691
Ugbegi	id=g:6852692
Okpaha	id=g:6852693
Akwe	id=g:6852694
Yamanange	id=g:6852695
Iganden	id=g:6852696
Igamha	id=g:6852697
Tsuwa	id=g:6852698
Akumu	id=g:6852699
Akutsa	id=g:6852700
Abondo	id=g:6852701
Ediko	id=g:6852702
River Fete	id=g:6852703
Tse Aba	id=g:6852704
Kurkyor	id=g:6852705
Go	id=g:6852706
Tsegbayi	id=g:6852707
Tsechia	id=g:6852708
Agondo	id=g:6852709
Antine	id=g:6852710
Achaa	id=g:6852711
Agbeji	id=g:6852712
Tse Gbagir	id=g:6852713
Chorun	id=g:6852714
Gbo	id=g:6852715
Kura	id=g:6852716
Nyiti	id=g:6852717
Byer	id=g:6852718
Bobo	id=g:6852719
Anyamile	id=g:6852720
Chavkar	id=g:6852721
Uchu	id=g:6852722
Agbenda	id=g:6852723
Tsenumba	id=g:6852724
Ugbe	id=g:6852725
Ugobo	id=g:6852726
Anyiough	id=g:6852727
Tsuba	id=g:6852728
Udenyi	id=g:6852729
Tsemokha	id=g:6852730
Menga	id=g:6852731
Abagi	id=g:6852732
Ikumbur	id=g:6852733
Nwusu	id=g:6852734
Tsenongo	id=g:6852735
Adem	id=g:6852736
Gba	id=g:6852737
Ukegh	id=g:6852738
Akor	id=g:6852739
Kpelean	id=g:6852740
Mbagba	id=g:6852741
Uzever	id=g:6852742
Adem	id=g:6852743
Adaa	id=g:6852744
Juru	id=g:6852745
Tserumur	id=g:6852746
Kpagher	id=g:6852747
Nyili	id=g:6852748
Abe	id=g:6852749
Maihwa	id=g:6852750
Nura	id=g:6852751
Orchiga	id=g:6852752
Yenge	id=g:6852753
Kuman	id=g:6852754
Vande	id=g:6852755
Ihongu	id=g:6852756
Yongo	id=g:6852757
Ankye	id=g:6852758
Mtsenga	id=g:6852759
Ochio	id=g:6852760
Tsekom	id=g:6852761
Tsheagumn	id=g:6852762
Korna	id=g:6852763
Ugbu	id=g:6852764
River Ana	id=g:6852765
River Kpele	id=g:6852766
Ikya	id=g:6852767
Cheagba	id=g:6852768
Unande	id=g:6852769
Tse-Amoche	id=g:6852770
Kyande	id=g:6852771
Angur	id=g:6852772
Shuur	id=g:6852773
Mtu	id=g:6852774
Achale	id=g:6852775
Seriki	id=g:6852776
Kuman	id=g:6852777
Adugbe	id=g:6852778
Ucheki	id=g:6852779
Tseyokya	id=g:6852780
Chiyam	id=g:6852781
Tsegbam	id=g:6852782
Kaver	id=g:6852783
Tsoka	id=g:6852784
Utaegher	id=g:6852785
Tseabaa	id=g:6852786
Dabar	id=g:6852787
Labe	id=g:6852788
Chimbo	id=g:6852789
Udoma	id=g:6852790
Kumbur	id=g:6852791
Tor	id=g:6852792
Tseyior	id=g:6852793
Tsetor	id=g:6852794
Wayo	id=g:6852795
Nyikia	id=g:6852796
Doka	id=g:6852797
Tsebugher	id=g:6852798
Asaka	id=g:6852799
Unhambe	id=g:6852800
Atsumbau	id=g:6852801
Akaa	id=g:6852802
Iber	id=g:6852803
Iwa	id=g:6852804
Audu	id=g:6852805
Tivkaa	id=g:6852806
Orwa	id=g:6852807
Agber	id=g:6852808
Nyikia	id=g:6852809
Akil	id=g:6852810
Tsewuaha	id=g:6852811
Hyohemba	id=g:6852812
Agagbe	id=g:6852813
Audu	id=g:6852814
Saior	id=g:6852815
Nongun	id=g:6852816
Iyortyer	id=g:6852817
Enger	id=g:6852818
Iro	id=g:6852819
Pu	id=g:6852820
Gebe	id=g:6852821
Tsonogh	id=g:6852822
Tsekir	id=g:6852823
Kwatse	id=g:6852824
Tse-Anyar	id=g:6852825
River Ukoghor	id=g:6852826
Ato	id=g:6852827
Achoho	id=g:6852828
Uguma	id=g:6852829
Alabusa	id=g:6852830
Hingh	id=g:6852831
Chorogh	id=g:6852832
Usegh	id=g:6852833
Ute	id=g:6852834
Zeku	id=g:6852835
Adekule	id=g:6852836
Egbaduma	id=g:6852837
Chimoyam	id=g:6852838
Tseakom	id=g:6852839
Tyaw	id=g:6852840
Seriki	id=g:6852841
Nhambe	id=g:6852842
Atar	id=g:6852843
Asuir	id=g:6852844
Adudu	id=g:6852845
Tsejiga	id=g:6852846
River Ake	id=g:6852847
Sogodo	id=g:6852848
Ude	id=g:6852849
River Okpo	id=g:6852850
Agwu	id=g:6852851
Kpowe	id=g:6852852
Sheair	id=g:6852853
River Aso	id=g:6852854
Zenke	id=g:6852855
Tselago	id=g:6852856
Idyu	id=g:6852857
Tseagber	id=g:6852858
River Kbege	id=g:6852859
Tyar	id=g:6852860
Yagba	id=g:6852861
Gbunu	id=g:6852862
Nyamsando	id=g:6852863
River Aga	id=g:6852864
Abor	id=g:6852865
Utor	id=g:6852866
Zuwatema	id=g:6852867
Kale	id=g:6852868
Api	id=g:6852869
Jaga	id=g:6852870
Azongo	id=g:6852871
Saior	id=g:6852872
Iyorkyaa	id=g:6852873
Ikorkpen Kumbar	id=g:6852874
River Ahum	id=g:6852875
Ihor	id=g:6852876
Anewe	id=g:6852877
Yueh	id=g:6852878
Gicho	id=g:6852879
Suem	id=g:6852880
Kpev	id=g:6852881
Akaa	id=g:6852882
Akponaja	id=g:6852883
Abian	id=g:6852884
Chetiv	id=g:6852885
Akume	id=g:6852886
Tseka	id=g:6852887
Akpu	id=g:6852888
Alawaye	id=g:6852889
Gbidi	id=g:6852890
Kyekya	id=g:6852891
Shamyough Forest Reserve	id=g:6852892
Ajebe	id=g:6852893
Ajo	id=g:6852894
Nyortim	id=g:6852895
Top	id=g:6852896
Bams	id=g:6852897
River Kereke	id=g:6852898
Aprimbo	id=g:6852899
River Baa	id=g:6852900
Makurdi Forest Reserve	id=g:6852901
River Baa	id=g:6852902
Ogbenyi	id=g:6852903
River Agawe	id=g:6852904
Waku	id=g:6852905
Akpa	id=g:6852906
Boju	id=g:6852907
Akwike	id=g:6852908
Akwu	id=g:6852909
Akajima	id=g:6852910
River Akpaku	id=g:6852911
Adagbo	id=g:6852912
Njo	id=g:6852913
River Agu	id=g:6852914
Icheabu	id=g:6852915
Tsaf	id=g:6852916
River Awande	id=g:6852917
River Acha	id=g:6852918
Ocholonyan	id=g:6852919
Tsenungu	id=g:6852920
Camp	id=g:6852921
Ondoli	id=g:6852922
Adaye	id=g:6852923
Ima	id=g:6852924
Abogbe	id=g:6852925
Ogbendua	id=g:6852926
River Akereku	id=g:6852927
Adugh	id=g:6852928
River Ohina	id=g:6852929
River Uhaa	id=g:6852930
Talaki	id=g:6852931
Tungan-Mallam Hassan	id=g:6852932
Akpetiche	id=g:6852933
Chi	id=g:6852934
Adana	id=g:6852935
Odogbo	id=g:6852936
Atasha	id=g:6852937
Adaudu	id=g:6852938
Andekyo	id=g:6852939
River Inaji	id=g:6852940
Olegogbeche	id=g:6852941
River Ahina	id=g:6852942
Amanda	id=g:6852943
Mindoro	id=g:6852944
Taigal	id=g:6852945
Ajwo	id=g:6852946
Iminyin	id=g:6852947
Chenda	id=g:6852948
Nalegh	id=g:6852949
Jado	id=g:6852950
Imaima	id=g:6852951
River Akentsoo	id=g:6852952
Gidan Musa	id=g:6852953
Aboge	id=g:6852954
Dyege	id=g:6852955
Ikor	id=g:6852956
Okpaya	id=g:6852957
Nyitar	id=g:6852958
River Chereku	id=g:6852959
Goon	id=g:6852960
Ayodo	id=g:6852961
Ifjana	id=g:6852962
Abata	id=g:6852963
River Owopi	id=g:6852964
Haa	id=g:6852965
Waeguer	id=g:6852966
Konshisha River	id=g:6852967
River Ochito	id=g:6852968
Uzandi River	id=g:6852969
Kyasua	id=g:6852970
Ogwa River	id=g:6852971
Gbaku	id=g:6852972
River Adakpa	id=g:6852973
Kealori	id=g:6854032
Rafin Buna	id=g:6854033
Kiliye	id=g:6854034
Mainari	id=g:6854035
Sabon Gari	id=g:6854036
Gobariri	id=g:6854037
Langawa	id=g:6854038
Beti Hill	id=g:6854039
Yaza	id=g:6854040
Ikot Ekawan	id=g:6854647
Anakpa	id=g:6854648
Akai Ikot Orok	id=g:6854649
Obot Obom	id=g:6854650
Otuidim	id=g:6854652
St Patrick’s College	id=g:6854653
Ekinta River Forest Reserve	id=g:6854654
Ikot Inyang Enanang	id=g:6854655
Ifako	id=g:6854657
Ikot Mkpang	id=g:6854658
Ukim Ita	id=g:6854659
Ukpakata	id=g:6854660
Akpatre Efe	id=g:6854661
Okpoko	id=g:6854662
Ifiayong	id=g:6854663
Iyoki	id=g:6854664
Ufok Ubet	id=g:6854665
Okomkiet	id=g:6854666
Ufak Efiong	id=g:6854667
Okpono	id=g:6854668
Ikot Efiok-Ekpenyong	id=g:6854669
Akpa Nfurukum	id=g:6854670
Edik Iko	id=g:6854671
Ikot Essien	id=g:6854672
Ikot Efa	id=g:6854673
Ikoneto	id=g:6854674
Benga Camp	id=g:6854675
Ukem Ikot Nyong	id=g:6854676
Ekimbe	id=g:6854677
Church Missionary Society School	id=g:6854678
Adiabo Okurikang	id=g:6854679
Mkpara	id=g:6854680
Urua Etak Uyo	id=g:6854681
Ikot Emian	id=g:6854682
Obot Okobo	id=g:6854683
Awakada	id=g:6854684
Obot Akpang	id=g:6854685
Bakoko	id=g:6854686
Okono	id=g:6854688
Nkanya	id=g:6854689
Okongntokong	id=g:6854690
Asuk Arim	id=g:6854691
Esuk John	id=g:6854692
Ekpri Adiabo	id=g:6854693
Ikot Offiong Ebe	id=g:6854696
Itak Enoy	id=g:6854697
Ikot Eno	id=g:6854698
Akim Akim	id=g:6854699
Ekenge Beach	id=g:6854700
Aningeje	id=g:6854701
Ndoduo	id=g:6854702
Nkitta	id=g:6854703
Ikot Esia	id=g:6854704
Okpon	id=g:6854705
Ikot Aka-Iko	id=g:6854706
Ikot Eside	id=g:6854707
Ndonyam	id=g:6854708
Esuk Ukot Ebi	id=g:6854709
Ikot Ntu	id=g:6854710
Ufak Efin	id=g:6854711
Ikot Adakpan	id=g:6854712
Ikot Ntuen	id=g:6854713
Erokut	id=g:6854714
Ikot Nya	id=g:6854715
Akpa Ikot Offiong	id=g:6854717
Oboroba	id=g:6854718
Akimakim	id=g:6854719
Sobo Camp	id=g:6854720
Okurikang	id=g:6854721
Nsisat	id=g:6854722
Ikot Essien Ekpe Inyang	id=g:6854723
Idim Mbiot	id=g:6854724
Esuk Ikot Andong	id=g:6854725
Afaha Udo Oko	id=g:6854726
Iyaka	id=g:6854727
Ako Plantation	id=g:6854728
Atan	id=g:6854729
Idim Anyan	id=g:6854730
Akwa-Ekim	id=g:6854731
Awusari	id=g:6854733
Mbarakpa	id=g:6854734
Mbiabo Ikoneto	id=g:6854735
Itu Leper Settlement	id=g:6854736
Akwak Esuk Ediong	id=g:6854737
Noon Plantation	id=g:6854738
Idim Nkanya	id=g:6854739
Ikot Ekanem Inyang	id=g:6854740
Mbiabo	id=g:6854741
Otung Ediong	id=g:6854742
Atan Obot	id=g:6854743
Mbarakom	id=g:6854744
Ese Afia	id=g:6854745
Idim Abam	id=g:6854746
Esuk Ediong	id=g:6854747
Efefiom	id=g:6854748
Idue Creek	id=g:6854749
Ikot Efa Beach	id=g:6854750
Eyen Okpokong	id=g:6854751
Edik Okpo	id=g:6854752
Nkpanfa	id=g:6854755
Okpo Mbong	id=g:6854756
Idim Atam	id=g:6854757
Obio Inwang Itu	id=g:6854758
Ekpene Itu	id=g:6854759
Ababua	id=g:6854760
Abuw	id=g:6854761
Mbarakom	id=g:6854762
Afia Isong	id=g:6854763
Idim Ukim	id=g:6854764
Isong Inyang	id=g:6854765
Calaro	id=g:6854766
Eastern Nigeria Development Corporation Calaro Estate	id=g:6854767
River Mkpapatuk	id=g:6854768
Idim Owowa	id=g:6854769
Obiono Beach	id=g:6854770
Idim Ndon	id=g:6854771
River Enim	id=g:6854772
Idim Ndom	id=g:6854773
Idim Ndom	id=g:6854774
Ukip	id=g:6854775
Esuk Atan Eki	id=g:6854776
Umon Plantation	id=g:6854777
Etan Eki Plantation	id=g:6854778
Obio-Ojoi Plantation	id=g:6854779
Ikabo	id=g:6854780
Ekpenyong Plantation	id=g:6854781
Essien	id=g:6854782
Etikumi	id=g:6854784
Biekpe	id=g:6854785
Bagani	id=g:6854786
Biekpe Plantation	id=g:6854787
Ikot Okputu	id=g:6854788
Dunlop Rubber Plantation	id=g:6854789
Ikot Oberema	id=g:6854790
Obung	id=g:6854791
Dunlop	id=g:6854792
Inyeneke Usung	id=g:6854794
Ikot Anim Inyang	id=g:6854795
Berekpe	id=g:6854796
Utuma	id=g:6854797
Ovanibe	id=g:6854798
Ayip Onyore	id=g:6854799
Idun Itu	id=g:6854800
Datan Okpa	id=g:6854801
Utuma	id=g:6854802
Obichie	id=g:6854803
Okurike-Iwuru	id=g:6854804
Asakaya	id=g:6854805
