Hobo Lake	id=g:4996170
Lakeside Cemetery	id=g:4998675
Lakeside Cemetery	id=g:4998676
Lakeside Cemetery	id=g:4998677
Lakeside Cemetery	id=g:4998678
Lakeside Cemetery	id=g:4998679
Lakeside Chapel	id=g:4998680
Lakeside Children Home	id=g:4998681
Lakeside Church	id=g:4998682
Lakeside Church	id=g:4998683
Lakeside Church	id=g:4998684
Lakeside Hospital	id=g:4998685
Lakeside Marina	id=g:4998686
Lakeside Park	id=g:4998687
Lakeside Park	id=g:4998688
Lakeside Park	id=g:4998689
Lakeside School	id=g:4998690
Lakeside School	id=g:4998691
Lakeview Early Childhood Center	id=g:4998692
Lakeside School	id=g:4998693
Laketon	id=g:4998694
Laketon Cemetery	id=g:4998695
Laketon Oil Field	id=g:4998696
Laketon Schools	id=g:4998697
Laketon Slough	id=g:4998698
Bay Lake	id=g:4998699
Laketown Park	id=g:4998700
Township of Laketown	id=g:4998701
Lakeview	id=g:4998702
Lakeview	id=g:4998703
Lakeview	id=g:4998704
Lakeview	id=g:4998705
Lakeview Airport-Griffith Field	id=g:4998706
Lakeview Cemetery	id=g:4998707
Lakeview Cemetery	id=g:4998708
Lakeview Cemetery	id=g:4998709
Lakeview Cemetery	id=g:4998710
Lakeview Cemetery	id=g:4998711
Lakeview Cemetery	id=g:4998712
Lakeview Cemetery	id=g:4998713
Lakeview Cemetery	id=g:4998714
Lakeview Cemetery	id=g:4998715
Lakeview Cemetery	id=g:4998716
Lakeview Cemetery	id=g:4998717
Lakeview Cemetery	id=g:4998718
Lakeview Cemetery	id=g:4998719
Lakeview Cemetery	id=g:4998720
Lakeview Cemetery	id=g:4998721
Lakeview Cemetery	id=g:4998722
Lakeview High School	id=g:4998723
Lakeview High School	id=g:4998724
Lakeview School	id=g:4998725
Lakeview School	id=g:4998726
Lakeview School	id=g:4998727
Lakeview School	id=g:4998728
Lakeview School	id=g:4998729
Lakeview School	id=g:4998730
Lakeville	id=g:4998731
Lakeville Cemetery	id=g:4998732
Lakeville High School	id=g:4998733
Lakeville Lake	id=g:4998734
Lakeville Methodist Church	id=g:4998735
Lakewood	id=g:4998736
Lakewood	id=g:4998737
Lakewood	id=g:4998738
Lakewood	id=g:4998739
Lakewood Cemetery	id=g:4998740
Lakeside Cemetery	id=g:4998741
Lakewood Cemetery	id=g:4998742
Lakewood United Methodist Church	id=g:4998743
Lakewood Church	id=g:4998744
Lakewood Club	id=g:4998745
Lakewood Club Post Office (historical)	id=g:4998746
Lakewood High School	id=g:4998747
Lakewood School	id=g:4998748
Lakewood School	id=g:4998749
Lakewood School	id=g:4998750
Lakewood School	id=g:4998751
Briar South Golf Course	id=g:4998752
Lamar Park	id=g:4998753
Lamb Creek	id=g:4998754
Lamb Hill	id=g:4998755
Lamb Junior High School	id=g:4998756
Lamb Lake	id=g:4998757
Lamb School	id=g:4998758
Lamb School	id=g:4998759
Lambert	id=g:4998760
Lambert Creek	id=g:4998761
Township of Laketon	id=g:4998762
Lambert Drain	id=g:4998763
Lambert Drain	id=g:4998764
Lambert Part	id=g:4998765
Lambert School	id=g:4998766
Lamberton Creek	id=g:4998767
Lambert Lake	id=g:4998768
Lambertville	id=g:4998769
Lambricks Creek	id=g:4998770
Lamberton Lake	id=g:4998771
Lambs School (historical)	id=g:4998772
Lambson School	id=g:4998773
Lame Duck Truck Trail	id=g:4998774
Lamie School	id=g:4998775
Lamirande Shoal	id=g:4998776
Lamka Drain	id=g:4998777
Lamka Drain	id=g:4998778
Lamke Drain	id=g:4998779
Lamkin Drain	id=g:4998780
Lambs	id=g:4998781
Lamont	id=g:4998782
Lamoreaux Lake	id=g:4998783
Lamoreaux Lake	id=g:4998784
Lamoreaux Lake	id=g:4998785
Lamotte Church	id=g:4998786
Lamotte United Missionary Church	id=g:4998787
Township of Lamotte	id=g:4998788
Lamphere Drain	id=g:4998789
Lamkin School	id=g:4998790
Lamphere School	id=g:4998791
Lampman Lake	id=g:4998792
Lampson Run Drain	id=g:4998793
Lancaster Creek	id=g:4998794
Lamphere High School	id=g:4998795
Lancaster Lake	id=g:4998796
Lance Lake	id=g:4998797
Landin Lake	id=g:4998798
Landlookers Creek	id=g:4998799
Lancaster Drain	id=g:4998800
Landon School	id=g:4998801
Lands End Highway	id=g:4998802
Landslide Creek	id=g:4998803
Landon Lake	id=g:4998804
Lane Cove	id=g:4998805
Lane Cove Campground	id=g:4998806
Lane Cove Trail	id=g:4998807
Lane Creek	id=g:4998808
Lane Cemetery	id=g:4998809
Lane Drain	id=g:4998810
Lane Heights Cemetery	id=g:4998811
Lane School	id=g:4998812
Lanes Lake	id=g:4998813
Laneville School	id=g:4998814
Lanewood	id=g:4998815
Norrie Elementary School	id=g:4998816
Lang Drain	id=g:4998817
Lang Pond	id=g:4998818
Langes Bay	id=g:4998819
Langford Creek	id=g:4998820
Lane Lake	id=g:4998821
Langford Lake Campground and Picnic Area	id=g:4998822
Langley Covered Bridge	id=g:4998823
Langport	id=g:4998824
Langston	id=g:4998825
Langton Drain	id=g:4998826
Langford Lake	id=g:4998827
Lannin School	id=g:4998828
Lannin School	id=g:4998829
Lansing	id=g:4998830
Lansing Christian School	id=g:4998831
Lansing Club	id=g:4998832
Lansing Club Pond	id=g:4998833
Lansing Country Club	id=g:4998834
Charter Township of Lansing	id=g:4998835
City of Lansing	id=g:4998836
Lake Lansing	id=g:4998837
Lant Lake	id=g:4998838
Lantern Lake	id=g:4998839
Lanway Drain	id=g:4998840
Lapan Drain	id=g:4998841
Lapeer	id=g:4998842
Lapeer Camp	id=g:4998843
Lapeer Country Club	id=g:4998844
Lapeer County	id=g:4998845
Lapeer Heights	id=g:4998846
Lapeer Park	id=g:4998847
Lapeer State Game Area	id=g:4998848
Lapeer State Home	id=g:4998849
Lapeer and Sanilac Drain	id=g:4998850
City of Lapeer	id=g:4998851
Township of Lapeer	id=g:4998852
Laperell Creek	id=g:4998853
Langworth Lake	id=g:4998854
Lapham Branch	id=g:4998855
Lapham School	id=g:4998856
Laporte	id=g:4998857
Laporte Cemetery	id=g:4998858
Larabee Lake	id=g:4998859
Laraby Creek	id=g:4998860
Lapham School	id=g:4998861
Larch	id=g:4998862
Larch Park	id=g:4998863
Lard Lake	id=g:4998864
Larkin	id=g:4998865
Larkin Cemetery	id=g:4998866
Larkin Church	id=g:4998867
Larkin Drain	id=g:4998868
Laraway Lake	id=g:4998869
Larks Harbor Lodge	id=g:4998870
Larks Lake	id=g:4998871
Larkshire School	id=g:4998872
Larned School	id=g:4998873
Larochelle Creek	id=g:4998874
Charter Township of Larkin	id=g:4998875
Larrabee Creek	id=g:4998876
Larry D Boven Airport	id=g:4998877
Larsen Harbor	id=g:4998878
Larson Beach	id=g:4998879
Larson Creek	id=g:4998880
Larsen Air Park	id=g:4998881
Larson Creek	id=g:4998882
Larson Creek	id=g:4998883
Larus Island	id=g:4998884
Lassen Drain	id=g:4998885
Lassen Lake	id=g:4998886
Last Bluff	id=g:4998887
Laszlo Airport	id=g:4998888
Lateral Creek	id=g:4998889
Lasky Recreation Center	id=g:4998890
Lateral Creek	id=g:4998891
Latham Playground	id=g:4998892
Lathrop	id=g:4998893
Lathrop Creek	id=g:4998894
Lathers School	id=g:4998895
Lathrop Creek	id=g:4998896
Lathrup School	id=g:4998897
City of Lathrup Village	id=g:4998898
Latter Creek	id=g:4998899
Lathrup Village	id=g:4998900
Laudenschlager Drain	id=g:4998901
Latvian Garezers Camp	id=g:4998902
Laughing Whitefish Campground	id=g:4998903
Laughing Whitefish Falls	id=g:4998904
Laughing Whitefish Falls Scenic Site	id=g:4998905
Laughing Whitefish Lake	id=g:4998906
Laughing Whitefish River	id=g:4998907
Laughing Fish Point	id=g:4998908
Laundrie Drain	id=g:4998909
Laurel Church	id=g:4998910
Laurel Lake	id=g:4998911
Laurel Lake	id=g:4998912
Laurel Marsh	id=g:4998913
Laurel School	id=g:4998914
Laurels Pine Well Cabins	id=g:4998915
Laurie Lakes	id=g:4998916
Laurin Creek	id=g:4998917
Laurel Grove School	id=g:4998918
Lautner School	id=g:4998919
Lavell Drain	id=g:4998920
Lavender Corner	id=g:4998921
Lavender Lake	id=g:4998922
Laverne Creek	id=g:4998923
Laurium	id=g:4998924
Law Creek	id=g:4998925
Law Field	id=g:4998926
Law School	id=g:4998927
Law School	id=g:4998928
Lawes Cabins	id=g:4998929
Lawhead Lake	id=g:4998930
Lawitzke Drain	id=g:4998931
Lawler Cemetery	id=g:4998932
Lawler Lake	id=g:4998933
Lawndale	id=g:4998934
Lawndale	id=g:4998935
Lawndale Church	id=g:4998936
Lawrence	id=g:4998937
Lawrence Cemetery	id=g:4998938
Lawrence Creek	id=g:4998939
Lake Lavine	id=g:4998940
Lawrence Institute of Technology	id=g:4998941
Lawrence Lake	id=g:4998942
Lawrence Lake	id=g:4998943
Lawrence Lake	id=g:4998944
Lawrence Lake	id=g:4998945
Lawrence Lake	id=g:4998946
Township of Lawrence	id=g:4998947
Lawrences Marina	id=g:4998948
Lawson	id=g:4998949
Lawson Drain	id=g:4998950
Lawrence Drain	id=g:4998951
Lawson Drain	id=g:4998952
Lawson Drain	id=g:4998953
Lawson Park	id=g:4998954
Lawson School	id=g:4998955
Lawton	id=g:4998956
Lawton Drain	id=g:4998957
Lawson Drain	id=g:4998958
Lawton School	id=g:4998959
Lay Park	id=g:4998960
Layman Drain	id=g:4998961
Layton Corners	id=g:4998962
Rollingwood Park	id=g:4998963
Lazell Drain	id=g:4998964
Lake Le Ann	id=g:4998965
Le Baron School	id=g:4998966
Le Chance Creek	id=g:4998967
Lawton Lake	id=g:4998968
Le Fevre Lake	id=g:4998969
Le Roy	id=g:4998970
Township of Le Roy	id=g:4998971
LeBlanc School	id=g:4998972
LeJas Resort Ramp	id=g:4998973
LeSage Lake	id=g:4998974
LeVasseur Creek	id=g:4998975
Le Clear Drain	id=g:4998976
Lea Cove	id=g:4998977
Leach Lake	id=g:4998978
Leach Lake	id=g:4998979
Leaf Lake	id=g:4998980
Leake Park	id=g:4998981
Lean School	id=g:4998982
Leaper Lake	id=g:4998983
Leapers	id=g:4998984
Leary Drain	id=g:4998985
Leather Leaf Lake	id=g:4998986
Leatherberry Lake	id=g:4998987
Leaton	id=g:4998988
Leavitt Lake	id=g:4998989
Township of Leavitt	id=g:4998990
Township of Lebanon	id=g:4998991
Lederle School	id=g:4998992
Ledge Creek	id=g:4998993
Lake LeVasseur	id=g:4998994
Lee Cemetery	id=g:4998995
Lee Cemetery	id=g:4998996
Lee Center	id=g:4998997
Lee Center Cemetery	id=g:4998998
Lee Creek	id=g:4998999
Lee Creek	id=g:4999000
Lee	id=g:4999001
Lee Field	id=g:4999002
Lee High School	id=g:4999003
Lee Lake	id=g:4999004
Lee Lake	id=g:4999005
Lee Lake	id=g:4999006
Lee Memorial Hospital Heliport	id=g:4999007
Lee Point	id=g:4999008
Lee School	id=g:4999009
Lee School	id=g:4999010
Lee School	id=g:4999011
Lee School	id=g:4999012
Lee School	id=g:4999013
Lee Spalding School	id=g:4999014
Township of Lee	id=g:4999015
Township of Lee	id=g:4999016
Township of Lee	id=g:4999017
Leek Cemetery	id=g:4999018
Leek Cemetery	id=g:4999019
Leeke Lake	id=g:4999020
Leeks Lake	id=g:4999021
Leelanau County	id=g:4999022
Leelanau Peninsula	id=g:4999023
Leelanau Schools	id=g:4999024
Leelanau Shores	id=g:4999025
Lake Leelanau	id=g:4999026
Township of Leelanau	id=g:4999027
Leer	id=g:4999028
Leer Church	id=g:4999029
Lees Lake Drain	id=g:4999030
Leet Weidner Drain	id=g:4999031
Lee Davis Drain	id=g:4999032
Leffingwell Point	id=g:4999033
Lefts Point	id=g:4999034
Leg Creek	id=g:4999035
Leetsville	id=g:4999036
Leg Lake	id=g:4999037
Leggett Lake	id=g:4999038
Leggett School	id=g:4999039
Leggett School	id=g:4999040
Legion County Park	id=g:4999041
Legion Lake	id=g:4999042
Legion Park	id=g:4999043
Legness Drain	id=g:4999044
Leg Lake	id=g:4999045
Lehigh Creek	id=g:4999046
Legrand	id=g:4999047
Lehman Lake	id=g:4999048
Lehr Lake	id=g:4999049
Leidy Lake	id=g:4999050
Leidy Lake Game Area	id=g:4999051
Leighton Church	id=g:4999052
Township of Leighton	id=g:4999053
Leila Arboretum	id=g:4999054
Battle Creek Health System	id=g:4999055
Leila Hospital Helistop	id=g:4999056
Leiphart School	id=g:4999057
Leisner Creek	id=g:4999058
Lehman Drain	id=g:4999059
Leisure Lake	id=g:4999060
Leisure Lakes	id=g:4999061
Leitch Bayou	id=g:4999062
Leith Lake	id=g:4999063
Leland	id=g:4999064
Leland Cemetery	id=g:4999065
Leland River	id=g:4999066
Leisure	id=g:4999067
Leland Yacht Harbor	id=g:4999068
Township of Leland	id=g:4999069
Lelsey Drain	id=g:4999070
Leland Township Park	id=g:4999071
Lemmon School	id=g:4999072
Lemon Creek	id=g:4999073
Lemm School	id=g:4999074
Lemon Creek	id=g:4999075
Lemon Creek	id=g:4999076
Lemon Drain	id=g:4999077
Lemon Park	id=g:4999078
Lemoyne Park	id=g:4999079
Lemunyon Lake	id=g:4999080
Lenawee County	id=g:4999081
Lenawee County Airport	id=g:4999082
Lenawee County Country Club	id=g:4999083
Lenawee Hills Memorial Park	id=g:4999084
Lenawee Junction	id=g:4999085
Lencel	id=g:4999086
Leng Drain	id=g:4999087
Lemon Lake	id=g:4999088
Leninger Lake	id=g:4999089
Lennon	id=g:4999090
Lennon Drain	id=g:4999091
Lenox Gas Storage Field	id=g:4999092
Township of Lenox	id=g:4999093
Leo Creek	id=g:4999094
Lengsville Point	id=g:4999095
Leon Campground	id=g:4999096
Leonard	id=g:4999097
Leonard Brethren in Christ Church	id=g:4999098
Leonard Creek	id=g:4999099
Leo E Goetz County Airport	id=g:4999100
Leonard Lake	id=g:4999101
Leonard School	id=g:4999102
Leonard School	id=g:4999103
Leonard United Methodist Church	id=g:4999104
Leonardson Cemetery	id=g:4999105
Leonhard School	id=g:4999106
Leoni	id=g:4999107
Leoni Millpond	id=g:4999108
Township of Leoni	id=g:4999109
Leonidas	id=g:4999110
Leonidas School	id=g:4999111
Township of Leonidas	id=g:4999112
Leota	id=g:4999113
Lepisto Marine Ramp	id=g:4999114
Lepley Lake	id=g:4999115
Leppleman Drain	id=g:4999116
Leonard Gas Field	id=g:4999117
Township of Leroy	id=g:4999118
Township of Leroy	id=g:4999119
Les Cheneaux Channel	id=g:4999120
Les Cheneaux Islands	id=g:4999121
Leslie	id=g:4999122
Leslie Golf Course	id=g:4999123
Leslie School	id=g:4999124
City of Leslie	id=g:4999125
Township of Leslie	id=g:4999126
Lessenger Junior High School	id=g:4999127
Lessenger School	id=g:4999128
Lessenger School	id=g:4999129
Lester Cemetery	id=g:4999130
Lester Lake	id=g:4999131
Lester Lake	id=g:4999132
Lesterson Field	id=g:4999133
Lesterville	id=g:4999134
Letherby Falls	id=g:4999135
Lett Cemetery	id=g:4999136
Letts Cemetery	id=g:4999137
Letts Creek	id=g:4999138
Leroy	id=g:4999139
Level Park	id=g:4999140
Leveque Creek	id=g:4999141
Levagood Park	id=g:4999142
Leverich Drain	id=g:4999143
Levering	id=g:4999144
Levering and Carp Lake Cemetery	id=g:4999145
Levey Junior High School	id=g:4999146
Leviture Creek	id=g:4999147
Leverentz Lake	id=g:4999148
Lewis Branch Adair Creek	id=g:4999149
Lewer Pewabic	id=g:4999150
Lewis Cass School	id=g:4999151
Lewis Cemetery	id=g:4999152
Lewis College of Business	id=g:4999153
Lewis Ditch	id=g:4999154
Lewis Drain	id=g:4999155
Lewis Drain	id=g:4999156
Lewis Drain	id=g:4999157
Lewis Bridge	id=g:4999158
Lewis Lake	id=g:4999159
Lewis Lake	id=g:4999160
Lewis Lake	id=g:4999161
Lewis Lake	id=g:4999162
Lewis School	id=g:4999163
Lewis School	id=g:4999164
Lewis School	id=g:4999165
Point Lewis	id=g:4999166
Lewiston	id=g:4999167
Lewiston Cemetery	id=g:4999168
Lewisville	id=g:4999169
Lewton Elementary School	id=g:4999170
Lexington	id=g:4999171
Lexington Green School	id=g:4999172
Lexington Heights	id=g:4999173
Lexington School	id=g:4999174
Township of Lexington	id=g:4999175
Leykaufs Cabins	id=g:4999176
Liberty	id=g:4999177
Liberty Cemetery	id=g:4999178
Liberty Cemetery	id=g:4999179
Liberty Church	id=g:4999180
Liberty Corners	id=g:4999181
Liberty School	id=g:4999182
Township of Liberty	id=g:4999183
Township of Liberty	id=g:4999184
Libhart Creek	id=g:4999185
Lewis Lake	id=g:4999186
Library Park	id=g:4999187
Lichte Creek	id=g:4999188
Libra Marina	id=g:4999189
Lickly Corners Cemetery	id=g:4999190
Licks Creek	id=g:4999191
Lickly Corners	id=g:4999192
Liens Creek	id=g:4999193
Lidkey Swamp	id=g:4999194
Lifter Lake	id=g:4999195
Liggett School	id=g:4999196
Light House Camp	id=g:4999197
Light Lake	id=g:4999198
Light of Hope Chapel	id=g:4999199
Lightfoot Bay	id=g:4999200
Lighthouse Church	id=g:4999201
Lighthouse County Park	id=g:4999202
Lighthouse Island	id=g:4999203
Lighthouse Point	id=g:4999204
Lighthouse Point	id=g:4999205
Lighthouse Point	id=g:4999206
Lighthouse Point	id=g:4999207
Lighthouse Point	id=g:4999208
Lighthouse Tabernacle	id=g:4999209
Lighthouse Tabernacle	id=g:4999210
Wyndridge Oaks Golf Course	id=g:4999211
Lilak Creek	id=g:4999212
Life in Christ Church	id=g:4999213
Lilley	id=g:4999214
Lilley Lake	id=g:4999215
Township of Lilley	id=g:4999216
Lillibridge School	id=g:4999217
Lillie Lake	id=g:4999218
Lillie School	id=g:4999219
Lilly Lake	id=g:4999220
Lilly Lake	id=g:4999221
Lilly Lake Cemetery	id=g:4999222
Liluis Lake	id=g:4999223
Lily Creek	id=g:4999224
Lilienthal Airport	id=g:4999225
Lily Lake	id=g:4999226
Lily Lake	id=g:4999227
Lily Lake	id=g:4999228
Lily Lake	id=g:4999229
Lily Lake	id=g:4999230
Lily Lake	id=g:4999231
Lily Pond	id=g:4999232
Lily Pond	id=g:4999233
Lily Pond	id=g:4999234
Lily Pond	id=g:4999235
Lily Pond Harbor of Refuge	id=g:4999236
Lily Pond Leading Light	id=g:4999237
Lily Pond North Light	id=g:4999238
Lily Pond South Light	id=g:4999239
Lilypad Lake	id=g:4999240
Lim Lake	id=g:4999241
Lima Cemetery	id=g:4999242
Lima Cemetery	id=g:4999243
Lima Center	id=g:4999244
Township of Lima	id=g:4999245
Limbarg Drain	id=g:4999246
Limbocker Creek	id=g:4999247
Lily Lake	id=g:4999248
Lime Creek	id=g:4999249
Lime Creek	id=g:4999250
Limbocker Drain	id=g:4999251
Lime Creek	id=g:4999252
Lime Creek	id=g:4999253
Lime Island	id=g:4999254
Lime Island Channel	id=g:4999255
Lime Kiln Point	id=g:4999256
Lime Lake	id=g:4999257
Lime Lake	id=g:4999258
Lime Lake	id=g:4999259
Lime Lake	id=g:4999260
Lime Lake	id=g:4999261
Lime Lake	id=g:4999262
Lime Lake	id=g:4999263
Lime Lake	id=g:4999264
Lime Lake	id=g:4999265
Lime Lake	id=g:4999266
Lime Lake Campground	id=g:4999267
Lime Lake Inlet	id=g:4999268
Lime Creek Cemetery	id=g:4999269
Limekiln Lake	id=g:4999270
Limekiln Lake	id=g:4999271
Limestone	id=g:4999272
Limestone Mountain	id=g:4999273
Limestone Operations	id=g:4999274
Township of Limestone	id=g:4999275
Liminga	id=g:4999276
Lincoln	id=g:4999277
Lincoln	id=g:4999278
Lincoln	id=g:4999279
Lincoln Ave School	id=g:4999280
Lincoln Bay	id=g:4999281
Lincoln Bridge Canoe Access	id=g:4999282
Lincoln Cemetery	id=g:4999283
Lincoln Cemetery	id=g:4999284
Lincoln Country Club	id=g:4999285
Lincoln Creek	id=g:4999286
Lime Lakes	id=g:4999287
Lincoln Creek	id=g:4999288
Lincoln Drain	id=g:4999289
Lincoln Heights School	id=g:4999290
Lincoln High School	id=g:4999291
Lincoln High School	id=g:4999292
Lincoln High School	id=g:4999293
Lincoln Hills Golf Course	id=g:4999294
Lincoln Hills Golf Course	id=g:4999295
Lincoln Junction	id=g:4999296
Lincoln Junior High School	id=g:4999297
Lincoln Junior High School	id=g:4999298
Lincoln Lake	id=g:4999299
Lincoln Lake	id=g:4999300
Lincoln Lake	id=g:4999301
Lincoln Lake	id=g:4999302
Lincoln Lookout Tower (historical)	id=g:4999303
Lincoln Manor Park	id=g:4999304
Lincoln Memorial Park	id=g:4999305
Lincoln Mills Snowmobile Trail	id=g:4999306
Broome Park	id=g:4999307
Lincoln Park	id=g:4999308
Lincoln Park	id=g:4999309
Lincoln Park	id=g:4999310
Lincoln Park	id=g:4999311
Lincoln Park High School	id=g:4999312
Lincoln Park School	id=g:4999313
City of Lincoln Park	id=g:4999314
Lincoln River	id=g:4999315
Lincoln Golf Course	id=g:4999316
Lincoln School	id=g:4999317
Lincoln School	id=g:4999318
Lincoln School	id=g:4999319
Lincoln School	id=g:4999320
Lincoln School	id=g:4999321
Lincoln School	id=g:4999322
Lincoln School	id=g:4999323
Lincoln School	id=g:4999324
Lincoln School	id=g:4999325
Lincoln School	id=g:4999326
Lincoln School	id=g:4999327
Lincoln School	id=g:4999328
Lincoln School	id=g:4999329
Lincoln School	id=g:4999330
Lincoln School	id=g:4999331
Lincoln School	id=g:4999332
Lincoln School	id=g:4999333
Lincoln School	id=g:4999334
Lincoln School	id=g:4999335
Lincoln School	id=g:4999336
Lincoln School	id=g:4999337
Lincoln School	id=g:4999338
Lincoln School	id=g:4999339
Lincoln School	id=g:4999340
Lincoln School	id=g:4999341
Lincoln School	id=g:4999342
Lincoln School	id=g:4999343
Lincoln School	id=g:4999344
Lincoln School	id=g:4999345
Lincoln School	id=g:4999346
Lincoln School (historical)	id=g:4999347
Charter Township of Lincoln	id=g:4999348
Township of Lincoln	id=g:4999349
Township of Lincoln	id=g:4999350
Township of Lincoln	id=g:4999351
Township of Lincoln	id=g:4999352
Township of Lincoln	id=g:4999353
Township of Lincoln	id=g:4999354
Township of Lincoln	id=g:4999355
Linda Lake	id=g:4999356
Lindberg Creek	id=g:4999357
Lincoln River School	id=g:4999358
Lindbergh School	id=g:4999359
Linden	id=g:4999360
Linden Creek	id=g:4999361
Linden Hills	id=g:4999362
Linden Park	id=g:4999363
Linden Park	id=g:4999364
City of Linden	id=g:4999365
Linderman School	id=g:4999366
Lindley School	id=g:4999367
Lindquist Hill	id=g:4999368
Lindsay Bank	id=g:4999369
Lindsay Drain	id=g:4999370
Lindberg School	id=g:4999371
Lindsey Creek	id=g:4999372
Lindsey Drain	id=g:4999373
Lindsley School	id=g:4999374
Line Lake	id=g:4999375
Line Lake	id=g:4999376
Lingemann School	id=g:4999377
Lingemann School	id=g:4999378
Lingle Drain	id=g:4999379
Lindsley Lake	id=g:4999380
Linkville	id=g:4999381
Linkville Cemetery	id=g:4999382
Linn Creek	id=g:4999383
Linnbeck Lake	id=g:4999384
Linsday School	id=g:4999385
Linton Creek	id=g:4999386
Linklater Lake	id=g:4999387
Linton Lake	id=g:4999388
Lake Linton	id=g:4999389
Linwood	id=g:4999390
Linwood Beach	id=g:4999391
Linwood Cemetery	id=g:4999392
Linwood Cemetery	id=g:4999393
Linwood Cemetery	id=g:4999394
Linwood School	id=g:4999395
Lion Lake	id=g:4999396
Lion Park	id=g:4999397
Lions Beach	id=g:4999398
Lions Park	id=g:4999399
Lipke Playground	id=g:4999400
Lisbon Cemetery	id=g:4999401
Lisbon School	id=g:4999402
Liscon Creek	id=g:4999403
Linton Drain	id=g:4999404
Liskow School	id=g:4999405
List Drain	id=g:4999406
List Lake	id=g:4999407
List School	id=g:4999408
Liston Creek	id=g:4999409
Litchfield	id=g:4999410
City of Litchfield	id=g:4999411
Township of Litchfield	id=g:4999412
Litsitz Memorial Playground	id=g:4999413
Little African Lake	id=g:4999414
Little Aleck Lake	id=g:4999415
Little Appleton Lake	id=g:4999416
Little Au Sable Lake	id=g:4999417
