Kal Gāh	id=g:129197
Gobeyr-e Zahīyeh	id=g:133272
Gobeyr-e Seh	id=g:133273
Gobeyr-e Do	id=g:133274
Gobeyr-e Yek	id=g:133275
Gobeybeh	id=g:133276
Rūdkhāneh-ye Gīzrū	id=g:133277
Gīv Tangeh	id=g:133278
Gīvshād	id=g:133279
Kūh-e Gīmord	id=g:133280
Gīmord	id=g:133281
Gīvarān	id=g:133282
Gīmū	id=g:133283
Gīv-e Kohneh	id=g:133284
Kūh-e Gīvehpā	id=g:133285
Rūdkhāneh-yeRūdkhāneh Gīveh Derī	id=g:133286
Kūh-e Gīvehdar	id=g:133287
Gīveh Charmī	id=g:133288
Gīvorch	id=g:133289
Gīvar	id=g:133290
Gīvakī	id=g:133291
Gīvak-e Pā’īn	id=g:133292
Gīvak-e Bālā	id=g:133293
Gīvak-e Bālā	id=g:133294
Gīv	id=g:133295
Gīv	id=g:133296
Rūdkhāneh-ye Gītū	id=g:133297
Kamar-e Gītarī	id=g:133298
Gītarī	id=g:133299
Kūh-e Gīt Jā	id=g:133300
Gīsūr-e Bālā	id=g:133301
Gīsk	id=g:133302
Rūd-e Gīshū	id=g:133303
Kūh-e Gīshū	id=g:133304
Gīshū	id=g:133305
Gūshkejān	id=g:133306
Gīshīn	id=g:133307
Geshīgān-e Bālā	id=g:133308
Gīshkān	id=g:133309
Gīshī Chāh	id=g:133310
Rūdkhāneh-ye Gīshī	id=g:133311
Kīshī	id=g:133312
Gīshān-e Sharqī	id=g:133313
Kūh-e Gīshān	id=g:133314
Gīshākjān	id=g:133315
Gīsel	id=g:133316
Gīsā Dāgh	id=g:133317
Gīs	id=g:133318
Gīs	id=g:133319
Kūh-e Garīveh	id=g:133320
Gerd Sheyţān	id=g:133321
Kūh-e Gīrīveh	id=g:133322
Chāh-e Gīrīg	id=g:133323
Gīrī	id=g:133324
Gīrgān	id=g:133325
Kūh-e Gīrān Rīg	id=g:133326
Ḩowz-e Gīowr	id=g:133327
Kūh-e Gīnū	id=g:133328
Kangeh	id=g:133329
Goyn	id=g:133330
Geminj	id=g:133331
Gīlvān	id=g:133332
Gīlvān	id=g:133333
Gīlvā	id=g:133334
Gīlūband	id=g:133335
Kūh-e Gīlūyeh	id=g:133336
Gīl Kolā-ye Zānūs Rostāq	id=g:133337
Golī Garān	id=g:133338
Gīlī	id=g:133339
Gīlī	id=g:133340
Kūh-e Golī Gongū	id=g:133341
Darreh-ye Kardal	id=g:133342
Gīl Chashmeh	id=g:133343
Gīlāvand	id=g:133344
Gīlān-e Gharb	id=g:133345
Gīlāndūz	id=g:133346
Gīlāndeh	id=g:133347
Rūdkhāneh-ye Gīlān	id=g:133348
Ostān-e Gīlān	id=g:133349
Kūh-e Gīlān	id=g:133350
Gīlān	id=g:133351
Gīlān	id=g:133352
Gīlān	id=g:133353
Gīlaklū	id=g:133354
Gīlak Kūh	id=g:133355
Gīlakī	id=g:133356
Kalakābād	id=g:133357
Gīlak	id=g:133358
Gīlābād	id=g:133359
Darreh Gīlā	id=g:133360
Darreh Gīlā	id=g:133361
Chāh-e Gīl	id=g:133362
Gīl	id=g:133363
Gīkh	id=g:133364
Kūh-e Gīkan	id=g:133365
Kach Kardeh	id=g:133366
Kūh-e Gīj Darreh	id=g:133367
Bagījān	id=g:133368
Gījālī-ye Soflá	id=g:133369
Darreh-ye Gījak	id=g:133370
Darreh Gījak	id=g:133371
Geygen	id=g:133372
Gīgā Sar (2)	id=g:133373
Gīfān-e Bālā	id=g:133374
Rūd-e Gīdīch	id=g:133375
Kūh-e Gīdesk	id=g:133376
Gīdesg	id=g:133377
Kīān	id=g:133378
Gīāhzār	id=g:133379
Rūd-e Gīāhū	id=g:133380
Gīāhdān	id=g:133381
Gīāhān	id=g:133382
Ghūshān Kūh	id=g:133383
Ghūrī	id=g:133384
Ghūreh-ye Gholām ‘Alī	id=g:133385
Ghūrak-e Bālā	id=g:133386
Nahr Ghumalq	id=g:133387
Ghūleh-ye Pā'īn	id=g:133388
Ghūleh-ye Bālā	id=g:133389
Ghūleh Kal	id=g:133390
Chāh-e Ghūl	id=g:133391
Ghows̄ābād	id=g:133392
Kūh-e Ghoşşeh Khvorān	id=g:133393
Ghoncheh Khvorān	id=g:133395
Khoncheh	id=g:133396
Gholām Veys	id=g:133397
Ḩowẕ-e Gholāmrezā	id=g:133398
Gelam Kabūd	id=g:133399
Gholām Ḩasan	id=g:133400
Golām Baḩrī	id=g:133401
Teymūrābād	id=g:133402
Gholāmān-e Soflá	id=g:133403
Gholāmābād	id=g:133404
Gholāmābād	id=g:133405
Kūh-e Ghocheh	id=g:133406
Gheyl	id=g:133407
Ghīk	id=g:133408
Gheyūg	id=g:133409
Ghīās̄ī	id=g:133410
Ghīās̄ābād	id=g:133411
Ghīās̄ābād	id=g:133412
Ghīās̄ābād	id=g:133413
Ghīās̄ābād	id=g:133414
Ghīās̄ābād	id=g:133415
Qeyzānīyeh-ye Bozorg	id=g:133416
Gheyz̧ābād	id=g:133417
Gheynarjeh	id=g:133418
‘Eynar	id=g:133419
Gheyb Qolī-ye Pā’īn	id=g:133420
Gheyb Qolī-ye Bālā	id=g:133421
Gheyb-e Elahī	id=g:133422
Gheybī-ye Pā’īn	id=g:133423
Gheybī Sūr	id=g:133424
Gheybī	id=g:133425
Gheverzeh	id=g:133426
Ghelmān Sarāy	id=g:133427
Khowr-e Ghazlān	id=g:133428
Ghāzīān	id=g:133429
Ghāzemābād	id=g:133430
Ghazāzān	id=g:133431
Ghazāvīyeh-ye Do	id=g:133432
Ghazāvīyeh-ye Yek	id=g:133433
Ghazāvīyeh-ye Seh	id=g:133434
Kūh-e Ghazāl	id=g:133435
Kazeh Khārī	id=g:133436
Qazāqolī	id=g:133437
Gheynarjeh	id=g:133438
Gharqābād	id=g:133439
Gharqāb	id=g:133440
Gharīb Shāhī	id=g:133441
Qoreybe‘	id=g:133442
Gharīb Dūst	id=g:133443
Kalūk Gharmīch	id=g:133444
Khargī	id=g:133445
Gharghen	id=g:133446
Ghargāneh	id=g:133447
Ghargāneh	id=g:133448
Ghareybeh	id=g:133449
Qarbīyeh	id=g:133450
Tall-e Gharbī	id=g:133451
Gharbī	id=g:133452
Gharbeh-ye Pā’īn	id=g:133453
Gharāneh	id=g:133454
Gharābī-ye Bālā	id=g:133455
Gharābī-ye Pā'īn	id=g:133456
Kūh-e Ghār	id=g:133457
Kūh-e Ghār	id=g:133458
Darreh-ye Chār	id=g:133459
Darreh-ye Ghār	id=g:133460
Kūh-e Ghanīmī	id=g:133461
Tang-e Ghaniba	id=g:133462
Ghanīābād	id=g:133463
Ghanīābād	id=g:133464
Ghanīābād	id=g:133465
Ghanīābād	id=g:133466
Boneh-ye Qā’em	id=g:133467
Ghalīz̧eh	id=g:133468
Kūh-e Ghallāt	id=g:133469
Kūh-e Ghalabeh Shāh	id=g:133470
Ghāh-e Shīrīn	id=g:133471
Ghafūrābād	id=g:133472
Ghafūr	id=g:133473
Ghaffārābād	id=g:133474
Ghāfel	id=g:133475
Qadīr-e Ḩabseh	id=g:133476
Ghadīr Şāberī	id=g:133477
Kīzmel-e Soflá	id=g:133478
Kīzmel-e ‘Olyā	id=g:133479
Gezīr	id=g:133480
Gezgāzeh	id=g:133481
Gazneh	id=g:133482
Gezeh	id=g:133483
Gaz Derāz	id=g:133484
Gazdān-e Sheykh	id=g:133485
Gez Boland	id=g:133486
Gezāz	id=g:133487
Gorīz Darreh	id=g:133488
Gazak	id=g:133490
Gīvmard	id=g:133491
Geyleh Kūh	id=g:133492
Gevīn	id=g:133493
Gevarzīn	id=g:133494
Kavarzīn	id=g:133495
Gevar-e Bālā	id=g:133496
Gavān-e Bālā	id=g:133497
Gevān	id=g:133498
Qaţrānī	id=g:133499
Get Marān	id=g:133500
Geşvān-e Yek	id=g:133501
Geşvān-e Seh	id=g:133502
Geşvān-e Do	id=g:133503
Gestūk Zarmalek	id=g:133504
Gestūgdār	id=g:133505
Borj-e Geshū’īyeh	id=g:133506
Geshū’īyeh	id=g:133507
Geshnīzū’īyeh	id=g:133508
Geshnīzjān	id=g:133509
Geshnīzjān	id=g:133510
Gashnīān	id=g:133511
Geshnī	id=g:133512
Geshnegān	id=g:133513
Kūh-e Geshmīrān	id=g:133514
Geshmīrān	id=g:133515
Rūdkhāneh-ye Gesh Kendar	id=g:133516
Kūh-e Gesh Kendar	id=g:133517
Gesh Kendar	id=g:133518
Gesg	id=g:133519
Gesg	id=g:133520
Gorvāzjān	id=g:133521
Kūh-e Gervān	id=g:133522
Gerowkārdūn	id=g:133523
Gerūh Bezīn Kūh	id=g:133524
Rūdkhāneh-ye Garū	id=g:133525
Gerū	id=g:133526
Gerow gazī	id=g:133527
Gerow	id=g:133528
Gerow	id=g:133529
Gerū	id=g:133530
Kūh-e Gorch	id=g:133531
Kūh-e Garmūshā	id=g:133532
Gerīzeh	id=g:133533
Gerīvān	id=g:133534
Rūdkhāneh-ye Gerīt	id=g:133535
Garīsheh	id=g:133536
Gerīmench	id=g:133537
Gerī	id=g:133538
Kūh-e Gerīcheh	id=g:133539
Kūh-e Geryāneh	id=g:133540
Gerger-e Pā’īn	id=g:133541
Gerger-e Bālā	id=g:133542
Gergekī	id=g:133543
‘Arabī	id=g:133544
Gerīn-e Āghā’ī	id=g:133545
Kūh-e Gereh	id=g:133546
Kūh-e Gereh	id=g:133547
Gerdeh Bīsheh	id=g:133548
Gerdū-ye ‘Olyā	id=g:133549
Gerdū Selū	id=g:133550
Gerdū Kalān	id=g:133551
Gerdū Chūb	id=g:133552
Kūh-e Gerdū	id=g:133553
Gordah	id=g:133554
Gerdū	id=g:133555
Gerd Qal‘eh	id=g:133556
Gerdopīneh	id=g:133557
Gerdū	id=g:133558
Gerd Mīrān-e Pā’īn	id=g:133559
Gerd Mīrān-e Bālā	id=g:133560
Gerd Līdān	id=g:133561
Gerd-e Kūchak	id=g:133562
Rūdkhāneh-ye Gerdī Qāsemān	id=g:133563
Gerdīān	id=g:133564
Gerd-e Meqū Kūh	id=g:133565
Gerdekāneh	id=g:133566
Kūh-e Gerdeh Sang	id=g:133567
Kerdeh Kohneh	id=g:133568
Gerdeh Bīsheh	id=g:133569
Gerdeh Bīsheh	id=g:133570
Kūh-e Gerdeh	id=g:133571
Rūdkhāneh-ye Kord Shabīyeh	id=g:133572
Gerd Bīsheh	id=g:133573
Rūd-e Gerdāveh	id=g:133574
Gerdāveh	id=g:133575
Rūdkhāneh-ye Gerdān	id=g:133576
Gerdak Shāneh	id=g:133577
Kūh-e Gerdakī	id=g:133578
Gerdakāneh-ye Soflá	id=g:133579
Gerdakāneh-ye ‘Olyā	id=g:133580
Gerdak	id=g:133581
Rūdkhāneh-ye Gerdāb	id=g:133582
Cheshmeh-ye Gerdāb	id=g:133583
Chāh-e Gerdāb	id=g:133584
Gerdāb	id=g:133585
Gerdāb	id=g:133586
Gerdāb	id=g:133587
Gerdāb-e ‘Olyā	id=g:133588
Gardāb	id=g:133589
Gerdāb-e Bālā	id=g:133590
Gerdāb	id=g:133591
Kūh-e Gerd	id=g:133592
Kūh-e Gerd	id=g:133593
Gerāvīān-e ‘Olyā	id=g:133594
Gerāsh	id=g:133595
Garsak	id=g:133596
Gerahvan	id=g:133597
Gapī	id=g:133598
Kūh-e Genow	id=g:133599
Genow	id=g:133600
Genāvī	id=g:133601
Gonādīsh	id=g:133602
Gevīsh	id=g:133603
Chavangān	id=g:133604
Gol Zardū	id=g:133605
Gelūmehr	id=g:133606
Gelū Darreh	id=g:133607
Galū’īyeh	id=g:133608
Tang-e Gel Tarāsh	id=g:133609
Goleh Sorkheh	id=g:133610
Kūh-e Gol-e Sorkh	id=g:133611
Gel-e Sefīd	id=g:133612
Gel Sefīd	id=g:133613
Golrūdbār	id=g:133614
Kūh-e Ketrang	id=g:133615
Kalmandān	id=g:133616
Gel Maḩalleh	id=g:133617
Gol Khūn	id=g:133618
Gel Kan-e Pahel	id=g:133619
Kūh-e Gel Kan	id=g:133620
Chāh-e Gelkan	id=g:133621
Gelkūyeh	id=g:133622
Gel Kahān	id=g:133623
Gelerd	id=g:133624
Geleyeh	id=g:133625
Gol-e Kalak	id=g:133626
Galeh Yār	id=g:133627
Kūh-e Gel Gīlak	id=g:133628
Gol Sorkhū’īyeh	id=g:133629
Galū Shūr	id=g:133630
Kūh-e Golrag	id=g:133631
Gol Man	id=g:133632
Kūh-e Gelek	id=g:133633
Gelah Sūr	id=g:133634
Gol Jār	id=g:133635
Golehīn	id=g:133636
Geleh Deh	id=g:133637
Kūh-e Geleh	id=g:133638
Geleh	id=g:133639
Gelder	id=g:133640
Dahāneh-ye Geldasht	id=g:133641
Gel Dāgh	id=g:133642
Golberenjī	id=g:133643
Gelār	id=g:133644
Rūdkhāneh-ye Galāl Tābīrān	id=g:133645
Tappeh-ye Gelāl Mūrt	id=g:133646
Galāl-e Deh Zanāb	id=g:133647
Gelāldūn	id=g:133648
Darreh Gelāl	id=g:133649
Gelābād	id=g:133650
Kūh-e Gel	id=g:133651
Gel	id=g:133652
Gekcheh Dāgh	id=g:133653
Rūd-e Gehqān Bālā	id=g:133654
Gedūk	id=g:133655
Golī Anjīr	id=g:133656
Rūdkhāneh-ye Gedū	id=g:133657
Gedū-ye Pā’īn	id=g:133658
Rūdkhāneh-ye Gatīch	id=g:133659
Kūh-e Gedāḩor	id=g:133660
Kūh-e Gedākhor	id=g:133661
Gechīl-e Bālā	id=g:133662
Gecheh Dāgh	id=g:133663
Kūh-e Gazūn Posht	id=g:133664
Cheshmeh Gazūn Posht	id=g:133665
Gozū’īyeh-ye ‘Olyā	id=g:133666
Cheshmeh-ye Gazū	id=g:133667
Chāh-e Gazū	id=g:133668
Kūh-e Gach Torsh	id=g:133669
Gaz-e Ţāherī	id=g:133670
Gaz Şāf-e Soflá	id=g:133671
Gaz Şāf-e ‘Olyā	id=g:133672
Gaz Shāhān	id=g:133673
Jezsāleh-ye ‘Olyā	id=g:133674
Gāzerū’īyeh	id=g:133675
Gazrīr	id=g:133676
Gāzerān	id=g:133677
Gaz Pīr	id=g:133678
Gazpotīn-e Kalāntar	id=g:133679
Gāzor Khān	id=g:133680
Gaznow	id=g:133681
Rūdkhāneh-ye Gaz Now	id=g:133682
Gazneshk	id=g:133683
Gazneh	id=g:133684
Gaz Naz̧ar	id=g:133685
Kaznā Sarā	id=g:133686
Gaznahleh	id=g:133687
Gazmeh	id=g:133688
Gazmān	id=g:133689
Rūdkhāneh-ye Gazmāhū	id=g:133690
Gaz Māhū	id=g:133691
Gaz Lūrī	id=g:133692
Gezelī-ye ‘Olyā	id=g:133693
Gazleh	id=g:133694
Gaz Kūh	id=g:133695
Rūd-e Gaz Kolkol	id=g:133696
Gāz Kahan	id=g:133697
Gāz Kahan	id=g:133698
Gāzīzāt	id=g:133699
Gāzīvalak	id=g:133700
Kūh-e Gazīr	id=g:133701
Rūdkhāneh-ye Gazīn	id=g:133702
Gazīn	id=g:133703
Gazīn	id=g:133704
Gazīn	id=g:133705
Gazīk	id=g:133706
Gazīdarī-ye Bālā	id=g:133707
Kūh-e Gazīdar	id=g:133708
Kūh-e Gazīcheh	id=g:133709
Kadābcheh	id=g:133710
Gezzī	id=g:133711
Gazī	id=g:133712
Gazgīsheh	id=g:133713
Gazgazār-e Pā’īn	id=g:133714
Gazgazār-e Bālā	id=g:133715
Gar Gaz	id=g:133716
Kūh-e Gaz Ţavīleh	id=g:133717
Gazestān-e Bālā	id=g:133718
Gazestān	id=g:133719
Gazestān	id=g:133720
Gazestān	id=g:133721
Gazestān	id=g:133722
Gazestān	id=g:133723
Gāzer Sang	id=g:133724
Gāzer Khānī	id=g:133725
Gāzerān	id=g:133726
Gāzerān	id=g:133727
Gāzrā	id=g:133728
Gazneshk	id=g:133729
Gāzeh	id=g:133730
Gaz Gāvīān	id=g:133731
Gazdān	id=g:133732
Gazdān	id=g:133733
Gazdān	id=g:133734
Gazechīn	id=g:133735
Gazbū	id=g:133736
Gāzbor	id=g:133737
Gāzbor	id=g:133738
Gaz Boland	id=g:133739
Gazbāshī-ye Soflá	id=g:133740
Barmakān	id=g:133741
Gazbān	id=g:133742
Gazāvand	id=g:133743
Gāzār	id=g:133744
Gazān Khodāst	id=g:133745
Gazanak Zā’er Ḩeydar	id=g:133746
Gazān-e Pā’īn	id=g:133747
Gazaneh	id=g:133748
Gazāneh	id=g:133749
Gazān-e Bālā	id=g:133750
Gazān Bazīn	id=g:133751
Gazanak	id=g:133752
Tang-e Gazān	id=g:133753
Kūh-e Gazand	id=g:133754
Kalāt-e Now	id=g:133755
Gazān	id=g:133756
Gezālī	id=g:133757
Gezak	id=g:133758
Chāh-e Gazak	id=g:133759
Gazk	id=g:133760
Gazak	id=g:133761
Gazak	id=g:133762
Gaz-e Ābshekūn	id=g:133763
Gazābād	id=g:133764
Rūdkhāneh-ye Gaz	id=g:133765
Nīm Īstgāh-e Gaz	id=g:133766
Gaz	id=g:133767
Gaz	id=g:133768
Kaz	id=g:133769
Gaz	id=g:133770
Gaz	id=g:133771
Gaz	id=g:133772
Gaz-e Ţāherī	id=g:133773
Gāygān	id=g:133774
Gāv Zard	id=g:133775
Gūzalān	id=g:133776
Gāvzalak	id=g:133777
Kūh-e Gāv Varseh	id=g:133778
Gāv Tūt	id=g:133779
Kūh-e Gāv Tīgh	id=g:133780
Gāvternā	id=g:133781
Kūh-e Gāv Tappeh	id=g:133782
Gāv Sūr	id=g:133783
Gāv Shīr	id=g:133784
Gāv Sefīd-e Shomālī	id=g:133785
Gāv Sefīd-e Kūchek	id=g:133786
Gāv Sefīd-e Jonūbī	id=g:133787
Gāv Sefīd-e Bozorg	id=g:133788
Gāv Savār	id=g:133789
Gāv Savār	id=g:133790
Gāv Sar	id=g:133791
Gārvānī	id=g:133793
Gāv Pīāzī	id=g:133794
Gavog	id=g:133795
Gāv Mūrlā	id=g:133796
Kūh-e Gāv Mordeh	id=g:133797
Gāv Mordeh	id=g:133798
Darreh-ye Gāvmīshī	id=g:133799
Bīsheh-ye Doshākh-e Bālā	id=g:133800
Gāvmīsh	id=g:133801
Gowdmīrī	id=g:133802
Gāv Mīr-e Soflá	id=g:133803
Gāv Mīr-e ‘Olyā	id=g:133804
Rūdkhāneh-ye Gāmāsīāb	id=g:133805
Gāv Kosh-e Vosţá	id=g:133806
Gāv Kosh-e Soflá	id=g:133807
Gāv Kosh-e ‘Olyā	id=g:133808
Gāv Kosheh	id=g:133809
Gāv Koshak-e ‘Olyā	id=g:133810
Gāvkarān	id=g:133811
Gāvkol-e Soflá	id=g:133812
Bāţlāq-e Gāvkhūnī	id=g:133813
Bāţlāq-e Gāv Khūnī	id=g:133814
Gāvkhosb	id=g:133815
Darreh-ye Gāv Khoft	id=g:133816
Gāv Khosb	id=g:133817
Gāv Khāneh	id=g:133818
Gāv Khāneh	id=g:133819
Gāv Chelū	id=g:133820
Gāvīneh Rūd	id=g:133821
Gavīleh	id=g:133822
Gavāleh Kalāsh	id=g:133823
Gavīleh	id=g:133824
Shahīdābād	id=g:133825
Gavīgān	id=g:133826
Gavīeh	id=g:133827
Tall-e Gāvī	id=g:133828
Rūdkhāneh-ye Gāvī	id=g:133829
Qal‘eh-ye Gāv Godār	id=g:133830
Gūgān	id=g:133831
Gavandareh	id=g:133832
Kūh-e Gavendar	id=g:133833
Gāv Dūsheh	id=g:133834
Gāv Deh	id=g:133835
Gavādar	id=g:133836
Gāveh Darreh	id=g:133837
Changīyeh	id=g:133838
Gāvdārān	id=g:133839
Gāvdār	id=g:133840
Gāv Dāneh Zār	id=g:133841
Gāv Dāneh	id=g:133842
Gāvbār-e Soflá	id=g:133843
Gāvbār-e ‘Olyā	id=g:133844
Kūh-e Gāv Boreh	id=g:133845
Gāv Bāzeh	id=g:133846
Gāv Bāzeh	id=g:133847
Kūh-e Gāv Bast	id=g:133848
Kūh-e Gāv Bast	id=g:133849
Gāv Bast	id=g:133850
Kūh-e Gāv Barreh	id=g:133851
Gāvbandī	id=g:133852
Gāv Bandī	id=g:133853
Gāv Bandeh	id=g:133854
Gāvbandān	id=g:133855
Govāz	id=g:133856
Kūh-e Gasmand	id=g:133857
Kūh-e Gavarlī	id=g:133858
Gavāreshgān	id=g:133859
Govāreshk	id=g:133860
Kūh-e Gavār	id=g:133861
Gavār	id=g:133862
Gavanlū	id=g:133863
Gavānleh	id=g:133864
Gavan Kūh	id=g:133865
Gāvānī	id=g:133866
Govenī	id=g:133867
Gavanestān	id=g:133868
Gavan Darreh	id=g:133869
Gavandak	id=g:133870
Govang	id=g:133871
Gavanaj	id=g:133872
Gowā	id=g:133873
Gow Ālī	id=g:133874
Rūdkhāneh-ye Gaval-e Mūchak	id=g:133875
Gavāl Davāl	id=g:133876
Gāvakī	id=g:133877
Gāvkān	id=g:133878
Gāvak	id=g:133879
Gāvāhan Tū	id=g:133880
Rūdkhāneh-ye Gowā	id=g:133881
Tang-e Gāv	id=g:133882
Darreh Gauri	id=g:133883
Gatvand	id=g:133884
Gatkū’īyeh	id=g:133885
Katī	id=g:133886
Gatī-ye Bālā	id=g:133887
Goţeysh	id=g:133888
Gatī	id=g:133889
Getge Sarā	id=g:133890
Shahrak-e S̄ārollāh	id=g:133891
Gattān-e Nābī	id=g:133892
Kūh-e Gastī	id=g:133893
Gask	id=g:133894
Kūh-e Gāsīr	id=g:133895
Gardaneh-ye Gashūr	id=g:133896
Gashūn	id=g:133897
Geshūlīk	id=g:133898
Gasht-e Rūdkhān (3)	id=g:133899
Gasht (4)	id=g:133900
Gūshnūyeh-ye Pā’īn	id=g:133901
Gūshnūyeh-ye Bālā	id=g:133902
Gashnerūd	id=g:133903
Gāsh	id=g:133904
Gashmī	id=g:133905
Jeshūqān	id=g:133906
Gashkīn	id=g:133907
Gashkhalīr	id=g:133908
Geshī	id=g:133909
Geshī	id=g:133910
Gashānī	id=g:133911
Gashān	id=g:133912
Gashak	id=g:133913
Gashahaneh	id=g:133914
Gasgarī Maḩalleh	id=g:133915
Gaskareh (2)	id=g:133916
Gesfardān	id=g:133917
Gāsh	id=g:133918
Kūh-e Garzīnī	id=g:133919
Garvar	id=g:133920
Garūs-e Soflá	id=g:133921
Garūs	id=g:133922
Garūk	id=g:133923
Garak-e Pā’īn	id=g:133924
Garak-e Bālā	id=g:133925
Kūh-e Sorkh	id=g:133926
Kāl-e Garūk	id=g:133927
Gorūg	id=g:133928
Garūk	id=g:133929
Garūk	id=g:133930
Gūrū Bālā	id=g:133931
Rūdkhāneh-ye Garū Charban	id=g:133932
Kūh-e Gārū	id=g:133934
Kūh-e Garū	id=g:133935
Gerū	id=g:133936
Gartomb	id=g:133937
Getī	id=g:133938
Qareh Şadaf	id=g:133939
Garrūs	id=g:133940
Garsīān	id=g:133941
Kūh-e Garīn	id=g:133942
Kūh-e Karīn	id=g:133943
Kūh-e Garīn	id=g:133944
Kūh-e Gāreh	id=g:133945
Cham-e Gerān	id=g:133946
Kūh-e Kāreh	id=g:133947
Garrāb	id=g:133948
Gar Qāsem	id=g:133950
Rūdkhāneh-ye Garposht	id=g:133951
Garpāch	id=g:133952
Garow	id=g:133953
Garow	id=g:133954
Garneh	id=g:133955
Garnāveh Shūr	id=g:133956
Garmūt-e Mīrzā Khān	id=g:133957
Rūdkhāneh-ye Garmūk	id=g:133958
Garmūk	id=g:133959
Garmūk	id=g:133960
Kūh-e Garmū	id=g:133961
Kūh-e Garmū	id=g:133962
Āb Garmū	id=g:133963
Garmsār	id=g:133964
Garmasht	id=g:133965
Garman Āb	id=g:133966
Garm Khāneh	id=g:133967
Garm Khān	id=g:133968
Garrmīsh	id=g:133969
Garmīdar	id=g:133970
Garmīānak	id=g:133971
Germī	id=g:133972
Garmez-e ‘Olyā	id=g:133973
Garmestān	id=g:133974
Garm-e Soflá	id=g:133975
Tang-e Garmeh	id=g:133976
Garmeh	id=g:133977
Garmeh	id=g:133978
Garmeh	id=g:133979
Garmeh	id=g:133980
Garmeh	id=g:133981
Garmeh	id=g:133982
Mazra‘eh-ye Garmak	id=g:133983
Garmdarreh	id=g:133984
Garmā Shāh	id=g:133985
Garmāsh	id=g:133986
German	id=g:133987
Garmak	id=g:133988
Garm Ābsard	id=g:133989
Kūh-e Garmāb Sar	id=g:133990
Garmāb-e Pā’īn	id=g:133991
Garmābdar	id=g:133992
Kūh-e Garmābād	id=g:133993
Garmābād	id=g:133994
Rūdkhāneh-ye Garmāb	id=g:133995
Kūh-e Garmāb	id=g:133996
Garm Āb	id=g:133997
Garmāb	id=g:133998
Garmāb	id=g:133999
Garmāb	id=g:134000
Garm Āb	id=g:134001
Garmāb	id=g:134002
Garm Āb	id=g:134003
Garmāb	id=g:134004
Garmāb	id=g:134005
Garmāb	id=g:134006
Rūdkhāneh-ye Garm	id=g:134007
Rūdkhāneh-ye Garm	id=g:134008
Āb-e Garm	id=g:134009
Āb-e Garm	id=g:134010
Āb-e Garm	id=g:134011
Āb Garm	id=g:134012
Garm	id=g:134013
Garm-e ‘Olyā	id=g:134014
Garkūshk	id=g:134015
Garkū’īyeh	id=g:134016
Garkū	id=g:134017
Garkūrūd	id=g:134018
Gar Khazīneh	id=g:134019
Kūh-e Gargez	id=g:134020
Gardaneh-ye Kar Kūsh	id=g:134021
Garagān	id=g:134022
Gar Kadū	id=g:134023
Kūh-e Garīveh	id=g:134025
Jerīskān	id=g:134026
Gūrī Sheykh	id=g:134027
Gereyneh	id=g:134028
Kūh-e Gārīgūn	id=g:134029
Keremgān	id=g:134030
Garū Charbān	id=g:134031
Gardaneh-ye Garī	id=g:134032
Garhīni	id=g:134033
Gargūr	id=g:134034
Gargūl-e Pā'īn	id=g:134035
Gorgeh Choqā	id=g:134036
Īstgāh-e Goz̄argāh-e Gargar	id=g:134038
Īstgāh-e Gor Gor	id=g:134039
Gargar-e Soflá	id=g:134040
Gor Gor-e ‘Olyā	id=g:134041
Gorg Āb	id=g:134042
Rūd-e Garg	id=g:134043
Garfam	id=g:134044
Gārestāneh	id=g:134045
Tappeh-ye Gar Khargūsh	id=g:134046
Garkān-e Soflá	id=g:134047
Garkān-e ‘Olyā	id=g:134048
Rūd-e Gīrījgān	id=g:134049
Kūh-e Gārījgān	id=g:134050
Gārījgān	id=g:134051
Garah Zū	id=g:134052
Gareh Choqā	id=g:134053
Kūh-e Changarzeh	id=g:134054
Kūh-e Gāreh	id=g:134055
Garech Khān	id=g:134056
Gerdū Zār	id=g:134057
Gerd Rowch	id=g:134058
Kūh-e Gerdeh Sīāh	id=g:134059
Gardīālū	id=g:134060
Garderīk	id=g:134061
Gerdekān-e Aḩmadī	id=g:134062
Kūh-e Gardan Kaj	id=g:134063
Gardangāh	id=g:134064
Gardaneh-ye Kowlī Kosh	id=g:134065
Dār Rombeh	id=g:134066
Kūh-e Gardan Bārīk	id=g:134067
Kūh-e Gardān	id=g:134068
Gardān	id=g:134069
Gārchīdān-e Bālā	id=g:134070
Rūdkhāneh-ye Gārchīdān	id=g:134071
Garbāsdeh	id=g:134072
Gar Bangeh	id=g:134073
Garband	id=g:134074
Gārāzh	id=g:134075
Gārāzh	id=g:134076
Garrāveh-ye Yek	id=g:134077
Garāvand-e ‘Olyā	id=g:134078
Garāvand-e Gholām Ḩoseyn	id=g:134079
Gerāvand-e Khāleşeh	id=g:134080
Garvand	id=g:134081
Garātī	id=g:134082
Garangān	id=g:134083
Garang	id=g:134084
Kūh-e Garān	id=g:134085
Gardaneh-ye Gārān	id=g:134086
Darreh-ye Gelāl	id=g:134087
Gerākū’īyeh	id=g:134088
Karkān-e Pā’īn	id=g:134089
Karkān-e Bālā	id=g:134090
Garakān	id=g:134091
Gerā’īyeh	id=g:134092
Garā’īk	id=g:134093
Gara”ī	id=g:134094
Gorkīn	id=g:134095
Garāchoqā	id=g:134096
