Al Qusum	id=g:173315
Rahat Rosé	id=g:242095
Rogorokro	id=g:242096
Rogorin	id=g:242097
Rimété	id=g:242098
Rimélé	id=g:242099
Rimélé	id=g:242100
Rimélé	id=g:242101
Rigilidat	id=g:242102
Bahr Riguéïk	id=g:242103
Rife	id=g:242104
Ribéné Astéréna	id=g:242105
Rhawar	id=g:242106
Hadjer Rhasana	id=g:242107
Rharouadji	id=g:242108
Ouadi Rhamfousa	id=g:242109
Rhaba Zourban	id=g:242110
Rey	id=g:242111
Ouadi Rémélé	id=g:242112
Rahat Rédoua	id=g:242113
Hadjer Rédiré	id=g:242114
Raz el Fil	id=g:242115
Ras el Fîl	id=g:242116
Ouadi Ranani	id=g:242117
Rameli	id=g:242118
Rahat Rala	id=g:242119
Ouadi Rala	id=g:242120
Rakana	id=g:242121
Ouadi Raïchap	id=g:242122
Ouadi Rahat el Out	id=g:242123
Ouadi Rahaguibi	id=g:242124
Raha	id=g:242125
Rafira	id=g:242126
Rafa	id=g:242127
Ouadi Radja	id=g:242128
Rachracha	id=g:242129
Rachracha	id=g:242130
Rachracha	id=g:242131
Rabrap	id=g:242132
Ouadi Raagibi	id=g:242133
Ouadi Palata	id=g:242134
Rahat Oyké	id=g:242135
Ouadi Oygo	id=g:242136
Oygo	id=g:242137
Oyarguchi	id=g:242138
Ouziné	id=g:242139
Ouadi Ouyra	id=g:242140
Outchimi	id=g:242141
Outach	id=g:242142
Ouadi Oustani	id=g:242143
Oustani	id=g:242144
Oustani	id=g:242145
Oustani	id=g:242146
Oustani	id=g:242147
Ouroundou	id=g:242148
Ouroug Sheri	id=g:242149
Rigil Ourou	id=g:242150
Ouadi Ouro	id=g:242151
Ourloy	id=g:242152
Ouadi Ourini	id=g:242153
Ourini	id=g:242154
Ouadi Ourihiki	id=g:242155
Ourgis	id=g:242156
Hadjer Ourgé	id=g:242157
Rahat Ourgas	id=g:242158
Ourga	id=g:242159
Ouadi Ourfatane	id=g:242160
Ouadi Ourésu Ouchigo	id=g:242161
Ouadi Ourémamour	id=g:242162
Ouadi Ourèk	id=g:242163
Ouadi Oure Ito	id=g:242164
Ouré	id=g:242165
Ouadi Ourda	id=g:242166
Ourda	id=g:242167
Ouadi Ourba	id=g:242168
Ouadi Ourba	id=g:242169
Bir Ourba	id=g:242170
Ourba	id=g:242171
Oura	id=g:242172
Hadjer Ouori	id=g:242173
Ouori	id=g:242174
Ouoneri	id=g:242175
Hadjer Ouo	id=g:242176
Ountat	id=g:242177
Ouadi Ouniangèl	id=g:242178
Ounianga Kébir	id=g:242179
Ounianga Kébir	id=g:242180
Ounianga-Kebir	id=g:242181
Ounianga-Kebir	id=g:242182
Ounianga-Kebir	id=g:242183
Ounianga	id=g:242184
Ouadi Ouni	id=g:242185
Oumou	id=g:242186
Ouadi Oum Hadjer	id=g:242187
Ouadi Oum Chalouba	id=g:242188
Oum-Chalouba	id=g:242189
Hadjer Oumbaré	id=g:242190
Ouadi Ouloumanga	id=g:242191
Ouadi Ouloumanga	id=g:242192
Oulikolé	id=g:242193
Ouligit	id=g:242194
Oulemechi	id=g:242195
Ouadi Ouka	id=g:242196
Hadjer Ouir Kiloïgé	id=g:242197
Ouirégé	id=g:242198
Ouidirné	id=g:242199
Ouadi Ouiba	id=g:242200
Ouhi	id=g:242201
Ouadi Ou Hamidé	id=g:242202
Ougouné	id=g:242203
Ouadi Ougoula	id=g:242204
Bir Ougoula	id=g:242205
Bir Ougoula	id=g:242206
Hadjer Ouga	id=g:242207
Ouéré	id=g:242208
Ouéré	id=g:242209
Ouéré	id=g:242210
Oué-Oué	id=g:242211
Hadjer Ouèl Ouèl	id=g:242212
Ouélana	id=g:242213
Oueïta	id=g:242214
Oueïba	id=g:242215
Ehi Ouédé-Ouédé	id=g:242216
Ouadi Oué	id=g:242217
Hadjer Oudjatou	id=g:242218
Oudémanga	id=g:242219
Ourde Bourbou	id=g:242220
Oucha	id=g:242221
Hadjer Ouba	id=g:242222
Ouasir	id=g:242223
Ouadi Ouari Gouni	id=g:242224
Ouargala	id=g:242225
Ouarchak	id=g:242226
Hadjer Ouara	id=g:242227
Ouara	id=g:242228
Ouar	id=g:242229
Ouadi Ouaouala	id=g:242230
Ouadi Ouaoua	id=g:242231
Ouadi Ouanou	id=g:242232
Ouandalo	id=g:242233
Ouadi Ouanasa	id=g:242234
Oualli	id=g:242235
Ouadi Oualka	id=g:242236
Oualad Baachoum	id=g:242237
Ouala	id=g:242238
Ouagil	id=g:242239
Ouagif	id=g:242240
Ouagif	id=g:242241
Ouagif	id=g:242242
Ouadi Ouagat	id=g:242243
Ouaga	id=g:242244
Ouadi Doum	id=g:242245
Région du Ouaddaï	id=g:242246
Ouaddaï	id=g:242247
Ouachi Kiroma	id=g:242248
Ouadi Ouachie	id=g:242249
Ouaba	id=g:242250
Hadjer Ortouka	id=g:242251
Ouadi Oroumba	id=g:242252
Hadjer Oroumara	id=g:242253
Ouadi Orouba	id=g:242254
Orouba	id=g:242255
Ouadi Oroua	id=g:242256
Hadjer Oroua	id=g:242257
Ouadi Orou	id=g:242258
Orok	id=g:242259
Orobo	id=g:242260
Hadjer Oro	id=g:242261
Hadjer Oriba	id=g:242262
Orgayba	id=g:242263
Orgayba	id=g:242264
Oréra	id=g:242265
Ouadi Orébé	id=g:242266
Ouadi Onoson	id=g:242267
Ondoba	id=g:242268
Ouadi Omouri	id=g:242269
Omona	id=g:242270
Omol	id=g:242271
Oména	id=g:242272
Oman	id=g:242273
Ouadi Om	id=g:242274
Om	id=g:242275
Olo Zabalat	id=g:242276
Ouadi Oloumanga	id=g:242277
Olo Ouaouala	id=g:242278
Olohou Asanga	id=g:242279
Olohou Asanga	id=g:242280
Olichiéli	id=g:242281
Okwa	id=g:242282
Ouadi Okotabé	id=g:242283
Hadjer Okotabé	id=g:242284
Okohé	id=g:242285
Ohour	id=g:242286
Ouadi Ohouka	id=g:242287
Ohouka	id=g:242288
Ohou	id=g:242289
Hadjer Oho	id=g:242290
Ohang	id=g:242291
Ouadi Ogou Taylo	id=g:242292
Ogourbo	id=g:242293
Hadjer Ogouba	id=g:242294
Ogouba	id=g:242295
Ogoto	id=g:242296
Bir Ogoroum	id=g:242297
Hadjer Ogora	id=g:242298
Hadjer Ogora	id=g:242299
Hadjer Ogoné	id=g:242300
Ouadi Ogola	id=g:242301
Ogola	id=g:242302
Ofoun	id=g:242303
Ouadi Oforou	id=g:242304
Ouadi Odounga	id=g:242305
Odona Niangal	id=g:242306
Odona Nargasila	id=g:242307
Odoko	id=g:242308
Ouadi Obourkou	id=g:242309
Obé	id=g:242310
Oarda Goulji	id=g:242311
Oagono	id=g:242312
Mare de Nzili	id=g:242313
Bahr Nzili	id=g:242314
Nzili	id=g:242315
Nyanyouléta	id=g:242316
Nyama	id=g:242317
Ntegdei	id=g:242318
Ouadi Noy	id=g:242319
Hadjer Nouywo	id=g:242320
Ouadi Noursi Maramara	id=g:242321
Noursi Adya	id=g:242322
Ouadi Noursi	id=g:242323
Bir Noursi	id=g:242324
Nourkani	id=g:242325
Ouadi Nouré	id=g:242326
Ouadi Nouré	id=g:242327
Nouré	id=g:242328
Noumi	id=g:242329
Ouadi Noroma	id=g:242330
Noro	id=g:242331
Ouadi Norgoumara	id=g:242332
Hadjer Norgoumara	id=g:242333
Ouadi Nok	id=g:242334
Ouadi Noho	id=g:242335
Ouadi Nohi	id=g:242336
Ouadi Nogourgondé	id=g:242337
Ouadi Nogoba	id=g:242338
Nogoba	id=g:242339
Nogoba	id=g:242340
Nofar	id=g:242341
Ouadi Noé	id=g:242342
Nodouké	id=g:242343
Ouadi Nlahana	id=g:242344
Hadjer Nkétégérin	id=g:242345
Oued Nkaota	id=g:242346
Ouadi Nkaola	id=g:242347
Hadjer Njekebidanga	id=g:242348
Nit	id=g:242349
Niourmo	id=g:242350
Nioulay	id=g:242351
Nioufoutou	id=g:242352
Nioufoutou	id=g:242353
Nioufoutou	id=g:242354
Hadjer Nioudou	id=g:242355
Niouboté	id=g:242356
Niouay Amra	id=g:242357
Ouadi Niou	id=g:242358
Niorian	id=g:242359
Niomelki	id=g:242360
Hadjer Niokota	id=g:242361
Hadjer Nimré	id=g:242362
Niméringa	id=g:242363
Ouadi Nigié Minrmin	id=g:242364
Ouadi Nigié	id=g:242365
Nigié	id=g:242366
Nigélim	id=g:242367
Niétimba	id=g:242368
Niéringa	id=g:242369
Hadjer Niéré	id=g:242370
Niéré	id=g:242371
Hadjer Niemré	id=g:242372
Nidep	id=g:242373
Niatogon	id=g:242374
Niatalay	id=g:242375
Niarta Kideyede	id=g:242376
Niarta Doungous	id=g:242377
Niarinion	id=g:242378
Ouadi Niarama	id=g:242379
Niansour	id=g:242380
Nianigin	id=g:242381
Hadjer Niangala	id=g:242382
Niangala	id=g:242383
Niangal	id=g:242384
Hadjer Nianga Kébir	id=g:242385
Niandi	id=g:242386
Niamé	id=g:242387
Echéou- Niallé	id=g:242388
Nialkata	id=g:242389
Nialé Askanga	id=g:242390
Niala Tourda	id=g:242391
Ouadi Nialakay	id=g:242392
Niala	id=g:242393
Bir Nial	id=g:242394
Niagi	id=g:242395
Niagao	id=g:242396
Niabourné	id=g:242397
Niabat	id=g:242398
Ngorloli	id=g:242399
Ngoïdé II	id=g:242400
Ngoidé II	id=g:242401
Ngoïdé I	id=g:242402
Ngato	id=g:242403
Ngatar	id=g:242404
Ngarouma	id=g:242405
Ngarmang	id=g:242406
Ngaram	id=g:242407
Hadjer Ngairé	id=g:242408
Nésigir	id=g:242409
Néri	id=g:242410
Ouadi Nergé	id=g:242411
Néouya	id=g:242412
Néo	id=g:242413
Nélian	id=g:242414
Ouadi Négoka	id=g:242415
Ndoubari	id=g:242416
Ouadi Ndon	id=g:242417
Ndokouré	id=g:242418
Ndjèr	id=g:242419
Ndjèr	id=g:242420
Hadjer Ndin	id=g:242421
Ndin	id=g:242422
Hadjer Ndiar	id=g:242423
Ouadi Ndéréré	id=g:242424
Ndatirni	id=g:242425
Nbourkita	id=g:242426
Hadjer Nayé	id=g:242427
Nawen	id=g:242428
Navarda	id=g:242429
Navar	id=g:242430
Natoué	id=g:242431
Hadjer Natika	id=g:242432
Bir Natika	id=g:242433
Natika	id=g:242434
Ouadi Narweyt	id=g:242435
Narweyt	id=g:242436
Narkma	id=g:242437
Ouadi Nariey	id=g:242438
Narga	id=g:242439
Ouadi Nardogé	id=g:242440
Nardogé	id=g:242441
Ouadi Nanou	id=g:242442
Hadjer Nanou	id=g:242443
Ouadi Nangatiay	id=g:242444
Nangal	id=g:242445
Nandara	id=g:242446
Nana	id=g:242447
Nana	id=g:242448
Namouroum	id=g:242449
Ouadi Namarséna	id=g:242450
Hadjer Namarséna	id=g:242451
Nakargoum	id=g:242452
Nakal	id=g:242453
Naidon	id=g:242454
Ouadi Nahi	id=g:242455
Nahi	id=g:242456
Hadjer Naga	id=g:242457
Naga	id=g:242458
Nabara Kiayé	id=g:242459
Nabar	id=g:242460
Nabakay	id=g:242461
Nabak	id=g:242462
Nabak	id=g:242463
Nabak	id=g:242464
Ouadi Nabagi	id=g:242465
Hadjer Nabagi	id=g:242466
Nabagay Konga	id=g:242467
Nabagay Konga	id=g:242468
Ouadi Nabagay	id=g:242469
Nabagay	id=g:242470
Nabagay	id=g:242471
Nabagay	id=g:242472
Nabagay	id=g:242473
Ouadi Mya	id=g:242474
Hadjer Mya	id=g:242475
Hadjer Mwahin	id=g:242476
Hadjer Mouyo	id=g:242477
Moutouhoum	id=g:242478
Moutamara	id=g:242479
Bir Mousiné	id=g:242480
Mousin	id=g:242481
Ouadi Mous	id=g:242482
Hadjer Mous	id=g:242483
Mourra	id=g:242484
Mouroukoundoula	id=g:242485
Ouadi Mourou	id=g:242486
Ouadi Mourou	id=g:242487
Hadjer Mourou	id=g:242488
Mourou	id=g:242489
Mourou	id=g:242490
Mourok	id=g:242491
Hadjer Mouroba	id=g:242492
Ouadi Mouroaro	id=g:242493
Hadjer Mourmo	id=g:242494
Hadjer Mourkil	id=g:242495
Mouriou	id=g:242496
Mourdigin	id=g:242497
Mourdia	id=g:242498
Mourdia	id=g:242499
Depression de Mourdi	id=g:242500
Mourdaba	id=g:242501
Mouraya	id=g:242502
Ouadi Mouray	id=g:242503
Hadjer Mouray	id=g:242504
Mouray	id=g:242505
Mouray	id=g:242506
Mouray	id=g:242507
Mouray	id=g:242508
Mouray	id=g:242509
Moura Kebir	id=g:242510
Moura Adjouz	id=g:242511
Ouadi Moura	id=g:242512
Hadjer Moura	id=g:242513
Moura	id=g:242514
Moura	id=g:242515
Moura	id=g:242516
Mour	id=g:242517
Mounyaz	id=g:242518
Mounyang	id=g:242519
Mountoumoundou	id=g:242520
Ouadi Mounto	id=g:242521
Moungalkasi	id=g:242522
Ouadi Moundou	id=g:242523
Hadjer Moundou	id=g:242524
Mounaï	id=g:242525
Mougoultié	id=g:242526
Ouadi Moufra	id=g:242527
Ouadi Moudougoudou	id=g:242528
Moudouga	id=g:242529
Hadjer Moudjourti	id=g:242530
Moudjoud	id=g:242531
Moudéré	id=g:242532
Moudéré	id=g:242533
Motro	id=g:242534
Mostouy	id=g:242535
Ouadi Mostoul	id=g:242536
Mosa	id=g:242537
Mosadour	id=g:242538
Mortcha	id=g:242539
Ouadi Morougeni	id=g:242540
Moroské	id=g:242541
Ouadi Morongo Kourou	id=g:242542
Hadjer Moron	id=g:242543
Rahat Morobakit	id=g:242544
Ouadi Moro	id=g:242545
Hadjer Moro	id=g:242546
Moro	id=g:242547
Ouadi Mornou	id=g:242548
Hadjer Mornou	id=g:242549
Hadjer Morni	id=g:242550
Mormondigi	id=g:242551
Hadjer Morfaïn	id=g:242552
Mored Kadé	id=g:242553
Morda	id=g:242554
Monou	id=g:242555
Monou	id=g:242556
Monney	id=g:242557
Monmorga	id=g:242558
Monmbasa	id=g:242559
Monlouyouk	id=g:242560
Monio	id=g:242561
Mongororo	id=g:242562
Hadjer Mongaré	id=g:242563
Mongaré	id=g:242564
Mongaré	id=g:242565
Mondouri	id=g:242566
Hadjer Mondjodéané	id=g:242567
Mondjigin	id=g:242568
Monada	id=g:242569
Ouadi Mona	id=g:242570
Molou	id=g:242571
Hadjer Molo	id=g:242572
Ouadi Molkouto	id=g:242573
Hadjer Mokola	id=g:242574
Mokochaché	id=g:242575
Moko	id=g:242576
Hadjer Mokat	id=g:242577
Mokat	id=g:242578
Moïri	id=g:242579
Ouadi Moinongo	id=g:242580
Mohour	id=g:242581
Mohou	id=g:242582
Moha	id=g:242583
Ouadi Mogrédéli	id=g:242584
Bir Mogoula Toulé	id=g:242585
Mogouchaché	id=g:242586
Mogoro	id=g:242587
Mogo	id=g:242588
Moganda	id=g:242589
Modoyna	id=g:242590
Ouadi Modounga	id=g:242591
Modounga	id=g:242592
Modo	id=g:242593
Hadjer Modjioukey	id=g:242594
Ouadi Modionké	id=g:242595
Ouadi Modiobo	id=g:242596
Ouadi Mizémim	id=g:242597
Ouadi Mizan	id=g:242598
Bir Mizan	id=g:242599
Mistérédé	id=g:242600
Mistérédé	id=g:242601
Hadjer Misirda	id=g:242602
Mirkilin	id=g:242603
Mirer	id=g:242604
Mirek	id=g:242605
Mirégéré	id=g:242606
Mirdi	id=g:242607
Ouadi Miraro	id=g:242608
Hadjer Mir	id=g:242609
Miniéri	id=g:242610
Ouadi Minié	id=g:242611
Minéri	id=g:242612
Minéri	id=g:242613
Mindrang	id=g:242614
Bahr Mindjik	id=g:242615
Bahr Mindjik	id=g:242616
Mindjik	id=g:242617
Mindjik	id=g:242618
Ouadi Mindjerné	id=g:242619
Hadjer Mindéké	id=g:242620
Hadjer Milésé	id=g:242621
Milé	id=g:242622
Miélé Sabani	id=g:242623
Miélé Karbani	id=g:242624
Ouadi Miélé	id=g:242625
Bir Miélé	id=g:242626
Miele	id=g:242627
Miele	id=g:242628
Mié	id=g:242629
Midéchich	id=g:242630
Mezeur Kéri	id=g:242631
Ouadi Meudirri	id=g:242632
Métié	id=g:242633
Métémiti	id=g:242634
Métémetko	id=g:242635
Métembé	id=g:242636
Métamé	id=g:242637
Métalbanda	id=g:242638
Ouadi Mesina	id=g:242639
Méser	id=g:242640
Méser	id=g:242641
Mermer	id=g:242642
Ouadi Merkadja	id=g:242643
Merkaba	id=g:242644
Massif du Mériméri	id=g:242645
Mérik	id=g:242646
Hadjer Méri	id=g:242647
Ouadi Mergémé	id=g:242648
Mérérié	id=g:242649
Mérérié	id=g:242650
Mérer I	id=g:242651
Mérer II	id=g:242652
Mérendé	id=g:242653
Mérékika	id=g:242654
Goz Mérég	id=g:242655
Merbé	id=g:242656
Hadjer Méra	id=g:242657
Ouadi Menokin	id=g:242658
Méni-Méni	id=g:242659
Méni Méni	id=g:242660
Ouadi Méni	id=g:242661
Ouadi Méni	id=g:242662
Hadjer Méni	id=g:242663
Hadjer Méni	id=g:242664
Ménéwéré	id=g:242665
Ouadi Meneret	id=g:242666
Ménéret	id=g:242667
Hadjer Ménehir	id=g:242668
Bir Menawel	id=g:242669
Ouadi Ménala	id=g:242670
Ménakin	id=g:242671
Ouadi Ménadisér	id=g:242672
Mena	id=g:242673
Méli	id=g:242674
Méléli	id=g:242675
Ouadi Mélam	id=g:242676
Mélabada	id=g:242677
Meïna	id=g:242678
Mégren	id=g:242679
Hadjer Mégré	id=g:242680
Hadjer Méguègnè	id=g:242681
Médisis	id=g:242682
Médiégésé	id=g:242683
Médi	id=g:242684
Méder	id=g:242685
Ouadi Méchéra	id=g:242686
Méchéra	id=g:242687
Ouadi Mechano	id=g:242688
Ouadi al Mé	id=g:242689
Mdaré	id=g:242690
Mboudo	id=g:242691
Mbéter	id=g:242692
Hadjer Mbaourang	id=g:242693
Mbaldia	id=g:242694
Mbaï	id=g:242695
Mazembam	id=g:242696
Hadjer Mayougoun	id=g:242697
Mayo	id=g:242698
Ouadi Maykouma	id=g:242699
Mayké	id=g:242700
Hadjer Mayha	id=g:242701
Hadjer Maygéni	id=g:242702
Mayé	id=g:242703
Ouadi Mayba	id=g:242704
Ouadi Mayba	id=g:242705
Hadjer Mayba	id=g:242706
Mayba	id=g:242707
Ouadi Mayaroum	id=g:242708
Mayar	id=g:242709
Mayar	id=g:242710
Mayane	id=g:242711
Maya	id=g:242712
Ouadi May	id=g:242713
Hadjer May	id=g:242714
Ouadi Mattera	id=g:242715
Matoukouli	id=g:242716
Matoukouli	id=g:242717
Matoua	id=g:242718
Matorbé	id=g:242719
Matodjo	id=g:242720
Matio	id=g:242721
Materfok	id=g:242722
Materella	id=g:242723
Matérèla	id=g:242724
Matègn	id=g:242725
Matazé	id=g:242726
Ouadi Matar Sultane	id=g:242727
Matarouda	id=g:242728
Matar	id=g:242729
Matagé	id=g:242730
Matadjéné	id=g:242731
Matadi	id=g:242732
Matabono	id=g:242733
Matabono	id=g:242734
Matabono	id=g:242735
Matabgué	id=g:242736
Matabano	id=g:242737
Mata	id=g:242738
Mastaridé	id=g:242739
Masembagn	id=g:242740
Masigué	id=g:242741
Masangania	id=g:242742
Mas	id=g:242743
Ouadi Marzouk Zerga	id=g:242744
Ouadi Marzouk Hamer	id=g:242745
Marzouga	id=g:242746
Bir Martibé	id=g:242747
Ouadi Martey	id=g:242748
Hadjer Marténi	id=g:242749
Martébé	id=g:242750
Martala	id=g:242751
Ouadi Marougoui	id=g:242752
Marou	id=g:242753
Ouadi Marnié	id=g:242754
Marnié	id=g:242755
Marnié	id=g:242756
Hadjer Marmerigin	id=g:242757
Rahat Marmari	id=g:242758
Marmari	id=g:242759
Marmana	id=g:242760
Markasagan	id=g:242761
Hadjer Marka	id=g:242762
Ouadi Marigé	id=g:242763
Marhdogoum	id=g:242764
Margoumoun	id=g:242765
Hadjer Margouda	id=g:242766
Ouadi Margodjiey	id=g:242767
Hadjer Margi	id=g:242768
Margada Adjaoui	id=g:242769
Ouadi Marga	id=g:242770
Hadjer Marféïn	id=g:242771
Marfakatèl	id=g:242772
Hadjer Maréba	id=g:242773
Ouadi Mardou	id=g:242774
Hadjer Mardou	id=g:242775
Mardou	id=g:242776
Hadjer Mardi	id=g:242777
Hadjer Mardébé	id=g:242778
Ouadi Mardé	id=g:242779
Hadjer Mardé	id=g:242780
Marda Kilinga	id=g:242781
Marchout	id=g:242782
Marchaba	id=g:242783
Massif du Maraoné	id=g:242784
Maraoné	id=g:242785
Maradjati	id=g:242786
Marada	id=g:242787
Maraboto	id=g:242788
Marabila	id=g:242789
Ouadi Maraba	id=g:242790
Maraba	id=g:242791
Ouadi Mara	id=g:242792
Hadjer Mara	id=g:242793
Mar	id=g:242794
Manzolo	id=g:242795
Manzolo	id=g:242796
Ouadi Manyéro	id=g:242797
Manouachi	id=g:242798
Ouadi Manianguia	id=g:242799
Ouadi Mani	id=g:242800
Hadjer Mani	id=g:242801
Mangueigne	id=g:242802
Ouadi Mangiri	id=g:242803
Mangarna	id=g:242804
Ouadi Mangaba	id=g:242805
Manga	id=g:242806
Mandoun	id=g:242807
Mandési	id=g:242808
Mandaydji	id=g:242809
Mandap	id=g:242810
Mandafana	id=g:242811
Manda Dina	id=g:242812
Ouadi Mandaba	id=g:242813
Ouadi Mandaba	id=g:242814
Mandaba	id=g:242815
Hadjer Manda	id=g:242816
Mamour	id=g:242817
Malongo	id=g:242818
Ouadi Maloa	id=g:242819
Malkoko	id=g:242820
Malkoko	id=g:242821
Hadjer Mali	id=g:242822
Malayé	id=g:242823
Malap	id=g:242824
Hadjer Malankourou	id=g:242825
Malanga Kaokawa	id=g:242826
Hadjer Malanga	id=g:242827
Malam	id=g:242828
Malak	id=g:242829
Malagi	id=g:242830
Malabat	id=g:242831
Malabada	id=g:242832
Malaba	id=g:242833
Makouro	id=g:242834
Makoua	id=g:242835
Makoua	id=g:242836
Makokou	id=g:242837
Hadjar Makarou	id=g:242838
Makarou	id=g:242839
Makalka	id=g:242840
Ouadi Makakre	id=g:242841
Mak	id=g:242842
Ouadi Maïkatir	id=g:242843
Hadjer Mahal	id=g:242844
Wādī Ma‘qūlah	id=g:242845
Magram Seko	id=g:242846
Magram Kébil	id=g:242847
Magram	id=g:242848
Bir Magoum	id=g:242849
Magilbé	id=g:242850
Magilang	id=g:242851
Magazana	id=g:242852
Magatéta	id=g:242853
Magarin Saba	id=g:242854
Magarin Rhalib	id=g:242855
Bir Magarin	id=g:242856
Magarin	id=g:242857
Ouadi Magari	id=g:242858
Magaren	id=g:242859
Magardjala	id=g:242860
Bir Magar	id=g:242861
Magar	id=g:242862
Magaoné	id=g:242863
Magal	id=g:242864
Madrong	id=g:242865
Madou	id=g:242866
Ouadi Madjoulou	id=g:242867
Madjorto	id=g:242868
Madjoné	id=g:242869
Ouadi Madjanin	id=g:242870
Madja	id=g:242871
Madi Salamat	id=g:242872
Hadjer Madikidi	id=g:242873
Hadjer Madiken	id=g:242874
Madi Chérif	id=g:242875
Ouadi Madi	id=g:242876
Hadjer Madermé	id=g:242877
Ouadi Maderba	id=g:242878
Ouadi Maderaki	id=g:242879
Ouadi Madéba	id=g:242880
Madamdama	id=g:242881
Madak	id=g:242882
Madadi	id=g:242883
Madadi	id=g:242884
Ouadi Mada	id=g:242885
Hadjer Mada	id=g:242886
Machicha	id=g:242887
Bir Mabrouk	id=g:242888
Hadjer Mabron	id=g:242889
Mabougin	id=g:242890
Mabo	id=g:242891
Mabo	id=g:242892
Ouadi Maba	id=g:242893
Hadjer Maa	id=g:242894
Erdi Ma	id=g:242895
Ouadi Lwak	id=g:242896
Lourga	id=g:242897
Louné	id=g:242898
Louné	id=g:242899
Louminé	id=g:242900
Ouadi Louka	id=g:242901
Ouadi Lougouma	id=g:242902
Hadjer Lougoum	id=g:242903
Hadjer Loubia	id=g:242904
Loubéda	id=g:242905
Loubané	id=g:242906
Loubané	id=g:242907
Ouadi Louba	id=g:242908
Lotour	id=g:242909
Lolo	id=g:242910
Ouadi Loha	id=g:242911
Ouadi Logon	id=g:242912
Lodok	id=g:242913
Hadjer Lodanio	id=g:242914
Lobodo	id=g:242915
Lobodo	id=g:242916
Ouadi Lobodé	id=g:242917
Lobey	id=g:242918
Lira	id=g:242919
Linyé Matar	id=g:242920
Linyé Disang	id=g:242921
Linyé	id=g:242922
Limbi	id=g:242923
Limbet	id=g:242924
Liman	id=g:242925
Hadjer Lima	id=g:242926
Lilingkèrkéré	id=g:242927
Lilima	id=g:242928
Liligin	id=g:242929
Lilek	id=g:242930
Ouadi Ligida	id=g:242931
Hadjer Lerné	id=g:242932
Hadjer Léra	id=g:242933
Rahat Lengou	id=g:242934
Lèlkinbé	id=g:242935
Hadjer Leléou	id=g:242936
Ouadi Lélama	id=g:242937
Lékan	id=g:242938
Bir Légéna	id=g:242939
Hadjer Léga	id=g:242940
Le Boutiké	id=g:242941
Ouadi Laweyt	id=g:242942
Langé	id=g:242943
Langata	id=g:242944
Rahat Lamara	id=g:242945
Lagia	id=g:242946
Lafit	id=g:242947
Ladoba	id=g:242948
Hadjer Ladja	id=g:242949
Labidé	id=g:242950
Hadjer Labetka	id=g:242951
Labdé	id=g:242952
Labde	id=g:242953
Ouadi Labar	id=g:242954
Labar	id=g:242955
Ouadi Labada	id=g:242956
Labada	id=g:242957
Ouadi Kweychi	id=g:242958
Kweiba Foni	id=g:242959
Kwéiba Foni	id=g:242960
Wādī Kulbus	id=g:242962
Bir Kuek	id=g:242963
Ouadi Kubei	id=g:242964
Bahr Krago	id=g:242965
Kozoued	id=g:242966
Ouadi Koytrou	id=g:242967
Hadjer Koytrou	id=g:242968
Ouadi Koyor	id=g:242969
Koyma	id=g:242970
Kouzoué	id=g:242971
Kouzoué	id=g:242972
Kouzoué	id=g:242973
Kouzouay	id=g:242974
Kouziwahed	id=g:242975
Kouziouet	id=g:242976
Kouziouet	id=g:242977
Kouziouèd	id=g:242978
Kouziouèd	id=g:242979
Bir Kouzéra	id=g:242980
Kouzera	id=g:242981
Hadjer Kouyak	id=g:242982
Hadjer Koutrak	id=g:242983
Koutourné	id=g:242984
Wādī Sombuka	id=g:242985
Koutoul	id=g:242986
Ouadi Koutoudyus	id=g:242987
Ouadi Koutoudyus	id=g:242988
Hadjer Koutoudjangay	id=g:242989
Kouti	id=g:242990
Ouadi Kouter	id=g:242991
Koutchot	id=g:242992
Ouadi Koutba	id=g:242993
Kousoukoumou	id=g:242994
Hadjer Kourtougi	id=g:242995
Kourtoufal	id=g:242996
Ouadi Kourti Dous	id=g:242997
Kourtidinga	id=g:242998
Kourtia	id=g:242999
Hadjer Kourti	id=g:243000
Kourtandjo	id=g:243001
Koursoulfou	id=g:243002
Koursigé	id=g:243003
Ouadi Kouroun Kouroun	id=g:243004
Kouroumai	id=g:243005
Kouroukoul	id=g:243006
Kouroui	id=g:243007
Ouadi Kouroudinga	id=g:243008
Kourou	id=g:243009
Kourou	id=g:243010
Hadjer Kourongay	id=g:243011
Hadjer Kourongay	id=g:243012
Hadjer Kouro	id=g:243013
Kouro	id=g:243014
Kouro	id=g:243015
Hadjer Kournio	id=g:243016
Kourniéla	id=g:243017
Hadjer Kournié	id=g:243018
Kourmoutou	id=g:243019
Kourmoudi	id=g:243020
Hadjer Kourmondi	id=g:243021
Kourmon	id=g:243022
Kourlalou	id=g:243023
Kourkouti	id=g:243024
Ouadi Kourkour	id=g:243025
Kourkoulé	id=g:243026
Kourkoudou	id=g:243027
Kourkilé	id=g:243028
Kourkilé	id=g:243029
Hadjer Kourkila	id=g:243030
Kourien Doulién	id=g:243031
Bir al Kouri	id=g:243032
Hadjer Kourgoul	id=g:243033
Hadjer Kourgou	id=g:243034
Ouadi Kourgedié	id=g:243035
Ouadi Kouréyé	id=g:243036
Kourérian	id=g:243037
Ouadi Kouré	id=g:243038
Ouadi Kouré	id=g:243039
Kourdoufal	id=g:243040
Ouadi Kourdou	id=g:243041
