Jabal Maydān	id=g:395175
Sha‘īb al Manjūr	id=g:397609
Ābār Ţulaybāt	id=g:397610
Al Ḩisyān	id=g:397611
Al Jaww	id=g:397612
Sha‘īb Abū Khashab	id=g:397613
Al Bilād al Wusţá	id=g:397614
Aş Şufurrāt	id=g:397615
Sāmūdah	id=g:397616
Shifā ar Raḩá	id=g:397617
Umm Ţulayḩah	id=g:397618
Rubayq	id=g:397619
Sha‘īb al Ḩisī	id=g:397620
Sha‘īb al Hudaydīr	id=g:397621
Sha‘īb al Ḩaysīyah	id=g:397622
Sha‘īb Wusayd al Mā’	id=g:397623
Duhaymā’	id=g:397624
‘Albā’	id=g:397625
Diqalah	id=g:397626
Jabal Muşayqirah	id=g:397627
Ḩizwá	id=g:397628
Sha‘īb Mukhammar	id=g:397629
Sha‘īb Suways	id=g:397630
Sha‘īb Diqalah	id=g:397631
Al Malqā’	id=g:397632
Ar Ribqīyah	id=g:397633
Mazāri‘ Mudaysīsāt	id=g:397634
Jabal Ghurāb	id=g:397635
Jabal ad Damkhā	id=g:397636
Mazra‘at Nafjah	id=g:397637
Jabal Dir‘ān	id=g:397638
Qūr al Qara‘	id=g:397639
Jabal Khaşlah	id=g:397640
Bi’r az Zighaybīyah	id=g:397641
Jibāl Dukhnah	id=g:397642
Mazāri‘ ar Rufā’i‘	id=g:397643
Mazāri‘ Dir‘ah	id=g:397644
Jabal Riḩayyah	id=g:397645
Jabal al Ḩammah	id=g:397646
Mazāri‘ al Jirāwah	id=g:397647
Saḩaq al Ḩamīdī	id=g:397648
Jabal ar Raḩá	id=g:397649
Qulbān al Ḩawwāsīyah	id=g:397650
Mazāri‘ al Malqā’	id=g:397651
Saḩaq al Maḩdath	id=g:397652
Mazra‘at an Nāshirīyah	id=g:397653
‘Iblat Ūḑākh	id=g:397654
Sha‘īb an Nukhaylah	id=g:397655
Sha‘īb Buqay‘ā’ ash Shamālīyah	id=g:397656
Ḩulayfah	id=g:397657
Suraywīl	id=g:397658
Ar Rawḑah	id=g:397659
Sha‘īb Mudaysīs	id=g:397660
Qūr Ḩamdān	id=g:397661
Z̧ahrat Muţḩī	id=g:397662
Sha‘īb Duqayl	id=g:397663
Darb Abā aş Şalābīkh	id=g:397664
Al ‘Amūdah ash Shamālīyah	id=g:397665
Qārat Umm Quwayrah	id=g:397666
Al ‘Amūdah al Janūbīyah	id=g:397667
Qārat al Ḩuwayyir	id=g:397668
Jibāl al ‘Amūdah	id=g:397669
Sha‘īb ar Ruwayḑāt	id=g:397670
Sha‘īb al Buwayţiḩ	id=g:397671
Al ‘Ulyā	id=g:397672
Sha‘īb al Wuḩayrish	id=g:397673
Bawḑah	id=g:397674
Huḑaybāt Ghunaymuwāt	id=g:397675
Jibāl Umm Kathīr	id=g:397676
Huḑaybat ath Thilaybīt	id=g:397677
Sha‘īb Ghunaymuwāt al Gharbī	id=g:397678
Jabal Kannās	id=g:397679
Jabal Umm Nusūr	id=g:397680
Z̧ahrat Sadḩā	id=g:397681
Jabal Ghunaym	id=g:397682
Sha‘īb ‘Uwayshiz	id=g:397683
King ‘Abd al ‘Aziz Military College	id=g:397684
Jibāl al Ḩajā’ir	id=g:397685
Jabal al Madhrūb	id=g:397686
Mishāsh as Suhūl	id=g:397687
Qaltāt al Muqaywid	id=g:397688
Jibāl Dukhaynah	id=g:397689
Al Ḩajrah	id=g:397690
Sha‘īb al Makharr	id=g:397691
Jabal al ‘Umayyid	id=g:397692
An Nabāwah	id=g:397693
Sha‘īb al Ḩamil	id=g:397694
Fayḑat al Badā’i‘	id=g:397695
Sha‘īb U‘aywij	id=g:397696
Sha‘īb al Jaḩashah	id=g:397697
Di‘b al Jurayyir	id=g:397698
Sināf as Silsilah	id=g:397699
Sināf ‘Umayr	id=g:397700
Sumr Ghunaymūwāt	id=g:397701
Aqmirā’	id=g:397702
Ad Dir‘īyah	id=g:397703
Quşayr al Jinn	id=g:397704
Ath Thanduwah	id=g:397706
Fayḑat Yaklib	id=g:397707
Mazāri‘ Fayḑat Yaklib	id=g:397708
Mazra‘at an Naz̧īm	id=g:397709
Az Zabadānī	id=g:397710
Mazāri‘ U‘aywijāt	id=g:397711
An Nuwaybāt	id=g:397712
Ḑulay‘ Mughayrān	id=g:397713
Al Mighzal	id=g:397714
Ḑil‘ Yaklib	id=g:397715
Mazra‘at al Ḩabardīyah	id=g:397716
Mazāri‘ Waḑkhā’	id=g:397717
Sha‘īb Yaklib	id=g:397718
Sha‘īb Şayyād	id=g:397719
Sha‘īb Ţabqān	id=g:397720
Sha‘īb al Mukharim	id=g:397721
Haḑabat Samrān	id=g:397722
Haḑabat Ḩisayyān	id=g:397723
Haḑabat Abraq aḑ Ḑīyān	id=g:397724
Mazāri‘ Sumār al Kharmā’	id=g:397725
Zibā’ir an Na‘āyim	id=g:397726
Mazāri‘ ‘Ishayrah	id=g:397727
Jabal Umm Sinūn	id=g:397728
Hiḑāb al Amghar	id=g:397729
Barqā’ al Mizallah	id=g:397730
Jabal al Ushay‘il ash Shamālī	id=g:397731
Hiḑāb Qūr aḑ Ḑibā‘	id=g:397732
Jabal al Ushay‘il al Janūbī	id=g:397733
Haḑabat Ţuraybīshah	id=g:397734
Qārat al ‘Awnīyah	id=g:397735
Mazāri‘ al Athlah	id=g:397736
Haḑabat Abraq ad Diray‘ā’	id=g:397737
Qārat Murīḩah	id=g:397738
‘Ishayrat al Makhāmir	id=g:397739
Hiḑāb Muthallathāt	id=g:397740
Hiḑāb al Qumur	id=g:397741
Sha‘īb aş Şufurrāt	id=g:397742
Mazāri‘ as Sāddah	id=g:397743
Jabal ‘Unayzah	id=g:397744
Qārat as Sāddah	id=g:397745
Z̧ahrat as Sudayrāt	id=g:397746
Mazra‘at al Ghawīţah	id=g:397747
Sha‘īb al Khawr	id=g:397748
Z̧ahrat Murīḩah	id=g:397749
Sha‘īb Sāmūdah	id=g:397750
Qārat ‘Amīrah	id=g:397751
Sha‘īb ‘Albā’	id=g:397752
Sha‘īb Duhaymā’	id=g:397753
Ābār al Khanaqah	id=g:397754
Ḑulay‘āt al Qulaylāt	id=g:397755
Ābār Ma‘ashbah	id=g:397756
Ābār al ‘Uraynīyah	id=g:397757
Jibāl Ḩajlā’	id=g:397758
Qārat Ḩūwijān	id=g:397759
Sha‘īb ath Thanīyah	id=g:397760
Sha‘īb Umm Ţulayḩah	id=g:397761
Sha‘īb ash Shi‘bah	id=g:397762
Sha‘īb al Malqā’	id=g:397763
Ar Rīsh	id=g:397764
Sha‘īb Abū Rukab	id=g:397765
Jabal ‘Iz̧ām	id=g:397766
Haḑabat as Sawdā’	id=g:397767
Sha‘īb Abū Shuwayḩāt	id=g:397768
Sha‘īb ‘Urayfijān	id=g:397769
Sha‘īb Ḑabbah	id=g:397770
Haḑabat Umm Ghiḑrāf	id=g:397771
Mazāri‘ al Khanaqah	id=g:397772
Sha‘īb Thimīlat Juway‘id	id=g:397773
Jabal Abā aş Şī‘ān	id=g:397774
Qūr an Nukhaylah	id=g:397775
Ḩazm Abū Nubţah	id=g:397776
Sha‘īb Abū Nubţah	id=g:397777
Qūr al Makhnaq	id=g:397778
Sha‘īb Nifī	id=g:397779
Sha‘īb Abū Kharīţ	id=g:397780
Qūr Abā an Naml	id=g:397781
Sāhibat as Silsilah	id=g:397782
Sāhibat al ‘Umayyid	id=g:397783
Sha‘īb Malham	id=g:397784
Sha‘īb Arţāwī Duwayrijah	id=g:397785
Sha‘īb al Khunayjah	id=g:397786
Jabal Fardah	id=g:397787
Sha‘īb al Athlah al Janūbī	id=g:397788
Sha‘īb Fardah	id=g:397789
Sha‘īb Abū Baţḩā’	id=g:397790
Sha‘īb al Miqţar	id=g:397791
Sha‘īb ar Ribqīyah	id=g:397792
Sha‘īb Rubayq	id=g:397793
Sināf Aqmirā’	id=g:397794
Haḑabat Umm Ḑibā‘	id=g:397795
Ābār al Muţaywī	id=g:397796
Sha‘īb Sumr al Kharshā’	id=g:397797
Sha‘īb al Mismá	id=g:397798
Sha‘īb as Silsilah	id=g:397799
Jabal ‘Arfā’ ‘Assāf	id=g:397800
Jabal ‘Aqb	id=g:397801
Jibāl al Muwashsham	id=g:397802
Sha‘īb Ḩisayyān	id=g:397803
Sha‘īb al Arţāwī	id=g:397804
Bi’r al Ma‘adā	id=g:397805
Qūr Umm al ‘Alandā’	id=g:397806
Qūr Khuzām	id=g:397807
Sha‘īb al Fāqi‘ah	id=g:397808
Barqā’ Qaşwān	id=g:397809
Qārat al Khaymah	id=g:397810
As Sudayrah	id=g:397811
Qūr Abū Uşayfir	id=g:397812
Qūr al Khuwayshāt	id=g:397813
‘Ayn al ‘Uqaylī	id=g:397814
Al Hīshah	id=g:397815
Al ‘Adān	id=g:397816
Jabal al Hamjah	id=g:397817
Rawḑat al Lawwāf	id=g:397818
Ābār Qiranayn	id=g:397819
Z̧ahrat Sadḩā’	id=g:397820
Jabal Khinayfisāt	id=g:397821
Rawḑat al Ḩisū	id=g:397822
Sha‘īb aḑ Ḑayqah	id=g:397823
Jabal Umm Ruqubah	id=g:397824
Sha‘īb al Mismāh	id=g:397825
Sha‘īb Ḩarqān	id=g:397826
Sha‘īb Qiranayn	id=g:397827
Rawḑat al Maşīyah	id=g:397828
Jabal Umm al ‘Arād	id=g:397829
Ābār Ḩarqān	id=g:397830
Barqā’ al Ghirbān	id=g:397831
Ābār al Bid‘	id=g:397832
Al Badā’i‘ al Wusţá	id=g:397833
Jabal al Wulayghāt	id=g:397834
Jabal al Abraq	id=g:397835
Sha‘īb al Bid‘	id=g:397836
Sha‘īb Abū Qiţāyif	id=g:397837
Jabal al Mazārīr	id=g:397838
Fayḑat al Khayl	id=g:397839
Jabal al Khuzaymī	id=g:397840
Al Ḩusayy	id=g:397841
Bi’r Abū Wusaylah	id=g:397842
Ḩazm Dir’ān	id=g:397843
Bi’r al Fawwār	id=g:397844
Zibārat Quhdīyah	id=g:397845
Mamlaḩat al Fawwār	id=g:397846
Mazāri‘ ar Rumaylah	id=g:397847
Al Ḩazm	id=g:397848
Jabal Abā ar Rijūm	id=g:397849
Sha‘īb Rumaythah	id=g:397850
Khashm Hadbā’	id=g:397851
Jabal al Kuraybāt	id=g:397852
Jabal Khiyam	id=g:397853
Siināf al Fuţţar	id=g:397854
Maḩīr al Busaytīn	id=g:397855
Ḩaşāt Qārat ad Dirwīsh	id=g:397856
Ḩazm Mughayrā’	id=g:397857
Umm al ‘Arād	id=g:397858
Ath Thābitīyah	id=g:397859
Sumr Ummahāt Qubay	id=g:397860
Zibārat Abā aş Şalābīkh	id=g:397868
Rawḑat Umm Shubrum	id=g:397869
Khabb al ‘Alandā’	id=g:397870
Khabb al ‘Arfaj	id=g:397871
Abā aş Şalābīkh	id=g:397872
Rawḑat Muţribah	id=g:397873
Ḩazm Mu‘ayzīlah	id=g:397874
Sha‘īb Rikdān al Janūbī	id=g:397875
Quwayrāt al Ju‘ayr	id=g:397876
Ḩazm ash Shaḩamah	id=g:397877
Aş Şulubīyah	id=g:397878
Nufūd al Muwāşil	id=g:397879
Al Far‘ah	id=g:397880
Dahū Umm al ‘Alandā’	id=g:397881
Bi’r aş Şulubīyah	id=g:397882
Şafrā’ al Ghurābah	id=g:397883
Mazāri‘ al Wusayţā’	id=g:397884
Jaww al ‘Arfā’	id=g:397885
Khabbat al Qubūr	id=g:397886
Khabbat Qannūrah	id=g:397887
Sha‘īb al Busaytīn	id=g:397888
Khabbat Umm Qabr	id=g:397889
Sha‘īb as Sibā‘	id=g:397890
Khabbat al Mindassah	id=g:397891
Badā’i‘ aş Şighawá	id=g:397892
Khabbat Umm Silimah	id=g:397893
Sha‘īb at Tuḩayḑāt al Janūbī	id=g:397894
As Si‘ayrah	id=g:397895
Asmar al Mikayḩīl	id=g:397896
Khabbat Ibn Ḩumayd	id=g:397897
Ruḑaymat Wādī an Nisā’	id=g:397898
Ābār Umm al Jimāl	id=g:397899
Ḩazm al Lumaymah	id=g:397900
Ar Ruwayḑah	id=g:397901
Sha‘īb al Kuhayf	id=g:397902
Sabkhat al ‘Awshazīyah	id=g:397903
Bi’r al Makhrūq	id=g:397904
Bi’r Qumayr	id=g:397905
Sha‘īb al Mishāsh	id=g:397906
Al Qārah al Bayḑā’	id=g:397907
‘Usaylah	id=g:397908
Sha‘īb Jiraythim	id=g:397909
Samrā’ an Nijibah	id=g:397910
Rawḑat Umm ash Shuqūq	id=g:397911
Mishāsh Jurūd	id=g:397912
An Nijibah	id=g:397913
Mazāri‘ al Badā’i‘	id=g:397914
Al Arţāwī ash Shamālī	id=g:397915
Quwayrāt Ladhdhah	id=g:397916
Nakhl al Fuqayr	id=g:397917
Rawḑat al Kathīr	id=g:397918
Rawḑat aţ Ţalḩah	id=g:397919
Khashm Ţurayf al Ḩabl	id=g:397920
Qaşr Umm al Jadāwil	id=g:397921
Mazra‘at al Fākhirah	id=g:397922
Khashm as Sumayrah	id=g:397923
Bi’r al Jurayrah	id=g:397924
Sha‘īb an Nijibah	id=g:397925
Fiyāḑ al Mughr al Janūbīyāt	id=g:397926
Sha‘īb al Arţāwī	id=g:397927
Al Lisayyin	id=g:397928
Sha‘īb Kiḩlah	id=g:397929
Badā’i‘ al Makḩūl	id=g:397930
Ḑulay‘ ath Thuwayr	id=g:397931
Wādī aş Şun‘	id=g:397932
Sha‘īb Kāfit	id=g:397933
Nufūd al Malḩā’	id=g:397934
Qā‘ Tharmadā’	id=g:397935
Qā‘ Abā Samrī	id=g:397936
Aş Şaḩan	id=g:397937
Nufūd ath Thuwayrāt	id=g:397938
Bi’r ar Ridayhah	id=g:397939
Hiḑāb ar Ridayhah	id=g:397940
‘Urf ar Ridayhah	id=g:397941
Mushrif	id=g:397942
Bi’r ash Shaqum	id=g:397943
Ḩisū ash Shutaylāt	id=g:397944
Al ‘Ikrashīyah	id=g:397945
Sha‘īb al Muţaywī	id=g:397946
Mazāri‘ al Ḩaqbā’	id=g:397947
Abū Khashabah	id=g:397948
Samrā’ al Muţaywī	id=g:397949
Riyāḑ Abā Ghār	id=g:397950
Hiḑāb Mishrifāt	id=g:397951
Buşayyirāt	id=g:397952
Rawḑat Burūdān	id=g:397953
Samrā’ al Qaḩaşā’	id=g:397954
Ar Rawḑah	id=g:397955
Şafrā’ U‘aywij	id=g:397956
Sha‘īb al Ḩurayrah	id=g:397957
Khashm al Ḩarash	id=g:397958
Al Ḩazm	id=g:397959
Qā‘ Sālim	id=g:397960
Sha‘īb Qidir	id=g:397961
Sha‘īb Wusayţ	id=g:397962
Al Washḩā’	id=g:397963
Qā‘ Gharī	id=g:397964
Rawḑat az Zar‘	id=g:397965
Rawḑat ash Shuqayyiqah	id=g:397966
Nişāl ad Dasamah	id=g:397967
Haḑabat Umm Jidrah	id=g:397968
Qulbān ath Thumaylah	id=g:397969
Qā‘ al Ḩāj	id=g:397970
Bi’r al Jāhilīyah	id=g:397971
Fayḑat al Ghābah	id=g:397972
Bi’r al Abraq	id=g:397973
Rijlat Umm Jidrah	id=g:397974
Nuqrat ad Dulaymī	id=g:397975
Mazra‘at Mayḩ	id=g:397976
Hibjat al Muţayyāt	id=g:397977
Jaradat al Buraykah	id=g:397978
Qulbān al Mashfū‘	id=g:397979
Jaww al Ḩaşāh	id=g:397980
Sha‘īb Abū Shuwayḩāt	id=g:397981
Haḑabat al Mu‘allaq	id=g:397982
Jabal aş Şilaylīyah	id=g:397983
Jabal Wi‘lah	id=g:397984
Bi’r Wi‘lah	id=g:397985
Al Mishāsh	id=g:397986
Bi’r aş Şilaylīyah	id=g:397987
Sha‘īb al ‘Ubayb	id=g:397988
Rawḑat Muḩriqah	id=g:397989
Rawḑat Du‘ayj	id=g:397990
Bi’r aş Şuwābah	id=g:397991
Ḑil‘ Umm ar Ruwaysāt	id=g:397992
Quşūr Shaqrā’	id=g:397993
Ḩājir ash Shīḩ	id=g:397994
Sha‘īb al Khalīf	id=g:397995
Khashm al Wa‘arah	id=g:397996
Sha‘īb ar Rīmah	id=g:397997
Sha‘īb al Fargh	id=g:397998
Zibārat al Batrā’	id=g:397999
Al Jurayd	id=g:398000
Ābār Khimarīyah	id=g:398001
Dil‘an Khimariyah	id=g:398002
Ghuslah	id=g:398003
Al Qārah	id=g:398004
Al Qā‘īyah	id=g:398005
Al Quwayrah	id=g:398006
Jayb Ghurāb	id=g:398007
Sha‘īb al ‘Anbarī	id=g:398008
Rīsh Qannūr	id=g:398009
Khashm aş Şafā	id=g:398010
Wādī Uthaythiyah	id=g:398011
Qārat aţ Ţayrī	id=g:398012
Qārat ‘Awānah	id=g:398013
Qūr ar Ruḩaylāt	id=g:398014
Al Qaltah	id=g:398015
Şubaykhān	id=g:398016
Sabkhat Iqbah	id=g:398017
Sha‘īb ‘Awānah	id=g:398018
Sha‘īb al Khalīf	id=g:398019
Khashm an Numayrī	id=g:398020
Al Lijfah	id=g:398021
Nufūd Qunayfidhah	id=g:398022
Fiyāḑ al Mughr	id=g:398023
Al Jilh	id=g:398024
Bi’r al Khīsīyah	id=g:398025
Bi’r Khuwayr al Matāyā	id=g:398026
Ābār al Jifn	id=g:398027
‘Uqlat Ibn Ruḩayl	id=g:398028
Bi’r al ‘Ayyāshīyah	id=g:398029
Muşaffirāt	id=g:398030
Şafrā’ al Burūd	id=g:398031
Şafrā’ al Murabba‘	id=g:398032
Ḩarrat Umm Harrūj	id=g:398033
Ḩarrat Bawş	id=g:398034
Ḩarrat ath Thi‘aylibī	id=g:398035
Ḩarrat al Iqfāh	id=g:398036
Sha‘īb al Qirnah	id=g:398037
Sha‘īb al Ḩumaymāt	id=g:398038
Sha‘īb Murayţibah	id=g:398039
Sha‘īb Dir‘ah	id=g:398040
Bi’r al Khuwayr	id=g:398041
Sha‘īb Abū Marwah	id=g:398042
Ḩazm al Miḩwāz	id=g:398043
Ḑulū‘ ath Thubātah	id=g:398044
Ash Shurufah	id=g:398045
Jazīrat ath Thumayrī	id=g:398046
Al Maḩājir	id=g:398047
Zibārat al Marqabīyah	id=g:398048
Şafrā’ as Sirr	id=g:398049
Shahbā’ Ghabīyāt	id=g:398050
Sha‘īb ash Shaḩmā’	id=g:398051
Jazīrat aḑ Ḑu‘ayyinah	id=g:398052
Jazīrat al Haylamīyah	id=g:398053
Khafs al Ḩamām	id=g:398054
Ḩazm Umm ‘Arad	id=g:398055
Mafīḑ Umm al Khashab	id=g:398056
Zibārat al Ma‘abbar	id=g:398057
Rafā’i‘ Rubayq	id=g:398058
Markaz al Furay‘	id=g:398059
Huḑaybat al Ḩurayrah	id=g:398060
Qalīb al Mushāh	id=g:398061
Huḑaybat ar Rukaybah	id=g:398062
Bi’r al ‘Udayd	id=g:398063
Al Murayr	id=g:398064
Qalīb al Baţīn	id=g:398065
‘Uqlat ad Darb	id=g:398066
‘Uqlat al ‘Awāzim	id=g:398067
Bi’r Wāsiţ	id=g:398068
Ābār Khurayshīf	id=g:398069
Qulumat al Fāḑilī	id=g:398070
Sha‘īb al Manākh	id=g:398071
Sha‘īb an Nāşifah	id=g:398072
Sha‘īb ash Shu‘aylā’	id=g:398073
Da‘athat Abū Jişşah	id=g:398074
Rawḑat Wuthaylān	id=g:398075
Ash Shifallaḩīyah	id=g:398076
Khubayb ‘Alī	id=g:398077
Sabtā’ as Sirr	id=g:398078
Ruwaykibat ar Rumādīyah	id=g:398079
Ţirāq Abū ‘Uqaylah	id=g:398080
Şafrā’ al Mistawī	id=g:398081
‘Abal ‘Ablā	id=g:398082
Sāhibat al Khayl	id=g:398083
Barqān ash Shuqayyiqah	id=g:398084
Sabkhat Nufayl	id=g:398085
Şufāt Ūḑākh al ‘Ulyā	id=g:398090
Şufāt Ūḑākh as Suflá	id=g:398091
‘Iblān an Nuwaybāt	id=g:398092
‘Iblān Wabdah	id=g:398093
Quwad Khabb an Na‘ām	id=g:398094
Zibārat Sīdīyah	id=g:398095
Quwad Muhayrah	id=g:398096
Zibārat Mardūmah	id=g:398097
Al Faşl	id=g:398098
Nukhayl al ‘Abd	id=g:398099
Ḩubayl Zāri‘	id=g:398100
Qulumat al Ḩimlīyah	id=g:398101
Jazīrat al Kaz̧z̧āmī	id=g:398102
Ruwayḑat ash Shā’	id=g:398103
Al Jubayl Royal Commission	id=g:398104
Al Işba‘ah	id=g:398105
‘Idd al Murayr	id=g:398106
Zabā’ir al ‘Īsāwīyah	id=g:398107
Zibārat Umm Şufayḩah	id=g:398108
Zibārat Murukhī	id=g:398109
Ābār Umm Ḩujūl	id=g:398110
Mishāsh Dulaybiḩ	id=g:398111
Mishāsh Başrī	id=g:398112
Mishāsh al Qudayrāt	id=g:398113
Zawr Lawdhān	id=g:398114
Al Ḩijāj	id=g:398115
Zibārat Sūdah	id=g:398116
Wādī Bawḑah	id=g:398117
Ābār Umm Dirām	id=g:398118
Wādī Laban	id=g:398119
Ḩazm Ruḩayyah	id=g:398124
Ābār Ţumā	id=g:398125
Sabkhah an Nu‘ayrīyah	id=g:398126
Jaww al Malā‘ibah	id=g:398127
Jabal Abū Shidād	id=g:398128
Jabal Abū Ḩadrīyah	id=g:398129
Jabal al Baţţāḩ	id=g:398130
Sabkhat Julayqā’	id=g:398131
Ābār al Furūthīyah	id=g:398132
Mishāsh an Niqīrah	id=g:398133
Bi’r aţ Ţawīlah	id=g:398134
Mishāsh al Malā‘ibah	id=g:398135
Jabal al Bi‘yyil	id=g:398136
Jaww Khabārī Waḑḩá	id=g:398137
Al Warī‘ah	id=g:398138
Al Ḩatāyif	id=g:398139
Barqā’ Mu‘ayzīlah	id=g:398140
Mishāsh aţ Ţu‘aysī	id=g:398141
Rijm Şāyil	id=g:398142
Rijm Khurayş	id=g:398143
Zabā’ir ad Darb	id=g:398144
Al Jawb	id=g:398145
Şubayḩā’ ar Rīḑān	id=g:398146
‘Urayq Qurḑī	id=g:398147
Fayḑat Ḩusayyir	id=g:398148
Qulayyibāt al Khuluwī	id=g:398149
Buqshat ath Thamīlah	id=g:398150
Baḩarat al Mu‘īd	id=g:398151
Al Ma‘nūnah ash Shamālīyah	id=g:398152
Al Ma‘nūnah al Janūbīyah	id=g:398153
Lijfat aş Şarāh	id=g:398154
Jabal Buţayḩān	id=g:398155
Mishāsh Rimthān	id=g:398156
Al Quşaybī	id=g:398157
Fayḑat Umm Ḩuwayḑ	id=g:398158
Fayḑat Umm as Sūs	id=g:398159
Fayḑat Umm Ḩujūl	id=g:398160
Qirḩish	id=g:398161
Daḩal al Ghabī	id=g:398162
Al Bayḑā’	id=g:398163
Qulumat Ibn Ḩimrah	id=g:398164
Al ‘Ādhirīyah	id=g:398165
Ath Thimāmah	id=g:398166
Ath Thiraywīyah	id=g:398167
Al Jawf	id=g:398168
Qa‘ad ash Shi‘ab	id=g:398169
Tu‘ūs Fūdah	id=g:398170
Umm al ‘Urūq	id=g:398171
Qulumat al ‘Ammāj	id=g:398172
Al Faqāh	id=g:398173
Ad Dughaymīyah	id=g:398174
Al Ḩāwī	id=g:398175
Dikākat al ‘Alandā’	id=g:398176
Bī’r Sarrā’ al Janūbīyah	id=g:398177
Ţu‘ūs Khumaysah	id=g:398178
Ābār Abā al Ḩamām	id=g:398179
Sabkhat al Quwayrāt	id=g:398180
Ad Danān	id=g:398181
Sabkhat Qurayyah	id=g:398182
Qurayyah	id=g:398183
Sabkhat ad Danān	id=g:398184
Z̧ulūm	id=g:398185
Jabal al Adham	id=g:398186
Samār Aqranayn	id=g:398187
Sumayyir al Khayl	id=g:398188
Shuqrān aţ Ţuwāl	id=g:398189
Şufrān Wi‘lah	id=g:398190
Buqay‘ā’ ash Shamālīyah	id=g:398191
Simār Makāḩīl	id=g:398192
Jaww Dukhān	id=g:398193
An Na‘alah	id=g:398194
Qilīb ad Dīmāsah	id=g:398195
Şidāt aţ Ţirāq	id=g:398196
Ghuḑayy al Quwārah	id=g:398197
Ra’s aş Şallah	id=g:398198
Al Qaşşār	id=g:398199
Shaqrā’ an Nijibah	id=g:398200
Sinfān adh Dhakrāt	id=g:398201
Zabāyir al ‘Akkāz	id=g:398202
Mudayfīnah	id=g:398203
Barqā’ Umm ar Rūs	id=g:398204
Ābār Rughwān	id=g:398205
Ābār Şufayyān	id=g:398206
Sūdat Khumaysah	id=g:398207
Aş Şará	id=g:398208
Sabkhat Umm ash Shuraybāt	id=g:398209
Bi’r Raznah	id=g:398210
Al Qufaylah	id=g:398211
Sabkhat al Makhanaq	id=g:398212
Al Jadīdah	id=g:398213
Al Ghawīţah al Gharbīyah	id=g:398214
‘Ayn al Qaţţār	id=g:398215
Şarāt al Ḩubayl	id=g:398216
Barqā’ aḑ Ḑimrān	id=g:398217
Ḑil‘ as Sāddah	id=g:398218
Ḑil‘ān Kaḑrayn	id=g:398219
Ābār al Ḩaşḩaşīyah	id=g:398220
Ābār al Khurayqāt	id=g:398221
Jaww al Kūkh	id=g:398222
As Sufayra’	id=g:398223
Zabā’ir Mash‘ān	id=g:398224
Bid‘ Dha‘ār	id=g:398225
As Sūwād	id=g:398226
Ābār az Zughayn	id=g:398227
Ḩazm Bayyin	id=g:398228
Fayḑat Umm ‘Isharah	id=g:398229
Ābār al Ghawwājīyah	id=g:398230
Qalīb al Ghurābī	id=g:398231
Shajarat Bayyinah	id=g:398232
Sabkhat as Sifālah	id=g:398233
Al Khuways	id=g:398234
Al ‘Uyūn	id=g:398235
Ḩazm Abū Shidād	id=g:398236
Al Wazīyah	id=g:398237
Rijm Umm Sulaym	id=g:398238
Barqā’ Ghubayrā’	id=g:398239
Khuyūţ al Janab	id=g:398240
Khuyūţ Mash‘ā’	id=g:398241
Khuyūţ al Kabi’	id=g:398242
Abraq an Niswān	id=g:398243
Ḩazm Sijā’	id=g:398244
Abū Khayālah	id=g:398245
Al Khars	id=g:398246
Az Ziman	id=g:398247
Farīdat al Mansūnīyah	id=g:398248
Khayţ Miḩsinah	id=g:398249
Rijm Limlūm	id=g:398250
Mishāsh Abū Ţuwaynah	id=g:398251
Ḩazm al Mishāf	id=g:398252
Zibā’ir al ‘Ādhir	id=g:398253
Bi’r ‘Azārī	id=g:398254
Ḩazm al ’Urayf	id=g:398255
Quwīd ash Shayyūkh	id=g:398256
Tu‘aysāt Khirām	id=g:398257
Hajlat Umm Sudayrah	id=g:398258
Şufayyat Biţī	id=g:398259
Hajlat Umm Thaymūm	id=g:398260
‘Urūq al Ghawwājīyah	id=g:398261
Da‘akat Khirām	id=g:398262
Barqā’ al Ḩuwaydhīyah	id=g:398263
Qawz Ghuḑayy	id=g:398264
Khayţ al Mijārīr	id=g:398265
Khayţ al Mankib	id=g:398266
Ābār Shinān	id=g:398267
Rijm Kashshāf	id=g:398268
Khayţ Shallā‘	id=g:398269
Wādī Abū Ḩidād	id=g:398270
Khayţ Maşşāş	id=g:398271
Ābār Abā an Nawadīs	id=g:398272
Shi‘bān al ‘Imi	id=g:398273
Jabal Awtād	id=g:398274
Khayţ Su‘ūd	id=g:398275
Khuyūţ al Qaşbā’	id=g:398276
Khayţ ar Radīfah	id=g:398277
Kharazat Rāshid	id=g:398278
Al Khishibī	id=g:398279
Kharazat Abū Z̧uhayr	id=g:398280
Ḑulū‘ Muţayrīḩah	id=g:398281
Kharazat Sa‘īd	id=g:398282
Ar Ruwāq	id=g:398283
Zibārat Ḩaflā’	id=g:398284
At Tawḑiḩīyah	id=g:398285
Naşlāt al Quma‘ah	id=g:398286
Quwīd Abū ‘Idbūlah	id=g:398287
Ţuwāl Mikhyaţ	id=g:398288
Qurayn Jarād	id=g:398289
Kharazat Umm Khayţ	id=g:398290
Barqā’ Mudayfīnah	id=g:398291
Al ‘Urumah	id=g:398292
Quwīd al Kharaz	id=g:398293
Khayţ al Khalāwī	id=g:398294
‘Urayq an Na‘alah	id=g:398295
Khayţ al ‘Ankūb	id=g:398296
Barqā‘ Mu‘ayzīlah	id=g:398297
