Rugar	id=g:6998460
Kisira	id=g:7020532
Macheri	id=g:7020533
Kestu	id=g:7020534
Maituta Hills	id=g:7020535
Gwadai	id=g:7020536
Gonabi	id=g:7020537
Garin Isa	id=g:7020538
Kirigi	id=g:7020539
Amiru	id=g:7020540
Darko	id=g:7020541
Demo	id=g:7020542
Hanto	id=g:7020543
Oro-Jango	id=g:7020544
Tela	id=g:7020545
Dikko	id=g:7020546
Marko Hill	id=g:7020547
Ata Maidaji Hill	id=g:7020548
Mai-Jan Fula Hill	id=g:7020549
Dankiria	id=g:7020550
Namadoji	id=g:7020551
Tungan-Maigadambo	id=g:7020552
Gidan-Bala	id=g:7020553
Tungan-Rihi	id=g:7020554
Tungan	id=g:7020555
Bule	id=g:7020556
Dantani	id=g:7020557
Chitte	id=g:7020558
Maikabi	id=g:7020559
Gwadabawa	id=g:7020560
Bule	id=g:7020561
Farin-Ruwa	id=g:7020562
Gidan Soho-Makada	id=g:7020563
Tungan-Daji	id=g:7020564
Gidan-Gabsa	id=g:7020565
Gari Danteni	id=g:7020566
Tungan-Kana	id=g:7020567
Gayewa	id=g:7020568
Runtuan-Jinga	id=g:7020569
Bezere	id=g:7020570
Yar Mahuta	id=g:7020571
River Dan Jibo	id=g:7020572
River Boko	id=g:7020573
RIver Danzaki	id=g:7020574
Jirigi	id=g:7020575
Dan Sakara	id=g:7020576
Kangahi	id=g:7020577
Bajida	id=g:7020578
Shagiya	id=g:7020579
Gusu	id=g:7020580
Ubege	id=g:7020581
Ubege	id=g:7020582
Kokomo	id=g:7020583
Nasu	id=g:7020584
Makeri	id=g:7020585
Ubege	id=g:7020586
Bite	id=g:7020587
Dangagi	id=g:7020588
Sabon Sara	id=g:7020589
Rukwene	id=g:7020590
Uganda	id=g:7020591
Duruwa	id=g:7020592
Magaji	id=g:7020593
Chidawa	id=g:7020594
Zagi	id=g:7020595
Ubandawaki	id=g:7020596
Gongo	id=g:7020597
Mallam Bawa	id=g:7020598
Tsafi	id=g:7020599
Chase	id=g:7020600
Dalahko	id=g:7020601
Ashana	id=g:7020602
Doya	id=g:7020603
Danga	id=g:7020604
Runtuwa	id=g:7020605
River Kuha	id=g:7020606
Doya	id=g:7020607
Gidan Gadu	id=g:7020608
River Tuwa	id=g:7020609
Tukku	id=g:7020610
Shanu	id=g:7020611
Gwashi	id=g:7020612
Gelawa	id=g:7020613
Darga	id=g:7020614
Dandize	id=g:7020615
Klbia	id=g:7020616
Turai	id=g:7020617
Tuwo	id=g:7020618
Dogon Miaw	id=g:7020619
Banganori hill	id=g:7020620
Kurumashi Hill	id=g:7020621
Tungan Giwa	id=g:7020622
Runtuwa	id=g:7020623
Sangara	id=g:7020624
Sabon Gari	id=g:7020625
Jajjayen-Arna	id=g:7020626
Gwagabawa	id=g:7020627
Rafi Alhaji	id=g:7020628
Dikko	id=g:7020629
Takweri	id=g:7020630
Yahaya	id=g:7020631
Takwerin Kambari	id=g:7020632
Keri	id=g:7020633
Mairamu	id=g:7020634
Tajigidi Jaaparu	id=g:7020635
Danzugu	id=g:7020636
Noma	id=g:7020637
Koraman-Dutse	id=g:7020638
Tamoki	id=g:7020639
Hirini	id=g:7020640
Halibu Soja	id=g:7020641
Adawa	id=g:7020642
Alhaji Dula	id=g:7020643
Tungan Alhai Sakar	id=g:7020644
Banizombo	id=g:7020645
Ungawa Sayin	id=g:7020646
Tunga Malam	id=g:7020647
Tunga Mogaji	id=g:7020648
Tunga Mai	id=g:7020649
Sabon Gari Gwargaba	id=g:7020650
Madaci Kakakala	id=g:7020651
Tunga Maje	id=g:7020652
Tunga Hakimi Haro	id=g:7020653
Tunga Maje	id=g:7020654
Runtuwa	id=g:7020655
Tunga Malam Garba	id=g:7020656
Tele	id=g:7020657
Dogon Kade	id=g:7020658
Bakon Giwa	id=g:7020659
Gwaran	id=g:7020660
Tunga Zabaruma	id=g:7020661
Cegiri	id=g:7020662
Tangarawu	id=g:7020663
Tungan Ilo	id=g:7020664
Garin Gidi Hills	id=g:7020665
Tunga Mailafia	id=g:7020666
Garin Gidi	id=g:7020667
Tunga Maimuliha	id=g:7020668
Sabon Gari Gwargaba	id=g:7020669
Tungan Gimba	id=g:7020670
Tunga Ayi	id=g:7020671
Tapki Dorowa	id=g:7020672
Madaci	id=g:7020673
Tunga Mogaji	id=g:7020674
Runta	id=g:7020675
Tunga Mallam Maiyali	id=g:7020676
Tunga Labari	id=g:7020677
Tunga Idi	id=g:7020678
River Janaua Kura	id=g:7020679
River Buzere	id=g:7020680
Tunga Kwala	id=g:7020681
Tunga Gowesu	id=g:7020682
Tunga Yelwa Borgu	id=g:7020683
Tunga Ilimoni	id=g:7020684
Tunga Baure	id=g:7020685
Janrua	id=g:7020686
River Zugun Kaiwa	id=g:7020687
River Kwaikwai	id=g:7020688
River Janruwa	id=g:7020689
River Gelwakaho	id=g:7020690
Gante Tudu	id=g:7020691
Tunga Gwarafa	id=g:7020692
Tunga Kane	id=g:7020693
Tunga Habibu	id=g:7020694
Tunga Tuwo	id=g:7020695
Tunga Goyya	id=g:7020696
Tunga Maigizo	id=g:7020697
Gwargwabe	id=g:7020698
Tunga Rana	id=g:7020699
RIver Mamma Dogo	id=g:7020700
Tunga Bako	id=g:7020701
Dungere	id=g:7020702
Wadata	id=g:7020703
Wadata	id=g:7020704
Tunga Tantarmi	id=g:7020705
Dungere	id=g:7020706
Tudun Bode	id=g:7020707
Kendawa	id=g:7020708
Tunga Jelebe	id=g:7020709
Tunga Tafo	id=g:7020710
Tunga Sakke	id=g:7020711
Tunga Tukkuwa	id=g:7020712
Tunga Maidoma	id=g:7020713
Tunga Babuga	id=g:7020714
Sabongari	id=g:7020715
Bunza	id=g:7020716
Dutsin Mari	id=g:7020717
Tunga Karwa	id=g:7020718
Kalbade	id=g:7020719
Sabon Gari	id=g:7020720
Bako	id=g:7020721
Tunga Amadu	id=g:7020722
Zugu Teni	id=g:7020723
Maro	id=g:7020724
Gelawa	id=g:7020725
Alu	id=g:7020726
Nasarawa	id=g:7020727
Boma	id=g:7020728
Fadama Bela Llwa Pond	id=g:7020729
Yarbarhe	id=g:7020730
Runtuwa Tela	id=g:7020731
Tudeya	id=g:7020732
Horigari	id=g:7020733
Maigizo	id=g:7020734
Runtuwa	id=g:7020735
Sabon Gari	id=g:7020736
Gelawa	id=g:7020737
Duka	id=g:7020738
Dariya	id=g:7020739
Kade	id=g:7020740
Makera	id=g:7020741
Kade	id=g:7020742
Mallam Tsoho	id=g:7020743
Kunte	id=g:7020744
Bakin Dutse HILL	id=g:7020745
Yakana	id=g:7020746
Rini	id=g:7020747
Gidan Sule	id=g:7020748
Namano Hill	id=g:7020749
Bambadawa	id=g:7020750
Tukura	id=g:7020751
Kwabo	id=g:7020752
Kongo	id=g:7020753
Sintili	id=g:7020754
Chinama	id=g:7020755
Odoshi	id=g:7020756
Iriye	id=g:7020757
Sori	id=g:7020758
Rugan Gabas	id=g:7020759
Rugan Chibau	id=g:7020760
Tarikari	id=g:7020761
Rafi Na Kacheri	id=g:7020762
Damana	id=g:7020763
Igerbu Hill	id=g:7020764
Igerbu	id=g:7020765
Sakaba Hill	id=g:7020766
Rijiya Buture	id=g:7020767
Maizala	id=g:7020768
Anama	id=g:7020769
Anama Hill	id=g:7020770
Koso	id=g:7020771
Tanyo	id=g:7020772
Sakaba	id=g:7020773
Kulki Hill	id=g:7020774
Hama	id=g:7020775
Geru	id=g:7020776
Dawa	id=g:7020777
Shango	id=g:7020778
Kwara Makeri	id=g:7020779
Kura Hills	id=g:7020780
Kuka	id=g:7020781
Galadima	id=g:7020782
Ganau	id=g:7020783
Kyasan	id=g:7020784
Kiyafa	id=g:7020785
Sante	id=g:7020786
Zabarma	id=g:7020787
Homa	id=g:7020788
Mugatare Island	id=g:7020789
Jangaba	id=g:7020790
Tunga Gusau	id=g:7020791
Inugu	id=g:7020792
Inugu Hills	id=g:7020793
Hatuwa	id=g:7020794
River Bosa	id=g:7020795
River Gulbi Mayel Kwanii	id=g:7020796
Umumi	id=g:7020797
Kwanji	id=g:7020798
Tunga Takalafia	id=g:7020799
Wasada Kwariya	id=g:7020800
River Zugu	id=g:7020801
River Takalko	id=g:7020802
River Woroworo	id=g:7020803
Tunga Wakaso	id=g:7020804
Tunga Allahma	id=g:7020805
Tunga Manu	id=g:7020806
Tunga Mallan	id=g:7020807
Tunga Numa	id=g:7020808
Tunga-Dogo	id=g:7020809
Tunga Manu	id=g:7020810
Nasarawa	id=g:7020811
Tunga Numafara	id=g:7020812
Tunga Kade	id=g:7020813
River Kwantare	id=g:7020814
River Goniruwa	id=g:7020815
River Yida Burego	id=g:7020816
RIver Hel	id=g:7020817
Idowa	id=g:7020818
River Farin Ruwa	id=g:7020819
Tunga Asarara	id=g:7020820
Buya	id=g:7020821
Koramo-Zaki	id=g:7020822
Garigi Ridge	id=g:7020823
Tunga Kao	id=g:7020824
Tunga Golchana	id=g:7020825
River Korama	id=g:7020826
Tunga Lawal	id=g:7020827
Tunga Bahata	id=g:7020828
Tunga Numaruwa	id=g:7020829
Kasatoi Hills	id=g:7020830
Tunga Jajai	id=g:7020831
Tunga Kilmo	id=g:7020832
Tunga Hakimi Umaru	id=g:7020833
Tunga Mugua	id=g:7020834
Tunga Wahanu	id=g:7020835
Tunga Monumi	id=g:7020836
Tunga Laila	id=g:7020837
Gulbi Buka	id=g:7020838
Tunga Kaiwa Gungawa	id=g:7020839
Batarataya	id=g:7020840
Shabanda	id=g:7020841
Gebe	id=g:7020842
Nasarawa	id=g:7020843
Maaji	id=g:7020844
Hundeji	id=g:7020845
Tankari	id=g:7020846
Bakin-Turu	id=g:7020847
Barogu	id=g:7020848
Zarumai	id=g:7020849
Hantsi	id=g:7020850
Hantsi Hills	id=g:7020851
River Tankari	id=g:7020852
River Bakin Turu	id=g:7020853
Guwani	id=g:7020854
Iri-man Hill	id=g:7020855
Bawa Dan Firi	id=g:7020856
Jatau	id=g:7020857
River Odunde	id=g:7020858
Kasanu Gandun Daji Forest Reserve	id=g:7020859
Gajeri Alu	id=g:7020860
Garin Nobasa	id=g:7020861
Gidan Madugu	id=g:7020862
Tune	id=g:7020863
Makporu	id=g:7020864
Kwari Kwasa	id=g:7020865
Lukutun Hill	id=g:7020866
Tunga Boka	id=g:7020867
Kacheri Boduke	id=g:7020868
River Salba	id=g:7020869
River Gededo	id=g:7020870
Maikolai Hill	id=g:7020871
Kwandaji	id=g:7020872
Federi	id=g:7020873
Tungan Tero	id=g:7020874
Gidan Umaru	id=g:7020875
Koko Hill	id=g:7020876
Danindo	id=g:7020877
Farin-Ruwa	id=g:7020878
Runtuwo	id=g:7020879
Tunga Rini	id=g:7020880
Tunga Yeli	id=g:7020881
Bakin Goru	id=g:7020882
Tunga Nagyera	id=g:7020883
River Ligwana	id=g:7020884
River Gorun Zaki	id=g:7020885
Ketere Mallam Ridge	id=g:7020886
Gendinni Ridge	id=g:7020887
River Karkasi	id=g:7020888
Tunga Soshia	id=g:7020889
Tungan-Dogon Yaro	id=g:7020890
River Sokoto	id=g:7020891
River Karoli	id=g:7020892
River Hirini	id=g:7020893
River Korama Sakachi	id=g:7020894
River Bombuwa	id=g:7020895
River Koko	id=g:7020896
River Odunde	id=g:7020897
River Maizala	id=g:7020898
River Korfa	id=g:7020899
River Kwa	id=g:7020900
Labo	id=g:7020901
Sabongari	id=g:7020902
Tunga Jato	id=g:7020903
Dutsin Makurdi Forest Reserve	id=g:7020934
Rogo Forest Reserve	id=g:7020936
River Kanoki	id=g:7020938
River Bababba	id=g:7020939
River Gedau	id=g:7020940
River Turame	id=g:7020941
River Danguguwa	id=g:7020942
River Baiwa	id=g:7020943
River Gagara Koyo	id=g:7020944
River Rama	id=g:7020945
River Pada	id=g:7020946
River Showo	id=g:7020947
River Turo	id=g:7020948
River Borin Dawa	id=g:7020949
River Sasau	id=g:7020950
River Mainasara	id=g:7020951
River Jangefe	id=g:7020952
River Danhakaka	id=g:7020953
River Jatau	id=g:7020954
River Marmanya	id=g:7020955
River Karana	id=g:7020956
River Dogal	id=g:7020957
River Tankwanya	id=g:7020958
River Batsiya	id=g:7020959
River Dankalma	id=g:7020960
River Kafur	id=g:7020962
River Wari	id=g:7020963
River Masdri	id=g:7020964
River Danhankaka	id=g:7020965
River Kadabo	id=g:7020966
River Sheka	id=g:7020968
River Moryaji	id=g:7020969
River Kwankwalwa	id=g:7020970
River Kabomo	id=g:7020971
River Gora	id=g:7020972
River Shemi	id=g:7020973
River Mai Hanci	id=g:7020975
River Kadisau	id=g:7020976
River Kadabo	id=g:7020977
River Gwaigwaye	id=g:7020978
River Tankadesu	id=g:7020980
River Sabon Kogi	id=g:7020981
River Kara	id=g:7020982
River Mai Tsawo	id=g:7020983
River Kubani	id=g:7020984
River Kanwa	id=g:7020985
River Rafin Sidir	id=g:7020986
River Tafoki	id=g:7020987
River Gwazo	id=g:7021052
River Marane	id=g:7021053
River Suran	id=g:7021054
River Tsangamawa	id=g:7021057
River Mai Kalegi	id=g:7021059
Sire	id=g:7021662
Walake	id=g:7021663
Gyalande	id=g:7021664
Illela	id=g:7021665
Aiyu Hill	id=g:7021666
Gwanga Hill	id=g:7021667
Bagai	id=g:7021668
Maro Marum Tonka	id=g:7021669
Kwanawa	id=g:7021670
Tudun Nagungu	id=g:7021671
Dutsen Rudu	id=g:7021675
Yakum	id=g:7021676
Kardage	id=g:7021678
Bunge	id=g:7021679
Gwalare Hill	id=g:7021680
Zezi	id=g:7021683
Rugafalho	id=g:7021684
Bangi	id=g:7021685
Yami Hill	id=g:7021687
Numba Tureta	id=g:7021688
Disa Hill	id=g:7021690
Rugar Fako	id=g:7021691
Luga Hill	id=g:7021697
Dakalamawa Hill	id=g:7021698
Mela	id=g:7021699
Dalijam	id=g:7021700
Bedel Hill	id=g:7022084
Ela	id=g:7022085
Gidan Husaini	id=g:7022087
Bimasa	id=g:7022088
Dumai Hill	id=g:7022090
Gidan Dahabsa	id=g:7022092
Boka	id=g:7022093
Wumumu	id=g:7022094
Gora Hill	id=g:7022095
Gidan Dangaladima	id=g:7022096
Yanuku Hill	id=g:7022097
Dan Tulu Hill	id=g:7022098
Maigero Hill	id=g:7022099
Gidan Damisa Hill	id=g:7022100
Tabkin Kaiwa Hill	id=g:7022101
Dan Japa	id=g:7022102
Gasa Fula Hill	id=g:7022104
Zarumi Hill	id=g:7022105
Kainya Hill	id=g:7022106
Mumuma Hill	id=g:7022107
Rafin Sh’Aibi	id=g:7022108
Gurunzumi	id=g:7022109
Jaba Hill	id=g:7022627
Gainero Baba Hill	id=g:7022628
Dutsin Kwiken Hill	id=g:7022668
Aba	id=g:7022672
Iruga	id=g:7022673
Kuduru Hill	id=g:7022674
Jinako Hill	id=g:7022675
Garazi Hill	id=g:7022676
Bakin Kogo Hill	id=g:7022677
Kagi Hill	id=g:7022679
Shagboshe Hill	id=g:7022680
Gani	id=g:7022682
Chimirkwa Hill	id=g:7022683
Adufe Hill	id=g:7022685
Kadi Hill	id=g:7022686
Tsaunin Kura	id=g:7022687
Agumsi Hill	id=g:7022688
Kaoli Hill	id=g:7022689
Kukau Hill	id=g:7022690
Likoko Hill	id=g:7022692
Kachere Hill	id=g:7022693
Kajina Hill	id=g:7022694
Dutsi Hill	id=g:7022696
Amra Hill	id=g:7022697
Kajuru	id=g:7022698
Doka	id=g:7022699
Kabusu Hill	id=g:7022700
Bwashishi Hill	id=g:7022701
Chikun Hill	id=g:7022702
Katerma Hill	id=g:7022703
Kopi Hill	id=g:7022704
Kajari Hill	id=g:7022705
Parma Hill	id=g:7022706
Marechi Hill	id=g:7022708
Ngwagi Hill	id=g:7022709
Wuya Hill	id=g:7022710
Kuvwa Hill	id=g:7022712
Pagi Hill	id=g:7022713
Kurmin Forest Reserve	id=g:7022714
Kuderi Hill	id=g:7022715
None Hill	id=g:7022717
Mai-Ido Forest Reserve	id=g:7022718
Rikau Forest Reserve	id=g:7022719
Labar Forest Reserve	id=g:7022720
Kona Forest Reserve	id=g:7022721
Kagurna Forest Reserve	id=g:7022722
Katerma Forest Reserve	id=g:7022723
Doka Hills Forest Reserve	id=g:7022724
River Doka	id=g:7022728
River Dakwala	id=g:7022729
River Shepedna	id=g:7022730
River Ketchedna	id=g:7022731
River Gwonki	id=g:7022732
River Tukurua	id=g:7022733
River Gora	id=g:7022734
River Kumbo	id=g:7022735
River Gangauku	id=g:7022736
River Berna	id=g:7022737
River Dnakwo	id=g:7022738
River Tukurua	id=g:7022739
River Kurumi	id=g:7022740
River Gora	id=g:7022745
River Guza	id=g:7022746
River Jeyedna	id=g:7022747
River Koya	id=g:7022748
River Bamgbala	id=g:7022749
River Achi Tatu	id=g:7022750
River Kada Taba	id=g:7022751
River Jugo	id=g:7022752
River Gora	id=g:7022753
River Nabuhi	id=g:7022754
River Bagai	id=g:7022755
Anchau West Forest Reserve	id=g:7025407
Kankaru Hill	id=g:7025410
Zaki Hill	id=g:7025411
Falgori Hill	id=g:7025412
Doguwar Gona Hill	id=g:7025413
Burra West Forest Reserve	id=g:7025415
Kogin Kano Forest Reserve	id=g:7025416
River Damina	id=g:7025417
Gumbai Hill	id=g:7025418
Magami	id=g:7025419
Jenau	id=g:7025420
Zarara Hill	id=g:7025421
Shiburu Hill	id=g:7025422
Rafin Dodo	id=g:7025423
Guima River Forest Reserve	id=g:7025424
Gurungu	id=g:7025426
Awo Waeri Rish Hill	id=g:7025439
Barakin Wundi	id=g:7025440
Dabbabe	id=g:7025441
Dutsen Sabon Birni	id=g:7025443
River Sani	id=g:7025450
River Yambu	id=g:7025452
River Kadi	id=g:7025453
River Dufu	id=g:7025454
River Likarbu	id=g:7025455
Maisajeh Hill	id=g:7025457
Libere Forest Reserve	id=g:7025459
River Izawa	id=g:7025906
River Dangaladima	id=g:7025908
River Wuraza	id=g:7025911
River Wawari	id=g:7025912
Limoro Chokobo River Forest Reserve	id=g:7025913
Amo River Forest Reserve	id=g:7025914
Rukuba Forest Reserve	id=g:7025915
Naraguta Hill	id=g:7025916
Barakin Mairaga	id=g:7025917
River Shansantsu	id=g:7025925
River Maisaje	id=g:7025926
River Wawan	id=g:7025928
River Karami	id=g:7025930
Kuri	id=g:7025937
Kaila	id=g:7025953
Wuro	id=g:7025972
Mdi	id=g:7025975
Nilijana	id=g:7025984
Ndwana	id=g:7026755
Kwadege	id=g:7027041
Waya	id=g:7027043
Banyali	id=g:7027044
Kurei	id=g:7027045
Gabarun	id=g:7027046
Koiya	id=g:7027048
Jelly	id=g:7027811
Koko Rest House	id=g:7027812
Igbogilete	id=g:7027813
Egho	id=g:7027814
Ajagbodudu	id=g:7027815
Pamol Rubber Plantation	id=g:7027816
Oghareki	id=g:7027817
Onaghagha	id=g:7027818
Ovade New Site	id=g:7027819
Otumara	id=g:7027820
Obromudu	id=g:7027822
Adanisievbe	id=g:7027823
Ogharefe Junction	id=g:7027824
Okwirhie	id=g:7027825
Ijomi	id=g:7027826
Okwegba	id=g:7027827
Otefe	id=g:7027828
Tsekiri Camp	id=g:7027830
Ugbevwe	id=g:7027831
Ugbakele	id=g:7027832
Ogen	id=g:7027833
Timber Camp	id=g:7027834
Umoghunmwun	id=g:7027835
Urhonigbe Forest Reserve	id=g:7027836
Okueka	id=g:7027837
Evwonogba Mosogar	id=g:7027838
Ugbokpa-Mosogar	id=g:7027839
Otefe	id=g:7027840
Okumore	id=g:7027841
Akuodo	id=g:7027842
Mosagon	id=g:7027843
Ajatitor	id=g:7027844
Efurokpe	id=g:7027845
Ogharefe	id=g:7027846
Ogorode	id=g:7027847
Ojiguo	id=g:7027848
Ureju	id=g:7027849
Omolomo	id=g:7027854
Mele	id=g:7027855
Okirighuire	id=g:7027856
Akpobome	id=g:7027858
Akpobome Waterside	id=g:7027860
Idedaka-Jesse	id=g:7027861
Okwode Omoniyi	id=g:7027862
Okwode	id=g:7027863
Ejenessan	id=g:7027864
Okunigho	id=g:7027865
Otefe	id=g:7027866
Irhodo	id=g:7027867
Urhobo Camp	id=g:7027869
Onyobru-Oghobeye	id=g:7027870
Onyobru Inland	id=g:7027871
Ejeketa	id=g:7027872
Osoguo	id=g:7027873
Igbomaja Inland	id=g:7027874
Otumara	id=g:7027875
Okunoh	id=g:7027876
Ekroda	id=g:7027877
Okuagbaye	id=g:7027878
Okuodibo	id=g:7027879
Ogwiomugo	id=g:7027880
Ovade Jerhe	id=g:7027881
Ajadogho	id=g:7027882
Igbomoya Waterside	id=g:7027883
Ajikpoto	id=g:7027884
Daco Rubber Factory	id=g:7027885
Ajakaketiewe	id=g:7027886
Ukuadede Camp	id=g:7027887
Okogho	id=g:7027888
Benin River	id=g:7027889
Tebu	id=g:7027890
Utontila	id=g:7027891
Oboghoro	id=g:7027892
Olobe	id=g:7027893
Ajadiye	id=g:7027894
Ajasolo	id=g:7027895
Ugbosien Waterside	id=g:7027896
Ajekimoni	id=g:7027897
Ibuwo	id=g:7027898
Adavwari	id=g:7027899
Ovade-Ofo	id=g:7027900
Ejeba Waterside	id=g:7027901
Aragba-Okpe	id=g:7027902
Ejerkeriede	id=g:7027903
Onyobru Waterside	id=g:7027904
Anibon	id=g:7027905
Aghalokpe Waterside	id=g:7027906
Ajaguyibe	id=g:7027907
Anibon	id=g:7027908
Agbarha	id=g:7027909
Okuogbe	id=g:7027910
Urhobo Camps	id=g:7027911
Eku	id=g:7027912
Okuechi	id=g:7027913
Ukunuse	id=g:7027914
Ogbigun	id=g:7027915
Ajafitor	id=g:7027916
Orhonore	id=g:7027917
Okurobi	id=g:7027918
Ekpan	id=g:7027919
Unurhie-Aghalokpa	id=g:7027920
Ovwere	id=g:7027921
John Holt	id=g:7027922
Okumude	id=g:7027923
Okobia	id=g:7027924
Okuogume	id=g:7027925
Okwovwisi	id=g:7027926
Oyenke	id=g:7027927
Akuekpara	id=g:7027928
Ogirisen	id=g:7027929
Riabome	id=g:7027930
Adagbrasa	id=g:7027931
Jakpa	id=g:7027932
Ugboritseduwa	id=g:7027933
Agokutu	id=g:7027934
Olague Forest Reserve	id=g:7027935
Ubakotete Camp	id=g:7027936
Krikridoge	id=g:7027937
Ekokor 2	id=g:7027938
Okuevue	id=g:7027939
Okwokolo	id=g:7027940
Ikpokpogri	id=g:7027941
Egbeleku	id=g:7027942
Okuitaire	id=g:7027943
Okuokpokpo	id=g:7027944
Umiaghwa	id=g:7027945
Ibada	id=g:7027946
Inigu	id=g:7027947
Asoro	id=g:7027948
Emaka	id=g:7027949
Ekpagha	id=g:7027950
Okuno	id=g:7027951
Okuruvu	id=g:7027952
Okovwavwa	id=g:7027953
Ibada	id=g:7027954
Okurunoh	id=g:7027955
Enamaro	id=g:7027956
Ekpagha	id=g:7027957
Erhua	id=g:7027958
Uruokpe	id=g:7027959
Ekraka	id=g:7027960
Erhomeghwu	id=g:7027961
Imodje	id=g:7027962
Utuyo-Okpara	id=g:7027963
Okrufor-Okpara	id=g:7027964
Ugbebe	id=g:7027965
Odiete	id=g:7027966
Okuighele	id=g:7027967
Evwriyen	id=g:7027968
Oharhe	id=g:7027969
Jelu	id=g:7027970
Kpokiti	id=g:7027971
Ogbori Creek	id=g:7027972
Okerenghigho	id=g:7027973
Ajudaibo	id=g:7027974
Madagho	id=g:7027975
Ubagboro	id=g:7027976
Jaghala	id=g:7027977
Aja Pepe	id=g:7027978
Oteghele	id=g:7027979
Okuokoko	id=g:7027980
Ugolo	id=g:7027981
Asubi	id=g:7027982
Okorikpehre	id=g:7027983
Oghara	id=g:7027984
Okorowhe	id=g:7027985
Oghwrughelli	id=g:7027986
Okorokura	id=g:7027987
Igawidi	id=g:7027988
Ujode	id=g:7027989
Ighwrenene	id=g:7027990
Omoteka	id=g:7027991
Uvwiamuge	id=g:7027992
Uvwiama	id=g:7027993
Ohrerhe Waterside	id=g:7027994
Iterigbi	id=g:7027995
Urchie	id=g:7027996
Ogbomoro	id=g:7027997
Ugbolokposo	id=g:7027998
Okpaka	id=g:7027999
Ugborikoko	id=g:7028000
Ugboroke	id=g:7028001
Ekpan	id=g:7028002
Ejeba	id=g:7028003
Benji	id=g:7028004
Ubeji	id=g:7028005
Inorin	id=g:7028006
Ejeve	id=g:7028007
Oteghele Camp	id=g:7028008
Suoroagbene	id=g:7028009
Ajademadema	id=g:7028010
Ayetugbene	id=g:7028011
Erure	id=g:7028012
Olomogbene	id=g:7028013
Uremure Yokri Forest Reserve	id=g:7028014
Ogoba	id=g:7028015
Eferesuogbene	id=g:7028054
Ikoto	id=g:7028055
Ugbanabebe	id=g:7028056
Ilokiri	id=g:7028057
Bomobolo	id=g:7028058
Osele	id=g:7028059
Ajigba	id=g:7028060
Orugbo	id=g:7028061
Olugbo-Odo	id=g:7028062
Olugbo-Oke	id=g:7028063
Aladja Omia	id=g:7028064
Ohwase	id=g:7028065
Ekete	id=g:7028066
Igbogidi	id=g:7028067
Ovwian	id=g:7028068
Ovwian	id=g:7028069
Aragba	id=g:7028070
Iwrekreka	id=g:7028071
Ugbevbughe	id=g:7028072
Effurun Tor	id=g:7028083
Ighwremaro	id=g:7028084
Inorin Fishing Camp	id=g:7028085
Igbudu	id=g:7028094
Ekiugbo	id=g:7028097
Ighwreku	id=g:7028098
Oteri	id=g:7028099
Okpavuerhe	id=g:7028100
Oguname-Olomu	id=g:7028101
Iwhreoguname	id=g:7028102
Iwhreka	id=g:7028103
Iwhrogeged	id=g:7028104
Otu-Chievwen	id=g:7028105
Erhievhio	id=g:7028106
Odube Camp	id=g:7028107
Dafracogbene	id=g:7028108
Urhobo Camp	id=g:7028109
Ibiobio Camp	id=g:7028110
Brisibegbene	id=g:7028111
Zaphor	id=g:7028112
Epoba Camp	id=g:7028113
Christmas Camp	id=g:7028114
Smith Camp	id=g:7028115
Sabrogbene Camps	id=g:7028116
Ofuo Camps	id=g:7028117
Iyeye Creek	id=g:7028118
Olusumere-Oke	id=g:7028119
Olusumere-Odo II	id=g:7028120
Olusumere	id=g:7028121
Obabebe	id=g:7028123
Sokolobo	id=g:7028124
Iyanawo	id=g:7028125
Sobolo-Obotobo	id=g:7028126
Frankagbene	id=g:7028127
Disiwe	id=g:7028128
Dokita	id=g:7028129
Torogbene	id=g:7028130
Turaba Camp	id=g:7028131
Kaloba Camp	id=g:7028132
Bafua	id=g:7028133
Adjokurumo	id=g:7028134
Kuku Camp	id=g:7028135
Kuku Camp	id=g:7028136
Takanbogbene	id=g:7028137
Buloubu-Ijelejele	id=g:7028138
Eniebogbene	id=g:7028139
Alokpa	id=g:7028140
Ogbogbene	id=g:7028141
Egenagbene	id=g:7028142
Torfagbene	id=g:7028143
Adugbamu Camps	id=g:7028144
Ibiotomo Camp	id=g:7028145
Korokoto Camps	id=g:7028146
Ogbeletobo	id=g:7028147
Ekrota	id=g:7028148
Owahwa	id=g:7028149
Okolo	id=g:7028150
Oginibo II	id=g:7028151
Agbowhiame	id=g:7028152
Torogvn	id=g:7028153
Ewu II	id=g:7028154
Ughotor	id=g:7028155
Pomogbene	id=g:7028156
Angala-Ngala	id=g:7028157
Okwemor	id=g:7028158
Abadiama	id=g:7028159
Abadigbene	id=g:7028160
Esonfonghawe Fishing Camp	id=g:7028161
Ekorogbene	id=g:7028162
Kalagu Camp	id=g:7028163
Ogodogodo	id=g:7028164
Isoko Camps	id=g:7028165
Okuntu	id=g:7028166
Yobebe	id=g:7028167
Osmayingbene	id=g:7028168
Kalorugbene	id=g:7028169
Alumagbene	id=g:7028170
Tudogbene	id=g:7028171
Anthony Camp	id=g:7028172
Ogborogbene	id=g:7028173
Atirigbene	id=g:7028174
Boyoutugbene	id=g:7028175
Amasuoma	id=g:7028176
Pete-Oba Camp	id=g:7028177
Bonuwagbene Camp II	id=g:7028178
Obubu Camp	id=g:7028179
Ekpekpe	id=g:7028180
Iwhrobi	id=g:7028181
