Eparchía Kydonías	id=g:445436
Dhasíllion	id=g:736471
Ereípia Daserí	id=g:736472
Dharméni	id=g:736473
Damianón	id=g:736474
Dhamáskinon	id=g:736475
Dhamaskinéa	id=g:736476
Dhafnoúdhion	id=g:736477
Dhafnón	id=g:736478
Dafnochórion	id=g:736479
Dháfni	id=g:736480
Dháfni	id=g:736481
Dáfni	id=g:736482
Dhafnerón	id=g:736483
Moní Dhadhiás	id=g:736484
Dadía	id=g:736485
Develíkia	id=g:736486
Dévas	id=g:736487
Dermén Réma	id=g:736488
Deréka Réma	id=g:736490
Davárdha	id=g:736491
Davajídhika	id=g:736492
Daütlú	id=g:736493
Dan Réma	id=g:736495
Límni Daliáni	id=g:736496
Dalbajiák Réma	id=g:736497
Dábara Réma	id=g:736498
Chúka	id=g:736499
Chopán	id=g:736500
Cholabú Réma	id=g:736501
Chirnáli Réma	id=g:736502
Chiribúk Réma	id=g:736503
Chinár Réma	id=g:736504
Chinár Réma	id=g:736505
Kanáli Tsinarlí	id=g:736506
Chilingér Mahalé	id=g:736507
Chikúr Réma	id=g:736508
Chiflík Mahalé	id=g:736509
Chervéna Réma	id=g:736510
Chernésnovo Réma	id=g:736511
Chernáki Réma	id=g:736512
Cherési Réma	id=g:736513
Chatál Réma	id=g:736514
Chamurlú Réma	id=g:736515
Chál Dág	id=g:736516
Chaḯr Mahalé	id=g:736517
Cháï Réma	id=g:736518
Ákra Chabási	id=g:736519
Burgázi	id=g:736520
Khímarros Brótska	id=g:736521
Bróktion	id=g:736522
Brésnitsa	id=g:736523
Boz Dag	id=g:736524
Boz Dag	id=g:736525
Boútsi	id=g:736526
Boutsáva	id=g:736527
Boútkovas Potamós	id=g:736528
Boukloutzá Réma	id=g:736529
Boukhorína	id=g:736530
Boúfo Réma	id=g:736531
Botsára	id=g:736532
Bósovo	id=g:736533
Réma Bóltska	id=g:736534
Bogdhánis	id=g:736535
Bogdána Réma	id=g:736536
Bodháyista	id=g:736537
Biziryén Réma	id=g:736538
Katharórrema	id=g:736539
Bistrítsa	id=g:736540
Bigalá	id=g:736541
Bezeryén Réma	id=g:736542
Bélla Vódha	id=g:736543
Bélla Padhína	id=g:736544
Bélivo Réma	id=g:736545
Belítsa Réma	id=g:736546
Belítsa Potamós	id=g:736547
Aspropótamos	id=g:736548
Belo Grotlo	id=g:736549
Bégna	id=g:736550
Bagiáltzas Réma	id=g:736551
Baxí Réma	id=g:736552
Bátsova	id=g:736553
Bátarosh	id=g:736554
Baták Réma	id=g:736555
Mýtakas	id=g:736556
Baroúkas Réma	id=g:736557
Bára Malesí	id=g:736558
Bára Brú	id=g:736559
Balterán Cháï Réma	id=g:736560
Ákra Baloústra	id=g:736561
Balítsas Potamós	id=g:736563
Balatzá Réma	id=g:736564
Balabán Réma	id=g:736565
Balá	id=g:736566
Bákovon Réma	id=g:736568
Bába	id=g:736569
Moní Ayíou Pávlou	id=g:736570
Moní Ayíou Pandeleḯmonos	id=g:736571
Mount Athos	id=g:736572
Órmos Agíou Ioánni	id=g:736573
Khímarros Ayíou Ioánnou	id=g:736574
Moní Ayíou Dhionisíou	id=g:736575
Ákra Ayíou Andréou	id=g:736576
Ereípia Agíou Zacharía	id=g:736577
Áyios Yermanós	id=g:736578
Áyios Yeóryios	id=g:736579
Ágios Geórgios	id=g:736580
Ágios Geórgios	id=g:736581
Áyios Yeóryios	id=g:736582
Ágios Geórgios	id=g:736583
Áyios Yeóryios	id=g:736584
Nisís Áyios Vasílios	id=g:736585
Áyios Vasílios	id=g:736586
Áyios Vartholomaíos	id=g:736587
Áyios Theódhoros	id=g:736588
Áyios Spirídhon	id=g:736589
Áyios Pródhromos	id=g:736590
Áyios Pétros	id=g:736591
Ágios Pétros	id=g:736592
Áyios Pávlos	id=g:736593
Áyios Pávlos	id=g:736594
Áyios Pandeleḯmon	id=g:736595
Áyios Pandeleḯmon	id=g:736596
Áyios Nikólaos	id=g:736597
Áyios Nikólaos	id=g:736598
Ágios Merkoúrios	id=g:736599
Áyios Márkos	id=g:736600
Áyios Mámas	id=g:736601
Ágios Loukás	id=g:736602
Áyios Kosmás	id=g:736603
Áyios Kosmás	id=g:736604
Áyios Khristóforos	id=g:736605
Áyios Khristóforos	id=g:736606
Ágios Charálampos	id=g:736607
Áyios Kharálambos	id=g:736608
Áyios Kharálambos	id=g:736609
Áyios Ioánnis Pródhromos	id=g:736610
Áyios Ioánnis	id=g:736611
Káto Ágios Ioánnis	id=g:736612
Áyios Ilías	id=g:736613
Áyios Dhimítrios	id=g:736614
Ágios Dimítrios	id=g:736615
Áyios Dhimítrios	id=g:736616
Ágios Dimítrios	id=g:736617
Áyios Athanásios	id=g:736618
Áyios Athanásios	id=g:736619
Áyios Athanásios	id=g:736620
Ágios Athanásios	id=g:736621
Áyios Andréas	id=g:736622
Ákra Áyios Andónios	id=g:736623
Áyios Andónios	id=g:736624
Áyios Andónios	id=g:736625
Nisís Áyios Akhíllios	id=g:736626
Ágios Achílleios	id=g:736627
Áyion Pnévma	id=g:736628
Áyion Óros	id=g:736629
Ayiokhórion	id=g:736630
Ayiokhórion	id=g:736631
Ákra Áyioi Theódhoroi	id=g:736632
Áyioi Theódhoroi	id=g:736633
Áyioi Anáryiroi	id=g:736634
Agía Varvára	id=g:736635
Agía Varvára	id=g:736636
Agía Triás	id=g:736637
Agía Triás	id=g:736638
Ayías Varváras Réma	id=g:736639
Táfros Ayías Varváras	id=g:736640
Ayía Sotíra	id=g:736641
Ayíasma	id=g:736642
Agíasma	id=g:736643
Ayíasma	id=g:736644
Agías Kóris Réma	id=g:736645
Agía Paraskeví	id=g:736646
Ayía Paraskeví	id=g:736647
Ayía Paraskeví	id=g:736648
Ayía Paraskeví	id=g:736649
Ayía Paraskeví	id=g:736650
Ayía Paraskeví	id=g:736651
Agía Paraskeví	id=g:736652
Agía Marína	id=g:736653
Réma Agiáki	id=g:736654
Agía Kyriakí	id=g:736655
Agía Kyriakí	id=g:736656
Agía Foteiní	id=g:736657
Ayía Eléni	id=g:736658
Agía Ánna	id=g:736659
Ayéli	id=g:736660
Axioúpolis	id=g:736661
Sidirodromikós Stathmós Axioúpolis	id=g:736662
Axiochórion	id=g:736663
Axiókastron	id=g:736664
Avyí	id=g:736665
Avyí	id=g:736666
Avgí	id=g:736667
Avyerinós	id=g:736668
Avramiliá	id=g:736669
Ávra	id=g:736670
Ávra	id=g:736671
Avlí	id=g:736672
Avlaí	id=g:736673
Avgó	id=g:736674
Ávdhira	id=g:736675
Ávdhira	id=g:736676
Ávaton	id=g:736677
Ávas	id=g:736678
Atsinganokhóri	id=g:736679
Atrapós	id=g:736680
Mount Athos	id=g:736681
Áthyra	id=g:736682
Atarenska	id=g:736683
Atárni	id=g:736684
Asvestópetra	id=g:736685
Erípia Asvestolíthou	id=g:736686
Asvestokhórion	id=g:736687
Asvestareión	id=g:736688
Asvestádhes	id=g:736689
Astrís	id=g:736690
Astrapokamméno Pévko	id=g:736691
Ássiros	id=g:736692
Aspróyia	id=g:736693
Asproválta	id=g:736694
Asproúla	id=g:736695
Sidirodromikós Stathmós Ásprou	id=g:736696
Áspros	id=g:736697
Asprórrema	id=g:736698
Aspropótamos	id=g:736699
Aspropótamos	id=g:736700
Aspronérion	id=g:736701
Aspronérion	id=g:736702
Áspron	id=g:736703
Asprólakkos	id=g:736704
Asprokklisiá	id=g:736705
Asprókhoma	id=g:736706
Aspróchoma	id=g:736707
Asprókambos	id=g:736708
Áspri Pétra	id=g:736709
Áspri Pétra	id=g:736710
Asómatoi	id=g:736711
Asómata	id=g:736712
Asmáti Kápa Réma	id=g:736713
Asmák Réma	id=g:736714
Asmáki Réma	id=g:736715
Askós	id=g:736716
Askitaí	id=g:736717
Áskira	id=g:736718
Áskion Óros	id=g:736719
Asimochórion	id=g:736720
Asiménion	id=g:736721
Árzos	id=g:736722
Argyroúpolis	id=g:736723
Áryilos	id=g:736724
Arsénion	id=g:736725
Arsákion	id=g:736726
Arrianá	id=g:736727
Aroyí	id=g:736728
Aronás	id=g:736729
Arnítsi Réma	id=g:736730
Nisís Arníssis	id=g:736731
Árnissa	id=g:736732
Arnaía	id=g:736733
Sidhirodhromikós Stathmós Armenokhóriou	id=g:736734
Armenokhórion	id=g:736735
Ákra Armenistís	id=g:736736
Ármata	id=g:736737
Arkoudhórema	id=g:736738
Ákra Arkoúdha	id=g:736739
Arkochórion	id=g:736740
Arkhondokhóri	id=g:736741
Archontikón	id=g:736742
Arkhondiká	id=g:736743
Moní Arkhangélou	id=g:736744
Archángelos	id=g:736745
Archángelos	id=g:736746
Archángelos	id=g:736747
Arkadhikós	id=g:736748
Pliroména	id=g:736749
Kástron	id=g:736750
Arísvi	id=g:736751
Arístinon	id=g:736752
Aridaía	id=g:736753
Árgos Orestikón	id=g:736754
Aretí	id=g:736755
Aréthousa	id=g:736756
Óros Aréna	id=g:736757
Ardinska Planina	id=g:736758
Árdhassa	id=g:736759
Ardhánion	id=g:736760
Ardhamérion	id=g:736761
Aravissós	id=g:736762
Áratos	id=g:736763
Ákra Arápis	id=g:736764
Arápiki Límni	id=g:736765
Árachos	id=g:736766
Ápsalos	id=g:736767
Apóskepos	id=g:736768
Ákra Apollonías	id=g:736769
Apollonía	id=g:736770
Apalós	id=g:736771
Anthoúsa	id=g:736772
Anthokhórion	id=g:736773
Anthokhórion	id=g:736774
Anthófyton	id=g:736775
Anthirón	id=g:736776
Anthirón	id=g:736777
Ánthia	id=g:736778
Ánthemous Potamós	id=g:736779
Áno Zervochórion	id=g:736780
Áno Vrondoú	id=g:736781
Áno Vérmion	id=g:736782
Áno Thérmai	id=g:736783
Áno Theodhorákion	id=g:736784
Áno Stavrós	id=g:736785
Áno Soúrmena	id=g:736786
Áno Skholárion	id=g:736787
Áno Salaják	id=g:736788
Áno Rodoniá	id=g:736789
Pteriá	id=g:736790
Áno Potamiá	id=g:736791
Áno Poróïa	id=g:736792
Áno Pixárion	id=g:736793
Áno Oriní	id=g:736794
Áno Mitroúsion	id=g:736795
Áno Mítikas	id=g:736796
Ereípia Ano Miléas	id=g:736797
Áno Metókhion	id=g:736798
Áno Melás	id=g:736799
Áno Megáli Áda	id=g:736800
Áno Loutrákion	id=g:736801
Áno Liverá	id=g:736802
Áno Lipochórion	id=g:736803
Áno Lévki	id=g:736804
Áno Levkádhion	id=g:736805
Áno Kraniónas	id=g:736806
Áno Koufália	id=g:736807
Áno Korifí	id=g:736808
Áno Konstandiniá	id=g:736809
Áno Kómi	id=g:736810
Áno Klinaí	id=g:736811
Áno Khristós	id=g:736812
Erípia Áno Kerdhilíou	id=g:736813
Áno Kefalárion	id=g:736814
Áno Kariófiton	id=g:736815
Erípia Áno Karidhiá	id=g:736816
Áno Kárdhamos	id=g:736817
Áno Kamíla	id=g:736818
Áno Kambí	id=g:736819
Áno Kalliníki	id=g:736820
Anoixiá	id=g:736821
Ano Ionikón	id=g:736822
Órmos Anoiktó	id=g:736823
Áno Idhroússa	id=g:736824
Áno Grammatikón	id=g:736825
Áno Garéfeion	id=g:736826
Áno Dhrosiní	id=g:736827
Áno Dháton	id=g:736828
Áno Ágios Ioánnis	id=g:736829
Áno Apóstoloi	id=g:736830
Erípia Áno Ambélia	id=g:736831
Anchíalos	id=g:736832
Ánidhron	id=g:736833
Ánydron	id=g:736834
Ánydron	id=g:736835
Angítis Potamós	id=g:736836
Angítis	id=g:736837
Ángistron Óros	id=g:736838
Ákra Ángistron	id=g:736839
Ángistron	id=g:736840
Sidhirodhromikós Stathmós Angístis	id=g:736841
Angísta	id=g:736842
Angelochórion	id=g:736843
Angelokhórion	id=g:736844
Angelochórion	id=g:736845
Ereípia Agkathotón	id=g:736846
Agkathiá	id=g:736847
Anestiás	id=g:736848
Anestiás	id=g:736849
Andíthonas	id=g:736850
Erípia Andilálou	id=g:736851
Andígonos	id=g:736852
Antigóneia	id=g:736853
Andifílippoi	id=g:736854
Andartikón	id=g:736855
Anayénnisis	id=g:736856
Anavritón	id=g:736857
Anavritá	id=g:736858
Anatolikón	id=g:736859
Anatolikón	id=g:736860
Anatolikón	id=g:736861
Anatolí	id=g:736862
Anatolí	id=g:736863
Anastasía	id=g:736864
Anáryiroi	id=g:736865
Anarrákhi	id=g:736866
Anakhórion	id=g:736867
Amvrosía	id=g:736868
Nisís Amoulianí	id=g:736869
Amórion	id=g:736870
Amolianí	id=g:736871
Ammóvounon	id=g:736872
Ammoudhopótamos	id=g:736873
Ammoudhiá	id=g:736874
Ammoudhára	id=g:736875
Ammoúdha	id=g:736876
Ámmos	id=g:736877
Ammokhórion	id=g:736878
Ammódis Ákra	id=g:736879
Amisinón	id=g:736880
Amisianá	id=g:736881
Amíndaion	id=g:736882
Amigdhalokhórion	id=g:736883
Amigdhaliótikos Lákkos	id=g:736884
Erípia Amigdhaliás	id=g:736885
Amigdhaleón	id=g:736886
Amigdhaléai	id=g:736887
Ereípia Amygdaléon	id=g:736888
Amigdhaléa	id=g:736889
Amigdhaléa	id=g:736890
Amígdhala	id=g:736891
Amfitríti	id=g:736892
Amfípolis	id=g:736893
Limín Amfipóleos	id=g:736894
Amfía	id=g:736895
Ambelórrema	id=g:736896
Ambelókipoi	id=g:736897
Ambelókipoi	id=g:736898
Ambelokhórion	id=g:736899
Ámbeloi	id=g:736900
Ambélia Réma	id=g:736901
Ampeleíai	id=g:736902
Ambelákia	id=g:736903
Ambelákia	id=g:736904
Amaxádhes	id=g:736905
Apoxirantheísa Límni Amatóvou	id=g:736906
Amárantos	id=g:736907
Amáranta	id=g:736908
Amáranda	id=g:736909
Áloros	id=g:736910
Áloros	id=g:736911
Alónia	id=g:736912
Alónia	id=g:736913
Alonákia	id=g:736914
Álona	id=g:736915
Eparchía Almopías	id=g:736916
Almopía	id=g:736917
Álma	id=g:736918
Alloúï Réma	id=g:736919
Alkióni	id=g:736920
Alistráti	id=g:736921
Álikon	id=g:736922
Alíki	id=g:736923
Alikí	id=g:736924
Alykí	id=g:736925
Alí Babás	id=g:736926
Aliákmon Potamós	id=g:736927
Alexandroúpolis	id=g:736928
Alexándreia	id=g:736929
Alexándra	id=g:736930
Alevítsa	id=g:736931
Alevítsa	id=g:736932
Alatópetra	id=g:736933
Akrovoúnion	id=g:736934
Ákra Akrotíri	id=g:736935
Akropótamos	id=g:736936
Akropótamos	id=g:736937
Akropotamiá	id=g:736938
Akrolímnion	id=g:736939
Akritokhórion	id=g:736940
Akrítas	id=g:736941
Akrítas	id=g:736942
Erípia Akrinoú	id=g:736943
Akriní	id=g:736944
Ákra Ákrathos	id=g:736945
Akonorrákhi	id=g:736946
Akóntion	id=g:736947
Akmár Réma	id=g:736948
Ák Kayá Réma	id=g:736949
Akhladhomiléa	id=g:736950
Akhladhokhórion	id=g:736951
Achladochórion	id=g:736952
Akhladhiní	id=g:736953
Akhladhéa	id=g:736954
Akhladhéa	id=g:736955
Akhládha	id=g:736956
Apoxiranthísa Límni Akhinoú	id=g:736957
Akhinós	id=g:736958
Ákra Atherída	id=g:736959
Ákarpon	id=g:736960
Akakíai	id=g:736962
Aíyiros	id=g:736963
Aigínion	id=g:736964
Aisími	id=g:736965
Aïdhonokhórion	id=g:736966
Aïdonochórion	id=g:736967
Aïdhonókastron	id=g:736968
Aïdhónia	id=g:736969
Aïdhónia	id=g:736970
Aianí	id=g:736971
Ahlát Réma	id=g:736972
Ahlát Chal	id=g:736973
Agrosykéa	id=g:736974
Agriolévki	id=g:736975
Agriokeraséa	id=g:736976
Agriáni	id=g:736977
Agrianí	id=g:736978
Sidhirodhromikós Stathmós Ágras	id=g:736979
Ágras	id=g:736980
Agorá	id=g:736981
Agnándia	id=g:736982
Agáthi	id=g:736983
Agápi	id=g:736984
Agápi	id=g:736985
Agalaíoi	id=g:736986
Áfitos	id=g:736987
Aëtovoúnion	id=g:736988
Aëtós	id=g:736989
Aëtorrákhi	id=g:736990
Erípia Aëtoplayiás	id=g:736991
Aëtopétra	id=g:736992
Aëtomilítsa	id=g:736993
Aëtólofos	id=g:736994
Aëtokorifí	id=g:736995
Aetochórion	id=g:736996
Aëtokhórion	id=g:736997
Aërikón	id=g:736998
Adhrianí	id=g:736999
Adhrianí	id=g:737000
Ákra Ádholo	id=g:737001
Ádendron	id=g:737002
Adhelfikón	id=g:737003
Adhám	id=g:737004
Adá Réma	id=g:737005
Adá Réma	id=g:737006
Ákra Achpás	id=g:737007
Sarandáporos Potamós	id=g:781764
Króstava	id=g:782689
Kameník	id=g:782888
Golína	id=g:783108
Dhamaskiniá	id=g:783400
Grámos	id=g:783404
Límni Zazarí	id=g:798442
Ákra Irakleítsa	id=g:828158
Froúrio Kalé Tsiflík	id=g:828159
Vrachonisída Drógkos	id=g:828160
Vrachonisída Petráni	id=g:828161
Ýpsoma Apováthras	id=g:828162
Órmos Irakleítsa	id=g:828163
Ákra Saránta	id=g:828164
Vrachonisída Xifiós	id=g:828165
Limenískos Néas Irakleítsas	id=g:828166
Ákra Gyalí	id=g:828167
Órmos Palió	id=g:828168
Vrachos Chténi	id=g:828169
Ormískos Ántzelo	id=g:828170
Ákra Átsinos	id=g:828171
Ákra Akronéri	id=g:828172
Vráchos Mýdi	id=g:828173
Ormískos Bátis	id=g:828174
Ormískos Kalamítsa	id=g:828175
Vrachonisída Monópetro	id=g:828176
Ormískos Agíou Georgíou	id=g:828177
Limenískos Ichthyóskalas Kaválas	id=g:828178
Ormískos Karnágia	id=g:828179
Órmos Perigiáli	id=g:828180
Ormískos Áspri Ámmos	id=g:828181
Ákra Spathí	id=g:828182
Órmos Tsarí	id=g:828183
Liménas Eleftherón	id=g:828184
Vráchos Kótsa	id=g:828185
Órmos Váltos	id=g:828186
Ichthyotrofeío Vásovas	id=g:828187
Ichthyotrofeío Mávro Neró	id=g:828188
Ichthyotrofeío Koumpournoú	id=g:828189
Ákra Keramotí	id=g:828190
Liménas Keramotís	id=g:828191
Liménas Thásou	id=g:828192
Ákra Evraiókastro	id=g:828193
Ákra Archángelos	id=g:828194
Makryámmos	id=g:828195
Órmos Prínou	id=g:828196
Anna	id=g:862551
Livádia	id=g:862552
Parthena	id=g:862553
Gavrokorfi	id=g:862554
Vráchos	id=g:862555
Keravnokorfí	id=g:862556
Kósta	id=g:862557
Vótano	id=g:862558
Alexandros	id=g:862559
Louloudi	id=g:862560
Strongylí	id=g:862561
Síkoma	id=g:862562
Koufala	id=g:862563
Petrotí	id=g:862564
Psiló Livádi	id=g:862566
Samári	id=g:862567
Léptokarya Réma	id=g:862568
Krýo Réma	id=g:862569
Fidotá	id=g:862570
Kryórrema	id=g:862571
Protomagiás Réma	id=g:862572
Lykórrema	id=g:862573
Koulinaíika	id=g:862574
Sotiroúda	id=g:862575
Gefyrioú Réma	id=g:862576
Mavronéri	id=g:862577
Alonára	id=g:862578
Chondrós	id=g:862579
Petrómata	id=g:862580
Prásinos Lófos	id=g:862581
Megálo Réma	id=g:862582
Koryfoúla	id=g:862583
Kalé Lófos	id=g:862584
Megáli Pétra	id=g:862585
Xiropótamos	id=g:862586
Pigádi	id=g:862587
Asvestariá Réma	id=g:862588
Achyrónas Réma	id=g:862590
Pórta	id=g:862591
Liparó Réma	id=g:862592
Daoutlí	id=g:862593
Doïránis Potamós	id=g:862594
Doïráni	id=g:862595
Palatianón	id=g:862898
Rodón	id=g:862899
Kalývia Karofiliá	id=g:862900
Liménas Thessaloníkis	id=g:864209
Liménas Alexandroupóleos	id=g:864210
Koúla	id=g:864658
Káto Pteléa	id=g:864659
Néa Kotýli	id=g:864661
Kefalochóri	id=g:864674
Prosílion	id=g:864675
Platanákia	id=g:864850
Foteiná	id=g:864851
Sanatórion Ierás Monís Pétras Olýmpou	id=g:864852
Palaión Zázakon	id=g:864853
Palaión Zázakon	id=g:864854
Mavrótopos	id=g:864855
Pétra	id=g:864856
Paliámpela	id=g:864857
Néa Trapezoús	id=g:864858
Néos Pýrgos	id=g:864859
Synoikismós Amalías	id=g:864860
Synoikismós Analígeos	id=g:864861
Eirinoúpoli	id=g:865238
Plévroma	id=g:865240
Rodakinéa	id=g:865241
Kalí Panagía	id=g:865242
Mavrodéndrion	id=g:865243
Ergochórion	id=g:865244
Krevvatás	id=g:865245
Komníneion	id=g:865246
Ereípia Palaiás Maróusis	id=g:865247
Agía Triás	id=g:865248
Paralímni	id=g:865260
Éxo Achladochórion	id=g:865261
Megáli Géfyra	id=g:865262
Ktíma Karyá	id=g:865263
Ktíma Chrysovelóni	id=g:865264
Ergotáxion Loudía	id=g:865265
Tzimaíika	id=g:865266
Ktíma Englézou	id=g:865267
Kalývia Báka	id=g:865268
Mandriá Koróna	id=g:865269
Kókkou Mandriá	id=g:865270
Ampelón	id=g:865271
Mandriá Pantazóu	id=g:865272
Ktíma Samará	id=g:865273
Kalývai Vourdogiannaíon	id=g:865274
Fytórion Strágkou	id=g:865275
Káto Géfyra	id=g:865276
Synoikismós Metrinón	id=g:865277
Synoikismós Sozopóleos	id=g:865278
Skála Neón Epivatón	id=g:865286
Paliókastron	id=g:865287
Aspróvrysi	id=g:865288
Galíni	id=g:865289
Ágios Pávlos	id=g:865290
Triandría	id=g:865291
Pálioura	id=g:865323
Áno Lipochórion	id=g:865324
Proástion	id=g:865325
Xifianí	id=g:865326
Dáfni	id=g:865327
Ereípia Mikrón Livadión	id=g:865329
Trifýllion	id=g:865330
Melíssion	id=g:865331
Palaión Melíssion	id=g:865332
Pontochórion	id=g:865333
Mandriá Karafiliá	id=g:865334
Mandriá Kaltsá	id=g:865335
Eleftherochórion	id=g:865336
Kokártza	id=g:865338
Limnótopos	id=g:865339
Kamára	id=g:865340
Ereípia Monolófou	id=g:865341
Petrotón	id=g:865342
Panteleímon	id=g:865343
Mýlos	id=g:865344
Synoikismós Sarakatsanaíon	id=g:865345
Synoikismós Pikrolímni	id=g:865346
Levéntis	id=g:865347
Ágioi Theódoroi	id=g:865348
Zoodóchos Pigí	id=g:865349
Mathitikaí Exochaí Kozánis	id=g:865350
Vría	id=g:865351
Andromáchi	id=g:865352
Moschochórion	id=g:865353
Kalývia Dranitsás	id=g:865354
Kantouládika	id=g:865355
Moschopótamos	id=g:865356
Katalónia	id=g:865357
Bilíki	id=g:865358
Tóxon	id=g:865359
Élafos	id=g:865360
Kalývia	id=g:865361
Spourgítis	id=g:865362
Káto Soúrmena	id=g:865363
Monolíthion	id=g:865364
Plagiés	id=g:865365
Eparchía Orestiádos	id=g:865545
Eparchía Didymoteíchou	id=g:865546
Eparchía Souflíou	id=g:865547
Eparchía Alexandroupóleos	id=g:865548
Eparchía Samothrákis	id=g:865549
Eparchía Sapón	id=g:865550
Eparchía Komotinís	id=g:865551
Eparchía Xánthis	id=g:865552
Eparchía Néstou	id=g:865553
Eparchía Pangaíou	id=g:865554
Eparchía Drámas	id=g:865555
Eparchía Fyllídos	id=g:865556
Eparchía Visaltías	id=g:865557
Eparchía Serrón	id=g:865558
Eparchía Sintikís	id=g:865559
Eparchía Lagkáda	id=g:865560
Eparchía Chalkidikís	id=g:865561
Eparchía Arnaías	id=g:865562
Eparchía Thásou	id=g:865563
Eparchía Grevenón	id=g:865564
Eparchía Imathías	id=g:865565
Eparchía Náousis	id=g:865566
Eparchía Thessaloníkis	id=g:865567
Eparchía Kastorías	id=g:865568
Eparchía Kilkís	id=g:865569
Eparchía Paionías	id=g:865570
Eparchía Kozánis	id=g:865571
Eparchía Eordaías	id=g:865572
Eparchía Voḯou	id=g:865573
Eparchía Giannitsón	id=g:865574
Eparchía Edéssis	id=g:865575
Eparchía Pierías	id=g:865576
Eparchía Florínis	id=g:865577
Eparchía Konítsis	id=g:865578
Metaxádes	id=g:865795
Zygós	id=g:2463539
Yimárion	id=g:2463540
Giannádes	id=g:2463541
Xanthátai	id=g:2463542
Vragkaniótika	id=g:2463543
Vouníon	id=g:2463544
Vouniatádes	id=g:2463545
Moní Vlakhernón	id=g:2463546
Vitouládes	id=g:2463547
Vístonas	id=g:2463548
Virós	id=g:2463549
Vinglatoúrion	id=g:2463550
Víngla	id=g:2463551
Nisída Vído	id=g:2463552
Velonádes	id=g:2463553
Vátos	id=g:2463554
Vatoniaí	id=g:2463555
Vasilátika	id=g:2463556
Ákra Várvaro	id=g:2463557
Varypatádes	id=g:2463558
Valaneíon	id=g:2463559
Tsíkouros	id=g:2463560
Trimódion	id=g:2463561
Vrachonisída Tracheiá	id=g:2463562
Pórto Timóni	id=g:2463563
Termenádes	id=g:2463564
Strongylí	id=g:2463565
Strongylí	id=g:2463566
Strinýlas	id=g:2463567
Stratiá	id=g:2463568
Ákra Stamóleka	id=g:2463569
Spartýlas	id=g:2463570
Sokrákion	id=g:2463571
Skriperón	id=g:2463572
Ákra Skoteiní	id=g:2463573
Vrachonisída Skialoúdi	id=g:2463574
Sinarádes	id=g:2463575
Ákra Síderos	id=g:2463576
Sidárion	id=g:2463577
Órmos Sidári	id=g:2463578
Sgoúrna	id=g:2463579
Sgourádes	id=g:2463580
Sfakerá	id=g:2463581
Saoúli	id=g:2463582
Roumanádes	id=g:2463583
Ákra Róda	id=g:2463584
Róda	id=g:2463585
Rachtádes	id=g:2463586
Rafaládes	id=g:2463587
Psachniá	id=g:2463588
Ágios Ilías	id=g:2463589
Prinýlas	id=g:2463590
Vráchoi Prasoúdia	id=g:2463591
Pouládes	id=g:2463592
Órmos Potamoú	id=g:2463593
Potamós	id=g:2463594
Pórta	id=g:2463595
Pontikonísi	id=g:2463596
Ákra Plytíri	id=g:2463597
Plátonas	id=g:2463598
Vrachonisída Plateiá	id=g:2463599
Ákra Pláka	id=g:2463600
Píthos	id=g:2463601
Petáleia	id=g:2463602
Peroúlion	id=g:2463603
Perouládes	id=g:2463604
Perítheia	id=g:2463605
Vrachonisída Peristeraí	id=g:2463606
Pentátion	id=g:2463607
Vrachonisídes Pentanísia	id=g:2463608
Pélekas	id=g:2463609
Págoi	id=g:2463610
Papadátika	id=g:2463611
Pantokrátor	id=g:2463612
Palaión Choríon	id=g:2463613
Monís Palaiokastrítsis	id=g:2463614
Palaiokastrítsa	id=g:2463615
Nísos Othonoí	id=g:2463616
Othonoí	id=g:2463617
Vrakhonisís Ortholíthi	id=g:2463618
North Channel	id=g:2463619
