Anjiabitira Rivière	id=g:1073626
Andatsakala	id=g:1076353
Andatsakala	id=g:1076354
Andatsaka	id=g:1076355
Andatony	id=g:1076356
Andatomalama	id=g:1076357
Andasy Piquié	id=g:1076358
Andasy Ambony	id=g:1076359
Andasy	id=g:1076360
Andasy	id=g:1076361
Andasy	id=g:1076362
Andasy	id=g:1076363
Andasy	id=g:1076364
Andasoa	id=g:1076365
Andasivy	id=g:1076366
Andasivolo	id=g:1076367
Andasivato	id=g:1076368
Andasivao	id=g:1076369
Andasirotsaka	id=g:1076370
Andasiorina Ambatolampy	id=g:1076371
Andasinindriatsara	id=g:1076372
Andasinimaro	id=g:1076373
Andasiniadiana	id=g:1076374
Andasindranaivo	id=g:1076375
Andasimpongy	id=g:1076376
Andasimenary	id=g:1076377
Andasimbazaha	id=g:1076378
Andasimbazaha	id=g:1076379
Andasimbary	id=g:1076380
Andasimazava	id=g:1076381
Andasimaroadabo Rivière	id=g:1076382
Andasimadamo	id=g:1076383
Andasilaikatsaka	id=g:1076384
Andasikamisy	id=g:1076385
Andasibe Mahaverika	id=g:1076386
Andasibe-Kobahina	id=g:1076387
Andasibefasy	id=g:1076388
Marais Andasibe	id=g:1076389
Andasibe	id=g:1076390
Andasibe	id=g:1076391
Andasibe	id=g:1076392
Andasibe	id=g:1076393
Andasibe	id=g:1076394
Andasibe	id=g:1076395
Andasibe	id=g:1076396
Andasibe	id=g:1076397
Andasibe	id=g:1076398
Andasibe	id=g:1076399
Andasibe	id=g:1076400
Andasibe	id=g:1076401
Andasibe	id=g:1076402
Andasibe	id=g:1076403
Andasibe	id=g:1076404
Andasibe	id=g:1076405
Andasibe	id=g:1076406
Andasibe	id=g:1076407
Andasibe	id=g:1076408
Andasibe	id=g:1076409
Andasibe	id=g:1076410
Andasibe	id=g:1076411
Andasibe	id=g:1076412
Andasibe	id=g:1076413
Andasibe	id=g:1076414
Andasibe	id=g:1076415
Andasibe	id=g:1076416
Andasibe	id=g:1076417
Andasiambo	id=g:1076418
Andasialava	id=g:1076419
Andaro	id=g:1076420
Andarnolava Rivière	id=g:1076421
Andaribe	id=g:1076422
Andaratranina	id=g:1076423
Andararavina	id=g:1076424
Andapy	id=g:1076425
Andapinarosy	id=g:1076426
Andapibe	id=g:1076427
Andapavao	id=g:1076428
Andaparaty	id=g:1076429
Andaparatibe	id=g:1076430
Andapanaomby	id=g:1076431
Andapanaomby	id=g:1076432
Andapanangoy	id=g:1076433
Andapanampombo	id=g:1076434
Andapakely	id=g:1076435
Andapahely	id=g:1076436
Andapafito	id=g:1076437
Andapabo	id=g:1076438
Andapabe	id=g:1076439
Andapabe	id=g:1076440
Andapa	id=g:1076441
Andapa	id=g:1076442
Andapa	id=g:1076443
Andapa	id=g:1076444
Andapa	id=g:1076445
Andapa	id=g:1076446
Andapa	id=g:1076447
Andapa	id=g:1076448
Andapa	id=g:1076449
Andapa	id=g:1076450
Andapa	id=g:1076451
Andapa	id=g:1076452
Andapa	id=g:1076453
Andapa	id=g:1076454
Andapa	id=g:1076455
Andapa	id=g:1076456
Nosy Andantsara	id=g:1076457
Andanonana	id=g:1076458
Andanona	id=g:1076459
Andanoa	id=g:1076460
Andanoa	id=g:1076461
Andanivato	id=g:1076462
Andanivato	id=g:1076463
Andanivato	id=g:1076464
Andaninimbegagy	id=g:1076465
Andangovato Rivière	id=g:1076466
Andangotra	id=g:1076467
Andangoraikitra	id=g:1076468
Andangoa	id=g:1076469
Andangiro	id=g:1076470
Andandihazo	id=g:1076471
Andanadamy	id=g:1076472
Andampy Sud	id=g:1076473
Andampy Rivière	id=g:1076474
Cap Andampy	id=g:1076475
Andampy	id=g:1076476
Andampy	id=g:1076477
Andampy	id=g:1076478
Andampy	id=g:1076479
Andampy	id=g:1076480
Andampy	id=g:1076481
Andampy	id=g:1076482
Andampy	id=g:1076483
Andampy	id=g:1076484
Andampy	id=g:1076485
Andampy	id=g:1076486
Andampy	id=g:1076487
Andampy	id=g:1076488
Andampy	id=g:1076489
Andampy	id=g:1076490
Andampy	id=g:1076491
Andampy	id=g:1076492
Andampy	id=g:1076493
Andampy	id=g:1076494
Andampy	id=g:1076495
Andampy	id=g:1076496
Andampy	id=g:1076497
Andampimena	id=g:1076498
Andampilava	id=g:1076499
Andampikely	id=g:1076500
Andampihely	id=g:1076501
Andampibe	id=g:1076502
Andampibe	id=g:1076503
Pointe d’ Andamoty	id=g:1076504
Farihy Andamoty	id=g:1076505
Baie d’ Andamoty	id=g:1076506
Andamoty	id=g:1076507
Andamoty	id=g:1076508
Andamoty	id=g:1076509
Andamoty	id=g:1076510
Andamoty	id=g:1076511
Andamoty	id=g:1076512
Andamoty	id=g:1076513
Andamoty	id=g:1076514
Andamoto	id=g:1076515
Andamotinambo	id=g:1076516
Nosy Andamotibe	id=g:1076517
Andamotibe	id=g:1076518
Andamotiabo	id=g:1076519
Andamilamy	id=g:1076520
Andamilamy	id=g:1076521
Andamilamy	id=g:1076522
Andamilamy	id=g:1076523
Andamilamy	id=g:1076524
Andamilamy	id=g:1076525
Andamilamy	id=g:1076526
Andambozato	id=g:1076527
Nosy Andambouchi	id=g:1076528
Andambomitro	id=g:1076529
Torak’ Andambo	id=g:1076530
Andambinana	id=g:1076531
Andambinana	id=g:1076532
Andambario	id=g:1076533
Andambalo	id=g:1076534
Pointe Andamaty	id=g:1076535
Andamasina	id=g:1076536
Andamanolobe	id=g:1076537
Andamaky	id=g:1076538
Andalopito	id=g:1076539
Andalona	id=g:1076540
Andalona	id=g:1076541
Andalona	id=g:1076542
Andalona	id=g:1076543
Andaloho	id=g:1076544
Andalobe	id=g:1076545
Andalo	id=g:1076546
Andalo	id=g:1076547
Andalivao	id=g:1076548
Andalirano Rivière	id=g:1076549
Andalirano	id=g:1076550
Andalatsarotra	id=g:1076551
Andalatanosy	id=g:1076552
Andalapito	id=g:1076553
Andalanimanga	id=g:1076554
Andalanimamo	id=g:1076555
Andalanifaly	id=g:1076556
Andalangy Rivière	id=g:1076557
Andalandy	id=g:1076558
Andalandy	id=g:1076559
Alan Andalandaka	id=g:1076560
Alan Andalandahalo	id=g:1076561
Andalanameloka	id=g:1076562
Andalampandrato	id=g:1076563
Andalampamba	id=g:1076564
Andalamby	id=g:1076565
Andalambezo	id=g:1076566
Andalambato	id=g:1076567
Andalakaolo	id=g:1076568
Andakatotsaka	id=g:1076569
Andakatondraotomba	id=g:1076570
Andakatomihelo	id=g:1076571
Andakatolava	id=g:1076572
Andakatoamindremaninga	id=g:1076573
Andakato	id=g:1076574
Andakato	id=g:1076575
Andakato	id=g:1076576
Andakata	id=g:1076577
Canal d’ Andakary	id=g:1076578
Andakary	id=g:1076579
Andakara	id=g:1076580
Andakanimilay	id=g:1076581
Andakanimazano	id=g:1076582
Andakandrano	id=g:1076583
Andakandrano	id=g:1076584
Andakandrano	id=g:1076585
Andakana-Ambolomborona	id=g:1076586
Andakana	id=g:1076587
Andakana	id=g:1076588
Andakana	id=g:1076589
Andakana	id=g:1076590
Andakana	id=g:1076591
Andakana	id=g:1076592
Andakana	id=g:1076593
Andakana	id=g:1076594
Andakana	id=g:1076595
Andakana	id=g:1076596
Andakana	id=g:1076597
Andakana	id=g:1076598
Andakana	id=g:1076599
Andakana	id=g:1076600
Andakana	id=g:1076601
Andakana	id=g:1076602
Andakana	id=g:1076603
Andakana	id=g:1076604
Andakana	id=g:1076605
Andakana	id=g:1076606
Andakana	id=g:1076607
Andakana	id=g:1076608
Andakana	id=g:1076609
Andakana	id=g:1076610
Andakana	id=g:1076611
Andakana	id=g:1076612
Andakana	id=g:1076613
Andakana	id=g:1076614
Andakana	id=g:1076615
Andakana	id=g:1076616
Andakampony	id=g:1076617
Andakambato	id=g:1076618
Andakalaka	id=g:1076619
Andakaka	id=g:1076620
Andaka	id=g:1076621
Andaka	id=g:1076622
Andaka	id=g:1076623
Andaivozaky	id=g:1076624
Andaingomboalavo	id=g:1076625
Andaingo Gara	id=g:1076626
Andaingobe	id=g:1076627
Andaingo	id=g:1076628
Andaingo	id=g:1076629
Andaimpotsy	id=g:1076630
Andahony	id=g:1076631
Andahivozaky	id=g:1076632
Andahivozaka Ambony	id=g:1076633
Andahivozaka Ambany	id=g:1076634
Andahivozaka Ambany	id=g:1076635
Andagda	id=g:1076636
Andafy	id=g:1076637
Andaftanomby	id=g:1076638
Andafizehanomby	id=g:1076639
Andafiha	id=g:1076640
Andafiha	id=g:1076641
Andafiha	id=g:1076642
Andafibe	id=g:1076643
Andafiavaratra	id=g:1076644
Andafiatsinanana	id=g:1076645
Andafiatsinanana	id=g:1076646
Andafiatsimo	id=g:1076647
Andafianiamenezio Rivière	id=g:1076648
Andafiandakana	id=g:1076649
Andafiabe	id=g:1076650
Andafia	id=g:1076651
Andafia	id=g:1076652
Andafia	id=g:1076653
Andafia	id=g:1076654
Andafia	id=g:1076655
Andafia	id=g:1076656
Andafia	id=g:1076657
Andafia	id=g:1076658
Andafia	id=g:1076659
Andafia	id=g:1076660
Andafia	id=g:1076661
Andafia	id=g:1076662
Andafia	id=g:1076663
Andadoano	id=g:1076664
Andadoano	id=g:1076665
Andabozato	id=g:1076666
Andabozato	id=g:1076667
Andabozato	id=g:1076668
Andabotoka Nord	id=g:1076669
Andabotokana	id=g:1076670
Andabotoka	id=g:1076671
Andabotoka	id=g:1076672
Andabotoka	id=g:1076673
Andabotoka	id=g:1076674
Andabonimaholy	id=g:1076675
Andabomidaka	id=g:1076676
Andabombazaha Rivière	id=g:1076677
Andabomalinika	id=g:1076678
Andabomadinika	id=g:1076679
Andaboloaka	id=g:1076680
Andabolava	id=g:1076681
Anbsambarolona Rivière	id=g:1076682
Anbararata Rivière	id=g:1076683
Anbanimaso	id=g:1076684
Anbaladoda	id=g:1076685
Tampoketsan’ Anazobe	id=g:1076686
Anazandamba	id=g:1076687
Anavoha-Ambondrao Ouest	id=g:1076688
Anavoha-Ambondrano Est	id=g:1076689
Anavoha	id=g:1076690
Anavoha	id=g:1076691
Anavoha	id=g:1076692
Anaviavy Sud	id=g:1076693
Anaviavymasy	id=g:1076694
Anaviavy Atsimo	id=g:1076695
Anaviavy	id=g:1076696
Anaviavy	id=g:1076697
Anaviavy	id=g:1076698
Anaviavy	id=g:1076699
Anaviavy	id=g:1076700
Anaviavy	id=g:1076701
Anaviavy	id=g:1076702
Anaviavy	id=g:1076703
Anaviavy	id=g:1076704
Anaviavy	id=g:1076705
Anaviavy	id=g:1076706
Anaviavy	id=g:1076707
Anaviavy	id=g:1076708
Anaviavy	id=g:1076709
Anaviavy	id=g:1076710
Anaviavy	id=g:1076711
Anaviavy	id=g:1076712
Anaviavy	id=g:1076713
Anaviavy	id=g:1076714
Anaviavy	id=g:1076715
Anaviavy	id=g:1076716
Anaviavy	id=g:1076717
Anaviavy	id=g:1076718
Anaviavy	id=g:1076719
Anaviavy	id=g:1076720
Anaviavy	id=g:1076721
Anaviavy	id=g:1076722
Anaviavimasina	id=g:1076723
Anavaho	id=g:1076724
Anavabe	id=g:1076725
Anauiavy	id=g:1076726
Anatsirika	id=g:1076727
Anatratra	id=g:1076728
Lac Anatrahomby	id=g:1076729
Anatobe	id=g:1076730
Anato	id=g:1076731
Anato	id=g:1076732
Anato	id=g:1076733
Anataky	id=g:1076734
Anatake	id=g:1076735
Anataka Rivière	id=g:1076736
Anataka	id=g:1076737
Anatabolo	id=g:1076738
Anasy	id=g:1076739
Anasindrano	id=g:1076740
Anasikely	id=g:1076741
Anasanga Ruisseau	id=g:1076742
Anasana	id=g:1076743
Anasa	id=g:1076744
Anaromiteraka	id=g:1076745
Anaromalangy	id=g:1076746
Anarivo	id=g:1076747
Anarifito	id=g:1076748
Anaretaka	id=g:1076749
Anarbe	id=g:1076750
Anaravinelo	id=g:1076751
Anaratoka	id=g:1076752
Anaratoka	id=g:1076753
Anaratelo	id=g:1076754
Anaramiteraky	id=g:1076755
Anaramiteraka Sud	id=g:1076756
Anaramiteraka Nord	id=g:1076757
Anaramihohoky	id=g:1076758
Anarambola	id=g:1076759
Anarambo	id=g:1076760
Anaramanitsy	id=g:1076761
Anaramaliniky Rivière	id=g:1076762
Anaramalinika	id=g:1076763
Anaramalinika	id=g:1076764
Anaramalinika	id=g:1076765
Anaramalinika	id=g:1076766
Anaralava	id=g:1076767
Anarafaly	id=g:1076768
Anarabemoka Nord	id=g:1076769
Anarabemoka Atsimo	id=g:1076770
Anarabehavatsy	id=g:1076771
Anarabe	id=g:1076772
Anarabe	id=g:1076773
Anarabe	id=g:1076774
Anarabe	id=g:1076775
Anarabe	id=g:1076776
Anarabe	id=g:1076777
Anarabe	id=g:1076778
Anarabe	id=g:1076779
Anarabe	id=g:1076780
Anarabe	id=g:1076781
Anarabe	id=g:1076782
Anarabe	id=g:1076783
Anarabe	id=g:1076784
Anarabe	id=g:1076785
Anarabe	id=g:1076786
Anarabe	id=g:1076787
Anarabe	id=g:1076788
Anarabe	id=g:1076789
Anarabe	id=g:1076790
Anarabe	id=g:1076791
Anarabe	id=g:1076792
Anarabe	id=g:1076793
Anarabazaha	id=g:1076794
Anarabajy	id=g:1076795
Anara Ambony	id=g:1076796
Anara Ambany	id=g:1076797
Vozontanin’ Anara	id=g:1076798
Anara	id=g:1076799
Anara	id=g:1076800
Anara	id=g:1076801
Anara	id=g:1076802
Anara	id=g:1076803
Anara	id=g:1076804
Anara	id=g:1076805
Anara	id=g:1076806
Anara	id=g:1076807
Anara	id=g:1076808
Anapoaka	id=g:1076809
Anapina	id=g:1076810
Anapasy	id=g:1076811
Anapaly	id=g:1076812
Anaovandrano	id=g:1076813
Anaovandrano	id=g:1076814
Anantoraka	id=g:1076815
Anantaka Ruisseau	id=g:1076816
Anantaka	id=g:1076817
Anantaka	id=g:1076818
Anantaka	id=g:1076819
Anantaka	id=g:1076820
Ananorasa	id=g:1076821
Anankagiso	id=g:1076822
Ananjandava	id=g:1076823
Ananjaka	id=g:1076824
Anandrotra	id=g:1076825
Anandrobe	id=g:1076826
Anandrobato	id=g:1076827
Anandrivola	id=g:1076828
Anandribato	id=g:1076829
Anandriana	id=g:1076830
Anandria de Lanivato	id=g:1076831
Anandrazo	id=g:1076832
Anandravy	id=g:1076833
Anandrato	id=g:1076834
Anandraka	id=g:1076835
Ananasoa	id=g:1076836
Anananjaha	id=g:1076837
Ananakirihitsy	id=g:1076838
Ananakevitra	id=g:1076839
Ananakengitra	id=g:1076840
Ananakaraka	id=g:1076841
Ananakarahitsy	id=g:1076842
Ananakania Est	id=g:1076843
Ananakaina	id=g:1076844
Ananadimby	id=g:1076845
Ananaboro	id=g:1076846
Ananaboro	id=g:1076847
Anampondro	id=g:1076848
Anamota	id=g:1076849
Anamisapy	id=g:1076850
Anambotaky	id=g:1076851
Anamboriana	id=g:1076852
Anamboriana	id=g:1076853
Anamborano	id=g:1076854
Anamborano	id=g:1076855
Anamboambo	id=g:1076856
Anamboakatra	id=g:1076857
Nosy Anambo	id=g:1076858
Anambiavy	id=g:1076859
Anambahitra	id=g:1076860
Anamba	id=g:1076861
Anamasina	id=g:1076862
Anamalaho	id=g:1076863
Plaine d’ Anamakia	id=g:1076864
Anama	id=g:1076865
Analybemena	id=g:1076866
Analovana	id=g:1076867
Analokova	id=g:1076868
Analokomby	id=g:1076869
Analobe	id=g:1076870
Analoalo	id=g:1076871
Analoalo	id=g:1076872
Analoalo	id=g:1076873
Analila	id=g:1076874
Analila	id=g:1076875
Analila	id=g:1076876
Analila	id=g:1076877
Analeva	id=g:1076878
Analazaza	id=g:1076879
Analavory	id=g:1076880
Analavory	id=g:1076881
Analavory	id=g:1076882
Analavory	id=g:1076883
Analavory	id=g:1076884
Analavory	id=g:1076885
Analavory	id=g:1076886
Analavory	id=g:1076887
Analavory	id=g:1076888
Analavory	id=g:1076889
Analavory	id=g:1076890
Analavory	id=g:1076891
Analavory	id=g:1076892
Analavory	id=g:1076893
Analavory	id=g:1076894
Analavory	id=g:1076895
Analavory	id=g:1076896
Analavory	id=g:1076897
Analavory	id=g:1076898
Analavory	id=g:1076899
Analavory	id=g:1076900
Analavory	id=g:1076901
Analavory	id=g:1076902
Analavorikely	id=g:1076903
Analavoribe	id=g:1076904
Analavondromahaky	id=g:1076905
Analavondro	id=g:1076906
Analavoka	id=g:1076907
Analavinily	id=g:1076908
Analavinily	id=g:1076909
Analavenaky	id=g:1076910
Analavelona	id=g:1076911
Analavelona	id=g:1076912
Analavelona	id=g:1076913
Analavelona	id=g:1076914
Analavelatsy	id=g:1076915
Alan’ Analave	id=g:1076916
Chaine d’ Analavasa	id=g:1076917
Analavanona	id=g:1076918
Lac Analavana	id=g:1076919
Analavabe	id=g:1076920
Analatsinaraimbo Ruisseau	id=g:1076921
Analatsimandrava	id=g:1076922
Analatsimaimbo	id=g:1076923
Analatsifaka	id=g:1076924
Analatsara	id=g:1076925
Analatsara	id=g:1076926
Analatsama	id=g:1076927
Analatsakay	id=g:1076928
Analatratrano	id=g:1076929
Analatitoloha	id=g:1076930
Analatelo	id=g:1076931
Analatelo	id=g:1076932
Analatelo	id=g:1076933
Analatelo	id=g:1076934
Analatelo	id=g:1076935
Analatelo	id=g:1076936
Analatelo	id=g:1076937
Analatelo	id=g:1076938
Analatelo	id=g:1076939
Analatelo	id=g:1076940
Analatelo	id=g:1076941
Analatelo	id=g:1076942
Analatatika	id=g:1076943
Analatapaky	id=g:1076944
Analatapaka	id=g:1076945
Analasosotra	id=g:1076946
Analasoa	id=g:1076947
Analasoa	id=g:1076948
Analasoa	id=g:1076949
Analasoa	id=g:1076950
Analasoa	id=g:1076951
Analasoa	id=g:1076952
Analasatrana	id=g:1076953
Analasatrana	id=g:1076954
Analasarotra	id=g:1076955
Analasarotra	id=g:1076956
Analasarotra	id=g:1076957
Analasamoela	id=g:1076958
Analarova	id=g:1076959
Lembalemban’ Analaromaso	id=g:1076960
Analaroa	id=g:1076961
Analaroa	id=g:1076962
Analaroa	id=g:1076963
Analapetsa	id=g:1076964
Analapatsy	id=g:1076965
Analapatsa	id=g:1076966
Analapasina	id=g:1076967
Analapangitsy	id=g:1076968
Analanovy	id=g:1076969
Analanomby	id=g:1076970
Analanomby	id=g:1076971
Analanomby	id=g:1076972
Analanolona	id=g:1076973
Analano	id=g:1076974
Analanjohary	id=g:1076975
Analanjahana	id=g:1076976
Analanjaha	id=g:1076977
Analanjaha	id=g:1076978
Analanivo	id=g:1076979
Analanitonga	id=g:1076980
Analanitambaha	id=g:1076981
Analanisoamainty	id=g:1076982
Analanisandratsy	id=g:1076983
Analanira	id=g:1076984
Analanimanirenja	id=g:1076985
Analandreo	id=g:1076986
Analandrandria	id=g:1076987
Farihy Analandrandirana	id=g:1076988
Analandramisave	id=g:1076989
Analandanga	id=g:1076990
Analanatsimandrafy	id=g:1076991
Analanapela	id=g:1076992
Analanantsoa	id=g:1076993
Analanantsoa	id=g:1076994
Analanangily	id=g:1076995
Forêt de Analanandriana	id=g:1076996
Analanandiana	id=g:1076997
Analanana	id=g:1076998
Analanana	id=g:1076999
Analanampotsy	id=g:1077000
Analanambe	id=g:1077001
Analanambe	id=g:1077002
Analanambe	id=g:1077003
Analanambe	id=g:1077004
Analanambe	id=g:1077005
Analanambe	id=g:1077006
Analanamaty Rivière	id=g:1077007
Analanamaty II	id=g:1077008
Analanamaty I	id=g:1077009
Analanamaty	id=g:1077010
Analanakondro	id=g:1077011
Analanakoha	id=g:1077012
Analanabe Rivière	id=g:1077013
Analanabe Rivière	id=g:1077014
Analana	id=g:1077015
Forêt d’ Analamtivala	id=g:1077016
Analampotsy	id=g:1077017
Analampolitsy	id=g:1077018
Alan’ Analampasy	id=g:1077019
Analampasy	id=g:1077020
Analampasina	id=g:1077021
Analampary	id=g:1077022
Analampangana	id=g:1077023
Analampamata	id=g:1077024
Analamontana	id=g:1077025
Analamongy	id=g:1077026
Analamohavelo	id=g:1077027
Analamivory	id=g:1077028
Analamitsivatana	id=g:1077029
Analamitsivalana	id=g:1077030
Analamitsivalana	id=g:1077031
Analamitsivalana	id=g:1077032
Analamitsivalana	id=g:1077033
Analamitsivalana	id=g:1077034
Alan Analamitsivala	id=g:1077035
Analamitivala	id=g:1077036
Analamitia	id=g:1077037
Analamitaingina	id=g:1077038
Analamitaha	id=g:1077039
Analamisary	id=g:1077040
Analamisanga	id=g:1077041
Analamisandratra	id=g:1077042
Analamisampy Ambany	id=g:1077043
Analamisampy	id=g:1077044
Analamisampy	id=g:1077045
Analamisakana	id=g:1077046
Analamisakana	id=g:1077047
Analamisakana	id=g:1077048
Analamisakana	id=g:1077049
Analamisaka	id=g:1077050
Analamisaka	id=g:1077051
Analamirehitsy	id=g:1077052
Analamiranga	id=g:1077053
Analamiranga	id=g:1077054
Analamirafy	id=g:1077055
Analamipetraka	id=g:1077056
Analamiorika	id=g:1077057
Analamilona	id=g:1077058
Analamikaiky	id=g:1077059
Analamihoatra	id=g:1077060
Analamihoatra	id=g:1077061
Analamihantona	id=g:1077062
Analamiditra	id=g:1077063
Analamiditra	id=g:1077064
Analamibaboka	id=g:1077065
Analamiary	id=g:1077066
Analamiantona	id=g:1077067
Analamiandrandra	id=g:1077068
Forêt de Analamerana	id=g:1077069
Analamerana	id=g:1077070
Alan Analamera	id=g:1077071
Analamena	id=g:1077072
Analamena	id=g:1077073
Analamena	id=g:1077074
Analamena	id=g:1077075
Analamena	id=g:1077076
Analamena	id=g:1077077
Analamena	id=g:1077078
Analamena	id=g:1077079
Analamena	id=g:1077080
Analameky	id=g:1077081
Analamebo	id=g:1077082
Analambota	id=g:1077083
Forêt d’ Analamboroka	id=g:1077084
Analamboroka	id=g:1077085
Analambomavo	id=g:1077086
Analambolo	id=g:1077087
Analambolo	id=g:1077088
Analambola	id=g:1077089
Analambola	id=g:1077090
Analamboko	id=g:1077091
Analamboanio	id=g:1077092
Analambiby	id=g:1077093
Analambazaha	id=g:1077094
Analambahy	id=g:1077095
Analambahy	id=g:1077096
Analamazava	id=g:1077097
Analamazava	id=g:1077098
Analamazava	id=g:1077099
Analamazava	id=g:1077100
Analamazava	id=g:1077101
Analamazava	id=g:1077102
Analamazaotra	id=g:1077103
Analamazaotra	id=g:1077104
Analamazaotra	id=g:1077105
Analamay	id=g:1077106
Analamay	id=g:1077107
Analamavokaka	id=g:1077108
Analamavo	id=g:1077109
Analamavo	id=g:1077110
Analamavo	id=g:1077111
Analamatsaky	id=g:1077112
Analamateza	id=g:1077113
Analamasy	id=g:1077114
Analamasonjano	id=g:1077115
Analamasina	id=g:1077116
Analamary	id=g:1077117
Analamary	id=g:1077118
Analamary	id=g:1077119
Analamary	id=g:1077120
Analamary	id=g:1077121
Analamary	id=g:1077122
Analamary	id=g:1077123
Analamary	id=g:1077124
Analamary	id=g:1077125
Analamaro	id=g:1077126
Analamarina Ouest	id=g:1077127
Analamarina Andrefana	id=g:1077128
Analamarina	id=g:1077129
Analamarina	id=g:1077130
Analamarina	id=g:1077131
Analamarina	id=g:1077132
Analamarina	id=g:1077133
Analamarina	id=g:1077134
Analamarina	id=g:1077135
Analamarina	id=g:1077136
Analamarina	id=g:1077137
Analamaraha	id=g:1077138
Analamara	id=g:1077139
Analamanohy	id=g:1077140
Analamanjato	id=g:1077141
Analamanjaka	id=g:1077142
Analamanjaka	id=g:1077143
Analamanitsy	id=g:1077144
Analamanitra	id=g:1077145
Analamanitra	id=g:1077146
Analamanitra	id=g:1077147
Analamanintsy	id=g:1077148
Analamangatsiaka	id=g:1077149
Analamangahaza	id=g:1077150
Analamanga	id=g:1077151
Analamanga	id=g:1077152
Analamandro	id=g:1077153
Analamanatrika	id=g:1077154
Analamanara	id=g:1077155
Analamanantsivana	id=g:1077156
Analamanantsiva Avaratra	id=g:1077157
Analamanantsiva Atsimo	id=g:1077158
Analamananga	id=g:1077159
Analamanana	id=g:1077160
Analamanana	id=g:1077161
Analamamy	id=g:1077162
Analamamony Ruisseau	id=g:1077163
Analamalotra	id=g:1077164
Analamalona	id=g:1077165
Analamalemy	id=g:1077166
Analamalaza	id=g:1077167
Analamajiaky	id=g:1077168
Tampoketsan Analamaitso	id=g:1077169
Analamaitso	id=g:1077170
Analamainty	id=g:1077171
Analamainty	id=g:1077172
Analamainty	id=g:1077173
Analamaiky	id=g:1077174
Analamahitsy	id=g:1077175
Analamahitsy	id=g:1077176
Analamahery	id=g:1077177
Analamahery	id=g:1077178
Analamahazo	id=g:1077179
Analamahavelo	id=g:1077180
Analamahavelo	id=g:1077181
Analamahavelo	id=g:1077182
Analamahavelo	id=g:1077183
Analamahavelo	id=g:1077184
Analamahatarika	id=g:1077185
Analamahasoa	id=g:1077186
Analamahalana	id=g:1077187
Analamahaimihoatra	id=g:1077188
Analamahafaka	id=g:1077189
Analamaha	id=g:1077190
Analamafitaka	id=g:1077191
Analamafana	id=g:1077192
Analalory	id=g:1077193
Analalevakivoho	id=g:1077194
Analalentike	id=g:1077195
Analalavakely	id=g:1077196
Lohatanjon’ Analalava	id=g:1077197
Alan’ Analalava	id=g:1077198
Analalava	id=g:1077199
Analalava	id=g:1077200
Analalava	id=g:1077201
Analalava	id=g:1077202
Analalava	id=g:1077203
Analalava	id=g:1077204
Analalava	id=g:1077205
Analalava	id=g:1077206
Analalava	id=g:1077207
Analalava	id=g:1077208
Analalava	id=g:1077209
Analalava	id=g:1077210
Analalava	id=g:1077211
Analalava	id=g:1077212
Analalava	id=g:1077213
Analalava	id=g:1077214
Analalava	id=g:1077215
Analalava	id=g:1077216
Analalava	id=g:1077217
Analalava	id=g:1077218
Analalava	id=g:1077219
Analalava	id=g:1077220
Analalava	id=g:1077221
Analalava	id=g:1077222
Analalava	id=g:1077223
Analalava	id=g:1077224
Analalava	id=g:1077225
Analalava	id=g:1077226
Analalava	id=g:1077227
Analalava	id=g:1077228
Analalava	id=g:1077229
Analalava	id=g:1077230
Analalava	id=g:1077231
Analalatsaka Rivière	id=g:1077232
Analalatsaka	id=g:1077233
Analakony	id=g:1077234
Analakira	id=g:1077235
Analakengitsy	id=g:1077236
Analakely	id=g:1077237
Analakely	id=g:1077238
Analakely	id=g:1077239
Analakely	id=g:1077240
Analakely	id=g:1077241
Analakazo-Ambararata	id=g:1077242
Analakazo	id=g:1077243
Analaiva	id=g:1077244
